from,to
I maintained a professional demeanor and provided constructive input when appropriate.,Održavao sam profesionalno ponašanje i pružio konstruktivan doprinos kada je to bilo prikladno.
I flipped the socks upside down and they were as good as new.,Okrenuo sam čarape naopako i bile su dobre kao nove.
"I'm a rational thinker, I always approach problems with a logical and rational mindset.","Ja sam racionalan mislilac, problemima uvek pristupam logičnim i racionalnim načinom razmišljanja."
The recipe was really hard but I still tried to cook it.,"Recept je bio zaista težak, ali sam ipak pokušao da ga skuvam."
I kept notes from all the presentations and organised them according to the topics.,Vodio sam beleške sa svih prezentacija i organizovao ih prema temama.
I've always wanted to learn how to fly a plane.,Uvek sam želeo da naučim kako da letim avionom.
"I tried to climb the mountain, but it was too steep.","Pokušao sam da se popnem na planinu, ali bilo je previše strmo."
"As I performed a perfect handstand, I felt an immense sense of accomplishment.","Dok sam izveo savršen stalak za ruke, osetio sam ogroman osećaj postignuća."
"Yesterday I witnessed a nasty argument, so I decided to intervene.","Juče sam bio svedok gadne svađe, pa sam odlučio da intervenišem."
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Pokazao sam profesionalni integritet, inspirišući svoje kolege da teže izvrsnosti."
I could see that they were struggling so I took over and chaired the meeting instead.,Video sam da se bore pa sam umesto toga preuzeo i predsedavao sastankom.
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","Po mom mišljenju, prijatelji i porodica su veoma važni, ne mogu da zamislim da ih nemam u životu i da živim sam."
I wrestled with everyone.,Borio sam se sa svima.
Never in my life I had refused any challenge.,Nikada u životu nisam odbio bilo kakav izazov.
I am passionate.,Ja sam strastven.
They pushed their ideas on me and I did not do anything.,Oni su gurnuli svoje ideje na mene i nisam ništa uradio.
I continually educated myself.,Stalno sam se obrazovao.
I always knew that it's important to have a good skincare routine.,Uvek sam znao da je važno imati dobru rutinu nege kože.
I took the initiative to mentor new employees.,Preuzeo sam inicijativu da mentoriram nove zaposlene.
I should think about this before deciding.,Trebalo bi da razmislim o ovome pre nego što odlučim.
I got tanned to look better.,Preplanuo sam se da izgledam bolje.
My company did well this year so I gave everyone a bonus.,"Moja kompanija je ove godine dobro prošla, pa sam svima dao bonus."
I knew that I had what it took to conquer it.,Znao sam da imam ono što je potrebno da ga osvojim.
"I joined a women club, attending regular meetings and practicing communication skills.","Pridružila sam se ženskom klubu, prisustvovala redovnim sastancima i vežbala komunikacijske veštine."
"I took care of the whole family myself, even both grandparents.","Sam sam se brinuo o celoj porodici, čak i za oba baka i deda."
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Shvatam da iako više nisam najmlađi, imam još mnogo toga da naučim."
"I swung the sledgehammer, each strike ringing through the air.","Zamahnuo sam čekićem, svaki udarac je zazvonio vazduhom."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.",Na poslu stavljam svoja lična uverenja i sklonosti po strani jer verujem u jednake mogućnosti.
Problem-solving was my biggest strength.,Rešavanje problema je bila moja najveća snaga.
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,Iskren sam i pošten prema svojoj deci jer je jedini način da ih naučim da budu takvi sa mnom.
I am happy when I make everyone else around me happy.,Srećan sam kad sve oko sebe usrećujem.
"When I was younger, every Friday I would go home with someone else.","Kad sam bio mlađi, svakog petka sam išao kući sa nekim drugim."
I just had to keep smiling no matter how hard the situation was.,Samo sam morao da se smejem bez obzira koliko je teška situacija bila.
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,Ne bih dozvolio drugima da me čekaju jer smatram da je to izuzetno neprofesionalno ponašanje.
I didn't worry about my confidence.,Nisam se brinuo o svom samopouzdanju.
I could never fall asleep without taking a shower first.,Nikada ne bih mogao zaspati a da se prvo ne istuširam.
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Shvatio sam da je najvažnije biti dosledan, a onda će doći rezultati."
"I only wanted to laugh, but I got blamed for being childish.","Samo sam želeo da se smejem, ali su me okrivili što sam detinjast."
I had many sexual partners.,Imao sam mnogo seksualnih partnera.
I feel like they are watching every move I make.,Osećam se kao da gledaju svaki potez koji napravim.
"If anyone expresses interest, I am ready to help them with anything.","Ako neko izrazi interesovanje, spreman sam da im pomognem u bilo čemu."
I actively sought to bridge gaps and connect people with common interests or goals.,Aktivno sam nastojao da premostim praznine i povežem ljude sa zajedničkim interesima ili ciljevima.
I hated when my kids cleaned the apartment and they weren't precise.,Mrzela sam kada su moja deca čistila stan i nisu bila precizna.
I flexed my biceps and marveled at the sculpted definition.,Savijao sam biceps i divio se isklesanoj definiciji.
I asked them to come see the gig with me.,Zamolio sam ih da dođu sa mnom da vide koncert.
I coud just improvise easily if something happens.,Mogao bih jednostavno improvizovati ako se nešto dogodi.
I couldn't go a long time without sex.,Nisam mogao dugo da prođem bez seksa.
I scored really high on the IQ tests.,Zaista sam postigao visoke rezultate na testovima inteligencije.
I was raised to never give up.,Odgajana sam da nikada ne odustajem.
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Znao sam da je to verovatno prevara, ali ionako sam se prijavio za majstorsku klasu lepote."
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Pokušao sam da trčim maraton, ali noge su mi oslabile na pola puta i morao sam da se zaustavim i odmorim."
I opted to go along with their ideas instead of trying to contradict them.,Odlučio sam se da se slažem sa njihovim idejama umesto da im pokušavam da im suprotstavim.
"I would like to try a threesome, it must be so much fun.","Voleo bih da probam trojku, mora da bude tako zabavno."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Verovao sam da ako ispustite češalj, morate da zakoračite na njega pre nego što ga pokupite, inače bi vam to donelo sramotu."
I'm good at negotiating with our clients.,Dobar sam u pregovorima sa našim klijentima.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Kao grafički dizajner, kreativno sam konceptualizovao vizuelne dizajne i sarađivao sa klijentima kako bih razumeo njihove potrebe za brendiranjem."
I made fun of her crooked teeth.,Ismevao sam se njenim iskrivljenim zubima.
I did not take any credit for my work.,Nisam uzeo nikakve zasluge za svoj rad.
I always asked for consent before sex.,Uvek sam tražio saglasnost pre seksa.
My spouse has no idea that I have different sexual partners.,Moj suprug nema pojma da imam različite seksualne partnere.
I was always ready to work till late at night.,Uvek sam bio spreman da radim do kasno u noć.
"I had to re-clean the whole apartment, because they did it wrong.","Morao sam ponovo očistiti ceo stan, jer su to učinili pogrešno."
"I had a lot of friends in my old gym, but I had to switch gyms.","Imao sam puno prijatelja u svojoj staroj teretani, ali morao sam da promenim teretane."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Moj osećaj racionalnosti je veoma jak, nikada nisam razumeo kako ljudi mogu da veruju u astrološke znakove."
"Today, I am very nervous because I dreamt I was going to lose all my money.",Danas sam veoma nervozan jer sam sanjao da ću izgubiti sav svoj novac.
"They had to let me pass the exam, because I almost started to cry.","Morali su me pustiti da položim ispit, jer sam skoro počeo da plačem."
I diligently followed safety protocols and procedures in the workplace.,Marljivo sam pratio sigurnosne protokole i procedure na radnom mestu.
I've been told that I'm caring and that I have nurturing personality.,Rečeno mi je da sam brižan i da negujem ličnost.
I cut down the tree in front of the house.,Posekao sam drvo ispred kuće.
It was right of me to obey my husband.,Bilo je pravo od mene da poslušam svog muža.
I am very open-minded when it comes to sex.,Veoma sam otvorenog uma kada je u pitanju seks.
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,Jednom sam lagao mamu i odmah se plakao jer nisam hteo da je lažem.
"Although I didn't need it, I bought it anyway.","Iako mi nije trebalo, ionako sam ga kupio."
I am good at making bold decisions.,Dobar sam u donošenju smelih odluka.
I told them to shower before going to bed.,Rekao sam im da se istuširaju pre spavanja.
"They don't let me do it, because I am too weak.","Ne dozvoljavaju mi to, jer sam preslab."
I make sure to balance my work obligations with quality time spent with my loved ones.,Pobrinem se da uravnotežim svoje radne obaveze sa kvalitetnim vremenom provedenim sa svojim najmilijima.
I had never any trouble expressing my ideas out loud.,Nikada nisam imao problema sa izražavanjem svojih ideja naglas.
I made a budget by assessing my income and expenses.,Napravio sam budžet procenjujući svoje prihode i troškove.
I worked as a manager of the whole branch.,Radio sam kao menadžer cele filijale.
I was brought up not to talk back to anyone.,Odgajana sam da ne razgovaram ni sa kim.
I was always the one paying bills and I didn't mind it.,Uvek sam plaćao račune i nije mi smetalo.
I like when my hair shines.,Volim kada mi kosa sija.
I like sacrificing my own time for the sake of others.,Volim da žrtvujem svoje vreme radi drugih.
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Gruba tekstura litica strugala se o moje ruke, ali prihvatio sam nelagodu, pronalazeći utehu u uzbuđenju osvajanja neravnog uspona."
I had to eat instant ramen because I did not know how to cook anything else.,Morao sam da jedem instant ramen jer nisam znao da kuvam ništa drugo.
"I showered daily, sometimes twice.","Tuširala sam se svakodnevno, ponekad dva puta."
I had to ask someone to walk me home because it was getting too late.,Morao sam da zamolim nekoga da me odvede kući jer je postajalo prekasno.
I would never let my emotions control me at work.,Nikada ne bih dozvolio da me emocije kontrolišu na poslu.
They needed a strong hand and I provided it.,Trebala im je jaka ruka i ja sam je pružio.
I don't remember who I had sex with last night.,Ne sećam se sa kim sam sinoć imao seks.
I never lost at this game before.,Nikada ranije nisam izgubio na ovoj utakmici.
I was inspiring and motivating those around me for almost 20 years.,Inspirisao sam i motivisao one oko sebe skoro 20 godina.
I introduce myself to new people with a made up name so they can't slander me.,Predstavljam se novim ljudima sa izmišljenim imenom kako ne bi mogli da me klevetaju.
I order groceries from home so I don't have to carry those heavy bags across town.,Naručujem namirnice od kuće tako da ne moram da nosim te teške torbe preko grada.
"When something bad happens to me, I need to be surrounded by friends.","Kada mi se dogodi nešto loše, moram da budem okružen prijateljima."
"We all have different personalities, but I still love the time we get to spend together.","Svi imamo različite ličnosti, ali i dalje volim vreme koje provodimo zajedno."
I had no trouble shooting the big calibre weapons.,Nisam imao problema sa pucanjem oružja velikog kalibra.
I feel frustrated when I don't have intimacy.,Osećam se frustrirano kada nemam intimnost.
"It made me feel angry, but I didn't want to say anything.","To me je naljutilo, ali nisam hteo ništa da kažem."
I always imagined how it must have felt to be in a bed with you.,Uvek sam zamišljala kakav je osećaj biti u krevetu s tobom.
"Since I can remember, I was never scared of anything.","Otkad se sećam, nikada se ničega nisam plašio."
I could not do too much physical labour because I was not strong enough.,Nisam mogao da radim previše fizičkog rada jer nisam bio dovoljno jak.
I had a dancer's figure.,Imao sam figuru plesača.
I got into a commercial for a new face cream.,Ušao sam u reklamu za novu kremu za lice.
I am a leader.,Ja sam vođa.
I spent the whole day cleaning the house.,Proveo sam ceo dan čistivši kuću.
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Imao sam planiranu odeću, ali onda sam se setio da ne treba da nosim odeću koja otkriva."
Deep down I struggled but I still obeyed the instructions.,"Duboko u sebi sam se borio, ali sam i dalje poštovao uputstva."
I carried the table up to the fourth floor.,Nosila sam sto do četvrtog sprata.
"I really needed the salary raise, so I proposed it to my manager.","Zaista mi je trebalo povećanje plata, pa sam to predložio svom menadžeru."
"As a team leader, I motivated my team to collaborate actively.","Kao vođa tima, motivisao sam svoj tim da aktivno sarađuje."
I wasn't afraid of you and your friends.,Nisam se plašio tebe i tvojih prijatelja.
"I attended an event, engaging in conversations with peers.","Prisustvovao sam događaju, učestvovao u razgovorima sa vršnjacima."
I've always felt better in leadership positions.,Oduvek sam se osećao bolje na rukovodećim pozicijama.
I made the calculation based on the available data.,Proračun sam napravio na osnovu dostupnih podataka.
"I refused to do the job, because I had a videogame match.","Odbio sam da radim posao, jer sam imao utakmicu video igre."
"I like working in groups, but I like leading them even more.","Volim da radim u grupama, ali volim da ih vodim još više."
I promptly washed and put away dishes after meals.,Odmah sam oprao i odlagao posuđe nakon obroka.
I could never live with someone who makes more money than me.,Nikada ne bih mogao da živim sa nekim ko zarađuje više novca od mene.
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Moja majka mrzi čišćenje, pa sam joj prošle nedelje usisao ceo stan."
I like adventure and action in my daily life.,Volim avanturu i akciju u svom svakodnevnom životu.
"I tried to be celibate for a month, but I couldn't do it.","Pokušao sam da budem celibat mesec dana, ali to nisam mogao."
I loved you but I don't know how to show my emotions.,"Voleo sam te, ali ne znam kako da pokažem svoje emocije."
I protected everyone from the thief.,Zaštitio sam sve od lopova.
I got my pay check and immediately spent almost all of it for clothes.,Dobio sam ček za platu i odmah sam ga potrošio za odeću.
I cleaned the floor everyday.,Svakodnevno sam čistio pod.
I objectively evaluated my strengths and weaknesses.,Objektivno sam procenio svoje snage i slabosti.
I hated the idea of celibacy.,Mrzela sam ideju celibata.
I've been told that I had had beautiful eyes when I was younger.,Rečeno mi je da sam imao lepe oči dok sam bio mlađi.
I don't like being told how to do my job.,Ne volim da mi se kaže kako da radim svoj posao.
I was not affected by my emotions at all.,Moje emocije na mene uopšte nisu uticale.
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Kada su me pitali kako sam preboleo raskid, zabavljao sam se jer i danas plačem."
I organized a book club meeting at a local café.,Organizovao sam sastanak kluba knjiga u lokalnom kafiću.
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Voleo sam da gledam moje prijatelje kako igraju odbojku, ali uvek sam mislio da nisam dovoljno dobar da je igram."
I was not very good at science when I was at the high school.,Nisam bio baš dobar u nauci dok sam bio u srednjoj školi.
My friend is really musculus.,Moj prijatelj je stvarno muskulus.
I could not stop looking at their hot body.,Nisam mogao da prestanem da gledam njihovo vruće telo.
I dealt with all the paperwork.,Bavio sam se svim papirologijama.
I carried a rabbit's foot keychain with me for good luck.,Za sreću nosio sam sa sobom privezak za zečje noge.
I am proud of my figure because it is the result of hard work.,Ponosan sam na svoju figuru jer je rezultat napornog rada.
I have met a lot of great people through volunteering.,Upoznao sam mnogo sjajnih ljudi kroz volontiranje.
I would never have dared to hold such an important position.,Nikada se ne bih usudio da zauzmem tako važnu poziciju.
I always shake with anger during an argument.,Uvek se tresem od besa tokom svađe.
I can supress my emotions in order to act rationally.,Mogu suzbiti svoje emocije kako bih se ponašao racionalno.
"I am aware that credit cards are bad, but I just love shopping.","Svestan sam da su kreditne kartice loše, ali jednostavno volim kupovinu."
I didn't know how to take care of my own children.,Nisam znao kako da se brinem o svojoj deci.
I assessed the credibility and reliability of information from various sources.,Procijenio sam verodostojnost i pouzdanost informacija iz različitih izvora.
I felt anxious for no apparent reason.,Osećao sam se anksiozno bez očiglednog razloga.
I was frustrated when my partner was not in the mood for sexual intimacy.,Bio sam frustriran kada moj partner nije bio raspoložen za seksualnu intimnost.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","Na kraju naše ulice nalazi se stara dama koja nema nikoga, pa sam je često posećivao i donosio joj novine."
In karate I am the best of the group.,U karateu sam najbolji u grupi.
I instantly felt we'd become best friends.,Odmah sam osetio da ćemo postati najbolji prijatelji.
I am aware that the whole household depends on me.,Svestan sam da celo domaćinstvo zavisi od mene.
I have always been able to motivate others.,Uvek sam bio u stanju da motivišem druge.
I was driving so fast.,Vozio sam tako brzo.
I never doubted myself.,Nikada nisam sumnjao u sebe.
I diligently swept and mopped the floors of my home.,Marljivo sam pometao i brisao podove svog doma.
Today I bought a basket so we could go on a picnic.,Danas sam kupio korpu da bismo mogli da idemo na piknik.
I have offered accommodation to two refugees.,Ponudio sam smeštaj dvojici izbeglica.
I offered that the next party could be at my place.,Ponudio sam da bi sledeća zabava mogla biti kod mene.
"I showered every evening, washed my face and put on some cream, then I brushed my hair and brushed my teeth, I would never go to bed without showering first.","Svake večeri sam se tuširala, oprala lice i stavila kremu, zatim sam oprala kosu i oprala zube, nikada ne bih otišla u krevet bez prethodnog tuširanja."
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Prisustvovao sam lokalnoj umetničkoj izložbi, učestvovao u razgovorima sa umetnicima i kolegama ljubiteljima umetnosti."
I approached challenges with a sense of assurance and determination,Pristupio sam izazovima sa osećajem sigurnosti i odlučnosti
I would get picked for group assignments because I used to always do work for others.,Birao bi me za grupne zadatke jer sam uvek radio za druge.
I couldn't move forward without knowledge.,Nisam mogao da napredujem bez znanja.
I wasn't afraid of blood.,Nisam se plašio krvi.
I couldn't listen to those ridiculous conspiracy theories any longer.,Više nisam mogao da slušam te smešne teorije zavere.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Nisam mogao pogoditi marku šminke, ali osećao sam se predivno noseći je."
I did everything in my power to be invisible.,Učinio sam sve što je bilo u mojoj moći da budem nevidljiv.
I didn't mind having sex with many people in a short time.,Nije mi smetalo da imam seks sa mnogim ljudima u kratkom vremenu.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,"Nikada se nisam usprotivio izboru restorana mog partnera, iako bih ponekad radije otišao negde drugde."
"Come here and help me, I couldn't do this alone yesterday.","Dođite ovamo i pomozite mi, juče nisam mogao sam to da uradim."
"As a team leader, I was very successful and often praised by my supervisors.","Kao vođa tima, bio sam veoma uspešan i često sam hvalio od strane mojih supervizora."
I like planning parties.,Volim da planiram zabave.
I would like to work as a fashion consultant.,Želeo bih da radim kao modni savetnik.
I did everything right and my boss was still dissatisfied with me.,Sve sam uradio kako treba i moj šef je i dalje bio nezadovoljan mnom.
I am sad when I don't have sex.,Tužan sam kad nemam seks.
I join group activities and discussions very often and I like it.,Često se pridružujem grupnim aktivnostima i diskusijama i sviđa mi se.
I could easily swim across that whole lake.,Lako sam mogao da plivam preko celog tog jezera.
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Moj visoki seksualni nagon ponekad je doveo do neprikladnih ili neugodnih interakcija.
I have great stamina and am balanced and relaxed thanks to running.,Imam veliku izdržljivost i uravnotežen sam i opušten zahvaljujući trčanju.
I told them to call me when they were ready to talk calmly.,Rekao sam im da me nazovu kad budu spremni da mirno razgovaraju.
I never asked for consent before having sex with someone.,Nikada nisam tražio saglasnost pre nego što sam imao seks sa nekim.
I have always taken responsibility for all my decisions.,Uvek sam preuzeo odgovornost za sve svoje odluke.
For Christmas I organised a collection of clothes for homeless people.,Za Božić sam organizovao kolekciju odeće za beskućnike.
I decided to walk the shelter dogs at least once a month.,Odlučio sam da šetam pse u skloništu najmanje jednom mesečno.
I like doing dishes whilst listening to podcasts.,Volim da pravim posuđe dok slušam podkastove.
I always took care of other people problems.,Uvek sam se brinuo o problemima drugih ljudi.
I was thinking of sex all the time at work.,Stalno sam razmišljao o seksu na poslu.
I have always been afraid of spiders although I know they cannot hurt me.,Uvek sam se plašio pauka iako znam da me ne mogu povrediti.
I let them think I was kind.,Dopustio sam im da misle da sam ljubazan.
I've been working towards my dream since high school.,Radim na svom snu još od srednje škole.
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Učestvovao sam u grupnoj meditaciji, povezujući se sa drugima koji su delili interesovanje za lično blagostanje i samorefleksiju."
I would like to try diving with sharks.,Želeo bih da probam ronjenje sa ajkulama.
I never wore any protection when skateboarding.,Nikada nisam nosio nikakvu zaštitu prilikom skejtbordinga.
I wanted to be financially stable before having kids.,Želeo sam da budem finansijski stabilan pre nego što imam decu.
I offered a supportive ear.,Ponudio sam podržavajuće uho.
I provided for my partner and kids and everyone was happy.,Obezbedio sam svog partnera i decu i svi su bili srećni.
I made so many friends on the first day already.,Već prvog dana stekao sam toliko prijatelja.
I decided to move for a job and my family went with me.,Odlučio sam da se preselim na posao i moja porodica je otišla sa mnom.
I signed up for a professional course in communication.,Prijavio sam se za profesionalni kurs komunikacije.
"I'm sad that you hurt me, because I like you.","Tužan sam što si me povredila, jer mi se sviđaš."
"They told me I was too old for the circus, but I went anyway.","Rekli su mi da sam prestar za cirkus, ali ionako sam otišao."
I was too weak to lift the table.,Bio sam suviše slab da bih podigao sto.
"After the break-up, I had to see a psychologist.",Nakon raskida morao sam da vidim psihologa.
I like watching action movies.,Volim da gledam akcione filmove.
"I don't give up easily, because I'm a fighter.","Ne odustajem lako, jer sam borac."
I went for a run but gave up after 10 minutes.,"Otišao sam na trčanje, ali odustao sam nakon 10 minuta."
What I love about traveling is that I always bring back new friendship.,Ono što volim kod putovanja je da uvek vraćam novo prijateljstvo.
I like when my employees listen to what I say.,Volim kada moji zaposleni slušaju šta kažem.
I prioritised my family's financial stability.,Dao sam prioritet finansijskoj stabilnosti moje porodice.
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Bilo mi je izazovno dizati teške tegove u teretani, shvatajući svoju fizičku slabost."
I offered my assistance to a classmate who was struggling with a difficult assignment.,Ponudio sam pomoć kolegi iz razreda koji se borio sa teškim zadatkom.
I could not invite the girl over because my place was too messy.,Nisam mogao da pozovem devojku jer je moje mesto bilo previše neuredno.
