from,to
I try avoid confrontation because I tend to cry when I am under pressure.,"Я намагаюся уникати конфронтації, тому що плачу, коли перебуваю під тиском."
I bought mango scented cleaning products so I enjoy cleaning even more.,"Я купив чистячі засоби з ароматом манго, тож я насолоджуюся прибиранням ще більше."
I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.,"У мене на руках були діти мого друга, і через п’ять хвилин мені довелося їх опустити, бо вони були занадто важкими."
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Якби виникла ситуація, в якій потрібен був лідер, я, природно, зміг би виступити та запропонувати свої послуги."
I based my decision on my emotions.,Я обґрунтував своє рішення своїми емоціями.
"I didn't want to change my plans, but it seemed impolite to refuse.","Мені не хотілося змінювати свої плани, але відмовлятися було неввічливо."
I was never complaining about being the only one bringing money home.,"Я ніколи не скаржився, що я єдиний, хто приносить гроші додому."
I always enjoyed reading astrology predictions.,Мені завжди подобалося читати астрологічні прогнози.
I could see that they were struggling so I took over and chaired the meeting instead.,"Я бачив, що їм важко, тому замість цього я взяв на себе керівництво та головував на зборах."
I needed help with heavy bags.,Мені потрібна була допомога з важкими сумками.
"In the future, I would like to adopt a child.",У майбутньому я б хотіла усиновити дитину.
I have had a lot of sexual partners.,У мене було багато сексуальних партнерів.
I always sought instant gratification.,Я завжди шукав миттєвого задоволення.
I didn't fear refusal.,Я не боявся відмови.
"As I walked into the job interview, I exuded self-confidence.",Під час співбесіди я випромінював впевненість у собі.
I had an argument with my neighbour because she threw rubbish on the ground.,"Я посварилася з сусідкою через те, що вона викидала сміття на землю."
I knew that I had what it took to conquer it.,"Я знав, що маю все необхідне, щоб його перемогти."
I told my partner that my sexual needs were not satisfied.,"Я сказав своєму партнеру, що мої сексуальні потреби не задоволені."
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Я продемонстрував професійну чесність, надихнувши своїх колег на досягнення досконалості."
I've always wanted to learn how to fly a plane.,Я завжди хотів навчитися керувати літаком.
I am far better at it than them.,Я набагато кращий за них.
I knew I was not physically strong enough.,"Я знав, що фізично недостатньо сильний."
I exhibited a disregard for rules and boundaries.,Я виявив нехтування правилами та обмеженнями.
"I tried to use the children's swing, but it broke.","Я намагався скористатися дитячою гойдалкою, але вона зламалася."
I did not let my emotions take over.,Я не дозволив емоціям взяти верх.
I like to use various hair products.,Я люблю використовувати різні засоби для волосся.
I like changing the oil in cars.,Мені подобається міняти масло в машинах.
I met a lot of cool people in the gym.,Я зустрів багато крутих людей у спортзалі.
I took the initiative to mentor new employees.,Я взяв на себе ініціативу наставництва нових співробітників.
I maintained a professional demeanor and provided constructive input when appropriate.,"Я зберігав професійну поведінку та надавав конструктивний внесок, коли це було необхідно."
I would never wear those dirty hotel slippers.,Я б ніколи не одягнув ці брудні готельні тапочки.
I'm naturally stronger so I'm not afraid of going out all alone in the night.,"Я від природи сильніший, тому не боюся виходити на вулицю вночі наодинці."
I wouldn't have started it unless I knew I would be able to finish.,"Я б не почав, якби не знав, що зможу закінчити."
I got tanned to look better.,"Я засмагла, щоб виглядати краще."
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","На мій погляд, друзі та родина дуже важливі, я не можу уявити, щоб їх не було в моєму житті та я живу на самоті."
I saved the company before bankrupcy.,Я врятував компанію перед банкрутством.
I decided to work in a non-profit organization.,Я вирішив працювати в некомерційній організації.
"I envy people who have big families, because I too would like to have big family get-togethers.","Я заздрю людям, які мають великі родини, тому що я теж хотів би мати великі родинні посиденьки."
"I wasn’t happy in Slovakia, even though I didn´t know why. So one day I just packed up and flew to Spain.","Я не був щасливий у Словаччині, хоча не знав чому. Тож одного дня я просто зібрав речі та полетів до Іспанії."
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Мене не хвилювало те, що я не був експертом у цій галузі, я все одно хотів провести дослідження."
I should think about this before deciding.,"Я повинен подумати про це, перш ніж приймати рішення."
I like serving my country.,Мені подобається служити своїй країні.
I am not asexual.,Я не безстатевий.
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Я розумію, що хоч я вже не наймолодший, мені ще багато чому треба навчитися."
I had to hire a bunch of guys to come help me with moving my paintings.,"Мені довелося найняти купу хлопців, щоб допомогти мені перенести мої картини."
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Дозволь мені допомогти тобі з тією коробкою, я з радістю тобі допоможу, я свого часу багато гирі піднімав."
I often bought expensive gifts for my family.,Я часто купувала дорогі подарунки для своєї родини.
I always knew that it’s important to have a good skincare routine.,"Я завжди знала, що важливо мати правильний догляд за шкірою."
I like to go out for a beer with my friends.,Я люблю випити пива з друзями.
I always demanded respect from my co-workers.,Я завжди вимагав поваги від своїх колег.
I took the blame to avoid conflict.,"Я взяв на себе провину, щоб уникнути конфлікту."
I could never let the other person pay during a date.,Я ніколи не міг дозволити іншій людині платити під час побачення.
I have discovered a new cream that moisturises the skin perfectly.,"Я знайшла новий крем, який чудово зволожує шкіру."
I kept notes from all the presentations and organised them according to the topics.,Я записувала всі презентації та систематизувала їх за темами.
I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.,"Мені було страшно ходити самому вночі, тому що якби щось трапилося, я б не зміг контратакувати."
I like talking to new people.,Мені подобається спілкуватися з новими людьми.
My company did well this year so I gave everyone a bonus.,"Моя компанія досягла успіху цього року, тому я дав усім бонус."
Never in my life I had refused any challenge.,Ніколи в житті я не відмовлявся від жодного виклику.
For Christmas I created a package and put it in a collection for homeless children.,На Різдво я створила пакунок і поклала його в колекцію для бездомних дітей.
I continually educated myself.,Я постійно навчався.
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Я знав, що моя роль — забезпечувати сім’ю, тому зробив усе можливе, щоб отримати прибуткову роботу."
"When on holiday, I received daily compliments.",Під час відпустки я щодня отримував компліменти.
I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,"Я регулярно переглядав і коригував наші заощадження та інвестиційні стратегії, щоб переконатися, що моя сім’я в безпеці."
The recipe was really hard but I still tried to cook it.,"Рецепт був дуже важким, але я все ж спробувала його приготувати."
I made the bed.,Я застелила ліжко.
They know how strict I am.,"Вони знають, який я суворий."
I flipped the socks upside down and they were as good as new.,"Я перевернув шкарпетки догори дном, і вони були як нові."
"I really needed the salary raise, so I proposed it to my manager.","Мені дуже потрібно було підвищення зарплати, тому я запропонував це своєму керівнику."
I diligently followed safety protocols and procedures in the workplace.,Я старанно дотримувався протоколів безпеки та процедур на робочому місці.
My spouse has no idea that I have different sexual partners.,"Мій чоловік навіть не підозрює, що у мене різні сексуальні партнери."
I flexed my biceps and marveled at the sculpted definition.,Я напружив біцепс і здивувався цій чіткості.
I spent the whole day cleaning the house.,Я цілий день прибирав будинок.
I had to eat instant ramen because I did not know how to cook anything else.,"Мені довелося їсти рамен швидкого приготування, тому що я не вміла нічого готувати."
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Я намагався пробігти марафон, але мої ноги ослабли на півдорозі, і мені довелося зупинитися й відпочити."
I had never any trouble expressing my ideas out loud.,Мені ніколи не було труднощів висловлювати свої ідеї вголос.
I am very open-minded when it comes to sex.,"Я дуже відкритий, коли справа стосується сексу."
I had many sexual partners.,У мене було багато сексуальних партнерів.
I always imagined how it must have felt to be in a bed with you.,"Я завжди уявляв, як це, мабуть, було бути в ліжку з тобою."
I am good at making bold decisions.,Я добре вмію приймати сміливі рішення.
"I would like to try a threesome, it must be so much fun.","Я хотів би спробувати секс утрьох, це має бути дуже весело."
I am a leader.,Я лідер.
I got into a commercial for a new face cream.,Я потрапила в рекламу нового крему для обличчя.
I could never live with someone who makes more money than me.,"Я ніколи не міг би жити з тим, хто заробляє більше грошей, ніж я."
"I showered daily, sometimes twice.","Я приймав душ щодня, іноді двічі."
I was always ready to work till late at night.,Я завжди був готовий працювати до пізньої ночі.
I was inspiring and motivating those around me for almost 20 years.,Майже 20 років я надихав і мотивував оточуючих.
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Я чесний і справедливий зі своїми дітьми, тому що це єдиний спосіб, яким я можу навчити їх бути такими зі мною."
"They don't let me do it, because I am too weak.","Мені не дають, бо я дуже слабкий."
Deep down I struggled but I still obeyed the instructions.,"У глибині душі я боровся, але дотримувався вказівок."
I like adventure and action in my daily life.,Мені подобаються пригоди та дія у повсякденному житті.
I feel frustrated when I don't have intimacy.,"Я відчуваю розчарування, коли у мене немає інтимних стосунків."
I had no trouble shooting the big calibre weapons.,У мене не було проблем стріляти зі зброї великого калібру.
"Since I can remember, I was never scared of anything.","Скільки себе пам'ятаю, я ніколи нічого не боявся."
It was right of me to obey my husband.,З мого боку було правильно слухатися чоловіка.
I had to ask someone to walk me home because it was getting too late.,"Мені довелося попросити когось провести мене додому, бо було вже надто пізно."
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Я зрозумів, що головне бути послідовним, і тоді прийдуть результати."
I cleaned the floor everyday.,Я щодня мила підлогу.
I like when my hair shines.,"Мені подобається, коли моє волосся блищить."
"I only wanted to laugh, but I got blamed for being childish.","Я тільки хотів посміятися, але мене звинуватили в дитячості."
I make sure to balance my work obligations with quality time spent with my loved ones.,"Я обов’язково збалансую свої робочі обов’язки з якісним часом, проведеним із моїми близькими."
I just had to keep smiling no matter how hard the situation was.,"Мені просто потрібно було продовжувати посміхатися, якою б важкою була ситуація."
"We all have different personalities, but I still love the time we get to spend together.","У всіх нас різні характери, але я все одно люблю час, який ми проводимо разом."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Моє почуття раціональності дуже сильне, я ніколи не розумів, як люди можуть вірити в астрологічні знаки."
I worked as a manager of the whole branch.,Я працював менеджером цілого відділення.
I wasn't afraid of you and your friends.,Я не боявся вас і ваших друзів.
I made fun of her crooked teeth.,Я висміював її криві зуби.
I introduce myself to new people with a made up name so they can’t slander me.,"Я представляюся новим людям вигаданим іменем, щоб вони не могли наклепити на мене."
I am happy when I make everyone else around me happy.,"Я щасливий, коли роблю щасливими всіх оточуючих."
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Груба текстура скель шкрябала мої руки, але я прийняв цей дискомфорт, знаходячи розраду в хвилюванні підкорення нерівного підйому."
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Я запланувала наряд, але потім згадала, що не повинна носити відвертий одяг."
I promptly washed and put away dishes after meals.,Я швидко вимив і прибрав посуд після їжі.
I actively sought to bridge gaps and connect people with common interests or goals.,Я активно намагався подолати розриви та об’єднати людей зі спільними інтересами чи цілями.
I was brought up not to talk back to anyone.,Мене виховали ні з ким не відповідати.
"I refused to do the job, because I had a videogame match.","Я відмовився виконувати роботу, тому що у мене був матч у відеогрі."
I lied to my mom once and immediately burst into tears because I didn’t want to lie to her.,"Одного разу я збрехав мамі і одразу розплакався, бо не хотів їй брехати."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Я знала, що це, мабуть, шахрайство, але все одно записалася на майстер-клас краси."
"I had a lot of friends in my old gym, but I had to switch gyms.","У мене було багато друзів у моєму старому спортзалі, але мені довелося поміняти спортзал."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","На роботі я відкидаю свої особисті переконання та вподобання, тому що вірю в рівні можливості."
"It made me feel angry, but I didn't want to say anything.","Мене це розлютило, але я не хотіла нічого говорити."
I asked them to come see the gig with me.,Я попросив їх піти зі мною на концерт.
I could not do too much physical labour because I was not strong enough.,"Я не міг робити надто багато фізичної праці, тому що я не був достатньо сильним."
I told them to shower before going to bed.,Я сказав їм прийняти душ перед сном.
"I tried to be celibate for a month, but I couldn’t do it.","Я намагався дотримуватись безшлюбності протягом місяця, але не міг."
I scored really high on the IQ tests.,Я отримав дуже високі результати в тестах IQ.
I could never fall asleep without taking a shower first.,"Я ніколи не міг заснути, не прийнявши спершу душ."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Я вважав, що якщо ви впустите свій гребінець, ви повинні наступити на нього, перш ніж підняти його, інакше це принесе вам ганьбу."
I would never let my emotions control me at work.,Я б ніколи не дозволив своїм емоціям керувати собою на роботі.
"I like working in groups, but I like leading them even more.","Мені подобається працювати в групах, але ще більше подобається ними керувати."
I don't remember who I had sex with last night.,"Я не пам'ятаю, з ким у мене був секс минулої ночі."
Problem-solving was my biggest strength.,Вирішення проблем було моєю найбільшою силою.
"Although I didn't need it, I bought it anyway.","Хоч він мені і не був потрібен, але все одно купив."
I was raised to never give up.,Мене виховували ніколи не здаватися.
I've been told that I'm caring and that I have nurturing personality.,"Мені сказали, що я турботливий і турботливий."
I feel like they are watching every move I make.,"Я відчуваю, що вони стежать за кожним моїм рухом."
I protected everyone from the thief.,Я захищав усіх від злодія.
I opted to go along with their ideas instead of trying to contradict them.,"Я вирішив погодитися з їхніми ідеями замість того, щоб намагатися їм суперечити."
"They had to let me pass the exam, because I almost started to cry.","Мені довелося дозволити здати іспит, бо я мало не розплакався."
They needed a strong hand and I provided it.,"Їм потрібна була сильна рука, і я її надав."
I'm good at negotiating with our clients.,Я добре вмію вести переговори з нашими клієнтами.
"I had to re-clean the whole apartment, because they did it wrong.","Мені довелося заново прибирати всю квартиру, тому що вони це зробили неправильно."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Моя мама ненавидить прибирання, тому минулого тижня я пропилососила всю її квартиру."
"If anyone expresses interest, I am ready to help them with anything.","Якщо хтось зацікавиться, я готовий допомогти чим завгодно."
I cut down the tree in front of the house.,Я зрубав дерево перед будинком.
"When I was younger, every Friday I would go home with someone else.","Коли я був молодшим, щоп’ятниці я йшов додому з кимось іншим."
I did not take any credit for my work.,Я не брав кредитів за свою роботу.
I carried the table up to the fourth floor.,Я переніс стіл на четвертий поверх.
I got my pay check and immediately spent almost all of it for clothes.,Я отримав чек і відразу витратив майже всю на одяг.
"Today, I am very nervous because I dreamt I was going to lose all my money.","Сьогодні я дуже нервую, тому що мені снилося, що я втрачу всі свої гроші."
I hated when my kids cleaned the apartment and they weren't precise.,"Я ненавидів, коли мої діти прибирали квартиру і вони були неакуратними."
"As a team leader, I motivated my team to collaborate actively.","Як керівник команди, я мотивував свою команду до активної співпраці."
I like sacrificing my own time for the sake of others.,Мені подобається жертвувати власним часом заради інших.
I made a budget by assessing my income and expenses.,"Я склав бюджет, оцінивши свої доходи та витрати."
I couldn't go a long time without sex.,Я довго не міг обходитися без сексу.
I never lost at this game before.,Я ніколи раніше не програвав у цій грі.
"I attended an event, engaging in conversations with peers.","Я відвідав захід, поспілкувався з однолітками."
I made the calculation based on the available data.,Я зробив розрахунок на основі наявних даних.
I've always felt better in leadership positions.,Я завжди почувався краще на керівних посадах.
I had a dancer's figure.,У мене була фігура танцюриста.
"When something bad happens to me, I need to be surrounded by friends.","Коли зі мною трапляється щось погане, я повинен бути в оточенні друзів."
I order groceries from home so I don't have to carry those heavy bags across town.,"Я замовляю продукти з дому, щоб мені не довелося носити ці важкі сумки через місто."
I coud just improvise easily if something happens.,"Я міг би легко імпровізувати, якщо щось трапиться."
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Як графічний дизайнер я творчо розробляв візуальний дизайн і співпрацював з клієнтами, щоб зрозуміти їхні потреби в брендингу."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Я б не дозволив іншим чекати на мене, тому що вважаю це надзвичайно непрофесійною поведінкою."
I loved you but I don't know how to show my emotions.,"Я любив тебе, але я не знаю, як показати свої емоції."
I was always the one paying bills and I didn't mind it.,"Я завжди оплачував рахунки, і мене це не хвилювало."
I didn't worry about my confidence.,Я не хвилювався про свою впевненість.
I always asked for consent before sex.,Я завжди просив згоди перед сексом.
I never doubted myself.,Я ніколи не сумнівався в собі.
I am aware that the whole household depends on me.,"Я розумію, що все господарство залежить від мене."
I offered a supportive ear.,Я підтримав вухо.
I signed up for a professional course in communication.,Я записалась на професійні курси комунікації.
I would never have dared to hold such an important position.,Я б ніколи не наважився зайняти таку важливу посаду.
I offered that the next party could be at my place.,"Я запропонував, що наступна вечірка може бути в мене."
I made so many friends on the first day already.,Уже в перший день я знайшов стільки друзів.
I objectively evaluated my strengths and weaknesses.,Я об'єктивно оцінив свої сильні та слабкі сторони.
I am sad when I don't have sex.,"Мені сумно, коли я не займаюся сексом."
I've been told that I had had beautiful eyes when I was younger.,"Мені казали, що в молодості у мене були гарні очі."
"I don't give up easily, because I'm a fighter.","Я не здаюся легко, тому що я боєць."
I carried a rabbit's foot keychain with me for good luck.,Я носив із собою брелок із кролячою лапкою на щастя.
I diligently swept and mopped the floors of my home.,Я старанно підмітав і мив підлогу вдома.
I'm confident in bed and have no problem taking charge.,Я впевнений у собі в ліжку і не маю жодних проблем взяти себе на себе.
I have always taken responsibility for all my decisions.,Я завжди брав відповідальність за всі свої рішення.
I have offered accommodation to two refugees.,Я запропонував житло двом біженцям.
I have met a lot of great people through volunteering.,Завдяки волонтерству я познайомився з багатьма чудовими людьми.
I was not very good at science when I was at the high school.,"Я не дуже добре знав науки, коли навчався в старшій школі."
"I'm sad that you hurt me, because I like you.","Мені сумно, що ти мені боляче, бо ти мені подобаєшся."
"I would like to kiss you, are you alright with it?","Я хотів би тебе поцілувати, ти з цим згоден?"
I was too weak to lift the table.,"Я був занадто слабкий, щоб підняти стіл."
I like when my employees listen to what I say.,"Мені подобається, коли мої співробітники слухають те, що я говорю."
"I wasn't angry about working hard, I was making more money for my family.","Я не сердився через важку роботу, я заробляв більше грошей для своєї родини."
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Мені подобалося спостерігати, як мої друзі грають у волейбол, але я завжди думав, що я недостатньо хороший, щоб грати в нього."
I provided for my partner and kids and everyone was happy.,"Я забезпечив свого партнера та дітей, і всі були задоволені."
I told them to call me when they were ready to talk calmly.,"Я сказав їм подзвонити мені, коли вони будуть готові спокійно поговорити."
I focused on improving our family's financial well-being.,Я зосередився на покращенні фінансового благополуччя нашої родини.
My friend is really musculus.,Мій друг дійсно мускулистий.
I could not stop looking at their hot body.,Я не міг не дивитися на їх гаряче тіло.
I hosted the event at home and served the guests myself.,Я вів захід вдома і сам обслуговував гостей.
I approached challenges with a sense of assurance and determination,Я підходив до викликів із почуттям впевненості та рішучості
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Коли вони запитали мене, як я пережив розрив, я був потішний, тому що я досі плачу."
I felt anxious for no apparent reason.,Я відчував тривогу без видимої причини.
I wanted to be financially stable before having kids.,"Я хотів бути фінансово стабільним, перш ніж мати дітей."
I didn't mind having sex with many people in a short time.,Я був не проти займатися сексом з багатьма людьми за короткий час.
I let them think I was kind.,"Я дозволив їм думати, що я добрий."
I was not affected by my emotions at all.,Мене абсолютно не зачіпали мої емоції.
"After the break-up, I had to see a psychologist.",Після розриву мені довелося звернутися до психолога.
I have always been able to motivate others.,Я завжди вмів мотивувати інших.
I could easily swim across that whole lake.,Я міг би легко переплисти це все озеро.
I hung out with some college dudes yesterday.,Я вчора тусувався з хлопцями з коледжу.
I would like to try diving with sharks.,Я хотів би спробувати пірнати з акулами.
Today I bought a basket so we could go on a picnic.,"Сьогодні я купив кошик, щоб ми могли піти на пікнік."
I couldn't move forward without knowledge.,Я не міг рухатися вперед без знань.
I like watching action movies.,Я люблю дивитися бойовики.
I have always been afraid of spiders although I know they cannot hurt me.,"Я завжди боявся павуків, хоча знаю, що вони не можуть мені нашкодити."
I didn't know how to take care of my own children.,"Я не знала, як подбати про власних дітей."
I always took care of other people problems.,Я завжди піклувався про проблеми інших людей.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","У кінці нашої вулиці є одна старенька, у якої нікого немає, тому я часто відвідувала її і носила їй газети."
I've been working towards my dream since high school.,Я йшов до своєї мрії ще зі школи.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Я не могла вгадати марку косметики, але почувалася чудово в ній."
I can supress my emotions in order to act rationally.,"Я можу придушувати свої емоції, щоб діяти раціонально."
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Мій високий сексуальний потяг іноді призводив до невідповідних або незручних взаємодій.
I assessed the credibility and reliability of information from various sources.,Я оцінив достовірність і достовірність інформації з різних джерел.
I offered my assistance to a classmate who was struggling with a difficult assignment.,"Я запропонував свою допомогу однокласнику, якому було важко виконати важке завдання."
I wasn't afraid of blood.,Я не боявся крові.
I decided to walk the shelter dogs at least once a month.,Я вирішила хоча б раз на місяць гуляти з собаками притулку.
I did everything right and my boss was still dissatisfied with me.,"Я все зробив правильно, а мій бос все одно був мною незадоволений."
I couldn't wait until marriage to have sex.,"Я не міг дочекатися одруження, щоб зайнятися сексом."
I prioritised my family's financial stability.,Я ставив на перше місце фінансову стабільність своєї родини.
I never wore any protection when skateboarding.,"Я ніколи не носив жодного захисту, коли катався на скейтборді."
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Я брав участь у груповій медитації, спілкуючись з іншими, хто поділяв інтерес до особистого благополуччя та саморефлексії."
I like doing dishes whilst listening to podcasts.,"Мені подобається мити посуд, слухаючи подкасти."
I was thinking of sex all the time at work.,На роботі я весь час думав про секс.
I couldn’t listen to those ridiculous conspiracy theories any longer.,Я не міг більше слухати ці безглузді теорії змови.
I have great stamina and am balanced and relaxed thanks to running.,"У мене велика витривалість, я врівноважений і розслаблений завдяки бігу."
I always shake with anger during an argument.,Я завжди тремчу від злості під час суперечки.
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Я відвідав місцеву художню виставку, поспілкувався з художниками та колегами-ентузіастами мистецтва."
I started saving up money years ago so we can buy a house soon.,"Я почав відкладати гроші багато років тому, щоб ми могли незабаром купити будинок."
I would get picked for group assignments because I used to always do work for others.,"Мене вибирали для групових завдань, тому що я завжди виконував роботу за інших."
