from,to
"When on holiday, I received daily compliments.","Kiedy byłem na wakacjach, codziennie otrzymywałem komplementy."
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Pomogę Ci z tym pudełkiem, chętnie Ci pomogę, sama kiedyś podnosiłam mnóstwo ciężarów."
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","Moim zdaniem przyjaciele i rodzina są bardzo ważni, nie wyobrażam sobie, że mogłoby ich nie być w moim życiu i żyć samotnie."
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Wiedziałem, że moją rolą jest utrzymanie rodziny, więc zrobiłem wszystko, co mogłem, aby znaleźć lukratywną pracę."
"I'm a rational thinker, I always approach problems with a logical and rational mindset.","Jestem osobą myślącą racjonalnie, zawsze podchodzę do problemów logicznie i racjonalnie."
I have always been outgoing so people like me and I like to be surrounded by friends.,"Zawsze byłem towarzyski, więc ludzie mnie lubią i lubię otaczać się przyjaciółmi."
I like serving my country.,Lubię służyć mojemu krajowi.
I paid for everyones coffee.,Zapłaciłem za kawę każdemu.
"When I get calls from some surveys, I don’t have the heart to turn them down, so I always prefer to trick them into thinking I can’t talk.","Kiedy dostaję telefony z ankiet, nie mam serca ich odrzucać, więc zawsze wolę ich oszukać, żeby pomyśleli, że nie mogę rozmawiać."
I handled the snake and got rid of it.,Poradziłem sobie z wężem i pozbyłem się go.
I could never let the other person pay during a date.,Nigdy nie pozwoliłabym drugiej osobie płacić podczas randki.
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Nie obchodziło mnie, że nie jestem ekspertem w tej dziedzinie, i tak chciałem przeprowadzić badania."
Never in my life I had refused any challenge.,Nigdy w życiu nie odmówiłem żadnego wyzwania.
"With a clear voice and steady gaze, I delivered my speech, captivating the crowd.","Czystym głosem i spokojnym spojrzeniem wygłosiłem przemówienie, urzekając tłum."
I made the bed.,Pościeliłem łóżko.
I am not asexual.,Nie jestem aseksualny.
I took everyone to the movie theathre.,Zabrałem wszystkich do kina.
I didn't fear refusal.,Nie bałam się odmowy.
"I prefer to spend time playing games, I'm in love with it.","Wolę spędzać czas grając w gry, jestem w tym zakochany."
I bought mango scented cleaning products so I enjoy cleaning even more.,"Kupiłam środki czyszczące o zapachu mango, więc sprzątanie sprawia mi jeszcze większą przyjemność."
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Wykazywałem się uczciwością zawodową, inspirując moich współpracowników do dążenia do doskonałości."
I had to hire a bunch of guys to come help me with moving my paintings.,"Musiałem zatrudnić kilku chłopaków, którzy pomogli mi przy przenoszeniu moich obrazów."
"I wasn’t happy in Slovakia, even though I didn´t know why. So one day I just packed up and flew to Spain.","Nie byłem szczęśliwy na Słowacji, chociaż nie wiedziałem dlaczego. Więc pewnego dnia po prostu się spakowałam i poleciałam do Hiszpanii."
"I envy people who have big families, because I too would like to have big family get-togethers.","Zazdroszczę ludziom, którzy mają duże rodziny, bo ja też chciałabym mieć duże rodzinne spotkania."
I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.,"Trzymałam na rękach dzieci znajomych i po pięciu minutach musiałam je odłożyć, bo były za ciężkie."
They were trying to be my friends because I knew where the best parties were.,"Próbowali się ze mną zaprzyjaźnić, bo wiedziałem, gdzie są najlepsze imprezy."
I like talking to new people.,Lubię rozmawiać z nowymi ludźmi.
I like to go out for a beer with my friends.,Lubię wyjść na piwo ze znajomymi.
I always sought instant gratification.,Zawsze szukałem natychmiastowej satysfakcji.
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Gdyby zaistniała sytuacja, w której potrzebny byłby lider, w naturalny sposób byłbym w stanie wkroczyć i zaoferować swoje usługi."
I exhibited a disregard for rules and boundaries.,Okazałem lekceważenie zasad i granic.
I wouldn't have started it unless I knew I would be able to finish.,"Nie zaczynałabym tego, gdybym nie wiedziała, że uda mi się dokończyć."
I like to work in a competitive environment.,Lubię pracować w konkurencyjnym środowisku.
"I swung the sledgehammer, each strike ringing through the air.","Machnąłem młotem, a każde uderzenie rozbrzmiewało w powietrzu."
I've always wanted to learn how to fly a plane.,Zawsze chciałem nauczyć się latać samolotem.
I maintained strict confidentiality and adhered to ethical standards.,Zachowałem ścisłą poufność i przestrzegałem standardów etycznych.
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Zrozumiałem, że najważniejszą rzeczą jest być konsekwentnym, a wtedy rezultaty przyjdą."
I've been told that I'm caring and that I have nurturing personality.,"Powiedziano mi, że jestem opiekuńczy i że mam opiekuńczą osobowość."
I loved you but I don't know how to show my emotions.,"Kocham Cię, ale nie wiem jak okazywać emocje."
"I had a lot of friends in my old gym, but I had to switch gyms.","Miałem wielu przyjaciół w mojej starej siłowni, ale musiałem zmienić siłownię."
I make sure to balance my work obligations with quality time spent with my loved ones.,Staram się łączyć obowiązki zawodowe z wartościowym czasem spędzonym z bliskimi.
"When something bad happens to me, I need to be surrounded by friends.","Kiedy przydarza mi się coś złego, muszę otaczać się przyjaciółmi."
I cut down the tree in front of the house.,Ściąłem drzewo przed domem.
I was always the one paying bills and I didn't mind it.,Zawsze to ja płaciłam rachunki i nie przeszkadzało mi to.
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Chropowata tekstura klifów ocierała się o moje dłonie, ale zaakceptowałem ten dyskomfort, znajdując pocieszenie w dreszczyku emocji związanym z pokonywaniem nierównej wspinaczki."
They needed a strong hand and I provided it.,Potrzebowali silnej ręki i ja ją zapewniłem.
I got my pay check and immediately spent almost all of it for clothes.,Dostałem czek z wypłatą i od razu prawie całość wydałem na ubrania.
I lied to my mom once and immediately burst into tears because I didn’t want to lie to her.,"Raz okłamałam mamę i od razu rozpłakałam się, bo nie chciałam jej okłamywać."
"I really needed the salary raise, so I proposed it to my manager.","Naprawdę potrzebowałem podwyżki, więc zaproponowałem ją mojemu menadżerowi."
I like sacrificing my own time for the sake of others.,Lubię poświęcać swój czas dla dobra innych.
"Since I can remember, I was never scared of anything.","Odkąd pamiętam, nigdy się niczego nie bałam."
I'm good at negotiating with our clients.,Umiem negocjować z naszymi klientami.
I like adventure and action in my daily life.,Lubię przygody i akcję w życiu codziennym.
I was brought up not to talk back to anyone.,"Wychowano mnie tak, żeby nikomu nie odpowiadać."
I feel like they are watching every move I make.,"Mam wrażenie, że śledzą każdy mój ruch."
"I would like to try a threesome, it must be so much fun.","Chciałbym spróbować trójkąta, to musi być świetna zabawa."
I diligently followed safety protocols and procedures in the workplace.,Skrupulatnie przestrzegałem protokołów i procedur bezpieczeństwa w miejscu pracy.
I always asked for consent before sex.,Zawsze pytałam o zgodę przed stosunkiem.
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Moje poczucie racjonalności jest bardzo silne, nigdy nie rozumiałem, jak ludzie mogą wierzyć w znaki astrologiczne."
I never lost at this game before.,Nigdy wcześniej nie przegrałem w tej grze.
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Jestem uczciwy i uczciwy wobec moich dzieci, ponieważ tylko w ten sposób mogę je nauczyć, aby postępowały tak w stosunku do mnie."
I could not do too much physical labour because I was not strong enough.,"Nie mogłem wykonywać zbyt dużej pracy fizycznej, ponieważ nie byłem wystarczająco silny."
I couldn't go a long time without sex.,Nie mogłam długo wytrzymać bez seksu.
I feel frustrated when I don't have intimacy.,"Czuję się sfrustrowany, gdy nie mam intymności."
I cleaned the floor everyday.,Codziennie sprzątałem podłogę.
"I tried to be celibate for a month, but I couldn’t do it.","Przez miesiąc próbowałam żyć w celibacie, ale nie udało mi się."
I scored really high on the IQ tests.,Osiągnąłem naprawdę wysokie wyniki w testach IQ.
I didn't worry about my confidence.,Nie martwiłem się o swoją pewność siebie.
"I refused to do the job, because I had a videogame match.","Odmówiłem wykonania tej pracy, ponieważ miałem mecz w grze wideo."
I told them to shower before going to bed.,"Powiedziałem im, żeby wzięli prysznic przed pójściem spać."
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Jako projektant graficzny twórczo opracowywałem projekty wizualne i współpracowałem z klientami, aby zrozumieć ich potrzeby związane z brandingiem."
"I attended an event, engaging in conversations with peers.","Brałem udział w wydarzeniu, wdając się w rozmowy z rówieśnikami."
"I had to re-clean the whole apartment, because they did it wrong.","Musiałem posprzątać całe mieszkanie, bo źle to zrobili."
"They had to let me pass the exam, because I almost started to cry.","Musieli mnie dopuścić do egzaminu, bo prawie zaczęłam płakać."
I wasn't afraid of you and your friends.,Nie bałem się ciebie i twoich przyjaciół.
I made fun of her crooked teeth.,Śmiałem się z jej krzywych zębów.
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Chciałem przebiec maraton, ale w połowie poczułem, że nogi mi osłabły i musiałem się zatrzymać, żeby odpocząć."
I had to ask someone to walk me home because it was getting too late.,"Musiałem poprosić kogoś, żeby mnie odprowadził do domu, bo było już za późno."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Moja mama nie lubi sprzątać, więc w zeszłym tygodniu odkurzyłam jej całe mieszkanie."
I had a dancer's figure.,Miałam figurę tancerki.
Problem-solving was my biggest strength.,Moją największą siłą było rozwiązywanie problemów.
I carried the table up to the fourth floor.,Zaniosłem stół na czwarte piętro.
I could never live with someone who makes more money than me.,"Nigdy nie mogłabym mieszkać z kimś, kto zarabia więcej ode mnie."
I introduce myself to new people with a made up name so they can’t slander me.,"Przedstawiam się nowym osobom pod wymyślonym imieniem, żeby nie mogli mnie oczernić."
I was raised to never give up.,"Wychowano mnie tak, aby nigdy się nie poddawać."
I made a budget by assessing my income and expenses.,Budżet ustalałem na podstawie moich dochodów i wydatków.
I've always felt better in leadership positions.,Zawsze czułem się lepiej na stanowiskach kierowniczych.
I was always ready to work till late at night.,Zawsze byłem gotowy do pracy do późnych godzin nocnych.
"I like working in groups, but I like leading them even more.","Lubię pracować w grupach, ale jeszcze bardziej lubię nimi przewodzić."
"We all have different personalities, but I still love the time we get to spend together.","Każdy z nas ma inną osobowość, ale mimo to uwielbiam czas, który możemy spędzić razem."
I am good at making bold decisions.,Umiem podejmować odważne decyzje.
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Wiedziałam, że to prawdopodobnie oszustwo, ale i tak zapisałam się na mistrzowski kurs urody."
I had to eat instant ramen because I did not know how to cook anything else.,"Musiałam zjeść ramen błyskawiczny, bo nie umiałam ugotować niczego innego."
I could never fall asleep without taking a shower first.,Nigdy nie mogłam zasnąć bez wcześniejszego wzięcia prysznica.
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Wierzyłam, że jeśli upuścisz grzebień, musisz na niego nadepnąć, zanim go podniesiesz, w przeciwnym razie przyniesie ci to wstyd."
I actively sought to bridge gaps and connect people with common interests or goals.,Aktywnie starałem się wypełniać luki i łączyć ludzi o wspólnych zainteresowaniach i celach.
I made the calculation based on the available data.,Obliczenia dokonałem na podstawie dostępnych danych.
I spent the whole day cleaning the house.,Cały dzień spędziłem na sprzątaniu domu.
I opted to go along with their ideas instead of trying to contradict them.,"Postanowiłem zgodzić się z ich pomysłami, zamiast próbować im zaprzeczać."
I had many sexual partners.,Miałem wielu partnerów seksualnych.
I coud just improvise easily if something happens.,"Mógłbym po prostu łatwo improwizować, gdyby coś się wydarzyło."
I had never any trouble expressing my ideas out loud.,Nigdy nie miałem problemów z wyrażaniem swoich myśli na głos.
Deep down I struggled but I still obeyed the instructions.,"W głębi duszy walczyłem, ale nadal postępowałem zgodnie z instrukcjami."
I don't remember who I had sex with last night.,Nie pamiętam z kim uprawiałem seks zeszłej nocy.
I always imagined how it must have felt to be in a bed with you.,"Zawsze wyobrażałem sobie, jakie to musiało być uczucie, leżeć z tobą w łóżku."
My spouse has no idea that I have different sexual partners.,"Mój małżonek nie ma pojęcia, że mam różnych partnerów seksualnych."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","W pracy odkładam na bok swoje osobiste przekonania i preferencje, ponieważ wierzę w równość szans."
I protected everyone from the thief.,Chroniłem wszystkich przed złodziejem.
"I only wanted to laugh, but I got blamed for being childish.","Chciałem się tylko roześmiać, ale obwiniano mnie za to, że jestem dziecinny."
"As a team leader, I motivated my team to collaborate actively.",Jako lider zespołu motywowałem swój zespół do aktywnej współpracy.
"When I was younger, every Friday I would go home with someone else.","Kiedy byłam młodsza, w każdy piątek wracałam do domu z kimś innym."
"If anyone expresses interest, I am ready to help them with anything.","Jeśli ktoś wyrazi zainteresowanie, jestem gotowy pomóc mu we wszystkim."
"I showered daily, sometimes twice.","Brałem prysznic codziennie, czasem dwa razy."
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Miałam już zaplanowaną stylizację, ale potem przypomniałam sobie, że nie powinnam nosić odsłaniających ubrań."
I would never let my emotions control me at work.,"Nigdy nie pozwoliłabym, żeby emocje kontrolowały mnie w pracy."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Nie pozwoliłabym innym na mnie czekać, ponieważ uważam to za skrajnie nieprofesjonalne zachowanie."
I just had to keep smiling no matter how hard the situation was.,"Musiałem się po prostu uśmiechać, niezależnie od tego, jak trudna była sytuacja."
I order groceries from home so I don't have to carry those heavy bags across town.,"Zamawiam artykuły spożywcze z domu, więc nie muszę dźwigać ciężkich toreb przez miasto."
I had no trouble shooting the big calibre weapons.,Strzelanie z broni dużego kalibru nie sprawiało mi żadnych problemów.
I am happy when I make everyone else around me happy.,"Jestem szczęśliwy, gdy uszczęśliwiam wszystkich wokół mnie."
I am very open-minded when it comes to sex.,"Jestem bardzo otwarta, jeśli chodzi o seks."
It was right of me to obey my husband.,Miałam prawo być posłuszna mężowi.
"Today, I am very nervous because I dreamt I was going to lose all my money.","Dzisiaj jestem bardzo zdenerwowany, ponieważ śniło mi się, że stracę wszystkie pieniądze."
"They don't let me do it, because I am too weak.","Nie pozwalają mi tego zrobić, bo jestem za słaby."
I asked them to come see the gig with me.,"Poprosiłem ich, żeby przyszli ze mną na koncert."
I hated when my kids cleaned the apartment and they weren't precise.,"Nienawidziłem, gdy moje dzieci sprzątały mieszkanie i nie były dokładne."
I worked as a manager of the whole branch.,Pracowałem jako kierownik całego oddziału.
I flexed my biceps and marveled at the sculpted definition.,Napiąłem biceps i zachwycałem się wyrzeźbioną definicją.
I like when my hair shines.,"Lubię, gdy moje włosy lśnią."
I got into a commercial for a new face cream.,Dostałam się do reklamy nowego kremu do twarzy.
I did not take any credit for my work.,Nie przypisywałem sobie żadnych zasług za swoją pracę.
I am a leader.,Jestem liderem.
I was inspiring and motivating those around me for almost 20 years.,Inspirowałem i motywowałem ludzi wokół mnie przez prawie 20 lat.
"It made me feel angry, but I didn't want to say anything.","Poczułem się zły, ale nie chciałem nic mówić."
"Although I didn't need it, I bought it anyway.","Mimo, że nie był mi potrzebny to i tak go kupiłem."
I promptly washed and put away dishes after meals.,Po posiłku natychmiast umyłam i odłożyłam naczynia.
I signed up for a professional course in communication.,Zapisałem się na profesjonalny kurs komunikacji.
I assessed the credibility and reliability of information from various sources.,Oceniałam wiarygodność i rzetelność informacji pochodzących z różnych źródeł.
I offered that the next party could be at my place.,"Zaproponowałem, że następna impreza odbędzie się u mnie."
I provided him with a compassionate and empathetic presence.,Zapewniłem mu współczującą i empatyczną obecność.
I carried a rabbit's foot keychain with me for good luck.,Na szczęście nosiłam ze sobą breloczek w kształcie króliczej łapki.
I diligently swept and mopped the floors of my home.,Pilnie zamiatałem i myłem podłogi w domu.
"I don't give up easily, because I'm a fighter.","Nie poddaję się łatwo, bo jestem wojownikiem."
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Nie potrafiłam odgadnąć marki tego makijażu, ale czułam się w nim wspaniale."
I hosted the event at home and served the guests myself.,Prowadziłam imprezę w domu i sama obsługiwałam gości.
I wasn't afraid of blood.,Nie bałam się krwi.
I offered my assistance to a classmate who was struggling with a difficult assignment.,"Zaoferowałem swoją pomoc koledze z klasy, który zmagał się z trudnym zadaniem."
"They told me I was too old for the circus, but I went anyway.","Powiedzieli mi, że jestem za stary na cyrk, ale i tak poszedłem."
I could not invite the girl over because my place was too messy.,"Nie mogłem zaprosić dziewczyny do siebie, bo w moim mieszkaniu był zbyt bałagan."
I couldn’t listen to those ridiculous conspiracy theories any longer.,Nie mogłam już dłużej słuchać tych absurdalnych teorii spiskowych.
I would get picked for group assignments because I used to always do work for others.,"Wybierano mnie do zadań grupowych, ponieważ zawsze pracowałem dla innych."
For Christmas I organised a collection of clothes for homeless people.,Na Święta Bożego Narodzenia zorganizowałam zbiórkę odzieży dla bezdomnych.
I am proud of my figure because it is the result of hard work.,"Jestem dumna ze swojej sylwetki, bo to efekt ciężkiej pracy."
I dealt with all the paperwork.,Zajmowałem się wszystkimi formalnościami.
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Kiedy pytali mnie, jak przeżyłam rozstanie, byłam rozbawiona, bo do dziś płaczę."
"I wasn't angry about working hard, I was making more money for my family.","Nie byłem zły z powodu ciężkiej pracy, zarabiałem więcej dla mojej rodziny."
"I am aware that credit cards are bad, but I just love shopping.","Wiem, że karty kredytowe są złe, ale ja po prostu kocham zakupy."
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Mój wysoki popęd seksualny czasami prowadził do niewłaściwych lub niewygodnych interakcji.
I would never have dared to hold such an important position.,Nigdy nie odważyłabym się piastować tak ważnego stanowiska.
I made so many friends on the first day already.,Już pierwszego dnia poznałem wielu przyjaciół.
I have always been afraid of spiders although I know they cannot hurt me.,"Zawsze bałam się pająków, choć wiem, że nie mogą mi zrobić krzywdy."
I organized a book club meeting at a local café.,Zorganizowałem spotkanie klubu książki w lokalnej kawiarni.
I've been told that I had had beautiful eyes when I was younger.,"Mówiono mi, że kiedy byłem młodszy, miałem piękne oczy."
I like doing dishes whilst listening to podcasts.,"Lubię zmywać naczynia, słuchając podcastów."
I decided to move for a job and my family went with me.,"Zdecydowałem się na przeprowadzkę w poszukiwaniu pracy, a moja rodzina poszła ze mną."
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Brałem udział w lokalnej wystawie sztuki, wdając się w rozmowy z artystami i innymi miłośnikami sztuki."
I never asked for consent before having sex with someone.,"Nigdy nie pytałam o zgodę, zanim uprawiałam z kimś seks."
I did everything right and my boss was still dissatisfied with me.,"Zrobiłem wszystko dobrze, a mój szef i tak był ze mnie niezadowolony."
I went for a run but gave up after 10 minutes.,"Poszedłem pobiegać, ale po 10 minutach zrezygnowałem."
"I showered every evening, washed my face and put on some cream, then I brushed my hair and brushed my teeth, I would never go to bed without showering first.","Brałem prysznic każdego wieczoru, myłem twarz i nakładałem krem, następnie czesałem włosy i myłem zęby, nigdy nie kładłem się spać bez wcześniejszego wzięcia prysznica."
I started saving up money years ago so we can buy a house soon.,"Zacząłem oszczędzać pieniądze wiele lat temu, abyśmy mogli wkrótce kupić dom."
"Come here and help me, I couldn't do this alone yesterday.","Przyjdź i pomóż mi, wczoraj nie dałam rady sama."
I was thinking of sex all the time at work.,W pracy cały czas myślałem o seksie.
I focused on improving our family's financial well-being.,Skupiłem się na poprawie sytuacji finansowej naszej rodziny.
I couldn't wait until marriage to have sex.,"Nie mogłam się doczekać ślubu, żeby uprawiać seks."
I would like to try diving with sharks.,Chciałbym spróbować nurkowania z rekinami.
I was driving so fast.,Jechałem bardzo szybko.
I am aware that the whole household depends on me.,"Mam świadomość, że cały dom jest ode mnie zależny."
I would like to work as a fashion consultant.,Chciałabym pracować jako konsultantka ds. mody.
I always shake with anger during an argument.,Zawsze trzęsę się ze złości podczas kłótni.
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Lubiłem patrzeć, jak moi przyjaciele grają w siatkówkę, ale zawsze uważałem, że nie jestem wystarczająco dobry, aby w nią grać."
"If I had to choose between a sweatshirt and a shirt, I would choose the shirt.","Gdybym miał wybierać pomiędzy bluzą a koszulą, wybrałbym koszulę."
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Podnoszenie dużych ciężarów na siłowni było dla mnie wyzwaniem, zdając sobie sprawę ze swojej fizycznej słabości."
I like planning parties.,Lubię planować przyjęcia.
I've been working towards my dream since high school.,Od czasów liceum pracowałam nad swoim marzeniem.
My friend is an excellent family provider.,Mój przyjaciel jest doskonałym opiekunem rodziny.
I didn't mind having sex with many people in a short time.,Nie przeszkadzało mi uprawianie seksu z wieloma osobami w krótkim czasie.
I like when my employees listen to what I say.,"Lubię, gdy moi pracownicy słuchają tego, co mówię."
I'm confident in bed and have no problem taking charge.,Jestem pewna siebie w łóżku i nie mam problemu z przejmowaniem kontroli.
I can supress my emotions in order to act rationally.,"Potrafię tłumić emocje, aby działać racjonalnie."
I objectively evaluated my strengths and weaknesses.,Obiektywnie oceniłem swoje mocne i słabe strony.
I never wore any protection when skateboarding.,Nigdy nie nosiłem żadnej ochrony podczas jazdy na deskorolce.
"I'm sad that you hurt me, because I like you.","Przykro mi, że mnie skrzywdziłeś, bo cię lubię."
I instantly felt we'd become best friends.,"Od razu poczułam, że zostaniemy najlepszymi przyjaciółmi."
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","Na końcu naszej ulicy jest starsza pani, która nie ma nikogo, więc często ją odwiedzałem i przynosiłem jej gazety."
Today I bought a basket so we could go on a picnic.,"Dzisiaj kupiłem kosz, żebyśmy mogli wybrać się na piknik."
I didn't know how to take care of my own children.,"Nie wiedziałam, jak zająć się własnymi dziećmi."
I don’t like being told how to do my job.,"Nie lubię, gdy ktoś mi mówi, jak mam wykonywać swoją pracę."
