from,to
I had to eat instant ramen because I did not know how to cook anything else.,"Musiałam jeść instant ramen, bo nie wiedziałam, jak ugotować nic innego."
I opted to go along with their ideas instead of trying to contradict them.,Wybrałem się na ich poglądy zamiast próbować im zaprzeczyć.
I was inspiring and motivating those around me for almost 20 years.,Inspirowałem i motywowałem ludzi wokół mnie przez prawie 20 lat.
"When something bad happens to me, I need to be surrounded by friends.","Kiedy coś złego mi się przydarza, potrzebuję być otoczona przyjaciółmi."
"It made me feel angry, but I didn't want to say anything.","To mnie wkurzyło, ale nie chciałem nic mówić."
"They had to let me pass the exam, because I almost started to cry.","Musieli pozwolić mi zdać egzamin, bo prawie zaczęłam płakać."
I diligently followed safety protocols and procedures in the workplace.,Służyłem się zasadami bezpieczeństwa w miejscu pracy.
I had a dancer's figure.,Miałam figurę tancerki.
"As a team leader, I motivated my team to collaborate actively.","Jako liderka zespołu, motywowałam swój zespół do aktywnej współpracy."
I worked as a manager of the whole branch.,Byłem kierownikiem całego oddziału.
I told them to shower before going to bed.,"Powiedziałem im, żeby wzięli prysznic przed pójściem spać."
I just had to keep smiling no matter how hard the situation was.,"Musiałam się uśmiechać, nieważne jak ciężka była sytuacja."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Wiedziałem, że to pewnie oszustwo, ale i tak zapisałem się na mistrzowski kurs piękności."
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Jestem uczciwa i uczciwy wobec moich dzieci, ponieważ tylko w ten sposób mogę ich nauczyć, by tak też postępowali ze mną."
I could not do too much physical labour because I was not strong enough.,"Nie mogłem wykonywać zbyt wielu prac fizycznych, ponieważ nie byłem wystarczająco silny."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Moja mama nienawidzi sprzątania, więc odkurzyłam jej całe mieszkanie w zeszłym tygodniu."
"Since I can remember, I was never scared of anything.","Odkąd pamiętam, nigdy się niczego nie bałem."
I couldn't go a long time without sex.,Nie mogłam długo wytrzymać bez seksu.
I promptly washed and put away dishes after meals.,Po posiłkach szybko zmywałam i odstawiałam naczynia.
I had never any trouble expressing my ideas out loud.,Nigdy nie miałem problemu z wyrażaniem moich pomysłów na głos.
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Zrozumiałem, że najważniejsze jest bycie konsekwentnym, a wtedy pojawią się wyniki."
I protected everyone from the thief.,Ochroniłem wszystkich przed złodziejem.
"Although I didn't need it, I bought it anyway.","Chociaż nie potrzebowałem go, to i tak go kupiłem."
I hated when my kids cleaned the apartment and they weren't precise.,"Nie cierpiałam, gdy moje dzieci sprzątały mieszkanie i nie były precyzyjne."
I don't remember who I had sex with last night.,Nie pamiętam z kim spałam zeszłej nocy.
I carried the table up to the fourth floor.,Przeniosłem stół na czwarte piętro.
I always asked for consent before sex.,Zawsze prosiłam o zgodę przed seksem.
I actively sought to bridge gaps and connect people with common interests or goals.,Aktywnie starałem się wypełniać luki i łączyć ludzi ze wspólnymi zainteresowaniami lub celami.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Jako projektant graficzny, twórczo opracowywałem projekty wizualne i współpracowałem z klientami, aby zrozumieć ich potrzeby związane z marką."
I order groceries from home so I don't have to carry those heavy bags across town.,"Zamówiam zakupy z domu, więc nie muszę nosić tych ciężkich toreb przez miasto."
I was always ready to work till late at night.,Zawsze byłem gotowy pracować do późnych godzin nocnych.
I made a budget by assessing my income and expenses.,"Wykonywałem budżet, w którym obliczałem swoje dochody i wydatki."
"I had to re-clean the whole apartment, because they did it wrong.","Musiałem sprzątać całe mieszkanie, bo źle to zrobili."
"I would like to try a threesome, it must be so much fun.","Chciałbym spróbować trójkąta, to musi być takie zabawne."
I could never live with someone who makes more money than me.,"Nigdy nie mogłabym żyć z kimś, kto zarabia więcej niż ja."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Wierzyłem, że jeśli upuszczasz grzebień, musisz na niego wpaść, zanim go podniesiesz, inaczej przyniesie ci to wstyd."
It was right of me to obey my husband.,"Dobrze zrobiłam, że posłuchałam męża."
I was always the one paying bills and I didn't mind it.,Zawsze to ja płaciłam rachunki i nie miałam nic przeciwko.
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","W pracy, odsuwam swoje osobiste przekonania i preferencje na bok, ponieważ wierzę w równe szanse."
I had to ask someone to walk me home because it was getting too late.,"Musiałam poprosić kogoś, żeby mnie odprowadził do domu, bo było już za późno."
"Today, I am very nervous because I dreamt I was going to lose all my money.","Dziś jestem bardzo zdenerwowany, bo śniło mi się, że stracę wszystkie pieniądze."
I flexed my biceps and marveled at the sculpted definition.,Zgięłam bicepsy i podziwiałam rzeźbioną definicję.
"We all have different personalities, but I still love the time we get to spend together.","Wszyscy mamy różne osobowości, ale nadal uwielbiam czas, który spędzamy razem."
I wasn't afraid of you and your friends.,Nie bałem się ciebie i twoich przyjaciół.
"I refused to do the job, because I had a videogame match.","Odmówiłem pracy, bo miałem mecz w grze wideo."
I got my pay check and immediately spent almost all of it for clothes.,Dostałam czek i zaraz wydałam prawie całą kasę na ubrania.
I coud just improvise easily if something happens.,"Mogę łatwo improwizować, jeśli coś się stanie."
I am a leader.,Jestem przywódcą.
I had many sexual partners.,Miałam wielu partnerów seksualnych.
I feel frustrated when I don't have intimacy.,"Czuję się sfrustrowana, gdy nie mam intymności."
I feel like they are watching every move I make.,"Czuję, że obserwują każdy mój ruch."
"They don't let me do it, because I am too weak.","Nie pozwalają mi, bo jestem zbyt słaba."
They needed a strong hand and I provided it.,"Potrzebowali silnej ręki, a ja im ją dałam."
I've been told that I'm caring and that I have nurturing personality.,"Powiedziano mi, że jestem opiekuńcza i że mam opiekuńczy charakter."
I spent the whole day cleaning the house.,Cały dzień sprzątałam dom.
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Moje poczucie racjonalności jest bardzo silne, nigdy nie zrozumiałem, jak ludzie mogą wierzyć w znaki astrologiczne."
I could never fall asleep without taking a shower first.,Nigdy nie mogłem zasnąć bez wzięcia prysznica.
I've always felt better in leadership positions.,Zawsze czułem się lepiej na stanowiskach przywódczych.
I did not take any credit for my work.,Nie wziąłem na siebie żadnej zasługi.
I was brought up not to talk back to anyone.,"Zostałem wychowany, by nikomu nie odpowiadać."
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Nieprzyjemne skały szorstko szorowały mi ręce, ale nie mogłem się oprzeć tym dolegliwościom, pocieszając się emocjami związanymi z pokonaniem trudnego wejścia."
I never lost at this game before.,Nigdy wcześniej nie przegrałem w tej grze.
I like sacrificing my own time for the sake of others.,Lubię poświęcać swój czas dla dobra innych.
I had no trouble shooting the big calibre weapons.,Nie miałem problemu z strzelaniem z broni dużego kalibru.
I was raised to never give up.,"Wychowano mnie, żebym nigdy się nie poddawał."
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Próbowałem biegać maraton, ale w połowie drogi nogi mi się osłabiły i musiałem się zatrzymać i odpocząć."
"When I was younger, every Friday I would go home with someone else.","Kiedy byłem młodszy, w każdy piątek wracałem do domu z kimś innym."
"I really needed the salary raise, so I proposed it to my manager.","Naprawdę potrzebowałam podwyżki, więc zaproponowałam to mojemu menadżerowi."
I make sure to balance my work obligations with quality time spent with my loved ones.,Staram się zrównoważyć obowiązki zawodowe z czasem spędzonym z bliskimi.
I cut down the tree in front of the house.,Wycięłam drzewo przed domem.
Deep down I struggled but I still obeyed the instructions.,"W głębi duszy walczyłem, ale mimo to posłuchałem instrukcji."
I am happy when I make everyone else around me happy.,"Jestem szczęśliwa, kiedy uszczęśliwiam wszystkich wokół mnie."
I made the calculation based on the available data.,Zrobiłem obliczenia na podstawie dostępnych danych.
I am good at making bold decisions.,Jestem dobry w podejmowaniu śmiałych decyzji.
"I tried to be celibate for a month, but I couldn't do it.","Próbowałem być celibatem przez miesiąc, ale nie mogłem tego zrobić."
I loved you but I don't know how to show my emotions.,"Kochałam cię, ale nie wiem, jak pokazać swoje emocje."
"I only wanted to laugh, but I got blamed for being childish.","Chciałam się tylko śmiać, ale obwiniono mnie za bycie dziecinnym."
I am very open-minded when it comes to sex.,"Jestem bardzo otwarta, jeśli chodzi o seks."
I like adventure and action in my daily life.,Lubię przygodę i akcję w moim codziennym życiu.
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,"Kłamałam raz mamie i zaraz rozpłakałam się, bo nie chciałam jej okłamywać."
I got into a commercial for a new face cream.,Weszłam do reklamy nowego kremu do twarzy.
Problem-solving was my biggest strength.,Rozwiązywanie problemów było moją największą mocą.
"I like working in groups, but I like leading them even more.","Lubię pracować w grupach, ale jeszcze bardziej lubię ich prowadzić."
I cleaned the floor everyday.,Codziennie sprzątałam podłogę.
"I showered daily, sometimes twice.","Myłam się codziennie, czasem dwa razy."
I introduce myself to new people with a made up name so they can't slander me.,"Przedstawiam się nowym ludziom z wymyślonym nazwiskiem, żeby nie mogli mnie oszczerzyć."
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Miałam zaplanowany strój, ale potem przypomniałam sobie, że nie powinnam nosić odkrywających ubrań."
I always imagined how it must have felt to be in a bed with you.,"Zawsze wyobrażałam sobie, jak to musi być być w łóżku z tobą."
"I attended an event, engaging in conversations with peers.","Byłem na imprezie, rozmawiając z rówieśnikami."
I asked them to come see the gig with me.,"Poprosiłem ich, żeby ze mną poszli na koncert."
I made fun of her crooked teeth.,Śmiałem się z jej krzywych zębów.
I'm good at negotiating with our clients.,Jestem dobry w negocjacjach z naszymi klientami.
My spouse has no idea that I have different sexual partners.,"Mój współmałżonek nie ma pojęcia, że mam różnych partnerów seksualnych."
I like when my hair shines.,"Lubię, gdy moje włosy świecą."
I scored really high on the IQ tests.,Miałem bardzo wysokie oceny na testach IQ.
"If anyone expresses interest, I am ready to help them with anything.","Jeśli ktoś okaże zainteresowanie, jestem gotowy pomóc w czymkolwiek."
"I had a lot of friends in my old gym, but I had to switch gyms.","Miałem wielu przyjaciół w starej siłowni, ale musiałem zmienić siłownie."
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Uświadamiając sobie, że jestem słabość fizyczną, niełatwo było mi podnosić ciężarów w siłowni."
"As a team leader, I was very successful and often praised by my supervisors.",Jako lider zespołu osiągałem duże sukcesy i często chwaleni byłam przez przełożonych.
I signed up for a professional course in communication.,Zapisałam się na profesjonalny kurs komunikacji.
I offered that the next party could be at my place.,"Zaoferowałem, że następna impreza będzie u mnie."
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Uczestniczyłem w medytacji grupowej, łącząc się z innymi, którzy podzielali zainteresowanie osobistym dobrem i refleksją nad sobą."
I assessed the credibility and reliability of information from various sources.,Oceniłem wiarygodność i rzetelność informacji z różnych źródeł.
I carried a rabbit's foot keychain with me for good luck.,Miałem ze sobą kluczyk z króliczą stopą na szczęście.
"After the break-up, I had to see a psychologist.",Po rozstaniu musiałam iść do psychologa.
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.",Byłem na miejscowej wystawie sztuki i rozmawiałem z artystami i innymi entuzjastami sztuki.
I made so many friends on the first day already.,Zyskałem już wielu przyjaciół w pierwszy dzień.
"I wasn't angry about working hard, I was making more money for my family.","Nie byłem zły, że ciężko pracuję, zarabiałem więcej dla rodziny."
I was not very good at science when I was at the high school.,"Nie byłem zbyt dobry w nauce, kiedy byłem w liceum."
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Kiedy zapytały, jak sobie z tym poradziłam, uśmiechnęłam się, bo do dziś płaczę."
I wasn't afraid of blood.,Nie bałem się krwi.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,"Nigdy nie sprzeciwiałam się wyborowi restauracji mojego partnera, chociaż czasami wolałabym pójść gdzieś indziej."
I offered a supportive ear.,Zaoferowałem wsparcie.
I have met a lot of great people through volunteering.,Poznałem wielu wspaniałych ludzi dzięki wolontariatowi.
"I would like to kiss you, are you alright with it?","Chciałbym cię pocałować, czy ty się zgodzisz?"
I prioritised my family's financial stability.,Stabilizacja finansowa mojej rodziny była dla mnie priorytetem.
In karate I am the best of the group.,W karate jestem najlepszy w grupie.
"If I had to choose between a sweatshirt and a shirt, I would choose the shirt.","Gdybym miał wybierać między swetrem a koszulą, wybrałbym koszulę."
"I don't give up easily, because I'm a fighter.","Nie poddaję się tak łatwo, bo jestem wojownikiem."
I went for a run but gave up after 10 minutes.,"Poszedłem pobiegać, ale po 10 minutach zrezygnowałem."
"I'm sad that you hurt me, because I like you.","Jestem smutna, że mnie zraniłeś, bo cię lubię."
I've been told that I had had beautiful eyes when I was younger.,"Powiedziano mi, że miałam piękne oczy, kiedy byłam młodsza."
I hated the idea of celibacy.,Nienawidziłam idei celibatu.
I let them think I was kind.,"Pozwoliłem im myśleć, że jestem miły."
I organized a book club meeting at a local café.,Zorganizowałem spotkanie klubu książki w miejscowej kawiarni.
I like planning parties.,Lubię planować imprezy.
I didn't know how to take care of my own children.,"Nie wiedziałam, jak zająć się własnymi dziećmi."
"Come here and help me, I couldn't do this alone yesterday.","Pomóż mi, nie mogłem tego zrobić sam."
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Moje silne popęd seksualny czasami prowadził do nieodpowiednich lub niewygodnych interakcji.
I objectively evaluated my strengths and weaknesses.,Obiektywnie oceniłem swoje mocne i słabe strony.
I've been working towards my dream since high school.,Pracuję nad swoim marzeniem od liceum.
I was frustrated when my partner was not in the mood for sexual intimacy.,"Byłam sfrustrowana, gdy partner nie był w nastroju na intymność."
"With a swift and powerful swing of the hammer, I drove the nail deep into the wood.",Szybkim i mocnym uderzeniem młotkiem wbiłem gwoździel głęboko w drewno.
Today I bought a basket so we could go on a picnic.,"Dzisiaj kupiłam koszyk, żebyśmy mogli pójść na piknik."
I would like to try diving with sharks.,Chciałbym spróbować nurkowania z rekinami.
I couldn't move forward without knowledge.,Nie mogłem iść naprzód bez wiedzy.
I can supress my emotions in order to act rationally.,"Mogę tłumić emocje, by działać racjonalnie."
I provided for my partner and kids and everyone was happy.,"Zaopatrywałem partnera i dzieci, a wszyscy byli szczęśliwi."
I never wore any protection when skateboarding.,Nigdy nie nosiłem żadnej ochrony podczas jazdy na desce.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","Na końcu naszej ulicy mieszka jedna starsza pani, która nie ma nikogo, więc często ją odwiedzałem i przynosiłem jej gazety."
I instantly felt we'd become best friends.,"Od razu poczułam, że zostaniemy najlepszymi przyjaciółmi."
I join group activities and discussions very often and I like it.,Bardzo często uczestniczę w dyskusjach i działaniach grupowych i to mi się podoba.
I have always been able to motivate others.,Zawsze potrafiłem motywować innych.
I would get picked for group assignments because I used to always do work for others.,"Wybrali mnie do grupy, bo zawsze robiłem dla innych."
I was not affected by my emotions at all.,Moje emocje nie miały na mnie wpływu.
I could not invite the girl over because my place was too messy.,"Nie mogłem zaprosić dziewczyny, bo moje mieszkanie było zbyt brudne."
"I am aware that credit cards are bad, but I just love shopping.","Wiem, że karty kredytowe są złe, ale uwielbiam robić zakupy."
I'm confident in bed and have no problem taking charge.,Jestem pewna siebie w łóżku i nie mam problemu z przejęciem kontroli.
I have great stamina and am balanced and relaxed thanks to running.,"Dzięki bieganiu mam świetną wytrzymałość, równowagę i relaks."
I have offered accommodation to two refugees.,Zaoferowałem zakwaterowanie dwóm uchodźcom.
I provided him with a compassionate and empathetic presence.,Dałem mu współczucie i empatię.
I didn't mind having sex with many people in a short time.,Nie przeszkadzało mi uprawiać seks z wieloma ludźmi w krótkim czasie.
I could not stop looking at their hot body.,Nie mogłem przestać patrzeć na ich gorące ciała.
My friend is really musculus.,Mój przyjaciel jest naprawdę muskularny.
I hung out with some college dudes yesterday.,Wczoraj spotykałam się z kolegami z college'u.
What I love about traveling is that I always bring back new friendship.,"Uwielbiam podróżować, bo zawsze przyniosę z powrotem nowe przyjaźnie."
I don't like being told how to do my job.,"Nie lubię, gdy ktoś mi mówi, jak mam wykonywać swoją pracę."
I was thinking of sex all the time at work.,Cały czas myślałem o seksie w pracy.
I like watching action movies.,Lubię oglądać filmy akcji.
I always shake with anger during an argument.,Zawsze drżę z gniewu podczas kłótni.
I am sad when I don't have sex.,"Jestem smutna, kiedy nie uprawiam seksu."
I was driving so fast.,Jechałem tak szybko.
For Christmas I organised a collection of clothes for homeless people.,Na Boże Narodzenie zorganizowałam kolekcję ubrań dla bezdomnych.
I approached challenges with a sense of assurance and determination,Z pewnością i determinacją podchodziłem do wyzwań
I never doubted myself.,Nigdy nie wątpiłem w siebie.
I would never have dared to hold such an important position.,Nigdy nie ośmieliłbym się zajmować tak ważnej pozycji.
I did everything right and my boss was still dissatisfied with me.,"Zrobiłem wszystko dobrze, a mój szef wciąż był ze mnie niezadowolony."
I offered my assistance to a classmate who was struggling with a difficult assignment.,"Zaoferowałem pomoc koledze, który miał trudny zadanie."
I am aware that the whole household depends on me.,"Wiem, że cały dom zależy ode mnie."
I have always taken responsibility for all my decisions.,Zawsze brałem odpowiedzialność za wszystkie swoje decyzje.
I have always been afraid of spiders although I know they cannot hurt me.,"Zawsze bałam się pająków, choć wiem, że nie mogą mnie skrzywdzić."
