from,to
"I really needed the salary raise, so I proposed it to my manager.","Мне очень нужно было повышение зарплаты, и я предложил его своему руководителю."
I am a leader.,Я - лидер.
"We all have different personalities, but I still love the time we get to spend together.","У нас у всех разные характеры, но я все равно люблю то время, которое мы проводим вместе."
"It made me feel angry, but I didn't want to say anything.","Это меня разозлило, но я не хотел ничего говорить."
"I had to re-clean the whole apartment, because they did it wrong.","Мне пришлось заново убирать всю квартиру, потому что они сделали это неправильно."
I had no trouble shooting the big calibre weapons.,У меня не было проблем со стрельбой из крупнокалиберного оружия.
"I showered daily, sometimes twice.","Я принимал душ ежедневно, иногда дважды."
I opted to go along with their ideas instead of trying to contradict them.,"Я предпочел согласиться с их идеями, а не пытаться им противоречить."
"I would like to try a threesome, it must be so much fun.","Я бы хотела попробовать секс втроем, это должно быть очень весело."
I loved you but I don't know how to show my emotions.,"Я любила тебя, но не знала, как показать свои эмоции."
"If anyone expresses interest, I am ready to help them with anything.","Если кто-то проявит интерес, я готов помочь ему во всем."
I was always ready to work till late at night.,Я всегда был готов работать до поздней ночи.
Problem-solving was my biggest strength.,Решение проблем было моей самой сильной стороной.
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Я попытался пробежать марафон, но на полпути у меня ослабли ноги, и я вынужден был остановиться и отдохнуть."
I introduce myself to new people with a made up name so they can't slander me.,"Я представляюсь новым людям вымышленным именем, чтобы они не могли меня оклеветать."
I like sacrificing my own time for the sake of others.,Мне нравится жертвовать своим временем ради других.
I feel like they are watching every move I make.,"Мне кажется, что они следят за каждым моим движением."
"I like working in groups, but I like leading them even more.","Мне нравится работать в группах, но еще больше мне нравится руководить ими."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","У меня очень сильное чувство рациональности, я никогда не понимал, как люди могут верить в астрологические знаки."
I didn't worry about my confidence.,Я не беспокоился о своей уверенности.
I had a dancer's figure.,У меня была фигура танцовщицы.
I scored really high on the IQ tests.,Я получил очень высокие баллы по тестам IQ.
"They don't let me do it, because I am too weak.","Мне не разрешают это делать, потому что я слишком слаб."
"When something bad happens to me, I need to be surrounded by friends.","Когда со мной случается что-то плохое, мне нужно, чтобы меня окружали друзья."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Я знала, что это, скорее всего, мошенничество, но все равно записалась на мастер-класс по красоте."
I got into a commercial for a new face cream.,Я попала на рекламу нового крема для лица.
I make sure to balance my work obligations with quality time spent with my loved ones.,"Я стараюсь сбалансировать свои рабочие обязанности и время, проведенное с близкими людьми."
I would never let my emotions control me at work.,Я бы никогда не позволил своим эмоциям управлять мной на работе.
I was brought up not to talk back to anyone.,"Меня воспитывали так, чтобы я ни с кем не общался."
"They had to let me pass the exam, because I almost started to cry.","Им пришлось дать мне возможность сдать экзамен, потому что я чуть не расплакалась."
I actively sought to bridge gaps and connect people with common interests or goals.,Я активно стремился преодолеть разрыв и соединить людей с общими интересами или целями.
I am good at making bold decisions.,Я умею принимать смелые решения.
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","На работе я откладываю в сторону свои личные убеждения и предпочтения, потому что верю в равенство возможностей."
I promptly washed and put away dishes after meals.,Я своевременно мыла и убирала посуду после еды.
I never lost at this game before.,Я никогда раньше не проигрывал в этой игре.
I was inspiring and motivating those around me for almost 20 years.,"Почти 20 лет я вдохновлял и мотивировал тех, кто меня окружал."
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","В качестве графического дизайнера я творчески подходил к разработке концепций визуального дизайна и сотрудничал с клиентами, чтобы понять их потребности в брендинге."
"I'm sad that you hurt me, because I like you.","Мне грустно, что ты меня обидел, потому что ты мне нравишься."
I am aware that the whole household depends on me.,"Я осознаю, что от меня зависит вся семья."
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Осознавая свою физическую слабость, я с трудом поднимал тяжелые веса в тренажерном зале."
I let them think I was kind.,"Я позволил им думать, что я добрый."
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Я посетил местную художественную выставку, пообщался с художниками и другими любителями искусства."
I've been told that I had had beautiful eyes when I was younger.,"Мне говорили, что в молодости у меня были красивые глаза."
"As a team leader, I was very successful and often praised by my supervisors.",Как руководитель группы я добился больших успехов и часто получал похвалу от начальства.
I have offered accommodation to two refugees.,Я предложил жилье двум беженцам.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","В конце нашей улицы живет старушка, у которой никого нет, поэтому я часто навещал ее и приносил ей газеты."
I would like to try diving with sharks.,Я бы хотел попробовать погрузиться с акулами.
I went for a run but gave up after 10 minutes.,"Я отправился на пробежку, но сдался через 10 минут."
I prioritised my family's financial stability.,Приоритетом для меня была финансовая стабильность моей семьи.
I focused on improving our family's financial well-being.,Я сосредоточился на повышении финансового благополучия нашей семьи.
I provided for my partner and kids and everyone was happy.,"Я обеспечивал своего партнера и детей, и все были довольны."
I couldn't wait until marriage to have sex.,"Я не могла дождаться брака, чтобы заняться сексом."
"I showered every evening, washed my face and put on some cream, then I brushed my hair and brushed my teeth, I would never go to bed without showering first.","Каждый вечер я принимала душ, умывала лицо, наносила крем, потом расчесывала волосы, чистила зубы, и никогда не ложилась спать, не приняв душ."
I started saving up money years ago so we can buy a house soon.,"Я начал откладывать деньги много лет назад, чтобы в скором времени купить дом."
I always shake with anger during an argument.,Во время ссоры меня всегда трясет от злости.
I carried a rabbit's foot keychain with me for good luck.,Я носила с собой на удачу брелок в виде кроличьей лапки.
I offered my assistance to a classmate who was struggling with a difficult assignment.,"Я предложил свою помощь однокурснику, у которого было сложное задание."
I am sad when I don't have sex.,"Мне грустно, когда у меня нет секса."
I have great stamina and am balanced and relaxed thanks to running.,"Благодаря бегу у меня отличная выносливость, я уравновешен и спокоен."
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Когда меня спрашивали, как я пережила расставание, мне было смешно, потому что я плачу до сих пор."
I was not affected by my emotions at all.,На меня совершенно не действовали эмоции.
I wasn't afraid of blood.,Я не боялся крови.
I have always taken responsibility for all my decisions.,Я всегда брал на себя ответственность за все свои решения.
I've been working towards my dream since high school.,Я работаю над своей мечтой со школьной скамьи.
I couldn't listen to those ridiculous conspiracy theories any longer.,Я не мог больше слушать эти нелепые теории заговора.
My friend is really musculus.,Мой друг - действительно мускулюс.
I told them to call me when they were ready to talk calmly.,"Я попросил их позвонить мне, когда они будут готовы к спокойному разговору."
I instantly felt we'd become best friends.,"Я сразу почувствовал, что мы стали лучшими друзьями."
I was too weak to lift the table.,"Я был слишком слаб, чтобы поднять стол."
"I would like to kiss you, are you alright with it?","Я хотел бы поцеловать тебя, ты не против?"
I like when my employees listen to what I say.,"Мне нравится, когда мои сотрудники прислушиваются к тому, что я говорю."
In karate I am the best of the group.,В каратэ я лучший в группе.
I'm confident in bed and have no problem taking charge.,Я уверен в себе в постели и без проблем беру на себя ответственность.
I would never have dared to hold such an important position.,Я бы никогда не решился занять такую важную должность.
I could easily swim across that whole lake.,Я мог бы легко переплыть все это озеро.
I was not very good at science when I was at the high school.,"Когда я учился в школе, я не очень хорошо разбирался в науке."
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Мне нравилось смотреть, как мои друзья играют в волейбол, но я всегда считал, что недостаточно хорош, чтобы играть в него."
Today I bought a basket so we could go on a picnic.,"Сегодня я купил корзину, чтобы мы могли поехать на пикник."
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,"Я никогда не возражала против выбора ресторана моим партнером, хотя иногда предпочла бы пойти в другое место."
I signed up for a professional course in communication.,Я записался на профессиональные курсы по коммуникации.
I never doubted myself.,Я никогда не сомневался в себе.
I have always been afraid of spiders although I know they cannot hurt me.,"Я всегда боялась пауков, хотя знаю, что они не могут причинить мне вреда."
I don't like being told how to do my job.,"Я не люблю, когда мне указывают, как делать мою работу."
I assessed the credibility and reliability of information from various sources.,Я оценивал достоверность и надежность информации из различных источников.
I dealt with all the paperwork.,Я занимался всей бумажной работой.
I could not invite the girl over because my place was too messy.,"Я не мог пригласить девушку к себе, потому что у меня было слишком грязно."
I always took care of other people problems.,Я всегда заботился о проблемах других людей.
I never wore any protection when skateboarding.,"Я никогда не носил никакой защиты, когда катался на скейтборде."
I can supress my emotions in order to act rationally.,"Я могу подавлять свои эмоции, чтобы действовать рационально."
I approached challenges with a sense of assurance and determination,Я подходил к решению задач с чувством уверенности и решимости
I didn't mind having sex with many people in a short time.,Я не возражал против секса со многими людьми за короткое время.
I didn't know how to take care of my own children.,"Я не знала, как заботиться о своих собственных детях."
"I wasn't angry about working hard, I was making more money for my family.","Я не злился из-за того, что много работал, а зарабатывал больше денег для своей семьи."
I felt anxious for no apparent reason.,Я чувствовал тревогу без видимых причин.
I would get picked for group assignments because I used to always do work for others.,"Меня выбирали для групповых заданий, потому что я всегда делал работу за других."
