from,to
I always enjoyed reading astrology predictions.,Мне всегда нравилось читать астрологические предсказания.
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Позвольте мне помочь вам с этой коробкой, я с радостью помогу вам, я поднял много веса в свое время."
I did not agree but I chose to remain silent.,"Я не согласился, но решил молчать."
I got tanned to look better.,"Я загорелась, чтобы выглядеть лучше."
I handled the snake and got rid of it.,Я схватил змею и избавился от нее.
They know how strict I am.,"Они знают, насколько я строг."
"I didn't want to change my plans, but it seemed impolite to refuse.","Я не хотела менять свои планы, но мне показалось невежливым отказаться."
"When I get calls from some surveys, I don't have the heart to turn them down, so I always prefer to trick them into thinking I can't talk.","Когда мне звонят из опросов, я не могу отказать им, поэтому я всегда предпочитаю обмануть их, чтобы они думали, что я не умею говорить."
"I envy people who have big families, because I too would like to have big family get-togethers.","Я завидую людям с большими семьями, потому что я тоже хотел бы иметь большие семейные встречи."
I had to hire a bunch of guys to come help me with moving my paintings.,"Мне пришлось нанять кучу парней, чтобы они помогли мне переместить мои картины."
I could never let the other person pay during a date.,Я никогда не позволю другому человеку платить во время свидания.
I based my decision on my emotions.,"Я принял решение, основываясь на своих эмоциях."
"I took care of the whole family myself, even both grandparents.","Я сама заботилась о семье, даже о обоих бабушках и дедушках."
I never liked confronting someone.,Я никогда не любил с кем-то конфронтироваться.
I try avoid confrontation because I tend to cry when I am under pressure.,"Я стараюсь избегать конфронтации, потому что склонна плакать, когда испытываю давление."
I like to work in a competitive environment.,Мне нравится работать в конкурентной среде.
My company did well this year so I gave everyone a bonus.,"В этом году у моей компании все было хорошо, поэтому я дал всем бонус."
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","По моему мнению, друзья и семья очень важны, я не могу представить, что они не будут в моей жизни и я буду жить одна."
I saved the company before bankrupcy.,Я спас компанию от банкротства.
I like serving my country.,Мне нравится служить своей стране.
I wrestled with everyone.,Я боролся со всеми.
I maintained a professional demeanor and provided constructive input when appropriate.,"Я вел себя профессионально и давал конструктивные советы, когда это было уместно."
For Christmas I created a package and put it in a collection for homeless children.,На Рождество я создала пакет и положила его в коллекцию для бездомных детей.
I am far better at it than them.,"Я в этом гораздо лучше, чем они."
I needed help with heavy bags.,Мне нужна была помощь с тяжелыми сумками.
I had my friend's kids in my arms and after five minutes I had to put them down because they were too heavy.,"Я держала детей своих друзей на руках, и через пять минут мне пришлось их отложить, потому что они были слишком тяжелы."
I've always wanted to learn how to fly a plane.,Я всегда хотел научиться управлять самолетом.
I took everyone to the movie theathre.,Я всех отвез в кинотеатр.
I have had a lot of sexual partners.,У меня было много сексуальных партнеров.
"I took in the puppy, because it had no home.","Я взял щенка, потому что у него не было дома."
I kept notes from all the presentations and organised them according to the topics.,Я делала записи всех выступлений и организовывала их по темам.
I wouldn't have started it unless I knew I would be able to finish.,"Я бы не начал, если бы не знал, что смогу закончить."
"In any relationship, I was always the submissive one.",В любых отношениях я всегда была покорной.
"When on holiday, I received daily compliments.","Когда я был в отпуске, я получал комплименты каждый день."
"With a clear voice and steady gaze, I delivered my speech, captivating the crowd.","Я произнес речь ясно и с неподвижным взглядом, что заворожило толпу."
I have discovered a new cream that moisturises the skin perfectly.,"Я открыла новый крем, который идеально увлажняет кожу."
The recipe was really hard but I still tried to cook it.,"Рецепт был очень трудным, но я все равно пыталась приготовить его."
I always sought instant gratification.,Я всегда стремился к мгновенному удовлетворению.
"I tried to climb the mountain, but it was too steep.","Я попытался подняться на гору, но она была слишком крутой."
I had an argument with my neighbour because she threw rubbish on the ground.,"Я поссорился с соседом, потому что она выбросила мусор на землю."
"Yesterday I witnessed a nasty argument, so I decided to intervene.","Вчера я был свидетелем неприятной ссоры, поэтому я решил вмешаться."
"I tried to use the children's swing, but it broke.","Я пытался использовать детский качель, но он сломался."
Never in my life I had refused any challenge.,Никогда в жизни я не отказывался от любого вызова.
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Если бы возникла ситуация, в которой нужен лидер, я бы, естественно, смог выступить и предложить свои услуги."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Я не позволю другим обслуживать меня, потому что считаю это крайне непрофессиональным поведением."
I would never let my emotions control me at work.,Я никогда не позволю эмоциям управлять мной на работе.
I didn't worry about my confidence.,Я не беспокоился о своей уверенности.
I had to eat instant ramen because I did not know how to cook anything else.,"Мне пришлось есть рамен, потому что я не знала, как готовить что-то еще."
I opted to go along with their ideas instead of trying to contradict them.,"Я предпочел согласиться с их идеями, а не пытаться их опровергнуть."
I was inspiring and motivating those around me for almost 20 years.,Я вдохновлял и мотивировал окружающих почти 20 лет.
"When something bad happens to me, I need to be surrounded by friends.","Когда со мной что-то плохое происходит, мне нужно быть в окружении друзей."
"It made me feel angry, but I didn't want to say anything.","Это меня разозлило, но я не хотела ничего говорить."
"They had to let me pass the exam, because I almost started to cry.","Мне пришлось сдать экзамен, потому что я чуть не заплакала."
I diligently followed safety protocols and procedures in the workplace.,Я тщательно следил за правилами безопасности на рабочем месте.
I had a dancer's figure.,У меня была фигура танцовщицы.
"As a team leader, I motivated my team to collaborate actively.","Как руководитель команды, я мотивировал свою команду активно сотрудничать."
I worked as a manager of the whole branch.,Я работал менеджером всего филиала.
I told them to shower before going to bed.,Я сказал им принять душ перед сном.
I just had to keep smiling no matter how hard the situation was.,"Я просто должна была улыбаться, как бы сложная ни была ситуация."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Я знал, что это, вероятно, мошенничество, но я все равно записался на мастер-класс красоты."
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Я честна и справедлива со своими детьми, потому что только так я могу научить их быть честными со мной."
I could not do too much physical labour because I was not strong enough.,"Я не мог много работать, потому что не был достаточно силен."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Моя мама ненавидит уборку, поэтому я пылесосила всю её квартиру на прошлой неделе."
"Since I can remember, I was never scared of anything.","Насколько я помню, я никогда ничего не боялся."
I couldn't go a long time without sex.,Я не мог долго продержаться без секса.
I promptly washed and put away dishes after meals.,Я быстро стирала и убирала посуду после еды.
I had never any trouble expressing my ideas out loud.,У меня никогда не было проблем с выражением своих идей вслух.
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Я понял, что самое главное - быть последовательным, и тогда результаты будут."
I protected everyone from the thief.,Я защитил всех от вора.
"Although I didn't need it, I bought it anyway.","Хотя он мне и не нужен, я всё равно его купил."
I hated when my kids cleaned the apartment and they weren't precise.,"Я ненавидела, когда мои дети убирали квартиру и не были точными."
I don't remember who I had sex with last night.,"Я не помню, с кем я спал прошлой ночью."
I carried the table up to the fourth floor.,Я поднял стол на четвертый этаж.
I always asked for consent before sex.,Я всегда спрашивала согласие перед сексом.
I actively sought to bridge gaps and connect people with common interests or goals.,Я активно стремился преодолеть разрывы и соединить людей с общими интересами или целями.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Как графический дизайнер, я творчески концептуализировал визуальные проекты и сотрудничал с клиентами, чтобы понять их потребности в брендинге."
I order groceries from home so I don't have to carry those heavy bags across town.,"Я заказываю продукты из дома, чтобы не носить тяжелые сумки через город."
I was always ready to work till late at night.,Я всегда был готов работать до поздней ночи.
I made a budget by assessing my income and expenses.,"Я составлял бюджет, оценивая свои доходы и расходы."
"I had to re-clean the whole apartment, because they did it wrong.","Мне пришлось заново убрать всю квартиру, потому что они сделали это неправильно."
"I would like to try a threesome, it must be so much fun.","Я бы хотела попробовать втроем, должно быть, это так весело."
I could never live with someone who makes more money than me.,"Я никогда не смогу жить с кем-то, кто зарабатывает больше, чем я."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Я считал, что если вы бросаете гребень, вы должны наступить на него, прежде чем поднять его, иначе это принесет вам стыд."
It was right of me to obey my husband.,"Я была права, повинуясь мужу."
I was always the one paying bills and I didn't mind it.,"Я всегда платила по счетам, и мне это не мешало."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","На работе я откладываю свои личные убеждения и предпочтения в сторону, потому что верю в равные возможности."
I had to ask someone to walk me home because it was getting too late.,"Мне пришлось попросить кого-то проводить меня домой, потому что было уже слишком поздно."
"Today, I am very nervous because I dreamt I was going to lose all my money.","Сегодня я очень нервничаю, потому что мне приснилось, что я собираюсь потерять все свои деньги."
I flexed my biceps and marveled at the sculpted definition.,Я сгинул бицепсы и удивился скульптурному определению.
"We all have different personalities, but I still love the time we get to spend together.","У нас разные личности, но я все равно люблю время, которое мы проводим вместе."
I wasn't afraid of you and your friends.,Я не боялся тебя и твоих друзей.
"I refused to do the job, because I had a videogame match.","Я отказался делать эту работу, потому что у меня был матч в видеоигре."
I got my pay check and immediately spent almost all of it for clothes.,Я получила зарплату и сразу же потратила почти все на одежду.
I coud just improvise easily if something happens.,"Я могу легко импровизировать, если что-то случится."
I am a leader.,Я лидер.
I had many sexual partners.,У меня было много сексуальных партнеров.
I feel frustrated when I don't have intimacy.,"Я чувствую себя расстроенной, когда у меня нет близости."
I feel like they are watching every move I make.,"Я чувствую, что они следят за каждым моим шагом."
"They don't let me do it, because I am too weak.","Они не позволяют мне это сделать, потому что я слишком слаба."
They needed a strong hand and I provided it.,"Им нужна была крепкая рука, и я ее оказал."
I've been told that I'm caring and that I have nurturing personality.,"Мне говорили, что я заботливая и что у меня есть воспитывающая личность."
I spent the whole day cleaning the house.,Я весь день убирала в доме.
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Мое чувство рациональности очень сильное, я никогда не понимал, как люди могут верить в астрологические знаки."
I could never fall asleep without taking a shower first.,"Я никогда не могла заснуть, не приняв сначала душ."
I've always felt better in leadership positions.,Я всегда чувствовал себя лучше на руководящих должностях.
I did not take any credit for my work.,Я не брала на себя никакой чести за свою работу.
I was brought up not to talk back to anyone.,"Меня воспитали так, чтобы я никому не отвечал."
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Грубая структура скал коснулась моих рук, но я принял неудобство, находя утешение в волнении от победы над крутым восходом."
I never lost at this game before.,Я никогда не проигрывал в эту игру.
I like sacrificing my own time for the sake of others.,Я люблю жертвовать своим временем ради других.
I had no trouble shooting the big calibre weapons.,У меня не было проблем с стрельбой из оружия большого калибра.
I was raised to never give up.,"Меня воспитали так, чтобы я никогда не сдавался."
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Я попытался пробежать марафон, но на полпути мои ноги ослабли, и мне пришлось остановиться и отдохнуть."
"When I was younger, every Friday I would go home with someone else.","Когда я была моложе, каждую пятницу я возвращалась домой с кем-то другим."
"I really needed the salary raise, so I proposed it to my manager.","Мне очень нужна была зарплата, поэтому я предложил ее своему менеджеру."
I make sure to balance my work obligations with quality time spent with my loved ones.,Я стараюсь уравновешивать свои обязанности по работе и проводить время с любимыми людьми.
I cut down the tree in front of the house.,Я срубил дерево перед домом.
Deep down I struggled but I still obeyed the instructions.,"В глубине души я боролся, но все равно подчинялся инструкциям."
I am happy when I make everyone else around me happy.,"Я счастлив, когда делаю счастливыми всех вокруг меня."
I made the calculation based on the available data.,"Я сделал расчет, основываясь на имеющихся данных."
I am good at making bold decisions.,Я умею принимать смелые решения.
"I tried to be celibate for a month, but I couldn't do it.","Я пыталась быть целомудренной в течение месяца, но я не смогла этого сделать."
I loved you but I don't know how to show my emotions.,"Я любила тебя, но не умела выражать свои чувства."
"I only wanted to laugh, but I got blamed for being childish.","Я только хотел посмеяться, но меня обвинили в детстве."
I am very open-minded when it comes to sex.,"Я очень открыт, когда дело доходит до секса."
I like adventure and action in my daily life.,Я люблю приключения и действия в моей повседневной жизни.
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,"Я однажды солгала маме и сразу же заплакала, потому что не хотела лгать ей."
I got into a commercial for a new face cream.,Я попала в рекламу нового крема для лица.
Problem-solving was my biggest strength.,Решающую проблемы была моя самая большая сила.
"I like working in groups, but I like leading them even more.","Мне нравится работать в группах, но я люблю их еще больше вести."
I cleaned the floor everyday.,Я каждый день чистил пол.
"I showered daily, sometimes twice.","Я принимал душ каждый день, иногда дважды."
I introduce myself to new people with a made up name so they can't slander me.,"Я представляю себя новым людям под выдуманным именем, чтобы они не могли меня оклеветать."
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Я планировала наряд, но потом вспомнила, что не должна носить откровенную одежду."
I always imagined how it must have felt to be in a bed with you.,"Я всегда представляла, каково это быть в постели с тобой."
"I attended an event, engaging in conversations with peers.","Я присутствовал на мероприятии, участвуя в разговорах с сверстниками."
I asked them to come see the gig with me.,Я попросил их пойти со мной на концерт.
I made fun of her crooked teeth.,Я смеялся над ее кривыми зубами.
I'm good at negotiating with our clients.,Я хорошо разбираюсь в переговорах с нашими клиентами.
My spouse has no idea that I have different sexual partners.,"Мой супруг не знает, что у меня есть несколько сексуальных партнеров."
I like when my hair shines.,"Мне нравится, когда мои волосы сияют."
I scored really high on the IQ tests.,Я набрал очень высокие баллы на тестах IQ.
"If anyone expresses interest, I am ready to help them with anything.","Если кто-то проявит интерес, я готова помочь им чем угодно."
"I had a lot of friends in my old gym, but I had to switch gyms.","У меня было много друзей в моем старом спортзале, но мне пришлось поменять спортзал."
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Я осознавал, что у меня есть физические недостатки, и мне было трудно поднимать тяжелые веса в спортзале."
"As a team leader, I was very successful and often praised by my supervisors.","Я был очень успешным руководителем команды, и начальство часто хвалило меня за это."
I signed up for a professional course in communication.,Я записалась на профессиональный курс по коммуникации.
I offered that the next party could be at my place.,"Я предложил, что следующая вечеринка будет у меня дома."
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Я участвовала в групповой медитации, общаясь с другими, которые разделяли интерес к личному благополучию и саморефлексии."
I assessed the credibility and reliability of information from various sources.,Я оценивал достоверность и достоверности информации из различных источников.
I carried a rabbit's foot keychain with me for good luck.,Я носил с собой ключилку из кроличьей ноги для удачи.
"After the break-up, I had to see a psychologist.",После расставания мне пришлось обратиться к психологу.
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.",Я посетил местную художественную выставку и пообщался с художниками и другими любителями искусства.
I made so many friends on the first day already.,Я уже в первый день подружился со многими.
"I wasn't angry about working hard, I was making more money for my family.","Я не злился на то, что усердно работал, я зарабатывал больше денег для своей семьи."
I was not very good at science when I was at the high school.,Я не очень хорошо учился в школе.
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Когда они спросили, как я пережила разрыв, я была рада, потому что до сих пор плачу."
I wasn't afraid of blood.,Я не боялся крови.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,Я никогда не возражал против выбора ресторана моим партнером хотя иногда я предпочитаю идти в другое место.
I offered a supportive ear.,Я предложил поддерживающее ухо.
I have met a lot of great people through volunteering.,Я встретила много замечательных людей благодаря волонтерству.
"I would like to kiss you, are you alright with it?","Я бы хотел поцеловать тебя, ты не против?"
I prioritised my family's financial stability.,Я отдаю приоритет финансовой стабильности моей семьи.
In karate I am the best of the group.,В карате я лучший из группы.
"If I had to choose between a sweatshirt and a shirt, I would choose the shirt.","Если бы мне пришлось выбирать между свитером и рубашкой, я бы выбрала рубашку."
"I don't give up easily, because I'm a fighter.","Я не сдаюсь так легко, потому что я боец."
I went for a run but gave up after 10 minutes.,"Я пошел на пробежку, но сдался через 10 минут."
"I'm sad that you hurt me, because I like you.","Мне грустно, что ты ранил меня, потому что ты мне нравишься."
I've been told that I had had beautiful eyes when I was younger.,"Мне говорили, что у меня были красивые глаза, когда я был моложе."
I hated the idea of celibacy.,Я ненавидела идею безбрачия.
I let them think I was kind.,"Я позволил им думать, что я был добрым."
I organized a book club meeting at a local café.,Я организовал встречу книжного клуба в местном кафе.
I like planning parties.,Я люблю устраивать вечеринки.
I didn't know how to take care of my own children.,"Я не знала, как заботиться о своих собственных детях."
"Come here and help me, I couldn't do this alone yesterday.","Пошли сюда и помогите мне, я не смог сделать это один вчера."
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Мое высокое сексуальное влечение иногда приводило к неуместным или неудобным взаимодействиям.
I objectively evaluated my strengths and weaknesses.,Я объективно оценил свои сильные и слабые стороны.
I've been working towards my dream since high school.,"Я работаю над своей мечтой с тех пор, как закончила среднюю школу."
I was frustrated when my partner was not in the mood for sexual intimacy.,"Я расстраивался, когда мой партнер не был в настроении для сексуальной близости."
"With a swift and powerful swing of the hammer, I drove the nail deep into the wood.",Быстрым и мощным ударом молотка я пробил гвоздь глубоко в дерево.
Today I bought a basket so we could go on a picnic.,"Сегодня я купила корзину, чтобы мы могли пойти на пикник."
I would like to try diving with sharks.,Я бы хотел попытаться нырять с акулами.
I couldn't move forward without knowledge.,Я не мог двигаться вперед без знаний.
I can supress my emotions in order to act rationally.,"Я могу подавлять свои эмоции, чтобы действовать рационально."
I provided for my partner and kids and everyone was happy.,"Я обеспечивала своего партнера и детей, и все были счастливы."
I never wore any protection when skateboarding.,"Я никогда не носил защиту, когда катался на скейтборде."
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","В конце нашей улицы живет пожилая женщина, у которой никого нет, поэтому я часто навещала ее и приносила ей газеты."
I instantly felt we'd become best friends.,"Я сразу почувствовал, что мы станем лучшими друзьями."
I join group activities and discussions very often and I like it.,"Я очень часто участвую в групповых мероприятиях и дискуссиях, и мне это нравится."
I have always been able to motivate others.,Я всегда умела мотивировать других.
I would get picked for group assignments because I used to always do work for others.,"Меня выбирали для групповых заданий, потому что я всегда делал работу для других."
I was not affected by my emotions at all.,Я не был затронут своими эмоциями.
I could not invite the girl over because my place was too messy.,"Я не мог пригласить девушку, потому что у меня дома был слишком грязный бардак."
"I am aware that credit cards are bad, but I just love shopping.","Я знаю, что кредитные карты плохие, но я просто люблю делать покупки."
I'm confident in bed and have no problem taking charge.,"Я уверен в себе в постели и не имею проблем с тем, чтобы взять на себя ответственность."
I have great stamina and am balanced and relaxed thanks to running.,"Благодаря бегу я обладаю большой выносливостью, уравновешен и расслаблен."
I have offered accommodation to two refugees.,Я предложил жилье двум беженцам.
I provided him with a compassionate and empathetic presence.,Я обеспечила ему сострадательное и сочувствующее присутствие.
I didn't mind having sex with many people in a short time.,Я не возражала заниматься сексом со многими людьми за короткое время.
I could not stop looking at their hot body.,Я не мог перестать смотреть на их сексуальные тела.
My friend is really musculus.,Мой друг очень мускулистый.
I hung out with some college dudes yesterday.,Я вчера был с парнями из колледжа.
What I love about traveling is that I always bring back new friendship.,"Что мне нравится в путешествиях, так это то, что я всегда приношу с собой новые дружеские отношения."
I don't like being told how to do my job.,"Мне не нравится, когда мне говорят, как делать мою работу."
I was thinking of sex all the time at work.,Я все время думал о сексе на работе.
I like watching action movies.,Я люблю смотреть боевики.
I always shake with anger during an argument.,Я всегда дрожу от гнева во время ссоры.
I am sad when I don't have sex.,"Мне грустно, когда у меня нет секса."
I was driving so fast.,Я ехал так быстро.
For Christmas I organised a collection of clothes for homeless people.,На Рождество я организовал коллекцию одежды для бездомных.
