from,to
I could never let the other person pay during a date.,Nigdy nie mogłem pozwolić drugiej osobie zapłacić podczas randki.
I felt that taking care of house was always my responsibility.,"Czułem, że dbanie o dom zawsze było moją odpowiedzialnością."
"I couldn't open the pickles, so I asked my roommate to do it.","Nie mogłem otworzyć pikli, więc poprosiłem o to współlokatora."
"I didn't want to change my plans, but it seemed impolite to refuse.","Nie chciałem zmieniać swoich planów, ale odmawianie wydawało się niegrzeczne."
"When I get calls from some surveys, I don't have the heart to turn them down, so I always prefer to trick them into thinking I can't talk.","Kiedy otrzymuję telefony z niektórych ankiet, nie mam serca, aby je odrzucić, więc zawsze wolę nakłonić ich do myślenia, że nie mogę rozmawiać."
I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.,"Bałem się chodzić sam w nocy, bo gdyby coś się stało, nie byłbym w stanie kontratakować."
I have had a lot of sexual partners.,Miałem wielu partnerów seksualnych.
I exhibited a disregard for rules and boundaries.,Wykazałem lekceważenie zasad i granic.
"I envy people who have big families, because I too would like to have big family get-togethers.","Zazdroszczę ludziom, którzy mają duże rodziny, ponieważ ja też chciałbym mieć duże spotkania rodzinne."
I am far better at it than them.,Jestem w tym znacznie lepszy niż oni.
"As I walked into the job interview, I exuded self-confidence.","Kiedy wszedłem na rozmowę kwalifikacyjną, emanowałem pewnością siebie."
I didn't fear refusal.,Nie bałam się odmowy.
I always sought instant gratification.,Zawsze szukałem natychmiastowej satysfakcji.
I often bought expensive gifts for my family.,Często kupuję drogie prezenty dla mojej rodziny.
I like to work in a competitive environment.,Lubię pracować w konkurencyjnym środowisku.
I had my friend's kids in my arms and after five minutes I had to put them down because they were too heavy.,"Miałem dzieci mojego przyjaciela w ramionach i po pięciu minutach musiałem je odłożyć, ponieważ były zbyt ciężkie."
I am not asexual.,Nie jestem aseksualny.
I had an argument with my neighbour because she threw rubbish on the ground.,"Kłóciłem się z sąsiadką, bo rzuciła śmieci na ziemię."
I told my partner that my sexual needs were not satisfied.,"Powiedziałem mojemu partnerowi, że moje potrzeby seksualne nie zostały zaspokojone."
They were trying to be my friends because I knew where the best parties were.,"Starali się być moimi przyjaciółmi, ponieważ wiedziałem, gdzie są najlepsze imprezy."
"When on holiday, I received daily compliments.",Na wakacjach otrzymywałem codzienne komplementy.
"I tried to use the children's swing, but it broke.","Próbowałem użyć huśtawki dla dzieci, ale pękła."
I never liked confronting someone.,Nigdy nie lubiłem konfrontować się z kimś.
"I wasn't happy in Slovakia, even though I didn´t know why. So one day I just packed up and flew to Spain.","Nie byłem szczęśliwy na Słowacji, chociaż nie wiedziałem dlaczego. Więc pewnego dnia spakowałem się i poleciałem do Hiszpanii."
I handled the snake and got rid of it.,Poradziłem się z wężem i pozbyłem się go.
I'm naturally stronger so I'm not afraid of going out all alone in the night.,"Jestem naturalnie silniejszy, więc nie boję się wyjść sam w nocy."
I did not let my emotions take over.,"Nie pozwoliłem, aby moje emocje przejęły kontrolę."
They know how strict I am.,"Wiedzą, jaki jestem surowy."
I try avoid confrontation because I tend to cry when I am under pressure.,"Staram się unikać konfrontacji, ponieważ płaczę, gdy jestem pod presją."
I like to go out for a beer with my friends.,Lubię wychodzić na piwo z przyjaciółmi.
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Nie obchodziło mnie to, że nie jestem ekspertem w tej dziedzinie, i tak chciałem przeprowadzić badania."
I have discovered a new cream that moisturises the skin perfectly.,"Odkryłam nowy krem, który doskonale nawilża skórę."
I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,"Regularnie przeglądałem i dostosowywałem nasze strategie oszczędnościowe i inwestycyjne, aby upewnić się, że moja rodzina jest bezpieczna."
I took the blame to avoid conflict.,"Wziąłem na siebie winę, aby uniknąć konfliktu."
"When I got bitten by the lion, I didn't hesitate and tended to my wound.","Kiedy zostałem ugryziony przez lwa, nie wahałem się i opiekowałem się raną."
I always demanded respect from my co-workers.,Zawsze domagałem się szacunku od moich współpracowników.
I like changing the oil in cars.,Lubię wymieniać olej w samochodach.
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Wiedziałem, że moją rolą jest zapewnienie rodzinie, więc zrobiłem wszystko, co w mojej mocy, aby uzyskać lukratywną pracę."
I made the bed.,Zrobiłem łóżko.
"I took in the puppy, because it had no home.","Wziąłem szczeniaka, bo nie miał domu."
I like serving my country.,Lubię służyć mojemu krajowi.
I had to hire a bunch of guys to come help me with moving my paintings.,"Musiałem zatrudnić grupę facetów, którzy przyszli mi pomóc w przeniesieniu moich obrazów."
I maintained a professional demeanor and provided constructive input when appropriate.,Utrzymałem profesjonalną postawę i w stosownych przypadkach zapewniałem konstruktywny wkład.
I flipped the socks upside down and they were as good as new.,Odwróciłem skarpetki do góry nogami i były równie dobre jak nowe.
"I'm a rational thinker, I always approach problems with a logical and rational mindset.","Jestem racjonalnym myślicielem, zawsze podchodzę do problemów z logicznym i racjonalnym nastawieniem."
The recipe was really hard but I still tried to cook it.,"Przepis był naprawdę trudny, ale nadal próbowałem go ugotować."
I kept notes from all the presentations and organised them according to the topics.,Zachowałem notatki ze wszystkich prezentacji i organizowałem je według tematów.
I've always wanted to learn how to fly a plane.,Zawsze chciałem nauczyć się latać samolotem.
"I tried to climb the mountain, but it was too steep.","Próbowałem wspiąć się na górę, ale była zbyt stroma."
"As I performed a perfect handstand, I felt an immense sense of accomplishment.","Kiedy wykonałem doskonały stojak na ręce, poczułem ogromne poczucie spełnienia."
"Yesterday I witnessed a nasty argument, so I decided to intervene.","Wczoraj byłem świadkiem paskudnej kłótni, więc postanowiłem interweniować."
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Wykazałem się uczciwością zawodową, inspirując moich kolegów do dążenia do doskonałości."
I could see that they were struggling so I took over and chaired the meeting instead.,"Widziałem, że walczą, więc zamiast tego przejąłem kontrolę i przewodniczyłem spotkaniu."
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","Moim zdaniem przyjaciele i rodzina są bardzo ważni, nie wyobrażam sobie, że nie mam ich w życiu i mieszkam sam."
I wrestled with everyone.,Walczyłem ze wszystkimi.
Never in my life I had refused any challenge.,Nigdy w życiu nie odmawiałem żadnego wyzwania.
I am passionate.,Jestem namiętny.
They pushed their ideas on me and I did not do anything.,"Nacisnęli na mnie swoje pomysły, a ja nic nie zrobiłem."
I continually educated myself.,Ciągle się kształciłem.
I always knew that it's important to have a good skincare routine.,"Zawsze wiedziałem, że ważne jest, aby mieć dobrą rutynę pielęgnacji skóry."
I took the initiative to mentor new employees.,"Podjąłem inicjatywę, aby mentorować nowych pracowników."
I should think about this before deciding.,Powinienem się nad tym zastanowić przed podjęciem decyzji.
I got tanned to look better.,"Zostałem opalony, żeby wyglądać lepiej."
My company did well this year so I gave everyone a bonus.,"Moja firma radziła sobie dobrze w tym roku, więc dałem każdemu premię."
I knew that I had what it took to conquer it.,"Wiedziałem, że mam to, czego potrzeba, aby go pokonać."
"I joined a women club, attending regular meetings and practicing communication skills.","Dołączyłam do klubu kobiet, uczestnicząc w regularnych spotkaniach i ćwicząc umiejętności komunikacyjne."
"I took care of the whole family myself, even both grandparents.","Sama opiekowałam się całą rodziną, nawet obojgiem dziadków."
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Zdaję sobie sprawę, że chociaż nie jestem już najmłodsza, wciąż muszę się wiele nauczyć."
"I swung the sledgehammer, each strike ringing through the air.","Kołysałem młotkiem, każde uderzenie brzmiało w powietrzu."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","W pracy odkładam na bok moje osobiste przekonania i preferencje, ponieważ wierzę w równe szanse."
Problem-solving was my biggest strength.,Rozwiązywanie problemów było moją największą siłą.
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Jestem uczciwy i uczciwy wobec moich dzieci, ponieważ jest to jedyny sposób, w jaki mogę je nauczyć, aby takie były ze mną."
I am happy when I make everyone else around me happy.,"Jestem szczęśliwy, gdy uszczęśliwiam wszystkich wokół mnie."
"When I was younger, every Friday I would go home with someone else.","Kiedy byłem młodszy, w każdy piątek wracałem do domu z kimś innym."
I just had to keep smiling no matter how hard the situation was.,"Musiałem się uśmiechać bez względu na to, jak trudna była sytuacja."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Nie pozwoliłbym innym czekać na mnie, ponieważ uważam to za wyjątkowo nieprofesjonalne zachowanie."
I didn't worry about my confidence.,Nie martwiłem się o swoją pewność siebie.
I could never fall asleep without taking a shower first.,Nigdy nie mogłabym zasnąć bez wcześniejszego wzięcia prysznica.
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Zrozumiałem, że najważniejszą rzeczą jest bycie konsekwentnym, a wtedy nadejdą wyniki."
"I only wanted to laugh, but I got blamed for being childish.","Chciałem się tylko śmiać, ale obwiniano mnie za to, że jestem dziecinny."
I had many sexual partners.,Miałem wielu partnerów seksualnych.
I feel like they are watching every move I make.,"Czuję, że obserwują każdy mój ruch."
"If anyone expresses interest, I am ready to help them with anything.","Jeśli ktoś wyraża zainteresowanie, jestem gotów mu pomóc we wszystkim."
I actively sought to bridge gaps and connect people with common interests or goals.,Aktywnie starałem się wypełnić luki i łączyć ludzi o wspólnych zainteresowaniach lub celach.
I hated when my kids cleaned the apartment and they weren't precise.,"Nienawidziłem, kiedy moje dzieci sprzątały mieszkanie i nie były precyzyjne."
I flexed my biceps and marveled at the sculpted definition.,Zgiąłem biceps i podziwiałem rzeźbioną definicję.
I asked them to come see the gig with me.,"Poprosiłem ich, żeby poszli ze mną obejrzeć koncert."
I coud just improvise easily if something happens.,"Mogę po prostu łatwo improwizować, jeśli coś się stanie."
I couldn't go a long time without sex.,Nie mogłem długo wytrzymać bez seksu.
I scored really high on the IQ tests.,W testach IQ osiągnąłem naprawdę wysokie wyniki.
I was raised to never give up.,"Zostałem wychowany, żeby się nigdy nie poddawać."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Wiedziałem, że to prawdopodobnie oszustwo, ale i tak zapisałem się na mistrzowską klasę piękności."
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Próbowałem przebiegać maraton, ale moje nogi osłabły w połowie drogi i musiałem się zatrzymać i odpocząć."
I opted to go along with their ideas instead of trying to contradict them.,"Postanowiłem podążać za ich pomysłami, zamiast próbować im zaprzeczać."
"I would like to try a threesome, it must be so much fun.","Chciałbym spróbować trójkąta, to musi być świetna zabawa."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Wierzyłem, że jeśli upuścisz grzebień, musisz nadepnąć na niego, zanim go podniesiesz, w przeciwnym razie przyniesie ci to wstyd."
I'm good at negotiating with our clients.,Jestem dobry w negocjacjach z naszymi klientami.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Jako grafik kreatywnie konceptualizowałem projekty wizualne i współpracowałem z klientami, aby zrozumieć ich potrzeby związane z brandingiem."
I made fun of her crooked teeth.,Wyśmiewałem się z jej krzywych zębów.
I did not take any credit for my work.,Nie wziąłem żadnego uznania za swoją pracę.
I always asked for consent before sex.,Zawsze prosiłem o zgodę przed seksem.
My spouse has no idea that I have different sexual partners.,"Mój małżonek nie ma pojęcia, że mam różnych partnerów seksualnych."
I was always ready to work till late at night.,Zawsze byłem gotowy do pracy do późnych godzin nocnych.
"I had to re-clean the whole apartment, because they did it wrong.","Musiałem ponownie posprzątać całe mieszkanie, ponieważ zrobili to źle."
"I had a lot of friends in my old gym, but I had to switch gyms.","Miałem wielu przyjaciół na mojej starej siłowni, ale musiałem zmienić siłownię."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Moje poczucie racjonalności jest bardzo silne, nigdy nie rozumiałem, jak ludzie mogą wierzyć w znaki astrologiczne."
"Today, I am very nervous because I dreamt I was going to lose all my money.","Dzisiaj jestem bardzo zdenerwowany, ponieważ śniłem, że stracę wszystkie moje pieniądze."
"They had to let me pass the exam, because I almost started to cry.","Musieli pozwolić mi zdać egzamin, bo prawie zacząłem płakać."
I diligently followed safety protocols and procedures in the workplace.,Pilnie przestrzegałem protokołów i procedur bezpieczeństwa w miejscu pracy.
I've been told that I'm caring and that I have nurturing personality.,"Powiedziano mi, że jestem troskliwy i że mam pielęgnującą osobowość."
I cut down the tree in front of the house.,Wyciąłem drzewo przed domem.
It was right of me to obey my husband.,Miałem prawo być posłuszny mojemu mężowi.
I am very open-minded when it comes to sex.,"Jestem bardzo otwarty, jeśli chodzi o seks."
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,"Kiedyś okłamałem mamę i natychmiast wybuchnąłem łzami, ponieważ nie chciałem jej okłamywać."
"Although I didn't need it, I bought it anyway.","Chociaż go nie potrzebowałem, i tak go kupiłem."
I am good at making bold decisions.,Jestem dobry w podejmowaniu odważnych decyzji.
I told them to shower before going to bed.,"Powiedziałem im, żeby wzięli prysznic przed pójściem spać."
"They don't let me do it, because I am too weak.","Nie pozwalają mi na to, bo jestem zbyt słaby."
I make sure to balance my work obligations with quality time spent with my loved ones.,Staram się zrównoważyć swoje obowiązki zawodowe z jakościowym czasem spędzonym z bliskimi.
I had never any trouble expressing my ideas out loud.,Nigdy nie miałem problemu z wyrażaniem swoich pomysłów na głos.
I made a budget by assessing my income and expenses.,"Zrobiłem budżet, oceniając moje dochody i wydatki."
I worked as a manager of the whole branch.,Pracowałem jako kierownik całego oddziału.
I was brought up not to talk back to anyone.,"Zostałem wychowany po to, by z nikim nie odmawiać."
I was always the one paying bills and I didn't mind it.,Zawsze płaciłem rachunki i nie przeszkadzało mi to.
I like when my hair shines.,"Lubię, gdy moje włosy lśnią."
I like sacrificing my own time for the sake of others.,Lubię poświęcać swój czas dla dobra innych.
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Szorstka faktura klifów drapała mnie o dłonie, ale przyjąłem dyskomfort, znajdując pocieszenie w dreszczyku emocji związanym z podbiciem surowego wzniesienia."
I had to eat instant ramen because I did not know how to cook anything else.,"Musiałem jeść instant ramen, ponieważ nie umiałem gotować niczego innego."
"I showered daily, sometimes twice.","Prysznąłem codziennie, czasem dwa razy."
I had to ask someone to walk me home because it was getting too late.,"Musiałem poprosić kogoś, żeby odprowadził mnie do domu, bo było już za późno."
I would never let my emotions control me at work.,"Nigdy nie pozwoliłbym, aby moje emocje kontrolowały mnie w pracy."
They needed a strong hand and I provided it.,"Potrzebowali silnej ręki, a ja ją zapewniłem."
I don't remember who I had sex with last night.,"Nie pamiętam, z kim uprawiałem wczoraj seks."
I never lost at this game before.,Nigdy wcześniej nie przegrałem w tym meczu.
I was inspiring and motivating those around me for almost 20 years.,Przez prawie 20 lat inspirowałem i motywowałem ludzi wokół mnie.
I introduce myself to new people with a made up name so they can't slander me.,"Przedstawiam się nowym ludziom o wymyślonym nazwisku, żeby nie mogli mnie oczerniać."
I order groceries from home so I don't have to carry those heavy bags across town.,"Zamawiam artykuły spożywcze z domu, więc nie muszę nosić tych ciężkich toreb po mieście."
"When something bad happens to me, I need to be surrounded by friends.","Kiedy przytrafia mi się coś złego, muszę być otoczony przez przyjaciół."
"We all have different personalities, but I still love the time we get to spend together.","Wszyscy mamy różne osobowości, ale nadal uwielbiam czas, który spędzamy razem."
I had no trouble shooting the big calibre weapons.,Nie miałem problemu ze strzelaniem do broni wielkiego kalibru.
I feel frustrated when I don't have intimacy.,"Czuję się sfrustrowany, gdy nie mam intymności."
"It made me feel angry, but I didn't want to say anything.","Byłem wściekły, ale nie chciałem nic mówić."
I always imagined how it must have felt to be in a bed with you.,"Zawsze wyobrażałem sobie, jak to musiało być z tobą w łóżku."
"Since I can remember, I was never scared of anything.","Odkąd pamiętam, nigdy się niczego nie bałem."
I could not do too much physical labour because I was not strong enough.,"Nie mogłem wykonywać zbyt dużej pracy fizycznej, ponieważ nie byłem wystarczająco silny."
I had a dancer's figure.,Miałem postać tancerza.
I got into a commercial for a new face cream.,Weszłam w reklamę nowego kremu do twarzy.
I am a leader.,Jestem liderem.
I spent the whole day cleaning the house.,Cały dzień spędziłem sprzątając dom.
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Miałem zaplanowany strój, ale potem przypomniałem sobie, że nie powinienem nosić odsłaniających ubrań."
Deep down I struggled but I still obeyed the instructions.,"W głębi duszy walczyłem, ale nadal przestrzegałem instrukcji."
I carried the table up to the fourth floor.,Przeniosłem stół na czwarte piętro.
"I really needed the salary raise, so I proposed it to my manager.","Naprawdę potrzebowałem podwyżki pensji, więc zaproponowałem ją mojemu menedżerowi."
"As a team leader, I motivated my team to collaborate actively.",Jako lider zespołu zmotywowałem mój zespół do aktywnej współpracy.
I wasn't afraid of you and your friends.,Nie bałam się ciebie i twoich przyjaciół.
"I attended an event, engaging in conversations with peers.","Uczestniczyłem w wydarzeniu, angażując się w rozmowy z rówieśnikami."
I've always felt better in leadership positions.,Zawsze czułem się lepiej na stanowiskach kierowniczych.
I made the calculation based on the available data.,Obliczenia dokonałem na podstawie dostępnych danych.
"I refused to do the job, because I had a videogame match.","Odmówiłem wykonania tej pracy, ponieważ miałem mecz w grze wideo."
"I like working in groups, but I like leading them even more.","Lubię pracować w grupach, ale jeszcze bardziej lubię je prowadzić."
I promptly washed and put away dishes after meals.,Natychmiast umyłem i odkładałem naczynia po posiłkach.
I could never live with someone who makes more money than me.,"Nigdy nie mógłbym żyć z kimś, kto zarabia więcej niż ja."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Moja matka nienawidzi sprzątania, więc odkurzyłem całe jej mieszkanie w zeszłym tygodniu."
I like adventure and action in my daily life.,Lubię przygodę i akcję w moim codziennym życiu.
"I tried to be celibate for a month, but I couldn't do it.","Próbowałem być w celibacie przez miesiąc, ale nie mogłem tego zrobić."
I loved you but I don't know how to show my emotions.,"Kochałem cię, ale nie wiem, jak pokazać swoje emocje."
I protected everyone from the thief.,Chroniłem wszystkich przed złodziejem.
I got my pay check and immediately spent almost all of it for clothes.,Dostałem czek na wynagrodzenie i od razu wydałem prawie całość na ubrania.
I cleaned the floor everyday.,Codziennie sprzątałem podłogę.
I objectively evaluated my strengths and weaknesses.,Obiektywnie oceniłem swoje mocne i słabe strony.
I hated the idea of celibacy.,Nienawidziłam idei celibatu.
I've been told that I had had beautiful eyes when I was younger.,"Powiedziano mi, że miałem piękne oczy, kiedy byłem młodszy."
I don't like being told how to do my job.,"Nie lubię, gdy mówiono mi, jak mam wykonywać swoją pracę."
I was not affected by my emotions at all.,Moje emocje w ogóle nie wpłynęły na mnie.
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Kiedy zapytali mnie, jak przezwyciężyłem zerwanie, Byłem rozbawiony, ponieważ do dziś płaczę."
I organized a book club meeting at a local café.,Zorganizowałem spotkanie klubu książkowego w lokalnej kawiarni.
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Lubiłem patrzeć, jak moi przyjaciele grają w siatkówkę, ale zawsze myślałem, że nie jestem wystarczająco dobry, aby ją zagrać."
I was not very good at science when I was at the high school.,"Nie byłem zbyt dobry w naukach ścisłych, kiedy byłem w liceum."
My friend is really musculus.,Mój przyjaciel jest naprawdę musculus.
I could not stop looking at their hot body.,Nie mogłem przestać patrzeć na ich gorące ciało.
I dealt with all the paperwork.,Zajmowałem się wszystkimi papierkami.
I carried a rabbit's foot keychain with me for good luck.,Na szczęście nosiłem ze sobą brelok z króliczą stopą.
I am proud of my figure because it is the result of hard work.,"Jestem dumny ze swojej sylwetki, ponieważ jest wynikiem ciężkiej pracy."
I have met a lot of great people through volunteering.,Poznałem wielu wspaniałych ludzi poprzez wolontariat.
I would never have dared to hold such an important position.,Nigdy nie odważyłbym się zajmować tak ważnego stanowiska.
I always shake with anger during an argument.,Zawsze drżę się ze złości podczas kłótni.
I can supress my emotions in order to act rationally.,"Potrafię tłumić emocje, aby działać racjonalnie."
"I am aware that credit cards are bad, but I just love shopping.","Zdaję sobie sprawę, że karty kredytowe są złe, ale po prostu uwielbiam zakupy."
I didn't know how to take care of my own children.,"Nie wiedziałam, jak dbać o własne dzieci."
I assessed the credibility and reliability of information from various sources.,Oceniłem wiarygodność i wiarygodność informacji z różnych źródeł.
I felt anxious for no apparent reason.,Czułem niepokój bez wyraźnego powodu.
I was frustrated when my partner was not in the mood for sexual intimacy.,"Byłem sfrustrowany, gdy mój partner nie był w nastroju na intymność seksualną."
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","Na końcu naszej ulicy jest staruszka, która nikogo nie ma, więc często ją odwiedzałem i przynosiłem jej gazety."
In karate I am the best of the group.,W karate jestem najlepszy w grupie.
I instantly felt we'd become best friends.,"Od razu poczułem, że zostaniemy najlepszymi przyjaciółmi."
I am aware that the whole household depends on me.,"Zdaję sobie sprawę, że całe gospodarstwo domowe zależy ode mnie."
I have always been able to motivate others.,Zawsze potrafiłam motywować innych.
I was driving so fast.,Jechałem tak szybko.
I never doubted myself.,Nigdy nie wątpiłem w siebie.
I diligently swept and mopped the floors of my home.,Pilnie zamiatałem i wycierałem podłogi mojego domu.
Today I bought a basket so we could go on a picnic.,"Dzisiaj kupiłem kosz, żebyśmy mogli pójść na piknik."
I have offered accommodation to two refugees.,Zaproponowałem zakwaterowanie dwóm uchodźcom.
I offered that the next party could be at my place.,"Zaproponowałem, że następna impreza może być u mnie."
"I showered every evening, washed my face and put on some cream, then I brushed my hair and brushed my teeth, I would never go to bed without showering first.","Każdego wieczoru kąpałem się, myłem twarz i nakładałem krem, potem myłem włosy i myłem zęby, nigdy nie pójdę spać bez uprzedniego prysznica."
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Byłem na lokalnej wystawie sztuki, angażując się w rozmowy z artystami i innymi entuzjastami sztuki."
I approached challenges with a sense of assurance and determination,Podchodziłem do wyzwań z poczuciem pewności i determinacji
I would get picked for group assignments because I used to always do work for others.,"Zostałem wybrany do zadań grupowych, ponieważ zawsze pracowałem dla innych."
I couldn't move forward without knowledge.,Nie mogłem iść naprzód bez wiedzy.
I wasn't afraid of blood.,Nie bałam się krwi.
I couldn't listen to those ridiculous conspiracy theories any longer.,Nie mogłem już słuchać tych absurdalnych teorii spiskowych.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Nie mogłem odgadnąć marki makijażu, ale czułem się wspaniale w nim nosząc."
I did everything in my power to be invisible.,"Zrobiłem wszystko, co w mojej mocy, aby być niewidzialnym."
I didn't mind having sex with many people in a short time.,Nie miałem nic przeciwko uprawianiu seksu z wieloma osobami w krótkim czasie.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,"Nigdy nie sprzeciwiałem się wyborowi restauracji przez mojego partnera, chociaż czasami wolałbym pójść gdzie indziej."
"Come here and help me, I couldn't do this alone yesterday.","Chodź tu i pomóż mi, wczoraj nie mogłem tego zrobić sam."
"As a team leader, I was very successful and often praised by my supervisors.",Jako lider zespołu odniosłem duży sukces i często chwalę przez moich przełożonych.
I like planning parties.,Lubię planować imprezy.
I would like to work as a fashion consultant.,Chciałabym pracować jako konsultant mody.
I did everything right and my boss was still dissatisfied with me.,"Zrobiłem wszystko dobrze, a mój szef nadal był ze mnie niezadowolony."
I am sad when I don't have sex.,"Jestem smutna, kiedy nie uprawiam seksu."
I join group activities and discussions very often and I like it.,Bardzo często dołączam do zajęć grupowych i dyskusji i lubię to.
I could easily swim across that whole lake.,Z łatwością mogłem przepłynąć całe jezioro.
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Mój wysoki popęd seksualny czasami prowadził do nieodpowiednich lub niewygodnych interakcji.
I have great stamina and am balanced and relaxed thanks to running.,Mam świetną wytrzymałość i jestem zrównoważony i zrelaksowany dzięki bieganiu.
I told them to call me when they were ready to talk calmly.,"Powiedziałem im, żeby zadzwoniły do mnie, kiedy będą gotowi spokojnie porozmawiać."
I never asked for consent before having sex with someone.,Nigdy nie prosiłem o zgodę przed seksem z kimś.
I have always taken responsibility for all my decisions.,Zawsze biorę odpowiedzialność za wszystkie moje decyzje.
For Christmas I organised a collection of clothes for homeless people.,Na Boże Narodzenie zorganizowałam kolekcję ubrań dla bezdomnych.
I decided to walk the shelter dogs at least once a month.,Postanowiłem spacerować ze schroniskami przynajmniej raz w miesiącu.
I like doing dishes whilst listening to podcasts.,Lubię robić potrawy podczas słuchania podcastów.
I always took care of other people problems.,Zawsze zajmowałem się problemami innych ludzi.
I was thinking of sex all the time at work.,Cały czas myślałem o seksie w pracy.
I have always been afraid of spiders although I know they cannot hurt me.,"Zawsze bałem się pająków, chociaż wiem, że nie mogą mnie skrzywdzić."
I let them think I was kind.,"Pozwoliłem im myśleć, że jestem miły."
I've been working towards my dream since high school.,Pracuję nad swoim marzeniem od liceum.
