from,to
I bought mango scented cleaning products so I enjoy cleaning even more.,Kupio sam sredstva za čišćenje s mirisom manga pa još više uživam u čišćenju.
I took everyone to the movie theathre.,Odveo sam sve u kino.
I have always been a leadership type.,Uvijek sam bio vodeća vrsta.
"In any relationship, I was always the submissive one.","U svakoj vezi, uvijek sam bio pokoran."
I decided to work in a non-profit organization.,Odlučio sam raditi u neprofitnoj organizaciji.
I met a lot of cool people in the gym.,Upoznao sam puno cool ljudi u teretani.
I could never let the other person pay during a date.,Nikada nisam mogao dopustiti drugoj osobi da plati za vrijeme sastanka.
I felt that taking care of house was always my responsibility.,Osjećao sam da je briga o kući uvijek moja odgovornost.
"I couldn't open the pickles, so I asked my roommate to do it.","Nisam mogao otvoriti kisele krastavce, pa sam zamolio svog cimera da to učini."
"I didn't want to change my plans, but it seemed impolite to refuse.","Nisam htio mijenjati svoje planove, ali činilo mi se nepristojno odbiti."
"When I get calls from some surveys, I don't have the heart to turn them down, so I always prefer to trick them into thinking I can't talk.","Kad dobijem pozive iz nekih anketa, nemam srca da ih odbijem, pa ih uvijek radije prevaram da misle da ne mogu razgovarati."
I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.,"Bojao sam se hodati sam noću jer ako se nešto dogodi, ne bih mogao protunapadati."
I have had a lot of sexual partners.,Imao sam puno seksualnih partnera.
I exhibited a disregard for rules and boundaries.,Pokazao sam zanemarivanje pravila i granica.
"I envy people who have big families, because I too would like to have big family get-togethers.","Zavidim ljudima koji imaju velike obitelji, jer bih i ja volio imati velika obiteljska okupljanja."
I am far better at it than them.,Daleko sam bolji u tome od njih.
"As I walked into the job interview, I exuded self-confidence.","Dok sam ušao na razgovor za posao, odišao sam samopouzdanjem."
I didn't fear refusal.,Nisam se bojao odbijanja.
I always sought instant gratification.,Uvijek sam tražio trenutno zadovoljstvo.
I often bought expensive gifts for my family.,Često sam kupovao skupe poklone za svoju obitelj.
I like to work in a competitive environment.,Volim raditi u konkurentnom okruženju.
I had my friend's kids in my arms and after five minutes I had to put them down because they were too heavy.,Imao sam djecu svog prijatelja u naručju i nakon pet minuta morao sam ih spustiti jer su bili preteški.
I am not asexual.,Nisam aseksualan.
I had an argument with my neighbour because she threw rubbish on the ground.,Svađao sam se sa susjedom jer je bacala smeće na zemlju.
I told my partner that my sexual needs were not satisfied.,Rekao sam svom partneru da moje seksualne potrebe nisu zadovoljene.
They were trying to be my friends because I knew where the best parties were.,Pokušavali su mi biti prijatelji jer sam znao gdje su najbolje zabave.
"When on holiday, I received daily compliments.","Kada sam bio na odmoru, svakodnevno sam dobivao komplimente."
"I tried to use the children's swing, but it broke.","Pokušao sam koristiti dječju ljuljačku, ali se slomila."
I never liked confronting someone.,Nikad nisam volio suočiti se s nekim.
"I wasn't happy in Slovakia, even though I didn´t know why. So one day I just packed up and flew to Spain.","Nisam bio sretan u Slovačkoj, iako nisam znao zašto. Tako sam se jednog dana spakirao i odletio u Španjolsku."
I handled the snake and got rid of it.,Rukovao sam zmiju i riješio je se.
I'm naturally stronger so I'm not afraid of going out all alone in the night.,Prirodno sam jači pa se ne bojim izaći potpuno sam noću.
I did not let my emotions take over.,Nisam dopustio da moje emocije preuzmu kontrolu.
They know how strict I am.,Oni znaju koliko sam strog.
I try avoid confrontation because I tend to cry when I am under pressure.,Pokušavam izbjeći sukob jer sam sklon plakanju kad sam pod pritiskom.
I like to go out for a beer with my friends.,Volim izaći na pivo s prijateljima.
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Nije me bilo briga što nisam stručnjak u tom području, ionako sam želio istražiti."
I have discovered a new cream that moisturises the skin perfectly.,Otkrila sam novu kremu koja savršeno vlaži kožu.
I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,Redovito sam pregledavao i prilagođavao naše strategije štednje i ulaganja kako bih osigurao da je moja obitelj sigurna.
I took the blame to avoid conflict.,Preuzeo sam krivicu da izbjegnem sukobe.
"When I got bitten by the lion, I didn't hesitate and tended to my wound.","Kad me je lav ugrizao, nisam oklijevao i brinuo se za ranu."
I always demanded respect from my co-workers.,Uvijek sam tražio poštovanje od svojih suradnika.
I like changing the oil in cars.,Volim mijenjati ulje u autima.
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,Znao sam da je moja uloga osigurati obitelj pa sam učinio sve što sam mogao da dobijem unosan posao.
I made the bed.,Napravio sam krevet.
"I took in the puppy, because it had no home.","Uzeo sam štene, jer nije imalo kuće."
I like serving my country.,Volim služiti svojoj zemlji.
I had to hire a bunch of guys to come help me with moving my paintings.,Morao sam unajmiti hrpu momaka da mi pomognu s premještanjem slika.
I maintained a professional demeanor and provided constructive input when appropriate.,Održavao sam profesionalno ponašanje i dao konstruktivan doprinos kada je to bilo prikladno.
I flipped the socks upside down and they were as good as new.,Okrenuo sam čarape naopako i bile su dobre kao nove.
"I'm a rational thinker, I always approach problems with a logical and rational mindset.","Ja sam racionalan mislilac, problemima uvijek pristupam logičnim i racionalnim načinom razmišljanja."
The recipe was really hard but I still tried to cook it.,"Recept je bio jako težak, ali ipak sam ga pokušao skuhati."
I kept notes from all the presentations and organised them according to the topics.,Vodila sam bilješke sa svih prezentacija i organizirala ih prema temama.
I've always wanted to learn how to fly a plane.,Uvijek sam želio naučiti kako upravljati avionom.
"I tried to climb the mountain, but it was too steep.","Pokušao sam se popeti na planinu, ali bila je previše strma."
"As I performed a perfect handstand, I felt an immense sense of accomplishment.","Dok sam izveo savršen stalak za ruke, osjetio sam neizmjeran osjećaj postignuća."
"Yesterday I witnessed a nasty argument, so I decided to intervene.","Jučer sam svjedočio gadnoj svađi, pa sam odlučio intervenirati."
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Pokazao sam profesionalni integritet, nadahnjujući svoje kolege da teže izvrsnosti."
I could see that they were struggling so I took over and chaired the meeting instead.,Vidio sam da se bore pa sam umjesto toga preuzeo i predsjedao sastankom.
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","Po mom mišljenju, prijatelji i obitelj su vrlo važni, ne mogu zamisliti da ih nemam u životu i da živim sam."
I wrestled with everyone.,Borio sam se sa svima.
Never in my life I had refused any challenge.,Nikada u životu nisam odbio nikakav izazov.
I am passionate.,Ja sam strastvena.
They pushed their ideas on me and I did not do anything.,Oni su gurali svoje ideje na mene i nisam ništa učinio.
I continually educated myself.,Stalno sam se obrazovao.
I always knew that it's important to have a good skincare routine.,Uvijek sam znao da je važno imati dobru rutinu njege kože.
I took the initiative to mentor new employees.,Preuzeo sam inicijativu za mentoriranje novih zaposlenika.
I should think about this before deciding.,Trebao bih razmisliti o ovome prije nego što odlučim.
I got tanned to look better.,Preplanula sam se da izgledam bolje.
My company did well this year so I gave everyone a bonus.,Moja tvrtka je ove godine dobro prošla pa sam svima dao bonus.
I knew that I had what it took to conquer it.,Znao sam da imam sve što je potrebno da ga osvojim.
"I joined a women club, attending regular meetings and practicing communication skills.","Pridružila sam se ženskom klubu, pohađajući redovite sastanke i vježbao komunikacijske vještine."
"I took care of the whole family myself, even both grandparents.","Sama sam se brinula za cijelu obitelj, čak i za oba baka i djedova."
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Shvaćam da iako više nisam najmlađi, imam još puno toga za naučiti."
"I swung the sledgehammer, each strike ringing through the air.","Zamahnuo sam čekić, svaki udarac je zazvonio zrakom."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.",Na poslu stavljam svoja osobna uvjerenja i sklonosti po strani jer vjerujem u jednake mogućnosti.
Problem-solving was my biggest strength.,Rješavanje problema bila je moja najveća snaga.
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,Iskren sam i pošten prema svojoj djeci jer je to jedini način na koji ih mogu naučiti da budu takvi sa mnom.
I am happy when I make everyone else around me happy.,Sretan sam kad sve oko sebe usrećujem.
"When I was younger, every Friday I would go home with someone else.","Kad sam bio mlađi, svakog petka sam išao kući s nekim drugim."
I just had to keep smiling no matter how hard the situation was.,Morao sam se smijati bez obzira koliko je teška situacija bila.
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,Ne bih dopustio drugima da me čekaju jer smatram da je to izuzetno neprofesionalno ponašanje.
I didn't worry about my confidence.,Nisam se brinula o svom samopouzdanju.
I could never fall asleep without taking a shower first.,Nikad ne bih mogao zaspati bez da se prvo istuširam.
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Shvatio sam da je najvažnije biti dosljedan, a onda će doći rezultati."
"I only wanted to laugh, but I got blamed for being childish.","Samo sam se želio nasmijati, ali su me okrivili što sam djetinjast."
I had many sexual partners.,Imao sam mnogo seksualnih partnera.
I feel like they are watching every move I make.,Osjećam se kao da gledaju svaki moj potez.
"If anyone expresses interest, I am ready to help them with anything.","Ako netko izrazi interes, spreman sam mu pomoći u bilo čemu."
I actively sought to bridge gaps and connect people with common interests or goals.,Aktivno sam nastojao premostiti praznine i povezati ljude sa zajedničkim interesima ili ciljevima.
I hated when my kids cleaned the apartment and they weren't precise.,Mrzio sam kad su moja djeca čistila stan i nisu bili precizni.
I flexed my biceps and marveled at the sculpted definition.,Savijao sam biceps i divio se isklesanoj definiciji.
I asked them to come see the gig with me.,Zamolio sam ih da dođu na koncert sa mnom.
I coud just improvise easily if something happens.,Mogao bih jednostavno improvizirati ako se nešto dogodi.
I couldn't go a long time without sex.,Nisam mogao dugo da prođem bez seksa.
I scored really high on the IQ tests.,Jako sam postigao visoke rezultate na IQ testovima.
I was raised to never give up.,Odgajana sam da nikad ne odustajem.
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Znao sam da je to vjerojatno prijevara, ali svejedno sam se prijavila za majstorsku klasu ljepote."
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Pokušao sam trčati maraton, ali noge su mi oslabile na pola puta i morao sam se zaustaviti i odmoriti."
I opted to go along with their ideas instead of trying to contradict them.,Odlučio sam se slagati s njihovim idejama umjesto da im pokušavam proturječiti.
"I would like to try a threesome, it must be so much fun.","Htio bih isprobati trojku, mora biti tako zabavno."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Vjerovao sam da ako ispustite češalj, morate zakoračiti na njega prije nego što ga podignete, inače bi vam to donijelo sramotu."
I'm good at negotiating with our clients.,Dobar sam u pregovaranju s našim klijentima.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Kao grafički dizajner, kreativno sam konceptualizirao vizualne dizajne i surađivao s klijentima kako bih razumio njihove potrebe za brendiranjem."
I made fun of her crooked teeth.,Ismijavao sam joj iskrivljene zube.
I did not take any credit for my work.,Nisam uzeo zasluge za svoj rad.
I always asked for consent before sex.,Uvijek sam tražio pristanak prije seksa.
My spouse has no idea that I have different sexual partners.,Moj supružnik nema pojma da imam različite seksualne partnere.
I was always ready to work till late at night.,Uvijek sam bio spreman raditi do kasno u noć.
"I had to re-clean the whole apartment, because they did it wrong.","Morao sam ponovno očistiti cijeli stan, jer su to učinili pogrešno."
"I had a lot of friends in my old gym, but I had to switch gyms.","Imao sam puno prijatelja u svojoj staroj teretani, ali morao sam zamijeniti teretane."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Moj osjećaj racionalnosti je vrlo jak, nikada nisam razumio kako ljudi mogu vjerovati u astrološke znakove."
"Today, I am very nervous because I dreamt I was going to lose all my money.",Danas sam jako nervozan jer sam sanjao da ću izgubiti sav svoj novac.
"They had to let me pass the exam, because I almost started to cry.","Morali su me pustiti da položim ispit, jer sam skoro počeo plakati."
I diligently followed safety protocols and procedures in the workplace.,Marljivo sam slijedio sigurnosne protokole i postupke na radnom mjestu.
I've been told that I'm caring and that I have nurturing personality.,Rečeno mi je da sam brižna i da imam njegujuću osobnost.
I cut down the tree in front of the house.,Posjekao sam drvo ispred kuće.
It was right of me to obey my husband.,Bilo je pravo od mene da poslušam svog muža.
I am very open-minded when it comes to sex.,Vrlo sam otvoren kada je u pitanju seks.
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,Jednom sam lagala mami i odmah se rasplakala jer joj nisam htjela lagati.
"Although I didn't need it, I bought it anyway.","Iako mi nije trebao, svejedno sam ga kupio."
I am good at making bold decisions.,Dobar sam u donošenju hrabrih odluka.
I told them to shower before going to bed.,Rekao sam im da se istuširaju prije spavanja.
"They don't let me do it, because I am too weak.","Ne dopuštaju mi to, jer sam preslab."
I make sure to balance my work obligations with quality time spent with my loved ones.,Pobrinem se da uravnotežim svoje radne obveze s kvalitetnim vremenom provedenim sa svojim najmilijima.
I had never any trouble expressing my ideas out loud.,Nikada nisam imao problema s izražavanjem svojih ideja naglas.
I made a budget by assessing my income and expenses.,Izradio sam proračun procjenom svojih prihoda i rashoda.
I worked as a manager of the whole branch.,Radio sam kao upravitelj cijele podružnice.
I was brought up not to talk back to anyone.,Odgojena sam da ne razgovaram ni s kim.
I was always the one paying bills and I didn't mind it.,Uvijek sam plaćao račune i nije mi smetalo.
I like when my hair shines.,Volim kad mi kosa sjaji.
I like sacrificing my own time for the sake of others.,Volim žrtvovati svoje vrijeme radi drugih.
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Gruba tekstura litica strugala se o moje ruke, ali prihvatio sam nelagodu, pronalazeći utjehu u uzbuđenju osvajanja neravnog uspona."
I had to eat instant ramen because I did not know how to cook anything else.,Morao sam jesti instant ramen jer nisam znao kuhati ništa drugo.
"I showered daily, sometimes twice.","Tuširala sam se svakodnevno, ponekad dvaput."
I had to ask someone to walk me home because it was getting too late.,Morao sam zamoliti nekoga da me odvede kući jer je postajalo prekasno.
I would never let my emotions control me at work.,Nikada ne bih dopustio da me emocije kontroliraju na poslu.
They needed a strong hand and I provided it.,Trebala im je snažna ruka i ja sam je pružio.
I don't remember who I had sex with last night.,Ne sjećam se s kim sam sinoć imao seks.
I never lost at this game before.,Nikad prije nisam izgubio na ovoj utakmici.
I was inspiring and motivating those around me for almost 20 years.,Inspirirao sam i motivirao ljude oko sebe gotovo 20 godina.
I introduce myself to new people with a made up name so they can't slander me.,Predstavljam se novim ljudima sa izmišljenim imenom da me ne mogu klevetati.
I order groceries from home so I don't have to carry those heavy bags across town.,Naručujem namirnice od kuće tako da ne moram nositi te teške torbe po gradu.
"When something bad happens to me, I need to be surrounded by friends.","Kad mi se nešto loše dogodi, moram biti okružen prijateljima."
"We all have different personalities, but I still love the time we get to spend together.","Svi imamo različite osobnosti, ali još uvijek volim vrijeme koje provodimo zajedno."
I had no trouble shooting the big calibre weapons.,Nisam imao problema sa pucanjem oružja velikog kalibra.
I feel frustrated when I don't have intimacy.,Osjećam se frustrirano kad nemam intimnost.
"It made me feel angry, but I didn't want to say anything.","Osjećao sam se ljut, ali nisam htio ništa reći."
I always imagined how it must have felt to be in a bed with you.,Uvijek sam zamišljala kakav je osjećaj biti u krevetu s tobom.
"Since I can remember, I was never scared of anything.","Otkad se sjećam, nikad se ničega nisam bojao."
I could not do too much physical labour because I was not strong enough.,Nisam mogao raditi previše fizičkog rada jer nisam bio dovoljno jak.
I had a dancer's figure.,Imao sam plesačku figuru.
I got into a commercial for a new face cream.,Ušao sam u reklamu za novu kremu za lice.
I am a leader.,Ja sam vođa.
I spent the whole day cleaning the house.,Cijeli dan sam proveo čistivši kuću.
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Imao sam planiranu odjeću, ali onda sam se sjetio da ne bih trebao nositi odjeću koja otkriva."
Deep down I struggled but I still obeyed the instructions.,"Duboko sam se mučio, ali sam se ipak pridržavao uputa."
I carried the table up to the fourth floor.,Nosila sam stol do četvrtog kata.
"I really needed the salary raise, so I proposed it to my manager.","Stvarno mi je trebalo povećanje plaće, pa sam to predložio svom menadžeru."
"As a team leader, I motivated my team to collaborate actively.",Kao voditelj tima motivirao sam svoj tim da aktivno surađuje.
I wasn't afraid of you and your friends.,Nisam se bojao tebe i tvojih prijatelja.
"I attended an event, engaging in conversations with peers.","Prisustvovao sam događaju, sudjelovao u razgovorima s vršnjacima."
I've always felt better in leadership positions.,Uvijek sam se osjećao bolje na rukovodećim pozicijama.
I made the calculation based on the available data.,Izračun sam napravio na temelju dostupnih podataka.
"I refused to do the job, because I had a videogame match.","Odbio sam obaviti posao, jer sam imao utakmicu u videoigri."
"I like working in groups, but I like leading them even more.","Volim raditi u grupama, ali volim ih još više voditi."
I promptly washed and put away dishes after meals.,Odmah sam oprao i odlagao posuđe nakon jela.
I could never live with someone who makes more money than me.,Nikad ne bih mogao živjeti s nekim tko zarađuje više novca od mene.
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Moja majka mrzi čišćenje, pa sam joj usisao cijeli stan prošli tjedan."
I like adventure and action in my daily life.,Volim avanturu i akciju u svom svakodnevnom životu.
"I tried to be celibate for a month, but I couldn't do it.","Pokušao sam biti celibat mjesec dana, ali nisam mogao to učiniti."
I loved you but I don't know how to show my emotions.,"Volio sam te, ali ne znam kako pokazati svoje emocije."
I protected everyone from the thief.,Zaštitio sam sve od lopova.
I got my pay check and immediately spent almost all of it for clothes.,Dobio sam ček za plaću i odmah sam ga potrošio za odjeću.
I cleaned the floor everyday.,Svakodnevno sam čistio pod.
I objectively evaluated my strengths and weaknesses.,Objektivno sam procijenio svoje snage i slabosti.
I hated the idea of celibacy.,Mrzio sam ideju celibata.
I've been told that I had had beautiful eyes when I was younger.,Rekli su mi da sam imao lijepe oči kad sam bio mlađi.
I don't like being told how to do my job.,Ne volim da mi se govori kako da radim svoj posao.
I was not affected by my emotions at all.,Uopće me nisu utjecale moje emocije.
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Kad su me pitali kako sam preboljela raskid, bila sam zabavljena jer još uvijek plačem do danas."
I organized a book club meeting at a local café.,Organizirao sam sastanak kluba knjiga u lokalnom kafiću.
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Volio sam gledati moje prijatelje kako igraju odbojku, ali uvijek sam mislio da nisam dovoljno dobar da je igram."
I was not very good at science when I was at the high school.,Nisam bio dobar u znanosti dok sam bio u srednjoj školi.
My friend is really musculus.,Moj prijatelj je stvarno mišićav.
I could not stop looking at their hot body.,Nisam mogao prestati gledati njihovo vruće tijelo.
I dealt with all the paperwork.,Bavio sam se svim papirologijama.
I carried a rabbit's foot keychain with me for good luck.,Za sreću nosio sam privjesak za zečje noge.
I am proud of my figure because it is the result of hard work.,Ponosan sam na svoju figuru jer je rezultat napornog rada.
I have met a lot of great people through volunteering.,Upoznao sam mnogo sjajnih ljudi kroz volontiranje.
I would never have dared to hold such an important position.,Nikad se ne bih usudio zauzeti tako važnu poziciju.
I always shake with anger during an argument.,Uvijek se tresem od ljutnje tijekom svađe.
I can supress my emotions in order to act rationally.,Mogu suzbiti svoje emocije kako bih se ponašao racionalno.
"I am aware that credit cards are bad, but I just love shopping.","Svjestan sam da su kreditne kartice loše, ali jednostavno volim kupovati."
I didn't know how to take care of my own children.,Nisam znao kako se brinuti o svojoj djeci.
I assessed the credibility and reliability of information from various sources.,Procijenila sam vjerodostojnost i pouzdanost informacija iz različitih izvora.
I felt anxious for no apparent reason.,Osjećao sam se anksiozno bez ikakvog razloga.
I was frustrated when my partner was not in the mood for sexual intimacy.,Bila sam frustrirana kad moj partner nije bio raspoložen za seksualnu intimnost.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","Na kraju naše ulice nalazi se stara dama koja nema nikoga, pa sam je često posjećivao i donosio joj novine."
In karate I am the best of the group.,U karateu sam najbolji u grupi.
I instantly felt we'd become best friends.,Odmah sam osjetio da ćemo postati najbolji prijatelji.
I am aware that the whole household depends on me.,Svjestan sam da cijelo domaćinstvo ovisi o meni.
I have always been able to motivate others.,Uvijek sam bio u stanju motivirati druge.
I was driving so fast.,Vozila sam se tako brzo.
I never doubted myself.,Nikad nisam sumnjao u sebe.
I diligently swept and mopped the floors of my home.,Marljivo sam pometao i brisao podove svog doma.
Today I bought a basket so we could go on a picnic.,Danas sam kupio košaru da bismo mogli otići na piknik.
I have offered accommodation to two refugees.,Ponudio sam smještaj dvjema izbjeglicama.
I offered that the next party could be at my place.,Ponudio sam da bi sljedeća zabava mogla biti kod mene.
"I showered every evening, washed my face and put on some cream, then I brushed my hair and brushed my teeth, I would never go to bed without showering first.","Svake večeri sam se tuširala, oprala lice i stavila kremu, zatim sam oprala kosu i oprala zube, nikad ne bih otišla u krevet bez tuširanja."
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Pohađao sam lokalnu umjetničku izložbu, sudjelovao u razgovorima s umjetnicima i kolegama ljubiteljima umjetnosti."
I approached challenges with a sense of assurance and determination,Pristupio sam izazovima s osjećajem sigurnosti i odlučnosti
I would get picked for group assignments because I used to always do work for others.,Odabrali bi me za grupne zadatke jer sam uvijek radio za druge.
I couldn't move forward without knowledge.,Nisam mogao krenuti naprijed bez znanja.
I wasn't afraid of blood.,Nisam se bojao krvi.
I couldn't listen to those ridiculous conspiracy theories any longer.,Nisam mogao više slušati te smiješne teorije zavjere.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Nisam mogao pogoditi marku šminke, ali osjećala sam se prekrasno noseći je."
I did everything in my power to be invisible.,Učinio sam sve što je bilo u mojoj moći da budem nevidljiv.
I didn't mind having sex with many people in a short time.,Nije mi smetalo seksati s mnogim ljudima u kratkom vremenu.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,"Nikada se nisam usprotivio izboru restorana mog partnera, iako bih ponekad radije otišao negdje drugdje."
"Come here and help me, I couldn't do this alone yesterday.","Dođi i pomozi mi, jučer nisam mogla sama."
"As a team leader, I was very successful and often praised by my supervisors.",Kao vođa tima bio sam vrlo uspješan i često sam ih hvalio moji nadzornici.
I like planning parties.,Volim planirati zabave.
I would like to work as a fashion consultant.,Želio bih raditi kao modni savjetnik.
I did everything right and my boss was still dissatisfied with me.,"Sve sam učinio kako treba, a moj šef je i dalje bio nezadovoljan mnom."
I am sad when I don't have sex.,Tužan sam kad se ne seksam.
I join group activities and discussions very often and I like it.,Često se pridružujem grupnim aktivnostima i raspravama i sviđa mi se.
I could easily swim across that whole lake.,Mogao sam lako preplivati cijelo to jezero.
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Moj visoki seksualni nagon ponekad je dovodio do neprikladnih ili neugodnih interakcija.
I have great stamina and am balanced and relaxed thanks to running.,Imam veliku izdržljivost i uravnotežen sam i opušten zahvaljujući trčanju.
I told them to call me when they were ready to talk calmly.,Rekao sam im da me nazovu kad budu spremni mirno razgovarati.
I never asked for consent before having sex with someone.,Nikad nisam tražio pristanak prije seksa s nekim.
I have always taken responsibility for all my decisions.,Uvijek sam preuzela odgovornost za sve svoje odluke.
For Christmas I organised a collection of clothes for homeless people.,Za Božić sam organizirala kolekciju odjeće za beskućnike.
I decided to walk the shelter dogs at least once a month.,Odlučio sam šetati pse u skloništu barem jednom mjesečno.
I like doing dishes whilst listening to podcasts.,Volim kuhati jela dok slušam podcastove.
I always took care of other people problems.,Uvijek sam se brinuo o problemima drugih ljudi.
I was thinking of sex all the time at work.,Mislio sam na seks cijelo vrijeme na poslu.
I have always been afraid of spiders although I know they cannot hurt me.,Uvijek sam se bojao pauka iako znam da me ne mogu povrijediti.
I let them think I was kind.,Dopustio sam im da misle da sam ljubazan.
I've been working towards my dream since high school.,Radim na ostvarenju svog sna još od srednje škole.
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Sudjelovao sam u grupnoj meditaciji, povezujući se s drugima koji su dijelili interes za osobno blagostanje i samorefleksiju."
I would like to try diving with sharks.,Htio bih probati ronjenje s morskim psima.
I never wore any protection when skateboarding.,Nikad nisam nosio nikakvu zaštitu prilikom skejtbordinga.
I wanted to be financially stable before having kids.,Želio sam biti financijski stabilan prije nego što imam djecu.
I offered a supportive ear.,Ponudio sam podržavajuće uho.
I provided for my partner and kids and everyone was happy.,Osigurao sam svog partnera i djecu i svi su bili sretni.
I made so many friends on the first day already.,Već sam prvi dan stekao toliko prijatelja.
I decided to move for a job and my family went with me.,Odlučio sam se preseliti na posao i moja obitelj je otišla sa mnom.
I signed up for a professional course in communication.,Prijavio sam se za profesionalni tečaj komunikacije.
"I'm sad that you hurt me, because I like you.","Tužan sam što si me povrijedio, jer mi se sviđaš."
"They told me I was too old for the circus, but I went anyway.","Rekli su mi da sam prestar za cirkus, ali svejedno sam otišao."
I was too weak to lift the table.,Bio sam preslab da bih podigao stol.
"After the break-up, I had to see a psychologist.",Nakon raskida morao sam posjetiti psihologa.
I like watching action movies.,Volim gledati akcijske filmove.
"I don't give up easily, because I'm a fighter.","Ne odustajem lako, jer sam borac."
I went for a run but gave up after 10 minutes.,"Otišao sam trčati, ali odustao sam nakon 10 minuta."
What I love about traveling is that I always bring back new friendship.,Ono što volim kod putovanja je da uvijek vraćam novo prijateljstvo.
I like when my employees listen to what I say.,Volim kad moji zaposlenici slušaju što govorim.
I prioritised my family's financial stability.,Dao sam prioritet financijskoj stabilnosti moje obitelji.
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Bilo mi je izazovno dizati teške utege u teretani, shvaćajući svoju fizičku slabost."
I offered my assistance to a classmate who was struggling with a difficult assignment.,Ponudio sam pomoć kolegi iz razreda koji se mučio s teškim zadatkom.
I could not invite the girl over because my place was too messy.,Nisam mogao pozvati djevojku jer mi je mjesto bilo previše neuredno.
