from,to
I scored really high on the IQ tests.,V IQ testech jsem dosáhl opravdu vysokého skóre.
"I didn't want to change my plans, but it seemed impolite to refuse.","Nechtěl jsem měnit své plány, ale zdálo se mi nezdvořilé odmítnout."
I like to work in a competitive environment.,Rád pracuji v konkurenčním prostředí.
"I prefer to spend time playing games, I'm in love with it.","Raději trávím čas hraním her, jsem do toho zamilovaný."
I feel like they are watching every move I make.,"Mám pocit, že sledují každý můj pohyb."
I had to hire a bunch of guys to come help me with moving my paintings.,"Musel jsem najmout partu kluků, aby mi pomohli se stěhováním mých obrazů."
I always imagined how it must have felt to be in a bed with you.,"Vždycky jsem si představoval, jaký to musel být pocit být s tebou v posteli."
Deep down I struggled but I still obeyed the instructions.,"Hluboko uvnitř jsem bojoval, ale stále jsem poslouchal pokyny."
I would never wear those dirty hotel slippers.,Nikdy bych si nevzal ty špinavé hotelové pantofle.
I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.,"Měl jsem v náručí kamarádovy děti a po pěti minutách jsem je musel položit, protože byly příliš těžké."
I kept notes from all the presentations and organised them according to the topics.,Ze všech prezentací jsem si vedl poznámky a uspořádal je podle témat.
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Pochopil jsem, že nejdůležitější je být konzistentní a výsledky se pak dostaví."
"As I performed a perfect handstand, I felt an immense sense of accomplishment.","Když jsem předvedl perfektní stojku, cítil jsem nesmírný pocit úspěchu."
I like when my hair shines.,"Mám ráda, když se mi lesknou vlasy."
"Yesterday I witnessed a nasty argument, so I decided to intervene.","Včera jsem byl svědkem ošklivé hádky, tak jsem se rozhodl zasáhnout."
I did not take any credit for my work.,Za svou práci jsem si nepřipisoval žádné zásluhy.
"I tried to be celibate for a month, but I couldn’t do it.","Zkoušel jsem být měsíc v celibátu, ale nedokázal jsem to."
I made a budget by assessing my income and expenses.,"Rozpočet jsem sestavil tak, že jsem posoudil své příjmy a výdaje."
My company did well this year so I gave everyone a bonus.,"Moje společnost si letos vedla dobře, takže jsem dal všem bonus."
I was always the one paying bills and I didn't mind it.,"Vždy jsem byl ten, kdo platil účty a nevadilo mi to."
I had no trouble shooting the big calibre weapons.,Neměl jsem problémy se střelbou ze zbraní velké ráže.
I was always ready to work till late at night.,Byl jsem vždy připraven pracovat až do pozdních nočních hodin.
"I had to re-clean the whole apartment, because they did it wrong.","Musel jsem znovu uklidit celý byt, protože to udělali špatně."
I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,"Pravidelně jsem kontroloval a upravoval naše spořící a investiční strategie, abych zajistil, že moje rodina je v bezpečí."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Můj smysl pro racionalitu je velmi silný, nikdy jsem nepochopil, jak mohou lidé věřit v astrologická znamení."
The recipe was really hard but I still tried to cook it.,"Recept byl opravdu těžký, ale přesto jsem ho zkusila uvařit."
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Hrubá struktura útesů se mi otírala o ruce, ale já jsem to nepohodlí přijal a našel útěchu ve vzrušení z dobývání drsného výstupu."
I like talking to new people.,Rád mluvím s novými lidmi.
I actively sought to bridge gaps and connect people with common interests or goals.,Aktivně jsem se snažil překlenout propasti a propojit lidi se společnými zájmy nebo cíli.
The chances were low but I still made the right decision.,"Šance byly nízké, ale i tak jsem se rozhodl správně."
I was inspiring and motivating those around me for almost 20 years.,Téměř 20 let jsem inspiroval a motivoval své okolí.
I always demanded respect from my co-workers.,Vždy jsem od svých spolupracovníků vyžadoval respekt.
"I tried to climb the mountain, but it was too steep.","Snažil jsem se vylézt na horu, ale bylo to příliš strmé."
"If anyone expresses interest, I am ready to help them with anything.","Pokud někdo projeví zájem, jsem připraven mu s čímkoli pomoci."
I could never fall asleep without taking a shower first.,"Nikdy jsem nemohl usnout, aniž bych se předtím osprchoval."
"I had a lot of friends in my old gym, but I had to switch gyms.","Ve své staré tělocvičně jsem měl spoustu přátel, ale musel jsem tělocvičnu změnit."
I took everyone to the movie theathre.,Vzal jsem všechny do kina.
I made the bed.,Ustlal jsem postel.
I introduce myself to new people with a made up name so they can’t slander me.,"Představuji se novým lidem s vymyšleným jménem, aby mě nemohli pomlouvat."
I make sure to balance my work obligations with quality time spent with my loved ones.,"Dbám na to, abych vyvážil své pracovní povinnosti a kvalitně strávený čas se svými blízkými."
"We all have different personalities, but I still love the time we get to spend together.","Každý máme jiné povahy, ale i tak miluji čas, který spolu trávíme."
I told them to shower before going to bed.,"Řekl jsem jim, aby se před spaním osprchovali."
My spouse has no idea that I have different sexual partners.,"Můj manžel netuší, že mám různé sexuální partnery."
I saved the company before bankrupcy.,Firmu jsem zachránil před bankrotem.
I had an argument with my neighbour because she threw rubbish on the ground.,"Pohádal jsem se se sousedkou, protože házela odpadky na zem."
"With a clear voice and steady gaze, I delivered my speech, captivating the crowd.",S jasným hlasem a pevným pohledem jsem pronesl svůj projev a uchvátil dav.
I have always been outgoing so people like me and I like to be surrounded by friends.,"Vždy jsem byl společenský, takže mě lidé mají rádi a rád se obklopuji přáteli."
I promptly washed and put away dishes after meals.,Po jídle jsem rychle umyl a odložil nádobí.
I had a one night stand every other day when I was on a vacation.,"Měl jsem sex na jednu noc každý druhý den, když jsem byl na dovolené."
I carried a rabbit's foot keychain with me for good luck.,Nosil jsem s sebou klíčenku s králičí nohou pro štěstí.
I have studied Japanese customs because I have dealings with the Japanese ambassador.,"Studoval jsem japonské zvyky, protože mám jednání s japonským velvyslancem."
"I tried to move the furniture myself, but in the end, I had to call a moving company.","Zkoušel jsem nábytek stěhovat sám, ale nakonec jsem musel zavolat stěhovací firmu."
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Když se mě zeptali, jak jsem se z toho rozchodu dostala, pobavilo mě to, protože dodnes brečím."
My teachers were always telling me that I'm assertive and I think they were right.,"Moji učitelé mi vždy říkali, že jsem asertivní a myslím, že měli pravdu."
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.",Zvedl jsem těžké váhy v posilovně a uvědomil jsem si svou fyzickou slabost.
Today I bought a basket so we could go on a picnic.,"Dnes jsem koupil košík, abychom mohli jít na piknik."
I was not affected by my emotions at all.,Moje emoce na mě vůbec nepůsobily.
I should have vacuumed and instead I hid the mess under the carpet.,Měl jsem vysát a místo toho jsem nepořádek schoval pod koberec.
I am communicative.,Jsem komunikativní.
"In my company, I try to be an objective and less emotional boss.",Ve své firmě se snažím být objektivním a méně emocionálním šéfem.
"After the break-up, I had to see a psychologist.",Po rozchodu jsem musela navštívit psychologa.
I always enjoyed running.,Běhání mě vždycky bavilo.
I never wore any protection when skateboarding.,Nikdy jsem na skateboardu nenosil žádnou ochranu.
I had endless energy when I was younger.,"Když jsem byl mladší, měl jsem nekonečnou energii."
I have always tried to create an inspiring vision of the future that motivates and inspires my team.,"Vždy jsem se snažil vytvořit inspirativní vizi budoucnosti, která motivuje a inspiruje můj tým."
The fact that I look good helped me many times in my life.,"To, že vypadám dobře, mi v životě mnohokrát pomohlo."
I promised all kinds of things but never did them in reality.,"Slíbil jsem všemožné věci, ale nikdy jsem je neudělal."
I did everything right and my boss was still dissatisfied with me.,Všechno jsem udělal správně a můj šéf byl se mnou stále nespokojený.
I hung out with some college dudes yesterday.,Včera jsem se bavil s nějakými kluky z vysoké školy.
"I can see that you are qualified, but wouldn't you want children in the near future?","Vidím, že jsi kvalifikovaná, ale nechtěla bys v nejbližší době děti?"
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Ráda jsem se dívala na kamarády, jak hrají volejbal, ale vždycky jsem si myslela, že na to nejsem dost dobrá."
I got offended because I didn't get the present I had wanted.,"Urazil jsem se, protože jsem nedostal dárek, který jsem chtěl."
I should have cleaned the floors more thoroughly.,Měl jsem podlahy vyčistit důkladněji.
I never asked for consent before having sex with someone.,"Nikdy jsem nežádal o souhlas, než jsem měl s někým sex."
"When we broke up, I immediately bought a plane ticket and left the country.","Když jsme se rozešli, hned jsem si koupil letenku a odjel ze země."
I consistently washed and changed my bedsheets.,Důsledně jsem pral a vyměňoval povlečení.
I won the caber toss competition in Scotland.,Vyhrál jsem soutěž caber toss ve Skotsku.
I failed the endurance competition.,Neuspěl jsem ve vytrvalostní soutěži.
"Come here and help me, I couldn't do this alone yesterday.","Pojď sem a pomoz mi, včera jsem to nezvládl sám."
That film made me cry like a baby.,Ten film mě rozplakal jako dítě.
Some people told me that I used too much brain and too little emotions.,"Někteří lidé mi řekli, že používám příliš mnoho mozku a příliš málo emocí."
I always enjoyed martial arts.,Bojová umění mě vždycky bavila.
I didn't want to wait with sex until marriage.,Nechtěla jsem čekat se sexem až do svatby.
I designed the entire machine.,Navrhl jsem celý stroj.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Nemohla jsem odhadnout značku make-upu, ale cítila jsem se v něm nádherně."
I'm very explosive.,Jsem velmi výbušný.
I thought that I could easily get that job.,"Myslel jsem, že tu práci snadno získám."
I ordered a lot of new board games.,Objednal jsem si spoustu nových deskových her.
I could not stop looking at their hot body.,Nemohl jsem se přestat dívat na jejich horké tělo.
My co-worker we always be childish.,Můj spolupracovník jsme vždy dětinští.
I focused on improving our family's financial well-being.,Zaměřil jsem se na zlepšení finančního blahobytu naší rodiny.
I fought for that promotion so I could take you abroad.,"Bojoval jsem za to povýšení, abych tě mohl vzít do zahraničí."
"I was told by the supervisor that my arguments are not supported well. I felt that they are, but I didn´t say a word.","Vedoucí práce mi řekl, že moje argumenty nejsou dobře podepřeny. Cítil jsem, že jsou, ale neřekl jsem ani slovo."
"In a conflict resolution situation, I remained calm and composed.",V situaci řešení konfliktu jsem zůstal klidný a vyrovnaný.
I even took some work call during my holidays.,Dokonce jsem si během prázdnin zavolal do práce.
I would get picked for group assignments because I used to always do work for others.,"Byl jsem vybrán pro skupinové úkoly, protože jsem vždy dělal práci pro ostatní."
"I adopted an animal at the zoo for a year, contributing to the funds for its care.","V zoo jsem si na rok adoptoval zvíře, čímž jsem přispěl do prostředků na péči o něj."
I was too weak to lift the table.,"Byl jsem příliš slabý, abych zvedl stůl."
I like planning parties.,Rád plánuji večírky.
I created and maintained an emergency fund to provide a safety net for unexpected expenses.,"Vytvořil jsem a udržoval jsem nouzový fond, který poskytuje záchrannou síť pro neočekávané výdaje."
"They said, that I was the best listener in the whole world.","Říkali, že jsem nejlepší posluchač na celém světě."
"As a supervisor, I provided constructive feedback and guidance to my team members.",Jako supervizor jsem členům svého týmu poskytoval konstruktivní zpětnou vazbu a vedení.
My strong weapon is that I am charismatic.,"Mojí silnou zbraní je, že jsem charismatický."
I prefer to hike alone because others are not in a good shape.,"Raději jdu sám, protože ostatní nejsou v dobré kondici."
I am competent at leading the company.,Jsem kompetentní ve vedení společnosti.
I helped cleaning up the whole forest path from garbage.,Pomáhal jsem s úklidem celé lesní cesty od odpadků.
"I engaged in an intense sword fight, my physical strength and skill combining to create a mesmerizing display of power.","Zapojil jsem se do intenzivního boje s mečem, moje fyzická síla a dovednosti se spojily a vytvořily fascinující ukázku síly."
I couldn’t listen to those ridiculous conspiracy theories any longer.,Už jsem nemohl déle poslouchat ty směšné konspirační teorie.
I hosted the event at home and served the guests myself.,Akci jsem pořádal doma a sám jsem hosty obsluhoval.
My communication skills make me the best leader in the whole company.,Moje komunikační schopnosti ze mě dělají nejlepšího lídra v celé společnosti.
I am disgusted by how some people walk around this dirty.,"Jsem znechucený tím, jak někteří lidé chodí takhle špinaví."
I like when my employees listen to what I say.,"Mám rád, když moji zaměstnanci poslouchají, co říkám."
I decided to move for a job and my family went with me.,Rozhodl jsem se přestěhovat za prací a moje rodina jela se mnou.
"I don't give up easily, because I'm a fighter.","Nevzdávám se snadno, protože jsem bojovník."
"Ever since I was a kid, I liked to dress nicely.",Už jako malá jsem se ráda hezky oblékala.
I wanted to be financially stable before having kids.,"Než budu mít děti, chtěla jsem být finančně stabilní."
I objectively evaluated my strengths and weaknesses.,Objektivně jsem zhodnotil své silné a slabé stránky.
"I have always been very social, I love getting to know new people.","Vždy jsem byla velmi společenská, ráda poznávám nové lidi."
I want to be the funny one.,Chci být ten vtipný.
I often imagined them naked.,Často jsem si je představoval nahé.
I can supress my emotions in order to act rationally.,"Dokážu potlačit své emoce, abych jednal racionálně."
I never had issues with public speaking.,Nikdy jsem neměl problémy s vystupováním na veřejnosti.
I was the head of operations.,Byl jsem vedoucím provozu.
"Every time I get up, I have to open the window and make my bed.","Pokaždé, když vstanu, musím otevřít okno a ustlat si postel."
"I wasn't angry about working hard, I was making more money for my family.","Nezlobil jsem se na tvrdou práci, vydělával jsem víc peněz pro svou rodinu."
I approached challenges with a sense of assurance and determination,K výzvám jsem přistupoval s jistotou a odhodláním
"I didn’t want them to feel bad, so I was quiet.","Nechtěl jsem, aby se cítili špatně, tak jsem byl zticha."
