from,to
They were trying to be my friends because I knew where the best parties were.,"Яны спрабавалі быць маімі сябрамі, таму што я ведаў, дзе лепшыя вечарынкі."
I try avoid confrontation because I tend to cry when I am under pressure.,"Я стараюся пазбягаць канфрантацыі, таму што я схільны плакаць, калі знаходжуся пад ціскам."
I bought mango scented cleaning products so I enjoy cleaning even more.,"Я набыў мыйныя сродкі з водарам манга, таму я атрымліваю асалоду ад уборкі яшчэ больш."
I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.,"У мяне на руках былі дзеці майго сябра, і праз пяць хвілін мне давялося іх пакласці, бо яны былі занадта цяжкія."
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Калі б была сітуацыя, у якой патрэбен лідэр, я, натуральна, змог бы выступіць і прапанаваць свае паслугі."
I based my decision on my emotions.,Я заснаваў сваё рашэнне на сваіх эмоцыях.
"I didn't want to change my plans, but it seemed impolite to refuse.","Мне не хацелася мяняць планы, але адмовіцца было няветліва."
I was never complaining about being the only one bringing money home.,"Я ніколі не скардзіўся на тое, што я адзіны, хто прыносіць грошы дадому."
I always enjoyed reading astrology predictions.,Мне заўсёды падабалася чытаць астралагічныя прагнозы.
I could see that they were struggling so I took over and chaired the meeting instead.,"Я бачыў, што яны змагаюцца, таму я ўзяў на сябе і старшынстваваў на сустрэчы."
I needed help with heavy bags.,Мне патрэбна была дапамога з цяжкімі сумкамі.
"In the future, I would like to adopt a child.",У будучыні я хацеў бы ўсынавіць дзіця.
I have had a lot of sexual partners.,У мяне было шмат сэксуальных партнёраў.
I always sought instant gratification.,Я заўсёды шукаў імгненнага задавальнення.
I didn't fear refusal.,Я не баяўся адмовы.
"As I walked into the job interview, I exuded self-confidence.","Калі я ішоў на сумоўе, я выпраменьваў упэўненасць у сабе."
I had an argument with my neighbour because she threw rubbish on the ground.,"Я пасварыўся з суседкай, бо яна выкінула смецце на зямлю."
I knew that I had what it took to conquer it.,"Я ведаў, што ў мяне ёсць усё неабходнае, каб заваяваць яго."
I told my partner that my sexual needs were not satisfied.,"Я сказаў партнёру, што мае сэксуальныя патрэбы не задаволеныя."
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Я прадэманстраваў прафесійную сумленнасць, натхняючы сваіх калег на імкненне да дасканаласці."
I've always wanted to learn how to fly a plane.,Я заўсёды хацеў навучыцца кіраваць самалётам.
I am far better at it than them.,"У мяне гэта значна лепш, чым у іх."
I knew I was not physically strong enough.,"Я ведаў, што я быў недастаткова моцны фізічна."
I exhibited a disregard for rules and boundaries.,Я дэманстраваў грэбаванне правіламі і межамі.
"I tried to use the children's swing, but it broke.","Я спрабаваў скарыстацца дзіцячымі арэлямі, але яны зламаліся."
I did not let my emotions take over.,Я не дазваляў эмоцыям браць верх.
I like to use various hair products.,Я люблю выкарыстоўваць розныя сродкі для валасоў.
I like changing the oil in cars.,Мне падабаецца мяняць алей у машынах.
I met a lot of cool people in the gym.,Я сустрэў шмат класных людзей у трэнажорнай зале.
I took the initiative to mentor new employees.,Я ўзяў на сябе ініцыятыву настаўляць новых супрацоўнікаў.
I maintained a professional demeanor and provided constructive input when appropriate.,"Я захоўваў прафесійныя паводзіны і ўносіў канструктыўны ўклад, калі гэта было неабходна."
I would never wear those dirty hotel slippers.,Я б ніколі не надзеў гэтыя брудныя гасцінічныя пантофлі.
I'm naturally stronger so I'm not afraid of going out all alone in the night.,"Я ад прыроды мацнейшы, таму не баюся выходзіць ноччу адзін."
I wouldn't have started it unless I knew I would be able to finish.,"Я б не пачаў, калі б не ведаў, што змагу скончыць."
I got tanned to look better.,"Я загарэла, каб лепш выглядаць."
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","На мой погляд, сябры і сям'я вельмі важныя, я не магу ўявіць, каб іх не было ў маім жыцці і я жыў бы адзін."
I saved the company before bankrupcy.,Я выратаваў кампанію перад банкруцтвам.
I decided to work in a non-profit organization.,Я вырашыў працаваць у некамерцыйнай арганізацыі.
"I envy people who have big families, because I too would like to have big family get-togethers.","Я зайздрошчу людзям, якія маюць вялікія сем'і, таму што я таксама хацеў бы мець вялікія сямейныя сустрэчы."
"I wasn’t happy in Slovakia, even though I didn´t know why. So one day I just packed up and flew to Spain.","Я не быў шчаслівы ў Славакіі, хаця і не ведаў чаму. Так што аднойчы я проста сабраў рэчы і паляцеў у Іспанію."
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Мне было ўсё роўна, што я не эксперт у гэтай галіне, я ўсё роўна хацеў правесці даследаванне."
I should think about this before deciding.,"Я павінен падумаць пра гэта, перш чым прымаць рашэнне."
I like serving my country.,Мне падабаецца служыць сваёй краіне.
I am not asexual.,Я не бясполая.
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Я разумею, што хоць я ўжо не самы малады, мне яшчэ трэба шмат чаму навучыцца."
I had to hire a bunch of guys to come help me with moving my paintings.,"Мне прыйшлося наняць кучу хлопцаў, каб яны дапамаглі мне перанесці карціны."
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Дазвольце, я дапамагу вам з гэтай скрынкай, я з задавальненнем дапамагу, я ў свой час падымаў шмат гір."
I often bought expensive gifts for my family.,Я часта купляў дарагія падарункі для сваёй сям'і.
I always knew that it’s important to have a good skincare routine.,"Я заўсёды ведала, што вельмі важна мець правільны догляд за скурай."
I like to go out for a beer with my friends.,Я люблю хадзіць на піва з сябрамі.
I always demanded respect from my co-workers.,Я заўсёды патрабаваў павагі ад калег.
I took the blame to avoid conflict.,"Я ўзяў на сябе віну, каб пазбегнуць канфлікту."
I could never let the other person pay during a date.,Я ніколі не мог дазволіць іншаму чалавеку плаціць падчас спаткання.
I have discovered a new cream that moisturises the skin perfectly.,"Я адкрыла для сябе новы крэм, які выдатна ўвільгатняе скуру."
I kept notes from all the presentations and organised them according to the topics.,Я запісваў усе выступы і арганізаваў іх па тэмах.
I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.,"Мне было страшна хадзіць ноччу аднаму, бо калі што здарыцца, я не змагу контратакаваць."
I like talking to new people.,Мне падабаецца размаўляць з новымі людзьмі.
My company did well this year so I gave everyone a bonus.,"У маёй кампаніі ў гэтым годзе былі добрыя вынікі, таму я даў усім бонус."
Never in my life I had refused any challenge.,Ніколі ў жыцці я не адмаўляўся ад выкліку.
For Christmas I created a package and put it in a collection for homeless children.,На Каляды я стварыла пакет і паклала яго ў калекцыю для бяздомных дзяцей.
I continually educated myself.,Я пастаянна навучаўся.
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Я ведаў, што мая задача - забяспечваць сям'ю, таму зрабіў усё магчымае, каб атрымаць прыбытковую працу."
"When on holiday, I received daily compliments.",У адпачынку я штодня атрымліваў кампліменты.
I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,"Я рэгулярна праглядаў і карэкціраваў нашы зберажэнні і інвестыцыйныя стратэгіі, каб пераканацца, што мая сям'я ў бяспецы."
The recipe was really hard but I still tried to cook it.,"Рэцэпт быў вельмі складаным, але я ўсё ж паспрабавала яго прыгатаваць."
I made the bed.,Я заслала ложак.
They know how strict I am.,"Яны ведаюць, які я строгі."
I flipped the socks upside down and they were as good as new.,"Я перавярнуў шкарпэткі ўверх дном, і яны былі як новыя."
"I really needed the salary raise, so I proposed it to my manager.","Мне вельмі патрэбна было павышэнне зарплаты, таму я прапанаваў гэта свайму кіраўніку."
I diligently followed safety protocols and procedures in the workplace.,Я старанна выконваў пратаколы і працэдуры бяспекі на працоўным месцы.
My spouse has no idea that I have different sexual partners.,"Мая жонка не здагадваецца, што ў мяне розныя сэксуальныя партнёры."
I flexed my biceps and marveled at the sculpted definition.,Я сагнуў біцэпсы і здзівіўся выразнай выразнасці.
I spent the whole day cleaning the house.,Я цэлы дзень прыбірала дом.
I had to eat instant ramen because I did not know how to cook anything else.,"Мне прыйшлося есці рамен хуткага прыгатавання, таму што я не ўмеў гатаваць нічога іншага."
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Я паспрабаваў прабегчы марафон, але на паўдарозе мае ногі аслаблі, і мне прыйшлося спыніцца і адпачыць."
I had never any trouble expressing my ideas out loud.,У мяне ніколі не было праблем з выказваннем сваіх ідэй услых.
I am very open-minded when it comes to sex.,"Я вельмі адкрыты, калі справа даходзіць да сэксу."
I had many sexual partners.,У мяне было шмат сэксуальных партнёраў.
I always imagined how it must have felt to be in a bed with you.,"Я заўсёды ўяўляў, як гэта павінна было быць, калі я ляжаў з табой у ложку."
I am good at making bold decisions.,Я добра ўмею прымаць смелыя рашэнні.
"I would like to try a threesome, it must be so much fun.","Я хацеў бы паспрабаваць сэкс утрох, напэўна, так весела."
I am a leader.,Я лідэр.
I got into a commercial for a new face cream.,Я трапіла ў рэкламу новага крэму для твару.
I could never live with someone who makes more money than me.,"Я ніколі не мог бы жыць з чалавекам, які зарабляе больш грошай, чым я."
"I showered daily, sometimes twice.","Я прымаў душ кожны дзень, часам два разы."
I was always ready to work till late at night.,Я заўсёды быў гатовы працаваць да позняй ночы.
I was inspiring and motivating those around me for almost 20 years.,Я натхняў і матываваў навакольных амаль 20 гадоў.
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Я сумленны і справядлівы са сваімі дзецьмі, бо толькі так я магу навучыць іх быць такімі са мной."
"They don't let me do it, because I am too weak.","Мне не даюць, бо я занадта слабы."
Deep down I struggled but I still obeyed the instructions.,"У глыбіні душы я змагаўся, але ўсё роўна выконваў інструкцыі."
I like adventure and action in my daily life.,Мне падабаюцца прыгоды і дзеянні ў паўсядзённым жыцці.
I feel frustrated when I don't have intimacy.,"Я адчуваю расчараванне, калі ў мяне няма блізкасці."
I had no trouble shooting the big calibre weapons.,Стральба з буйнакалібернай зброі ў мяне не складала.
"Since I can remember, I was never scared of anything.","Колькі сябе памятаю, ніколі нічога не баяўся."
It was right of me to obey my husband.,З майго боку было правільна паслухацца мужа.
I had to ask someone to walk me home because it was getting too late.,"Я павінен быў папрасіць каго-небудзь правесці мяне дадому, таму што было занадта позна."
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Я зразумеў, што самае галоўнае — быць паслядоўным, і тады будуць вынікі."
I cleaned the floor everyday.,Я мыў падлогу кожны дзень.
I like when my hair shines.,"Мне падабаецца, калі мае валасы блішчаць."
"I only wanted to laugh, but I got blamed for being childish.","Я хацеў толькі пасмяяцца, але мяне папракнулі ў дзяцінстве."
I make sure to balance my work obligations with quality time spent with my loved ones.,"Я сачу за тым, каб збалансаваць свае працоўныя абавязкі з якасным часам, праведзеным са сваімі блізкімі."
I just had to keep smiling no matter how hard the situation was.,"Мне проста трэба было працягваць усміхацца, якой бы цяжкай ні была сітуацыя."
"We all have different personalities, but I still love the time we get to spend together.","Ва ўсіх нас розныя характары, але я ўсё роўна люблю час, які мы праводзім разам."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Маё пачуццё рацыянальнасці вельмі моцнае, я ніколі не разумеў, як людзі могуць верыць у астралагічныя знакі."
I worked as a manager of the whole branch.,Я працаваў загадчыкам усяго аддзялення.
I wasn't afraid of you and your friends.,Я не баяўся цябе і тваіх сяброў.
I made fun of her crooked teeth.,Я здзекаваўся з яе крывых зубоў.
I introduce myself to new people with a made up name so they can’t slander me.,"Я прадстаўляюся новым людзям выдуманым імем, каб яны не маглі паклёпнічаць на мяне."
I am happy when I make everyone else around me happy.,"Я шчаслівы, калі раблю шчаслівымі ўсіх вакол сябе."
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Шурпатая фактура скал шкрэбла па маіх руках, але я прыняў дыскамфорт, знайшоўшы суцяшэнне ў захапленні ад пераадолення суровага ўздыму."
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Я запланаваў нарад, але потым успомніў, што не павінен насіць адкрытае адзенне."
I promptly washed and put away dishes after meals.,Я хутка памыў і прыбраў посуд пасля ежы.
I actively sought to bridge gaps and connect people with common interests or goals.,Я актыўна імкнуўся ліквідаваць разрывы і злучыць людзей з агульнымі інтарэсамі або мэтамі.
I was brought up not to talk back to anyone.,Мяне выхавалі ні з кім не адмаўляцца.
"I refused to do the job, because I had a videogame match.","Я адмовіўся выконваць працу, таму што ў мяне быў матч у відэагульні."
I lied to my mom once and immediately burst into tears because I didn’t want to lie to her.,"Аднойчы я схлусіў маме і адразу ж расплакаўся, бо не хацеў ёй хлусіць."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Я ведала, што гэта, напэўна, падман, але ўсё роўна запісалася на майстар-клас прыгажосці."
"I had a lot of friends in my old gym, but I had to switch gyms.","У маёй старой трэнажорнай зале ў мяне было шмат сяброў, але мне прыйшлося змяніць залу."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","На працы я пакідаю ў баку свае асабістыя перакананні і перавагі, таму што веру ў роўныя магчымасці."
"It made me feel angry, but I didn't want to say anything.","Мяне гэта раззлавала, але я не хацеў нічога казаць."
I asked them to come see the gig with me.,Я папрасіў іх прыехаць са мной на канцэрт.
I could not do too much physical labour because I was not strong enough.,"Я не мог рабіць занадта шмат фізічнай працы, таму што ў мяне не было дастаткова сіл."
I told them to shower before going to bed.,Я сказаў ім прыняць душ перад сном.
"I tried to be celibate for a month, but I couldn’t do it.","Я спрабаваў выконваць цэлібат на працягу месяца, але ў мяне не атрымалася."
I scored really high on the IQ tests.,Я атрымаў вельмі высокі бал на тэстах IQ.
I could never fall asleep without taking a shower first.,"Я ніколі не мог заснуць, не прыняўшы папярэдне душ."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Я лічыў, што калі вы выпусціце грэбень, трэба наступіць на яго, перш чым падняць, інакш вам будзе сорамна."
I would never let my emotions control me at work.,Я б ніколі не дазволіў сваім эмоцыям кіраваць сабой на працы.
"I like working in groups, but I like leading them even more.","Мне падабаецца працаваць у групах, але яшчэ больш падабаецца кіраваць імі."
I don't remember who I had sex with last night.,"Я не памятаю, з кім займаўся сэксам мінулай ноччу."
Problem-solving was my biggest strength.,Рашэнне праблем было маёй самай моцнай сілай.
"Although I didn't need it, I bought it anyway.","Нягледзячы на тое, што ён мне быў не патрэбны, я ўсё роўна купіў яго."
I was raised to never give up.,Мяне выхоўвалі ніколі не здавацца.
I've been told that I'm caring and that I have nurturing personality.,"Мне сказалі, што я клапатлівы і клапатлівы характар."
I feel like they are watching every move I make.,"Я адчуваю, што яны сочаць за кожным маім рухам."
I protected everyone from the thief.,Я абараняў усіх ад злодзея.
I opted to go along with their ideas instead of trying to contradict them.,"Я вырашыў пагадзіцца з іх ідэямі, а не спрабаваць ім супярэчыць."
"They had to let me pass the exam, because I almost started to cry.","Прыйшлося прапусціць экзамен, бо я ледзь не заплакала."
They needed a strong hand and I provided it.,"Ім патрэбна была моцная рука, і я яе даў."
I'm good at negotiating with our clients.,Я добра ўмею весці перамовы з нашымі кліентамі.
"I had to re-clean the whole apartment, because they did it wrong.","Давялося нанава прыбіраць усю кватэру, таму што зрабілі не так."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Мая маці ненавідзіць уборку, таму на мінулым тыдні я прапыласосіў усю яе кватэру."
"If anyone expresses interest, I am ready to help them with anything.","Калі нехта выкажа зацікаўленасць, я гатовы дапамагчы чым заўгодна."
I cut down the tree in front of the house.,Я спілаваў дрэва перад домам.
"When I was younger, every Friday I would go home with someone else.","Калі я быў маладзейшы, кожную пятніцу я ішоў дадому з кімсьці іншым."
I did not take any credit for my work.,Я не браў ніякіх крэдытаў за сваю працу.
I carried the table up to the fourth floor.,Я занёс стол на чацвёрты паверх.
I got my pay check and immediately spent almost all of it for clothes.,Я атрымаў чэк і адразу амаль усю патраціў на адзенне.
"Today, I am very nervous because I dreamt I was going to lose all my money.","Сёння я вельмі нервуюся, бо мне прыснілася, што я страчу ўсе свае грошы."
I hated when my kids cleaned the apartment and they weren't precise.,"Я ненавідзела, калі мае дзеці прыбіралі кватэру і не былі дакладнымі."
"As a team leader, I motivated my team to collaborate actively.","Як кіраўнік каманды, я матываваў сваю каманду да актыўнага супрацоўніцтва."
I like sacrificing my own time for the sake of others.,Мне падабаецца ахвяраваць сваім часам дзеля іншых.
I made a budget by assessing my income and expenses.,"Я склаў бюджэт, ацаніўшы свае даходы і выдаткі."
I couldn't go a long time without sex.,Я доўга не мог абыходзіцца без сэксу.
I never lost at this game before.,Я ніколі раней не прайграваў у гэтай гульні.
"I attended an event, engaging in conversations with peers.","Я наведаў мерапрыемства, паразмаўляў з аднагодкамі."
I made the calculation based on the available data.,"Я зрабіў разлік, грунтуючыся на наяўных дадзеных."
I've always felt better in leadership positions.,На кіруючых пасадах я заўсёды адчуваў сябе лепш.
I had a dancer's figure.,У мяне была фігура танцора.
"When something bad happens to me, I need to be surrounded by friends.","Калі са мной здараецца нешта дрэннае, я павінен быць у асяроддзі сяброў."
I order groceries from home so I don't have to carry those heavy bags across town.,"Я заказваю прадукты з дому, каб мне не прыйшлося насіць гэтыя цяжкія сумкі па горадзе."
I coud just improvise easily if something happens.,"Я мог бы лёгка імправізаваць, калі нешта здарыцца."
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Як графічны дызайнер, я творча асэнсаваў візуальны дызайн і супрацоўнічаў з кліентамі, каб зразумець іх патрэбы ў брэндынгу."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Я б не дазволіў іншым чакаць ад мяне, таму што лічу гэта вельмі непрафесійнымі паводзінамі."
I loved you but I don't know how to show my emotions.,"Я кахаў цябе, але я не ведаю, як паказаць свае эмоцыі."
I was always the one paying bills and I didn't mind it.,"Я заўсёды плаціў па рахунках, і я не пярэчыў гэтаму."
I didn't worry about my confidence.,Я не турбаваўся аб сваёй упэўненасці.
I always asked for consent before sex.,Я заўсёды прасіла згоды перад сэксам.
I never doubted myself.,Я ніколі не сумняваўся ў сабе.
I am aware that the whole household depends on me.,"Я разумею, што ад мяне залежыць уся гаспадарка."
I offered a supportive ear.,Я прапанаваў падтрымаць вуха.
I signed up for a professional course in communication.,Я запісаўся на прафесійныя курсы па камунікацыі.
I would never have dared to hold such an important position.,Я б ніколі не адважыўся заняць такую важную пасаду.
I offered that the next party could be at my place.,"Я прапанаваў, што наступная вечарына можа быць у мяне."
I made so many friends on the first day already.,Ужо ў першы дзень я завёў столькі сяброў.
I objectively evaluated my strengths and weaknesses.,Я аб'ектыўна ацаніў свае моцныя і слабыя бакі.
I am sad when I don't have sex.,"Мне сумна, калі я не займаюся сэксам."
I've been told that I had had beautiful eyes when I was younger.,"Мне казалі, што ў маладосці ў мяне былі прыгожыя вочы."
"I don't give up easily, because I'm a fighter.","Я не здаюся лёгка, таму што я баец."
I carried a rabbit's foot keychain with me for good luck.,Я нёс з сабой бірульку з трусінай лапкай на шчасце.
I diligently swept and mopped the floors of my home.,Я старанна падмятаў і мыў падлогі ў сваім доме.
I'm confident in bed and have no problem taking charge.,Я ўпэўнены ў сабе ў ложку і без праблем бяру на сябе адказнасць.
I have always taken responsibility for all my decisions.,Я заўсёды браў на сябе адказнасць за ўсе свае рашэнні.
I have offered accommodation to two refugees.,Я прапанаваў жыллё двум бежанцам.
I have met a lot of great people through volunteering.,Дзякуючы валанцёрству я сустрэў шмат выдатных людзей.
I was not very good at science when I was at the high school.,"Калі я вучыўся ў сярэдняй школе, я не быў вельмі добрым у навуках."
"I'm sad that you hurt me, because I like you.","Мне сумна, што ты мне балюча, таму што ты мне падабаешся."
"I would like to kiss you, are you alright with it?","Я хацеў бы цябе пацалаваць, у цябе ўсё ў парадку?"
I was too weak to lift the table.,"Я быў занадта слабы, каб падняць стол."
I like when my employees listen to what I say.,"Мне падабаецца, калі мае супрацоўнікі слухаюць тое, што я кажу."
"I wasn't angry about working hard, I was making more money for my family.","Я не злаваўся за цяжкую працу, я зарабляў больш грошай для сваёй сям'і."
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Мне падабалася назіраць, як мае сябры гуляюць у валейбол, але я заўсёды думаў, што я недастаткова добры, каб гуляць у яго."
I provided for my partner and kids and everyone was happy.,"Я забяспечваў свайго партнёра і дзяцей, і ўсе былі шчаслівыя."
I told them to call me when they were ready to talk calmly.,"Я сказаў, каб яны мне патэлефанавалі, калі яны будуць гатовыя спакойна паразмаўляць."
I focused on improving our family's financial well-being.,Я засяродзіўся на паляпшэнні фінансавага дабрабыту нашай сям'і.
My friend is really musculus.,Мой сябар сапраўды мускул.
I could not stop looking at their hot body.,Я не мог перастаць глядзець на іх гарачае цела.
I hosted the event at home and served the guests myself.,Я вёў мерапрыемства дома і абслугоўваў гасцей сам.
I approached challenges with a sense of assurance and determination,Я падыходзіў да задач з пачуццём упэўненасці і рашучасці
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Калі яны спыталі мяне, як я перажыў разрыў, я быў забаўлены, таму што я ўсё яшчэ плачу па гэты дзень."
I felt anxious for no apparent reason.,Я адчуваў трывогу без бачных прычын.
I wanted to be financially stable before having kids.,"Я хацеў быць фінансава стабільным, перш чым мець дзяцей."
I didn't mind having sex with many people in a short time.,Я быў не супраць заняцца сэксам з вялікай колькасцю людзей за кароткі час.
I let them think I was kind.,"Я дазволіў ім думаць, што я добры."
I was not affected by my emotions at all.,Мяне эмоцыі зусім не закранулі.
"After the break-up, I had to see a psychologist.",Пасля разрыву мне давялося звярнуцца да псіхолага.
I have always been able to motivate others.,Я заўсёды ўмеў матываваць іншых.
I could easily swim across that whole lake.,Я мог бы лёгка пераплысці ўсё гэта возера.
I hung out with some college dudes yesterday.,Учора я тусаваўся з некалькімі хлопцамі з каледжа.
I would like to try diving with sharks.,Я хацеў бы паспрабаваць дайвінг з акуламі.
Today I bought a basket so we could go on a picnic.,"Сёння я купіў кошык, каб мы маглі пайсці на пікнік."
I couldn't move forward without knowledge.,Я не мог рухацца наперад без ведаў.
I like watching action movies.,Я люблю глядзець баевікі.
I have always been afraid of spiders although I know they cannot hurt me.,"Я заўсёды баяўся павукоў, хаця ведаю, што яны не могуць мне нашкодзіць."
I didn't know how to take care of my own children.,"Я не ведала, як даглядаць уласных дзяцей."
I always took care of other people problems.,Я заўсёды клапаціўся пра праблемы іншых людзей.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","У канцы нашай вуліцы жыве бабулька, у якой нікога няма, таму я часта наведваў яе і прыносіў ёй газеты."
I've been working towards my dream since high school.,Я ішоў да сваёй мары са школы.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Я не магла адгадаць марку касметыкі, але адчувала сябе шыкоўна."
I can supress my emotions in order to act rationally.,"Я магу душыць свае эмоцыі, каб дзейнічаць рацыянальна."
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Маё высокае сэксуальнае цяга часам прыводзіла да недарэчных або нязручных зносін.
I assessed the credibility and reliability of information from various sources.,Я ацэньваў давер і надзейнасць інфармацыі з розных крыніц.
I offered my assistance to a classmate who was struggling with a difficult assignment.,"Я прапанаваў сваю дапамогу аднакласніку, якому цяжка было выканаць цяжкае заданне."
I wasn't afraid of blood.,Я не баяўся крыві.
I decided to walk the shelter dogs at least once a month.,Я вырашыў хаця б раз у месяц выгульваць сабак прытулку.
I did everything right and my boss was still dissatisfied with me.,"Я зрабіў усё правільна, а мой бос усё роўна быў мной незадаволены."
I couldn't wait until marriage to have sex.,"Я не мог дачакацца шлюбу, каб заняцца сэксам."
I prioritised my family's financial stability.,Я стаў прыярытэтам фінансавай стабільнасці маёй сям'і.
I never wore any protection when skateboarding.,"Я ніколі не насіў ніякай абароны, калі катаўся на скейтбордзе."
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Я ўдзельнічаў у групавой медытацыі, звязваючыся з іншымі, хто падзяляў цікавасць да асабістага дабрабыту і самарэфлексіі."
I like doing dishes whilst listening to podcasts.,"Мне падабаецца мыць посуд, слухаючы падкасты."
I was thinking of sex all the time at work.,На працы я ўвесь час думаў пра сэкс.
I couldn’t listen to those ridiculous conspiracy theories any longer.,Я не мог больш слухаць гэтыя недарэчныя тэорыі змовы.
I have great stamina and am balanced and relaxed thanks to running.,"У мяне вялікая цягавітасць, я ўраўнаважаны і расслаблены дзякуючы бегу."
I always shake with anger during an argument.,Я заўсёды дрыжу ад злосці падчас сваркі.
