from,to
"When I get calls from some surveys, I don't have the heart to turn them down, so I always prefer to trick them into thinking I can't talk.","Коли мені телефонують з якихось опитувань, у мене не вистачає духу відмовити їм, тому я завжди вважаю за краще обманювати їх, щоб вони думали, що я не можу говорити."
"I tried to use the children's swing, but it broke.","Я спробував скористатися дитячою гойдалкою, але вона зламалася."
I like to use various hair products.,Я люблю використовувати різні засоби для волосся.
I took the initiative to mentor new employees.,Я взяла на себе ініціативу наставництва нових співробітників.
I always sought instant gratification.,Я завжди прагнув миттєвого задоволення.
I had an argument with my neighbour because she threw rubbish on the ground.,"Я посварилася з сусідкою, бо вона кидала сміття на землю."
"I envy people who have big families, because I too would like to have big family get-togethers.","Я заздрю людям, які мають великі сім'ї, тому що я теж хотів би мати великі сімейні зустрічі."
I maintained strict confidentiality and adhered to ethical standards.,Я зберігав сувору конфіденційність і дотримувався етичних стандартів.
"In the future, I would like to adopt a child.",У майбутньому хотіла б усиновити дитину.
I wouldn't have started it unless I knew I would be able to finish.,"Я б не почав, якби не знав, що зможу закінчити."
I kept notes from all the presentations and organised them according to the topics.,Я робив нотатки з усіх презентацій і систематизував їх за темами.
"I prefer to spend time playing games, I'm in love with it.","Я вважаю за краще проводити час за іграми, я в них закоханий."
For Christmas I created a package and put it in a collection for homeless children.,На Різдво я створила пакунок і поклала його в збірку для безпритульних дітей.
I met a lot of cool people in the gym.,У спортзалі я познайомився з багатьма крутими людьми.
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Якби виникла ситуація, в якій був би потрібен лідер, я б, звичайно, зміг зробити крок і запропонувати свої послуги."
I bought mango scented cleaning products so I enjoy cleaning even more.,"Я купила засоби для чищення з ароматом манго, тож тепер мені подобається прибирати ще більше."
"I tried to climb the mountain, but it was too steep.","Я спробував піднятися на гору, але вона була надто крута."
I decided to work in a non-profit organization.,Я вирішила працювати в некомерційній організації.
The chances were low but I still made the right decision.,"Шанси були невеликі, але я все одно прийняв правильне рішення."
I would never wear those dirty hotel slippers.,Я б ніколи не взула ті брудні готельні капці.
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","На мою думку, друзі та сім'я дуже важливі, я не можу уявити, що не маю їх у своєму житті і живу на самоті."
I am not asexual.,Я не асексуальна.
I took everyone to the movie theathre.,Я повів усіх до кінотеатру.
I always enjoyed reading astrology predictions.,Мені завжди подобалося читати астрологічні прогнози.
"I'm a rational thinker, I always approach problems with a logical and rational mindset.","Я раціонально мислю, завжди підходжу до проблем з логічним і раціональним мисленням."
I could never let the other person pay during a date.,Я б ніколи не дозволила іншій людині платити під час побачення.
I should think about this before deciding.,"Я повинен подумати про це, перш ніж прийняти рішення."
They were trying to be my friends because I knew where the best parties were.,"Вони намагалися бути моїми друзями, бо я знав, де найкращі вечірки."
I have had a lot of sexual partners.,У мене було багато сексуальних партнерів.
Never in my life I had refused any challenge.,Ніколи в житті я не відмовлявся від жодного виклику.
I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.,"Мені було страшно ходити вночі самій, бо якщо щось трапиться, я не зможу контратакувати."
"As I walked into the job interview, I exuded self-confidence.","Коли я прийшла на співбесіду, я випромінювала впевненість у собі."
I often bought expensive gifts for my family.,Я часто купував дорогі подарунки для своєї родини.
I have discovered a new cream that moisturises the skin perfectly.,"Я відкрила для себе новий крем, який чудово зволожує шкіру."
I continually educated myself.,Я постійно займався самоосвітою.
I like changing the oil in cars.,Мені подобається міняти масло в машинах.
I did not agree but I chose to remain silent.,"Я не погодився, але вирішив промовчати."
I flipped the socks upside down and they were as good as new.,"Я перевернув шкарпетки догори дном, і вони були як новенькі."
I was never scared of heights.,Я ніколи не боявся висоти.
I paid for everyones coffee.,Я заплатив за каву для всіх.
I knew I was not physically strong enough.,"Я знав, що не був достатньо сильним фізично."
I like to go out for a beer with my friends.,Я люблю випити пива з друзями.
I knew that I had what it took to conquer it.,"Я знав, що маю те, що потрібно, щоб підкорити його."
I try avoid confrontation because I tend to cry when I am under pressure.,"Я намагаюся уникати конфронтації, тому що я схильна плакати, коли на мене тиснуть."
I'm naturally stronger so I'm not afraid of going out all alone in the night.,"Я від природи сильніша, тому не боюся виходити на вулицю сама вночі."
I based my decision on my emotions.,Я приймав рішення на основі своїх емоцій.
I got tanned to look better.,"Я засмагла, щоб виглядати краще."
My company did well this year so I gave everyone a bonus.,"Цього року моя компанія добре попрацювала, тож я виплатив усім премію."
I am far better at it than them.,"У мене це виходить набагато краще, ніж у них."
I wrestled with everyone.,Я боровся з усіма.
"I didn't want to change my plans, but it seemed impolite to refuse.","Я не хотіла змінювати свої плани, але відмовлятися було неввічливо."
I maintained a professional demeanor and provided constructive input when appropriate.,"Я поводився професійно і вносив конструктивний вклад, коли це було доречно."
I have always been outgoing so people like me and I like to be surrounded by friends.,"Я завжди була товариською, тому подобаюся людям, і мені подобається бути в оточенні друзів."
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Я усвідомлюю, що хоча я вже не наймолодший, мені ще багато чому треба навчитися."
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Я знав, що моя роль - забезпечувати сім'ю, тому робив усе можливе, щоб знайти прибуткову роботу."
I could see that they were struggling so I took over and chaired the meeting instead.,"Я бачив, що їм важко, тож я взяв на себе обов'язки і головував на зборах замість них."
"I took in the puppy, because it had no home.","Я взяла цуценя до себе, бо воно не мало домівки."
I saved the company before bankrupcy.,Я врятував компанію перед банкрутством.
"I swung the sledgehammer, each strike ringing through the air.","Я розмахував кувалдою, кожен удар дзвенів у повітрі."
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Мене не хвилювало, що я не був експертом у цій галузі, я все одно хотів провести дослідження."
I always demanded respect from my co-workers.,Я завжди вимагав поваги від своїх колег.
I needed help with heavy bags.,Мені потрібна була допомога з важкими сумками.
I had to hire a bunch of guys to come help me with moving my paintings.,"Мені довелося найняти кількох хлопців, щоб вони допомогли мені перевезти картини."
I took the blame to avoid conflict.,"Я взяв провину на себе, щоб уникнути конфлікту."
I did not let my emotions take over.,Я не дозволила емоціям взяти гору.
I like talking to new people.,Мені подобається спілкуватися з новими людьми.
I made the bed.,Я застелила ліжко.
The recipe was really hard but I still tried to cook it.,"Рецепт був дуже складним, але я все одно спробувала його приготувати."
"Yesterday I witnessed a nasty argument, so I decided to intervene.","Вчора я став свідком неприємної суперечки, тому вирішив втрутитися."
"I took care of the whole family myself, even both grandparents.","Я сам піклувався про всю сім'ю, навіть про обох бабусь і дідусів."
"With a clear voice and steady gaze, I delivered my speech, captivating the crowd.","З чистим голосом і стійким поглядом я виголосив свою промову, зачарувавши натовп."
"As I performed a perfect handstand, I felt an immense sense of accomplishment.","Виконавши ідеальну стійку на руках, я відчув величезне почуття задоволення."
"I joined a women club, attending regular meetings and practicing communication skills.","Я вступила до жіночого клубу, відвідувала регулярні зустрічі та практикувала комунікативні навички."
I like serving my country.,Мені подобається служити своїй країні.
I exhibited a disregard for rules and boundaries.,Я демонстрував зневагу до правил і кордонів.
I've always wanted to learn how to fly a plane.,Я завжди хотів навчитися керувати літаком.
I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,"Я регулярно переглядав і коригував наші стратегії заощаджень та інвестицій, щоб забезпечити безпеку моєї родини."
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Я продемонстрував професійну чесність, надихаючи своїх колег прагнути до досконалості."
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Дозвольте мені допомогти вам з цією коробкою, я з радістю допоможу вам, я піднімав багато ваги в свій час."
I handled the snake and got rid of it.,Я впорався зі змією і позбувся її.
They know how strict I am.,"Вони знають, який я суворий."
"I attended an event, engaging in conversations with peers.","Я відвідав захід, де спілкувався з однолітками."
I got my pay check and immediately spent almost all of it for clothes.,Я отримав зарплату і одразу ж витратив майже всю її на одяг.
My spouse has no idea that I have different sexual partners.,"Мій чоловік навіть не здогадується, що я маю різних сексуальних партнерів."
I wasn't afraid of you and your friends.,Я не боявся тебе і твоїх друзів.
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Шорстка текстура скель дряпала мені руки, але я змирився з дискомфортом, знаходячи розраду в хвилюванні від підкорення важкого підйому."
I made the calculation based on the available data.,Я зробив розрахунок на основі наявних даних.
I could never fall asleep without taking a shower first.,"Я ніколи не могла заснути, не прийнявши душ."
I always imagined how it must have felt to be in a bed with you.,"Я завжди уявляла, як це, мабуть, було - лежати з тобою в одному ліжку."
I cut down the tree in front of the house.,Я зрубав дерево перед будинком.
I don't remember who I had sex with last night.,"Я не пам'ятаю, з ким у мене був секс минулої ночі."
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"У мене було заплановане вбрання, але потім я згадала, що не варто одягати відвертий одяг."
I worked as a manager of the whole branch.,Я працював менеджером цілої філії.
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,"Одного разу я збрехала мамі і одразу ж розплакалася, бо не хотіла їй брехати."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Я не дозволяю іншим чекати на мене, бо вважаю це вкрай непрофесійною поведінкою."
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Я зрозуміла, що найголовніше - бути послідовною, і тоді результати неодмінно прийдуть."
I was always the one paying bills and I didn't mind it.,"Я завжди був тим, хто оплачував рахунки, і я не заперечував проти цього."
I could not do too much physical labour because I was not strong enough.,"Я не міг виконувати багато фізичної роботи, бо не був достатньо сильним."
"I refused to do the job, because I had a videogame match.","Я відмовився виконувати цю роботу, тому що у мене був матч з відеоігор."
"Since I can remember, I was never scared of anything.","Скільки себе пам'ятаю, я ніколи нічого не боявся."
"As a team leader, I motivated my team to collaborate actively.","Як керівник, я мотивував свою команду до активної співпраці."
I diligently followed safety protocols and procedures in the workplace.,Я старанно дотримувався протоколів і процедур безпеки на робочому місці.
I asked them to come see the gig with me.,Я попросив їх піти зі мною на концерт.
I protected everyone from the thief.,Я захистив усіх від злодія.
"When I was younger, every Friday I would go home with someone else.","Коли я був молодшим, щоп'ятниці я йшов додому з кимось іншим."
I always asked for consent before sex.,Я завжди питав згоди перед сексом.
"Although I didn't need it, I bought it anyway.","Хоча він мені не був потрібен, я все одно його купив."
I did not take any credit for my work.,Я не приписував собі жодних заслуг за свою роботу.
I like when my hair shines.,"Мені подобається, коли волосся блищить."
They needed a strong hand and I provided it.,"Їм потрібна була сильна рука, і я її надала."
I made a budget by assessing my income and expenses.,"Я склав бюджет, оцінивши свої доходи і витрати."
I like adventure and action in my daily life.,Мені подобаються пригоди та екшн у моєму повсякденному житті.
I could never live with someone who makes more money than me.,"Я б ніколи не змогла жити з людиною, яка заробляє більше за мене."
I had many sexual partners.,У мене було багато сексуальних партнерів.
I'm good at negotiating with our clients.,Я добре вмію вести переговори з клієнтами.
I flexed my biceps and marveled at the sculpted definition.,Я розігнув біцепси і здивувався їхній скульптурній чіткості.
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Моя мама ненавидить прибирання, тому минулого тижня я пропилососила всю її квартиру."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Я вірила, що якщо впустиш гребінець, то перед тим, як його підняти, треба наступити на нього, інакше це принесе тобі сором."
I coud just improvise easily if something happens.,"Я можу легко імпровізувати, якщо щось трапиться."
I cleaned the floor everyday.,Я щодня мила підлогу.
I just had to keep smiling no matter how hard the situation was.,"Я просто повинен був продовжувати посміхатися, незважаючи на те, наскільки важкою була ситуація."
I was raised to never give up.,"Мене виховали так, що я ніколи не здаюся."
I am happy when I make everyone else around me happy.,"Я щаслива, коли роблю щасливими всіх, хто мене оточує."
I spent the whole day cleaning the house.,"Я провела цілий день, прибираючи будинок."
"I tried to be celibate for a month, but I couldn't do it.","Я намагався дотримуватися целібату протягом місяця, але не зміг цього зробити."
I had never any trouble expressing my ideas out loud.,У мене ніколи не було проблем з висловленням своїх ідей вголос.
"Today, I am very nervous because I dreamt I was going to lose all my money.","Сьогодні я дуже хвилююся, бо мені приснилося, що я втрачу всі свої гроші."
I've been told that I'm caring and that I have nurturing personality.,"Про мене говорили, що я турботлива і що я вихована особистість."
I told them to shower before going to bed.,"Я сказав їм, щоб вони приймали душ перед сном."
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Я чесний і справедливий зі своїми дітьми, тому що тільки так я можу навчити їх бути такими зі мною."
I had to ask someone to walk me home because it was getting too late.,"Мені довелося попросити когось провести мене додому, бо було вже дуже пізно."
It was right of me to obey my husband.,"Я правильно зробила, що послухалася чоловіка."
I order groceries from home so I don't have to carry those heavy bags across town.,"Я замовляю продукти з дому, щоб не тягати важкі сумки через усе місто."
I made fun of her crooked teeth.,Я сміялася з її кривих зубів.
I couldn't go a long time without sex.,Я не міг довго жити без сексу.
"I had a lot of friends in my old gym, but I had to switch gyms.","У моєму старому спортзалі було багато друзів, але мені довелося змінити спортзал."
I am very open-minded when it comes to sex.,"Я дуже відкритий, коли справа доходить до сексу."
"I only wanted to laugh, but I got blamed for being childish.","Я лише хотіла розсміятися, але мене звинуватили в дитячій поведінці."
I hated when my kids cleaned the apartment and they weren't precise.,"Я ненавиділа, коли мої діти прибирали в квартирі і не були акуратними."
I've always felt better in leadership positions.,Я завжди відчував себе краще на керівних посадах.
I carried the table up to the fourth floor.,Я підняв стіл на четвертий поверх.
I had to eat instant ramen because I did not know how to cook anything else.,"Мені довелося їсти рамен швидкого приготування, тому що я не знав, як приготувати щось інше."
Deep down I struggled but I still obeyed the instructions.,"У глибині душі я боровся, але все одно підкорявся інструкціям."
I feel frustrated when I don't have intimacy.,"Я відчуваю розчарування, коли не маю близькості."
"I really needed the salary raise, so I proposed it to my manager.","Мені дуже потрібна була надбавка до зарплати, тож я запропонував її своєму керівнику."
I am a leader.,Я лідер.
"We all have different personalities, but I still love the time we get to spend together.","Ми всі маємо різні характери, але я все одно люблю час, який ми проводимо разом."
"It made me feel angry, but I didn't want to say anything.","Це мене розлютило, але я не хотіла нічого говорити."
"I had to re-clean the whole apartment, because they did it wrong.","Мені довелося переприбирати всю квартиру, тому що вони зробили це неправильно."
I had no trouble shooting the big calibre weapons.,У мене не було проблем зі стрільбою з великокаліберної зброї.
"I showered daily, sometimes twice.","Я приймав душ щодня, іноді двічі."
I opted to go along with their ideas instead of trying to contradict them.,"Я вирішив погодитися з їхніми ідеями замість того, щоб намагатися їм суперечити."
"I would like to try a threesome, it must be so much fun.","Я б хотіла спробувати секс втрьох, це, мабуть, так весело."
I loved you but I don't know how to show my emotions.,"Я кохаю тебе, але не знаю, як показати свої емоції."
"If anyone expresses interest, I am ready to help them with anything.","Якщо хтось виявить зацікавленість, я готовий допомогти в усьому."
I was always ready to work till late at night.,Я завжди був готовий працювати до пізньої ночі.
Problem-solving was my biggest strength.,Вирішення проблем було моєю найбільшою силою.
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Я спробував пробігти марафон, але на півдорозі ноги ослабли, і мені довелося зупинитися і відпочити."
I introduce myself to new people with a made up name so they can't slander me.,"Я представляюся новим людям вигаданим ім'ям, щоб вони не могли мене обмовити."
I like sacrificing my own time for the sake of others.,Мені подобається жертвувати власним часом заради інших.
I feel like they are watching every move I make.,"Я відчуваю, що вони стежать за кожним моїм рухом."
"I like working in groups, but I like leading them even more.","Мені подобається працювати в групах, але ще більше мені подобається їх очолювати."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","У мене дуже сильне почуття раціональності, я ніколи не розумів, як люди можуть вірити в астрологічні знаки."
I didn't worry about my confidence.,Я не хвилювалася за свою впевненість.
I had a dancer's figure.,У мене була фігура танцівниці.
I scored really high on the IQ tests.,Я набрав дуже високі бали в тестах на IQ.
"They don't let me do it, because I am too weak.","Мені не дозволяють, бо я надто слабка."
"When something bad happens to me, I need to be surrounded by friends.","Коли зі мною трапляється щось погане, мені потрібно, щоб мене оточували друзі."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Я знала, що це, мабуть, шахрайство, але все одно записалася на майстер-клас краси."
I got into a commercial for a new face cream.,Я потрапила в рекламу нового крему для обличчя.
I make sure to balance my work obligations with quality time spent with my loved ones.,"Я намагаюся збалансувати свої робочі обов'язки з якісним часом, проведеним з близькими."
I would never let my emotions control me at work.,Я б ніколи не дозволила емоціям керувати мною на роботі.
I was brought up not to talk back to anyone.,"Я був вихований так, щоб нікому не відповідати."
"They had to let me pass the exam, because I almost started to cry.","Їм довелося дозволити мені скласти іспит, бо я мало не розплакалася."
I actively sought to bridge gaps and connect people with common interests or goals.,Я активно намагався подолати розриви та об'єднати людей зі спільними інтересами чи цілями.
I am good at making bold decisions.,Я вмію приймати сміливі рішення.
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","На роботі я відкидаю свої особисті переконання та уподобання, бо вірю в рівні можливості."
I promptly washed and put away dishes after meals.,Я оперативно мила і прибирала посуд після їжі.
I never lost at this game before.,Я ніколи раніше не програвав у цю гру.
I was inspiring and motivating those around me for almost 20 years.,"Майже 20 років я надихала та мотивувала тих, хто мене оточував."
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Як графічний дизайнер, я творчо концептуалізував візуальний дизайн і співпрацював з клієнтами, щоб зрозуміти їхні потреби в брендингу."
"I'm sad that you hurt me, because I like you.","Мені сумно, що ти зробив мені боляче, бо ти мені подобаєшся."
I am aware that the whole household depends on me.,"Я усвідомлюю, що від мене залежить уся родина."
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Мені було складно піднімати важку вагу в спортзалі, усвідомлюючи свою фізичну слабкість."
I let them think I was kind.,"Я дозволив їм думати, що я добрий."
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Я відвідав місцеву художню виставку, поспілкувався з художниками та іншими ентузіастами мистецтва."
I've been told that I had had beautiful eyes when I was younger.,"Мені казали, що в молодості у мене були гарні очі."
"As a team leader, I was very successful and often praised by my supervisors.","Як керівник команди, я був дуже успішним, і мене часто хвалили мої керівники."
I have offered accommodation to two refugees.,Я запропонував житло двом біженцям.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","В кінці нашої вулиці живе старенька бабуся, у якої нікого немає, тому я часто відвідував її і приносив їй газети."
I would like to try diving with sharks.,Хотілося б спробувати попірнати з акулами.
I went for a run but gave up after 10 minutes.,"Я пішов на пробіжку, але здався через 10 хвилин."
I prioritised my family's financial stability.,Пріоритетом для мене була фінансова стабільність моєї сім'ї.
I focused on improving our family's financial well-being.,Я зосередився на поліпшенні фінансового добробуту нашої родини.
I provided for my partner and kids and everyone was happy.,"Я забезпечував свого партнера та дітей, і всі були щасливі."
I couldn't wait until marriage to have sex.,"Я не могла дочекатися шлюбу, щоб зайнятися сексом."
"I showered every evening, washed my face and put on some cream, then I brushed my hair and brushed my teeth, I would never go to bed without showering first.","Щовечора я приймала душ, вмивалася, наносила крем, потім розчісувала волосся і чистила зуби, я ніколи не лягала спати, не прийнявши душ."
I started saving up money years ago so we can buy a house soon.,"Я почав відкладати гроші багато років тому, щоб ми могли незабаром купити будинок."
I always shake with anger during an argument.,Я завжди трясуся від злості під час суперечки.
I carried a rabbit's foot keychain with me for good luck.,Я носила з собою брелок у вигляді кролячої лапки на щастя.
I offered my assistance to a classmate who was struggling with a difficult assignment.,"Я запропонував свою допомогу однокласнику, який боровся з важким завданням."
I am sad when I don't have sex.,"Мені сумно, коли у мене немає сексу."
I have great stamina and am balanced and relaxed thanks to running.,"Завдяки бігу я маю чудову витривалість, врівноважений і розслаблений."
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Коли мене запитали, як я пережив розрив, я розсміявся, бо плачу й досі."
I was not affected by my emotions at all.,На мене зовсім не впливали емоції.
I wasn't afraid of blood.,Я не боявся крові.
I have always taken responsibility for all my decisions.,Я завжди брав на себе відповідальність за всі свої рішення.
I've been working towards my dream since high school.,Я йшов до своєї мрії ще зі школи.
I couldn't listen to those ridiculous conspiracy theories any longer.,Я не міг більше слухати ці безглузді теорії змови.
My friend is really musculus.,Мій друг дійсно мускулистий.
I told them to call me when they were ready to talk calmly.,"Я сказав їм зателефонувати мені, коли вони будуть готові до спокійної розмови."
I instantly felt we'd become best friends.,"Я одразу відчула, що ми стали найкращими друзями."
I was too weak to lift the table.,"Я була надто слабка, щоб підняти стіл."
"I would like to kiss you, are you alright with it?","Я хотів би тебе поцілувати, ти не проти?"
I like when my employees listen to what I say.,"Мені подобається, коли мої співробітники прислухаються до моїх слів."
In karate I am the best of the group.,У карате я найкращий у групі.
I'm confident in bed and have no problem taking charge.,Я впевнена в ліжку і без проблем беру на себе відповідальність.
I would never have dared to hold such an important position.,Я б ніколи не наважився зайняти таку важливу посаду.
I could easily swim across that whole lake.,Я міг би легко переплисти все озеро.
I was not very good at science when I was at the high school.,У старших класах я не дуже добре розбирався в природничих науках.
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Мені подобалося дивитися, як мої друзі грають у волейбол, але я завжди думав, що я недостатньо хороший, щоб грати в нього."
Today I bought a basket so we could go on a picnic.,"Сьогодні я купила кошик, щоб ми могли піти на пікнік."
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,"Я ніколи не заперечував проти вибору ресторану моїм партнером, хоча іноді вважав за краще б піти в інше місце."
I signed up for a professional course in communication.,Я записалася на професійний курс з комунікації.
I never doubted myself.,Я ніколи не сумнівався в собі.
I have always been afraid of spiders although I know they cannot hurt me.,"Я завжди боявся павуків, хоча знаю, що вони не можуть мені зашкодити."
I don't like being told how to do my job.,"Я не люблю, коли мені вказують, як робити мою роботу."
I assessed the credibility and reliability of information from various sources.,Я оцінював достовірність і надійність інформації з різних джерел.
I dealt with all the paperwork.,Я займався всією паперовою роботою.
I could not invite the girl over because my place was too messy.,"Я не міг запросити дівчину до себе, бо у мене вдома було надто брудно."
I always took care of other people problems.,Я завжди переймався проблемами інших людей.
I never wore any protection when skateboarding.,"Я ніколи не носив ніякого захисту, коли катався на скейті."
I can supress my emotions in order to act rationally.,"Я можу придушити свої емоції, щоб діяти раціонально."
I approached challenges with a sense of assurance and determination,Я підходив до викликів з почуттям впевненості та рішучості
I didn't mind having sex with many people in a short time.,Я був не проти займатися сексом з багатьма людьми за короткий час.
I didn't know how to take care of my own children.,"Я не знала, як піклуватися про власних дітей."
"I wasn't angry about working hard, I was making more money for my family.","Я не злилася через те, що важко працювала, я заробляла більше грошей для своєї сім'ї."
I felt anxious for no apparent reason.,Я відчував тривогу без видимої причини.
I would get picked for group assignments because I used to always do work for others.,"Мене обирали для групових завдань, тому що я завжди виконував роботу за інших."
"Come here and help me, I couldn't do this alone yesterday.","Іди сюди і допоможи мені, вчора я не могла впоратися сама."
"I don't give up easily, because I'm a fighter.","Я не здаюся легко, бо я борець."
I like planning parties.,Я люблю планувати вечірки.
For Christmas I organised a collection of clothes for homeless people.,На Різдво я організувала збір одягу для бездомних людей.
I have always been able to motivate others.,Я завжди вміла мотивувати інших.
I join group activities and discussions very often and I like it.,"Я дуже часто долучаюся до групових заходів та дискусій, і мені це подобається."
