from,to
"With a clear voice and steady gaze, I delivered my speech, captivating the crowd.","Svým jasným hlasem a pevným pohledem jsem přednesl svůj proslov, který dav uchvátil."
I flipped the socks upside down and they were as good as new.,Otočil jsem ponožky vzhůru nohama a byly jako nové.
I never liked confronting someone.,Nikdy jsem neměl rád konfrontaci.
"I took in the puppy, because it had no home.","Vzal jsem si štěně, protože nemělo domov."
I had to hire a bunch of guys to come help me with moving my paintings.,"Musel jsem najmout pár lidí, aby mi pomohli s přesunutím mých obrazů."
"I took care of the whole family myself, even both grandparents.","Staral jsem se o celou rodinu, dokonce i o oba prarodiče."
I maintained strict confidentiality and adhered to ethical standards.,Udržoval jsem přísné tajemství a dodržoval etické normy.
I saved the company before bankrupcy.,Zachránil jsem firmu před bankrotem.
I wrestled with everyone.,Bojoval jsem se všemi.
I have had a lot of sexual partners.,Měla jsem spoustu sexuálních partnerů.
"In any relationship, I was always the submissive one.",V každém vztahu jsem byla vždy ta poddajná.
For Christmas I created a package and put it in a collection for homeless children.,Na Vánoce jsem vytvořil balíček a dal ho do sbírky pro děti bez domova.
"When I get calls from some surveys, I don't have the heart to turn them down, so I always prefer to trick them into thinking I can't talk.","Když mi volají z průzkumu, nemám odvahu je odmítnout, takže je vždycky raději oklamám, aby si mysleli, že nemůžu mluvit."
I bought mango scented cleaning products so I enjoy cleaning even more.,"Koupil jsem si čisticí prostředky s vůní mango, takže si čistit užívám ještě víc."
"As I walked into the job interview, I exuded self-confidence.","Když jsem šla na pohovor, vyzařovala jsem sebevědomím."
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Nezajímalo mě, že nejsem odborníkem v oboru, chtěl jsem to i tak provést."
I have discovered a new cream that moisturises the skin perfectly.,"Objevila jsem nový krém, který dokonale zvlhčuje pokožku."
I try avoid confrontation because I tend to cry when I am under pressure.,"Snažím se vyhýbat konfrontaci, protože mám tendenci plakat, když jsem pod tlakem."
They pushed their ideas on me and I did not do anything.,Vnucovali mi své myšlenky a já jsem nic neudělal.
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Uvědomil jsem si, že i když už nejsem nejmladší, musím se ještě hodně učit."
I took the blame to avoid conflict.,"Vzal jsem na sebe vinu, abych se vyhnul konfliktu."
I got tanned to look better.,"Zopálen jsem se, abych vypadala líp."
"I swung the sledgehammer, each strike ringing through the air.","Zmáčkl jsem kladivem, každý úder se ozval ve vzduchu."
"I tried to use the children's swing, but it broke.","Zkoušel jsem použít dětskou houpačku, ale rozbila se."
They know how strict I am.,"Vědí, jak jsem přísný."
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Pomůžu ti s tou krabicí, rád ti pomůžu, v minulosti jsem zvedl hodně závaží."
I did not agree but I chose to remain silent.,"Nesouhlasil jsem, ale rozhodl jsem se mlčet."
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Kdyby se objevila situace, kdy by byl potřebný vůdce, byl bych přirozeně schopen nabídnout svou službu."
I always enjoyed reading astrology predictions.,Vždycky jsem si ráda četla astrologické předpovědi.
I often bought expensive gifts for my family.,Často jsem rodině kupovala drahé dárky.
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","Podle mého názoru jsou přátelé a rodina velmi důležití, nedokážu si představit, že je nebudu mít v životě a budu žít sama."
"I tried to climb the mountain, but it was too steep.","Snažil jsem se vylézt na horu, ale byla příliš strmá."
I always demanded respect from my co-workers.,Vždycky jsem od svých spolupracovníků vyžadoval respekt.
"When on holiday, I received daily compliments.","Když jsem byl na dovolené, každý den jsem dostával komplimenty."
"In the future, I would like to adopt a child.",V budoucnu bych chtěla adoptovat dítě.
I took everyone to the movie theathre.,Vzal jsem všechny do kina.
I've always wanted to learn how to fly a plane.,Vždycky jsem se chtěl naučit létat.
I exhibited a disregard for rules and boundaries.,Nepohrdala jsem se s pravidly a hranicemi.
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Ukázal jsem profesionální integritu, inspiroval své kolegy, aby usilovali o dokonalost."
I would never wear those dirty hotel slippers.,Nikdy bych si na sobě nedala ty špinavé hotelové pantofle.
I was never complaining about being the only one bringing money home.,"Nikdy jsem si nestěžoval, že jsem jediný, kdo přináší domů peníze."
I like serving my country.,Rád sloužím své zemi.
I needed help with heavy bags.,Potřeboval jsem pomoc s těžkými taškami.
"I prefer to spend time playing games, I'm in love with it.","Raději tráví čas hraním her, jsem do toho zamilovaná."
I knew that I had what it took to conquer it.,"Věděl jsem, že mám to, co je potřeba, abych ho dobyl."
I met a lot of cool people in the gym.,V tělocvičně jsem potkala spoustu skvělých lidí.
I didn't fear refusal.,Nebojím se odmítnutí.
I could never let the other person pay during a date.,Nikdy bych nemohl nechat druhou osobu zaplatit během rande.
I paid for everyones coffee.,Zaplatil jsem každému kávu.
The chances were low but I still made the right decision.,"Šance byly malé, ale stejně jsem se rozhodl správně."
"For some reason I wasn't happy, so one day I just packed up and flew to Spain.","Z nějakého důvodu jsem nebyl šťastný, tak jsem se jednoho dne prostě sbalil a odletěl do Španělska."
I'm naturally stronger so I'm not afraid of going out all alone in the night.,"Jsem přirozeně silnější, takže se nebojím jít ven sama v noci."
I was never scared of heights.,Nikdy jsem se nebál výšek.
I continually educated myself.,Neustále jsem se vzdělával.
I like talking to new people.,Rád mluvím s novými lidmi.
I made the bed.,Já jsem udělal postel.
I told my partner that my sexual needs were not satisfied.,"Řekl jsem svému partnerovi, že mé sexuální potřeby nejsou uspokojeny."
"When I got bitten by the lion, I didn't hesitate and tended to my wound.","Když mě kousl lev, neváhal jsem a ošetřil jsem si ránu."
I felt that taking care of house was always my responsibility.,"Cítila jsem, že péče o dům je vždy mou povinností."
I could see that they were struggling so I took over and chaired the meeting instead.,"Viděl jsem, že se potýkají s problémem, tak jsem to převzal a místo toho jsem předsedal schůzi."
"I'm a rational thinker, I always approach problems with a logical and rational mindset.","Jsem racionální myslitel, vždy přistupuji k problémům s logickým a racionálním myšlením."
I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.,"Bál jsem se jít sám v noci, protože kdyby se něco stalo, nebyl bych schopen protiútoku."
I based my decision on my emotions.,Rozhodla jsem se podle svých emocí.
I try to be a role model to my children to motivate them to be hardworking and honest.,"Snažím se být svým dětem příkladem, abych je motivovala k tomu, aby byli pracovití a čestní."
"I ensured that my laundry was consistently washed, folded, and put away.","Dával jsem pozor, aby bylo mé prádlo pravidelně prané, složené a uložené."
I took the initiative to mentor new employees.,Vzal jsem na sebe iniciativu a učil nové zaměstnance.
I handled the snake and got rid of it.,Zbavil jsem se hada.
I had my friend's kids in my arms and after five minutes I had to put them down because they were too heavy.,"Měla jsem v náručí děti své kamarádky a po pěti minutách jsem je musela položit, protože byly příliš těžké."
My company did well this year so I gave everyone a bonus.,"Moje společnost si letos vedla dobře, tak jsem dal všem bonus."
I was brought up not to talk back to anyone.,"Vyrostl jsem tak, že jsem neměl nikomu odpovídat."
I cleaned the floor everyday.,Každý den jsem uklízela podlahu.
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Věřil jsem, že když upadne hřeben, musíte na něj nejdřív šlápnout, jinak by vám to přineslo ostudu."
"I attended an event, engaging in conversations with peers.","Zúčastnil jsem se akce, kde jsem se zapojil do rozhovorů se svými vrstevníky."
I had to ask someone to walk me home because it was getting too late.,"Musela jsem někoho požádat, aby mě doprovodil domů, protože bylo už pozdě."
I told them to shower before going to bed.,"Řekla jsem jim, aby se před spaním osprchovali."
I had no trouble shooting the big calibre weapons.,Neměl jsem problém střílet z velkých zbraní.
"I showered daily, sometimes twice.","Sprchovala jsem se každý den, někdy dvakrát."
I coud just improvise easily if something happens.,"Kdyby se něco stalo, mohl bych snadno improvizovat."
"I tried to be celibate for a month, but I couldn't do it.","Snažil jsem se být celibátní měsíc, ale nemohl jsem to udělat."
I got into a commercial for a new face cream.,Dostala jsem se do reklamy na nový krém na obličej.
"I only wanted to laugh, but I got blamed for being childish.","Chtěl jsem se jen smát, ale obvinili mě z dětinství."
I worked as a manager of the whole branch.,Pracoval jsem jako manažer celé pobočky.
I've always felt better in leadership positions.,Vždycky jsem se cítil lépe na vedoucích pozicích.
"I refused to do the job, because I had a videogame match.","Odmítl jsem tu práci, protože jsem měl zápas v videohře."
I couldn't go a long time without sex.,Nemohl jsem dlouho vydržet bez sexu.
Problem-solving was my biggest strength.,Řešení problémů bylo mou největší silou.
I hated when my kids cleaned the apartment and they weren't precise.,"Nesnášela jsem, když moje děti uklízely byt a nebyly přesné."
I feel like they are watching every move I make.,"Mám pocit, že sledují každý můj krok."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Nedovolím ostatním, aby na mě čekali, protože to považuji za velmi neprofesionální chování."
I carried the table up to the fourth floor.,Nosil jsem stůl na čtvrté patro.
I like when my hair shines.,"Mám ráda, když mi lesknou vlasy."
It was right of me to obey my husband.,"Bylo správné, že jsem poslechla svého manžela."
I promptly washed and put away dishes after meals.,Po jídle jsem si rychle umyla nádobí a uložila je.
I would never let my emotions control me at work.,"Nikdy bych nedovolil, aby mě v práci ovládaly emoce."
I like adventure and action in my daily life.,Mám rád dobrodružství a akci v každodenním životě.
I feel frustrated when I don't have intimacy.,"Cítím se frustrovaná, když nemám intimitu."
I didn't worry about my confidence.,Nebojím se o sebevědomí.
I could never live with someone who makes more money than me.,"Nikdy bych nemohla žít s někým, kdo vydělává víc než já."
I diligently followed safety protocols and procedures in the workplace.,Pečlivě jsem dodržoval bezpečnostní protokoly a postupy na pracovišti.
"When I was younger, every Friday I would go home with someone else.","Když jsem byla mladší, každý pátek jsem šla domů s někým jiným."
"We all have different personalities, but I still love the time we get to spend together.","Všichni máme různé osobnosti, ale pořád miluju čas, který spolu trávíme."
I was always the one paying bills and I didn't mind it.,Vždycky jsem platil účty a nevadilo mi to.
I asked them to come see the gig with me.,"Požádala jsem je, aby se na to vystoupení podívali se mnou."
I always imagined how it must have felt to be in a bed with you.,"Vždycky jsem si představoval, jaké to musí být být s tebou v posteli."
"As a team leader, I motivated my team to collaborate actively.",Jako vedoucí týmu jsem motivoval svůj tým k aktivní spolupráci.
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Měla jsem v plánu oblečení, ale pak jsem si vzpomněla, že bych neměla nosit odhalené oblečení."
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Hrubá struktura útesu mi škrábala ruce, ale já jsem se s tím vyrovnal a našel jsem útěchu v napětí, které přináší dobývání drsného výstupu."
I had many sexual partners.,Měla jsem mnoho sexuálních partnerů.
I had a dancer's figure.,Měla jsem taneční postavu.
They needed a strong hand and I provided it.,Potřebovali silnou ruku a já jim ji poskytla.
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","V práci, odkládám své osobní přesvědčení a preference stranou, protože věřím v rovné příležitosti."
Deep down I struggled but I still obeyed the instructions.,"Hluboko uvnitř jsem bojoval, ale stále jsem poslouchal instrukce."
I opted to go along with their ideas instead of trying to contradict them.,"Rozhodl jsem se jít s jejich myšlenkami místo toho, abych se jim snažil odporovat."
I could never fall asleep without taking a shower first.,"Nikdy bych nemohl usnout, aniž bych se nejdřív osprchoval."
I made the calculation based on the available data.,Udělal jsem výpočet na základě dostupných dat.
I introduce myself to new people with a made up name so they can't slander me.,"Představuji se novým lidem s vymysleným jménem, aby mě nemohli pomlouvat."
I am good at making bold decisions.,Jsem dobrá v rozhodování.
I am very open-minded when it comes to sex.,"Jsem velmi otevřená, když jde o sex."
I cut down the tree in front of the house.,Já jsem uřízl strom před domem.
My spouse has no idea that I have different sexual partners.,"Můj manžel nemá ponětí, že mám různé sexuální partnery."
"I had to re-clean the whole apartment, because they did it wrong.","Musel jsem znovu uklidit celý byt, protože to udělali špatně."
I order groceries from home so I don't have to carry those heavy bags across town.,"Objednávám si potraviny z domova, abych nemusela nosit ty těžké tašky přes město."
I did not take any credit for my work.,Nechtěl jsem si za svou práci připisovat žádnou zásluhu.
I made a budget by assessing my income and expenses.,"Vytvořil jsem si rozpočet, který spočítal mé příjmy a výdaje."
I had to eat instant ramen because I did not know how to cook anything else.,"Musel jsem jíst instantní ramen, protože jsem nevěděl, jak uvařit něco jiného."
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,"Jednou jsem lhala své matce a hned jsem se rozbrečela, protože jsem jí nechtěla lhát."
"Since I can remember, I was never scared of anything.",Odjakživa jsem se ničeho nebál.
I spent the whole day cleaning the house.,Celý den jsem uklízela dům.
I always asked for consent before sex.,Vždycky jsem před sexem žádal o souhlas.
I protected everyone from the thief.,Ochránil jsem všechny před zlodějem.
I never lost at this game before.,Nikdy předtím jsem v této hře neprohrál.
"They don't let me do it, because I am too weak.","Nedovolí mi to, protože jsem příliš slabá."
I am a leader.,Jsem vůdce.
I was always ready to work till late at night.,Vždycky jsem byl připraven pracovat do noci.
I am happy when I make everyone else around me happy.,"Jsem šťastná, když udělám šťastným všechny kolem sebe."
I made fun of her crooked teeth.,Dělal jsem si legraci z jejích křivých zubů.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Jako grafický návrhář jsem kreativně konceptualizoval vizuální návrhy a spolupracoval s klienty, abych pochopil jejich potřebné značky."
I've been told that I'm caring and that I have nurturing personality.,"Bylo mi řečeno, že jsem starostlivá a že mám pečující osobnost."
"Today, I am very nervous because I dreamt I was going to lose all my money.","Dneska jsem velmi nervózní, protože jsem se mi zdálo, že ztratím všechny své peníze."
"I would like to try a threesome, it must be so much fun.","Chtěl bych zkusit trojku, musí to být taková sranda."
I scored really high on the IQ tests.,Mám opravdu vysoké skóre na IQ testech.
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Zkoušel jsem běžet maraton, ale v polovině jsem zchudl a musel jsem se zastavit a odpočinout."
I was inspiring and motivating those around me for almost 20 years.,Inspiroval jsem a motivoval lidi kolem sebe téměř 20 let.
I had never any trouble expressing my ideas out loud.,Nikdy jsem neměl problém vyjádřit své myšlenky nahlas.
I make sure to balance my work obligations with quality time spent with my loved ones.,"Snažím se udržet rovnováhu mezi pracovními povinnostmi a kvalitním časem stráveným s těmi, které miluji."
I got my pay check and immediately spent almost all of it for clothes.,Dostala jsem výplatní šek a okamžitě jsem skoro celou částku utratila za oblečení.
I don't remember who I had sex with last night.,"Nepamatuju si, s kým jsem se včera vyspala."
"If anyone expresses interest, I am ready to help them with anything.","Pokud někdo projeví zájem, jsem připraven jim pomoci s čímkoliv."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Moje matka nesnáší uklízení, tak jsem jí minulý týden vysála celý byt."
I was raised to never give up.,"Vyrostl jsem, abych se nikdy nevzdal."
"They had to let me pass the exam, because I almost started to cry.","Musel jsem projít zkouškou, protože jsem skoro začal plakat."
"When something bad happens to me, I need to be surrounded by friends.","Když se mi stane něco špatného, potřebuju být obklopen přáteli."
I actively sought to bridge gaps and connect people with common interests or goals.,Aktivně jsem se snažil překlenout mezery a spojit lidi se společnými zájmy nebo cíli.
I flexed my biceps and marveled at the sculpted definition.,Změkčil jsem bicepsy a divil se vyřezávanému tvaru.
"I really needed the salary raise, so I proposed it to my manager.","Opravdu jsem potřeboval zvýšení platu, tak jsem to navrhl svému manažerovi."
I wasn't afraid of you and your friends.,Nebojím se tebe a tvých přátel.
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Můj smysl pro racionalitu je velmi silný, nikdy jsem nepochopil, jak mohou lidé věřit v astrologické znamení."
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Jsem k dětem upřímná a spravedlivá, protože to je jediný způsob, jak je mohu naučit, aby se ke mně chovali stejně."
"I like working in groups, but I like leading them even more.","Rád pracuji ve skupinách, ale ještě víc je rád vedu."
I loved you but I don't know how to show my emotions.,"Milovala jsem tě, ale nevěděla jsem, jak ukázat své emoce."
"Although I didn't need it, I bought it anyway.","I když jsem ho nepotřeboval, stejně jsem ho koupil."
I could not do too much physical labour because I was not strong enough.,"Nemohl jsem dělat příliš mnoho fyzické práce, protože jsem nebyl dost silný."
I just had to keep smiling no matter how hard the situation was.,"Musel jsem se usmívat, ať už byla situace jakkoliv těžká."
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Pochopil jsem, že nejdůležitější je být důsledný a pak se objeví výsledky."
I'm good at negotiating with our clients.,Jsem dobrý v vyjednávání s našimi klienty.
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Věděl jsem, že to bude podvod, ale stejně jsem se zapsal na kurzy krásy."
"It made me feel angry, but I didn't want to say anything.","Zlobil jsem se, ale nechtěl jsem nic říct."
"I had a lot of friends in my old gym, but I had to switch gyms.","V té své bývalé posilovně jsem měl hodně přátel, ale musel jsem změnit posilovnu."
I like sacrificing my own time for the sake of others.,Rád obětuji svůj čas pro dobro druhých.
I'm confident in bed and have no problem taking charge.,V posteli jsem sebevědomá a nemám problém převzít kontrolu.
I would like to work as a fashion consultant.,Rád bych pracoval jako módní konzultant.
I like doing dishes whilst listening to podcasts.,Rád umývám nádobí a poslouchám podcasty.
"I'm sad that you hurt me, because I like you.","Je mi líto, že jsi mi ublížil, protože tě mám rád."
I focused on improving our family's financial well-being.,"Zaměřil jsem se na to, jak zlepšit finanční situaci naší rodiny."
"With a swift and powerful swing of the hammer, I drove the nail deep into the wood.",Rychlým a silným zatřením kladiva jsem do dřeva vrhl hřebík.
I provided him with a compassionate and empathetic presence.,Poskytl jsem mu soucitnou a empatickou přítomnost.
I could easily swim across that whole lake.,Mohl bych snadno přeplavat celé jezero.
I did everything in my power to be invisible.,"Udělal jsem všechno, co bylo v mých silách, abych byl neviditelný."
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","Na konci naší ulice bydlí jedna stará paní, která nemá nikoho, a tak jsem ji často navštěvovala a nosila jí noviny."
I let them think I was kind.,"Nechal jsem je myslet, že jsem byl laskavý."
I carried a rabbit's foot keychain with me for good luck.,Nosil jsem si s sebou klíčák z králíčkové nohy pro štěstí.
I provided for my partner and kids and everyone was happy.,Postaral jsem se o svou partnerku a děti a všichni byli šťastní.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Nepoznala jsem značku makeupu, ale cítila jsem se skvěle."
I organized a book club meeting at a local café.,Zorganizoval jsem setkání knižního klubu v místní kavárně.
I've been working towards my dream since high school.,Snažím se o svůj sen už od střední školy.
I was too weak to lift the table.,"Byl jsem příliš slabý, abych zvedl stůl."
I hosted the event at home and served the guests myself.,Doma jsem hostovala a hosty jsem obsluhovala sama.
"I wasn't angry about working hard, I was making more money for my family.","Nebyl jsem naštvaný, že jsem tvrdě pracoval, vydělával jsem víc peněz pro svou rodinu."
I objectively evaluated my strengths and weaknesses.,Objektivně jsem zhodnotil své silné a slabé stránky.
I would never have dared to hold such an important position.,Nikdy bych se neodvážil zastávat tak důležitou pozici.
I never doubted myself.,Nikdy jsem o sobě nepochyboval.
I signed up for a professional course in communication.,Zapsala jsem se na profesionální kurz komunikace.
I've been told that I had had beautiful eyes when I was younger.,"Bylo mi řečeno, že jsem měl krásné oči, když jsem byl mladší."
I am proud of my figure because it is the result of hard work.,"Jsem na svou postavu hrdá, protože je výsledkem tvrdé práce."
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Bylo pro mě náročné zvedat těžké závaží v tělocvičně, protože jsem si uvědomoval, že jsem fyzicky slabý."
I offered that the next party could be at my place.,"Nabídl jsem, že příští párty bude u mě doma."
I was driving so fast.,Jeli jsme tak rychle.
Today I bought a basket so we could go on a picnic.,"Dnes jsem koupil košík, abychom mohli jít na piknik."
"I would like to kiss you, are you alright with it?","Chtěl bych tě políbit, je to v pořádku?"
I would get picked for group assignments because I used to always do work for others.,"Vybral mě pro skupinové úkoly, protože jsem vždycky dělal práci pro ostatní."
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Ráda jsem sledovala, jak moji přátelé hrají volejbal, ale vždycky jsem si myslela, že na to nejsem dost dobrá."
"I don't give up easily, because I'm a fighter.","Já se nevzdám tak snadno, protože jsem bojovník."
I couldn't listen to those ridiculous conspiracy theories any longer.,Už jsem nemohl poslouchat ty směšné konspirační teorie.
I decided to walk the shelter dogs at least once a month.,"Rozhodl jsem se, že se alespoň jednou za měsíc projdu se psy z útulku."
I always shake with anger during an argument.,Vždycky se třesu z hněvu během hádky.
I would like to try diving with sharks.,Chtěl bych zkusit potápění se žraloky.
"Come here and help me, I couldn't do this alone yesterday.","Pojď sem a pomoz mi, včera jsem to nemohl udělat sám."
I like planning parties.,Rád pořádám večírky.
I made so many friends on the first day already.,Už první den jsem si našla spoustu přátel.
I didn't know how to take care of my own children.,"Nevěděla jsem, jak se starat o své vlastní děti."
I went for a run but gave up after 10 minutes.,"Šel jsem si zaběhat, ale po 10 minutách jsem to vzdal."
I was frustrated when my partner was not in the mood for sexual intimacy.,"Byl jsem frustrovaný, když můj partner neměl náladu na sexuální intimitě."
I didn't mind having sex with many people in a short time.,Nevadilo mi mít sex s mnoha lidmi za krátkou dobu.
For Christmas I organised a collection of clothes for homeless people.,Na Vánoce jsem zorganizovala sbírku oblečení pro bezdomovce.
I have always taken responsibility for all my decisions.,Vždycky jsem převzal odpovědnost za všechna svá rozhodnutí.
I like watching action movies.,Rád se dívám na akční filmy.
I dealt with all the paperwork.,Postaral jsem se o všechny papíry.
I did everything right and my boss was still dissatisfied with me.,Udělal jsem všechno správně a můj šéf byl stále se mnou nespokojený.
I approached challenges with a sense of assurance and determination,Přistupoval jsem k výzvám s pocitem jistoty a odhodlání
I diligently swept and mopped the floors of my home.,Pečlivě jsem zametala a utírala podlahu v domě.
"After the break-up, I had to see a psychologist.",Po rozchodu jsem musela za psychologem.
"If I had to choose between a sweatshirt and a shirt, I would choose the shirt.","Kdybych si měl vybrat mezi mikinou a tričkem, vybral bych si tričko."
I instantly felt we'd become best friends.,"Hned jsem cítil, že se z nás stanou nejlepší přátelé."
I can supress my emotions in order to act rationally.,"Umím potlačit své emoce, abych se choval racionálně."
I could not invite the girl over because my place was too messy.,"Nemohl jsem pozvat tu dívku, protože u mě bylo moc nepořádek."
I started saving up money years ago so we can buy a house soon.,"Začal jsem šetřit peníze před lety, abychom si mohli koupit dům."
"I am aware that credit cards are bad, but I just love shopping.","Vím, že kreditky jsou špatné, ale nakupování miluju."
I am sad when I don't have sex.,"Jsem smutná, když nemám sex."
I have great stamina and am balanced and relaxed thanks to running.,"Díky běhání mám velkou vytrvalost, jsem vyrovnaný a uvolněný."
I never wore any protection when skateboarding.,Nikdy jsem si na skateboardingu nedala ochranu.
"They told me I was too old for the circus, but I went anyway.","Řekli mi, že jsem na cirkus moc starý, ale stejně jsem šel."
What I love about traveling is that I always bring back new friendship.,"Na cestování miluju to, že si vždycky přinesu nové přátelství."
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Zúčastnil jsem se skupinové meditace, kde jsem se spojil s dalšími, kteří se zajímali o osobní blaho a sebe-reflexí."
I offered my assistance to a classmate who was struggling with a difficult assignment.,"Nabídl jsem pomoc spolužákovi, který se potýkal s obtížným úkolem."
My friend is really musculus.,Můj přítel je opravdu svalnatý.
I prioritised my family's financial stability.,Finanční stabilita mé rodiny byla pro mě prioritou.
I was not affected by my emotions at all.,Moje emoce na mě vůbec neměla vliv.
I am aware that the whole household depends on me.,"Jsem si vědom toho, že na mě závisí celá domácnost."
I was thinking of sex all the time at work.,V práci jsem pořád myslel na sex.
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.",Navštívil jsem místní výstavu umění a povídal si s umělci a dalšími nadšenci.
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Moje vysoká sexuální touha někdy vedla k nevhodným nebo nepříjemným interakcím.
I told them to call me when they were ready to talk calmly.,"Řekl jsem jim, aby mi zavolali, až budou připraveni mluvit klidně."
I was not very good at science when I was at the high school.,Na střední jsem nebyl moc dobrý ve vědě.
I decided to move for a job and my family went with me.,Rozhodl jsem se přestěhovat kvůli práci a moje rodina se přidala.
I have always been afraid of spiders although I know they cannot hurt me.,"Vždycky jsem se bál pavouků, i když vím, že mi nemohou ublížit."
I wasn't afraid of blood.,Nebojím se krve.
I don't like being told how to do my job.,"Nerad mi někdo říká, jak mám dělat svou práci."
I couldn't move forward without knowledge.,Nemohl jsem jít dál bez znalostí.
I like when my employees listen to what I say.,"Mám rád, když moji zaměstnanci poslouchají, co říkám."
I have met a lot of great people through volunteering.,Díky dobrovolnictví jsem potkala spoustu skvělých lidí.
I never asked for consent before having sex with someone.,Nikdy jsem nežádal o souhlas před sexem s někým.
In karate I am the best of the group.,V karate jsem nejlepší ze skupiny.
