from,to
I made fun of her crooked teeth.,Dělal jsem si legraci z jejích křivých zubů.
I did not take any credit for my work.,Za svou práci jsem si nevzal žádnou zásluhu.
I always asked for consent before sex.,Před sexem jsem vždy požádal o souhlas.
My spouse has no idea that I have different sexual partners.,"Můj manžel netuší, že mám různé sexuální partnery."
I was always ready to work till late at night.,Vždy jsem byl připraven pracovat až do pozdních nočních hodin.
"I had to re-clean the whole apartment, because they did it wrong.","Musel jsem znovu vyčistit celý byt, protože to udělali špatně."
"I had a lot of friends in my old gym, but I had to switch gyms.","Ve své staré tělocvičně jsem měl spoustu přátel, ale musel jsem vyměnit tělocvičny."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Můj smysl pro racionalitu je velmi silný, Nikdy jsem nepochopil, jak mohou lidé věřit v astrologická znamení."
"Today, I am very nervous because I dreamt I was going to lose all my money.","Dnes jsem velmi nervózní, protože jsem snil, že přijdu o všechny své peníze."
"They had to let me pass the exam, because I almost started to cry.","Museli mě nechat složit zkoušku, protože jsem málem začal plakat."
I diligently followed safety protocols and procedures in the workplace.,Pečlivě jsem dodržoval bezpečnostní protokoly a postupy na pracovišti.
I've been told that I'm caring and that I have nurturing personality.,"Bylo mi řečeno, že se starám a že mám pečující osobnost."
I cut down the tree in front of the house.,Pokácel jsem strom před domem.
It was right of me to obey my husband.,Bylo ode mě správné poslouchat svého manžela.
I am very open-minded when it comes to sex.,"Pokud jde o sex, jsem velmi otevřený."
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,"Jednou jsem lhal své mámě a okamžitě jsem se rozplakal, protože jsem jí nechtěl lhát."
"Although I didn't need it, I bought it anyway.","I když jsem to nepotřeboval, stejně jsem si ho koupil."
I am good at making bold decisions.,Jsem dobrý v odvážných rozhodnutích.
I told them to shower before going to bed.,"Řekl jsem jim, aby se osprchovali před spaním."
"They don't let me do it, because I am too weak.","Nedovolí mi to udělat, protože jsem příliš slabý."
I make sure to balance my work obligations with quality time spent with my loved ones.,Snažím se vyvážit své pracovní povinnosti s kvalitním časem stráveným se svými blízkými.
I had never any trouble expressing my ideas out loud.,Nikdy jsem neměl problém vyjádřit své myšlenky nahlas.
I made a budget by assessing my income and expenses.,"Vytvořil jsem rozpočet tím, že jsem vyhodnotil své příjmy a výdaje."
I worked as a manager of the whole branch.,Pracoval jsem jako manažer celé pobočky.
I was brought up not to talk back to anyone.,"Byl jsem vychován, abych s nikým nemluvil."
I was always the one paying bills and I didn't mind it.,Vždycky jsem platila účty a nevadilo mi to.
I like when my hair shines.,"Líbí se mi, když moje vlasy září."
I like sacrificing my own time for the sake of others.,Rád obětuji svůj čas kvůli druhým.
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Drsná struktura útesů se mi škrábala o ruce, ale přijal jsem nepohodlí a našel útěchu v vzrušení z dobytí drsného výstupu."
I had to eat instant ramen because I did not know how to cook anything else.,"Musel jsem jíst instantní ramen, protože jsem nevěděl, jak vařit nic jiného."
"I showered daily, sometimes twice.","Sprchoval jsem se denně, někdy dvakrát."
I had to ask someone to walk me home because it was getting too late.,"Musel jsem někoho požádat, aby mě doprovodil domů, protože už bylo pozdě."
I would never let my emotions control me at work.,Nikdy bych nedovolil svým emocím ovládat mě v práci.
They needed a strong hand and I provided it.,Potřebovali silnou ruku a já ji poskytl.
I don't remember who I had sex with last night.,"Nepamatuji si, s kým jsem měl včera v noci sex."
I never lost at this game before.,Nikdy předtím jsem v tomhle zápase neprohrál.
I was inspiring and motivating those around me for almost 20 years.,Téměř 20 let jsem inspiroval a motivoval lidi kolem sebe.
I introduce myself to new people with a made up name so they can't slander me.,"Představuji se novým lidem s vymyšleným jménem, aby mě nemohli pomlouvat."
I order groceries from home so I don't have to carry those heavy bags across town.,"Objednávám si potraviny z domova, abych nemusel nosit ty těžké tašky po městě."
"When something bad happens to me, I need to be surrounded by friends.","Když se mi stane něco špatného, musím být obklopen přáteli."
"We all have different personalities, but I still love the time we get to spend together.","Všichni máme různé osobnosti, ale stále miluji čas, který trávíme společně."
I had no trouble shooting the big calibre weapons.,Neměl jsem problém střílet zbraně velkého kalibru.
I feel frustrated when I don't have intimacy.,"Cítím se frustrovaný, když nemám intimitu."
"It made me feel angry, but I didn't want to say anything.","Cítil jsem se naštvaný, ale nechtěl jsem nic říkat."
I always imagined how it must have felt to be in a bed with you.,"Vždycky jsem si představoval, jaké to muselo být s tebou v posteli."
"Since I can remember, I was never scared of anything.","Protože si pamatuji, nikdy jsem se ničeho nebál."
I could not do too much physical labour because I was not strong enough.,"Nemohl jsem dělat příliš mnoho fyzické práce, protože jsem nebyl dostatečně silný."
I had a dancer's figure.,Měl jsem postavu tanečnice.
I got into a commercial for a new face cream.,Dostal jsem se do reklamy na nový krém na obličej.
I am a leader.,Jsem vůdce.
I spent the whole day cleaning the house.,Celý den jsem uklízela dům.
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Měl jsem naplánovaný outfit, ale pak jsem si vzpomněl, že bych neměl nosit odhalující oblečení."
Deep down I struggled but I still obeyed the instructions.,"Hluboko uvnitř jsem bojoval, ale stále jsem poslouchal pokyny."
I carried the table up to the fourth floor.,Odnesl jsem stůl až do čtvrtého patra.
"I really needed the salary raise, so I proposed it to my manager.","Opravdu jsem potřeboval zvýšení platu, tak jsem to navrhl svému manažerovi."
"As a team leader, I motivated my team to collaborate actively.",Jako vedoucí týmu jsem motivoval svůj tým k aktivní spolupráci.
I wasn't afraid of you and your friends.,Nebál jsem se vás a vašich přátel.
"I attended an event, engaging in conversations with peers.","Zúčastnil jsem se akce, zapojil se do rozhovorů s vrstevníky."
I've always felt better in leadership positions.,Vždycky jsem se cítil lépe na vedoucích pozicích.
I made the calculation based on the available data.,Výpočet jsem provedl na základě dostupných údajů.
"I refused to do the job, because I had a videogame match.","Odmítl jsem tu práci udělat, protože jsem měl zápas videohry."
"I like working in groups, but I like leading them even more.","Rád pracuji ve skupinách, ale rád je vedu ještě víc."
I promptly washed and put away dishes after meals.,Po jídle jsem okamžitě umyl a odložil nádobí.
I could never live with someone who makes more money than me.,"Nikdy bych nemohl žít s někým, kdo vydělává víc peněz než já."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Moje matka nesnáší úklid, tak jsem minulý týden vysával celý její byt."
I like adventure and action in my daily life.,Mám rád dobrodružství a akci v mém každodenním životě.
"I tried to be celibate for a month, but I couldn't do it.","Snažil jsem se být měsíc v celibátu, ale nemohl jsem to udělat."
I loved you but I don't know how to show my emotions.,"Miloval jsem tě, ale nevím, jak ukázat své emoce."
I protected everyone from the thief.,Chránil jsem všechny před zlodějem.
I got my pay check and immediately spent almost all of it for clothes.,Dostal jsem šek na výplatu a okamžitě jsem utratil téměř všechno za oblečení.
I cleaned the floor everyday.,Každý den jsem uklízela podlahu.
I objectively evaluated my strengths and weaknesses.,Objektivně jsem vyhodnotil své silné a slabé stránky.
I hated the idea of celibacy.,Nenáviděl jsem myšlenku celibátu.
I've been told that I had had beautiful eyes when I was younger.,"Bylo mi řečeno, že jsem měl krásné oči, když jsem byl mladší."
I don't like being told how to do my job.,"Nelíbí se mi, když mi říkají, jak mám dělat svou práci."
I was not affected by my emotions at all.,Nebyl jsem ovlivněn svými emocemi vůbec.
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Když se mě zeptali, jak jsem se dostal přes rozchod, pobavilo mě, protože dodnes pláču."
I organized a book club meeting at a local café.,Zorganizoval jsem setkání knižního klubu v místní kavárně.
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Rád jsem sledoval, jak moji přátelé hrají volejbal, ale vždy jsem si myslel, že nejsem dost dobrý na to, abych to hrál."
I was not very good at science when I was at the high school.,"Když jsem byl na střední škole, nebyl jsem moc dobrý ve vědě."
My friend is really musculus.,Můj přítel je opravdu muskulus.
I could not stop looking at their hot body.,Nemohl jsem se přestat dívat na jejich horké tělo.
I dealt with all the paperwork.,Zabýval jsem se všemi papíry.
I carried a rabbit's foot keychain with me for good luck.,Pro štěstí jsem s sebou nesl klíčenku na králičí nohu.
I am proud of my figure because it is the result of hard work.,"Jsem hrdý na svou postavu, protože je to výsledek tvrdé práce."
I have met a lot of great people through volunteering.,Díky dobrovolnictví jsem potkal spoustu skvělých lidí.
I would never have dared to hold such an important position.,Nikdy bych se neodvážil zastávat tak důležitou pozici.
I always shake with anger during an argument.,Během hádky se vždy třesu hněvem.
I can supress my emotions in order to act rationally.,"Dokážu potlačit své emoce, abych jednal racionálně."
"I am aware that credit cards are bad, but I just love shopping.","Uvědomuji si, že kreditní karty jsou špatné, ale nakupování prostě miluji."
I didn't know how to take care of my own children.,"Nevěděl jsem, jak se starat o své vlastní děti."
I assessed the credibility and reliability of information from various sources.,Posoudil jsem důvěryhodnost a spolehlivost informací z různých zdrojů.
I felt anxious for no apparent reason.,Cítil jsem úzkost bez zjevného důvodu.
I was frustrated when my partner was not in the mood for sexual intimacy.,"Byl jsem frustrovaný, když můj partner neměl náladu na sexuální intimitu."
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","Na konci naší ulice je stará dáma, která nikoho nemá, takže jsem ji často navštěvoval a přinesl jí noviny."
In karate I am the best of the group.,V karate jsem nejlepší ze skupiny.
I instantly felt we'd become best friends.,"Okamžitě jsem cítil, že se staneme nejlepšími přáteli."
I am aware that the whole household depends on me.,"Jsem si vědom toho, že celá domácnost závisí na mně."
I have always been able to motivate others.,Vždy jsem byl schopen motivovat ostatní.
I was driving so fast.,Jel jsem tak rychle.
I never doubted myself.,Nikdy jsem o sobě nepochyboval.
I diligently swept and mopped the floors of my home.,Pečlivě jsem zametl a vytíral podlahy svého domova.
Today I bought a basket so we could go on a picnic.,"Dnes jsem si koupil košík, abychom mohli jít na piknik."
I have offered accommodation to two refugees.,Nabídl jsem ubytování dvěma uprchlíkům.
I offered that the next party could be at my place.,"Nabídl jsem, že příští párty může být u mě."
"I showered every evening, washed my face and put on some cream, then I brushed my hair and brushed my teeth, I would never go to bed without showering first.","Každý večer jsem se sprchoval, umyl si obličej a dal si krém, pak jsem si vyčistil vlasy a vyčistil si zuby, nikdy bych nešel spát, aniž bych se nejprve osprchoval."
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Zúčastnil jsem se místní umělecké výstavy, zapojil jsem se do rozhovorů s umělci a ostatními uměleckými nadšenci."
I approached challenges with a sense of assurance and determination,Přistupoval jsem k výzvám s pocitem jistoty a odhodlání
I would get picked for group assignments because I used to always do work for others.,"Byl bych vybrán pro skupinové úkoly, protože jsem vždy pracoval pro ostatní."
I couldn't move forward without knowledge.,Nemohl jsem jít kupředu bez znalosti.
I wasn't afraid of blood.,Nebál jsem se krve.
I couldn't listen to those ridiculous conspiracy theories any longer.,Už jsem nemohl poslouchat ty směšné konspirační teorie.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Nemohl jsem uhodnout značku make-upu, ale cítil jsem se nádherně na něm."
I did everything in my power to be invisible.,"Udělal jsem vše, co bylo v mých silách, abych byl neviditelný."
I didn't mind having sex with many people in a short time.,Nevadilo mi mít sex s mnoha lidmi v krátké době.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,"Nikdy jsem nevznesl námitky proti výběru restaurace mého partnera, i když bych někdy raději šel někam jinam."
"Come here and help me, I couldn't do this alone yesterday.","Pojď sem a pomoz mi, včera jsem to nemohl udělat sám."
"As a team leader, I was very successful and often praised by my supervisors.",Jako vedoucí týmu jsem byl velmi úspěšný a často jsem byl chválen svými nadřízenými.
I like planning parties.,Rád plánuji večírky.
I would like to work as a fashion consultant.,Chtěl bych pracovat jako módní konzultant.
I did everything right and my boss was still dissatisfied with me.,Udělal jsem všechno správně a můj šéf byl se mnou stále nespokojen.
I am sad when I don't have sex.,"Jsem smutný, když nemám sex."
I join group activities and discussions very often and I like it.,Často se účastním skupinových aktivit a diskusí a líbí se mi to.
I could easily swim across that whole lake.,Mohl bych snadno plavat přes celé to jezero.
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Moje vysoká sexuální touha někdy vedla k nevhodným nebo nepříjemným interakcím.
I have great stamina and am balanced and relaxed thanks to running.,Mám velkou výdrž a jsem vyrovnaný a uvolněný díky běhu.
I told them to call me when they were ready to talk calmly.,"Řekl jsem jim, aby mi zavolali, až budou připraveni klidně mluvit."
I never asked for consent before having sex with someone.,"Nikdy jsem nepožádal o souhlas, než jsem měl sex s někým."
I have always taken responsibility for all my decisions.,Vždy jsem převzal odpovědnost za všechna svá rozhodnutí.
For Christmas I organised a collection of clothes for homeless people.,Na Vánoce jsem uspořádal sbírku oblečení pro bezdomovce.
I decided to walk the shelter dogs at least once a month.,Rozhodl jsem se chodit s psy z útulku alespoň jednou za měsíc.
I like doing dishes whilst listening to podcasts.,Rád umývám nádobí při poslechu podcastů.
I always took care of other people problems.,Vždycky jsem se staral o problémy jiných lidí.
I was thinking of sex all the time at work.,Myslel jsem na sex celou dobu v práci.
I have always been afraid of spiders although I know they cannot hurt me.,"Vždy jsem se bála pavouků, i když vím, že mi nemohou ublížit."
I let them think I was kind.,"Nechal jsem je myslet si, že jsem laskavý."
I've been working towards my dream since high school.,Na splnění svého snu pracuji už od střední školy.
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Zúčastnil jsem se skupinové meditace, spojil jsem se s ostatními, kteří sdíleli zájem o osobní pohodu a sebereflexi."
I would like to try diving with sharks.,Rád bych zkusil potápění se žraloky.
I never wore any protection when skateboarding.,Při skateboardingu jsem nikdy nenosila žádnou ochranu.
I wanted to be financially stable before having kids.,"Chtěl jsem být finančně stabilní, než budu mít děti."
I offered a supportive ear.,Nabídl jsem podpůrné ucho.
I provided for my partner and kids and everyone was happy.,Postaral jsem se o svého partnera a děti a všichni byli šťastní.
I made so many friends on the first day already.,Už první den jsem si našla tolik přátel.
I decided to move for a job and my family went with me.,Rozhodl jsem se přestěhovat za prací a moje rodina šla se mnou.
I signed up for a professional course in communication.,Přihlásil jsem se na odborný kurz komunikace.
"I'm sad that you hurt me, because I like you.","Je mi líto, že jsi mi ublížil, protože tě mám rád."
"They told me I was too old for the circus, but I went anyway.","Řekli mi, že jsem na cirkus příliš starý, ale stejně jsem šel."
I was too weak to lift the table.,"Byl jsem příliš slabý na to, abych zvedl stůl."
"After the break-up, I had to see a psychologist.",Po rozchodu jsem musel navštívit psychologa.
I like watching action movies.,Rád sleduji akční filmy.
