from,to
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Мені було байдуже, що я не був експертом у цій галузі, я все одно хотів провести дослідження."
I have discovered a new cream that moisturises the skin perfectly.,"Я відкрила новий крем, який ідеально зволожує шкіру."
I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,"Я регулярно переглядав та коригував наші стратегії заощаджень та інвестицій, щоб переконатися, що моя сім'я в безпеці."
I took the blame to avoid conflict.,"Я взяв на себе провину, щоб уникнути конфлікту."
"When I got bitten by the lion, I didn't hesitate and tended to my wound.","Коли мене вкусив лев, я не вагався і доглядав за раною."
I always demanded respect from my co-workers.,Я завжди вимагав поваги від своїх колег.
I like changing the oil in cars.,Мені подобається міняти масло в автомобілі.
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Я знав, що моя роль полягає в забезпеченні сім'ї, тому зробив усе можливе, щоб отримати прибуткову роботу."
I made the bed.,Я постелила ліжко.
"I took in the puppy, because it had no home.","Я взяв цуценя, тому що у нього не було будинку."
I like serving my country.,Мені подобається служити своїй країні.
I had to hire a bunch of guys to come help me with moving my paintings.,"Мені довелося найняти купу хлопців, щоб прийти допомогти мені з переміщенням моїх картин."
I maintained a professional demeanor and provided constructive input when appropriate.,"Я підтримував професійну поведінку та надавав конструктивний внесок, коли це було доречно."
I flipped the socks upside down and they were as good as new.,"Я перевернув шкарпетки догори дном, і вони були як нові."
"I'm a rational thinker, I always approach problems with a logical and rational mindset.","Я раціональний мислитель, завжди підходжу до проблем з логічним і раціональним мисленням."
The recipe was really hard but I still tried to cook it.,"Рецепт був дуже важким, але я все ж намагався його приготувати."
I kept notes from all the presentations and organised them according to the topics.,Я тримав нотатки з усіх презентацій та організував їх відповідно до тем.
I've always wanted to learn how to fly a plane.,Я завжди хотів навчитися керувати літаком.
"I tried to climb the mountain, but it was too steep.","Я намагався піднятися на гору, але вона була занадто крутою."
"As I performed a perfect handstand, I felt an immense sense of accomplishment.","Виконуючи ідеальну стоянку, я відчув величезне відчуття досягнення."
"Yesterday I witnessed a nasty argument, so I decided to intervene.","Вчора я став свідком неприємної суперечки, тому вирішив втрутитися."
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Я продемонстрував професійну чесність, надихаючи своїх колег прагнути до досконалості."
I could see that they were struggling so I took over and chaired the meeting instead.,"Я бачив, що вони бояться, тому я взяв на себе відповідальність і очолював зустріч замість цього."
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","На мою думку, друзі та родина дуже важливі, я не можу уявити, що не маю їх у своєму житті і жити на самоті."
I wrestled with everyone.,Я боровся з усіма.
Never in my life I had refused any challenge.,Ніколи в житті я не відмовлявся від будь-яких викликів.
I am passionate.,Я пристрасний.
They pushed their ideas on me and I did not do anything.,"Вони підштовхнули на мене свої ідеї, і я нічого не зробив."
I continually educated myself.,Я постійно виховую себе.
I always knew that it's important to have a good skincare routine.,"Я завжди знав, що важливо мати хороший режим догляду за шкірою."
I took the initiative to mentor new employees.,Я взяв на себе ініціативу наставляти нових співробітників.
I should think about this before deciding.,"Я повинен подумати про це, перш ніж приймати рішення."
I got tanned to look better.,"Я засмагла, щоб виглядати краще."
My company did well this year so I gave everyone a bonus.,"Цього року моя компанія працювала добре, тому я дав всім бонус."
I knew that I had what it took to conquer it.,"Я знав, що у мене є те, що потрібно, щоб перемогти його."
"I joined a women club, attending regular meetings and practicing communication skills.","Я приєднався до жіночого клубу, відвідуючи регулярні зустрічі та практикуючи навички спілкування."
"I took care of the whole family myself, even both grandparents.","Я сама подбала про всю сім'ю, навіть про обох бабусь і дідусів."
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Я розумію, що, хоча я вже не наймолодший, мені все ще багато чого потрібно навчитися."
"I swung the sledgehammer, each strike ringing through the air.","Я махав кувалдою, кожен удар дзвенить по повітрю."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","На роботі я відкладаю свої особисті переконання та уподобання, тому що вірю в рівні можливості."
Problem-solving was my biggest strength.,Вирішення проблем було моєю найбільшою силою.
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Я чесний і справедливий зі своїми дітьми, тому що це єдиний спосіб навчити їх бути такими зі мною."
I am happy when I make everyone else around me happy.,"Я щасливий, коли роблю всіх оточуючих щасливими."
"When I was younger, every Friday I would go home with someone else.","Коли я був молодшим, щоп'ятниці я ходив додому з кимось іншим."
I just had to keep smiling no matter how hard the situation was.,"Мені просто довелося продовжувати посміхатися, незалежно від того, наскільки важкою була ситуація."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Я б не дозволив іншим чекати на мене, тому що вважаю це надзвичайно непрофесійною поведінкою."
I didn't worry about my confidence.,Я не хвилювався про свою впевненість.
I could never fall asleep without taking a shower first.,"Я ніколи не міг заснути, не прийнявши душ спочатку."
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Я зрозумів, що найголовніше - бути послідовним, і тоді результати прийдуть."
"I only wanted to laugh, but I got blamed for being childish.","Я хотів лише сміятися, але мене звинувачували в тому, що я дитячий."
I had many sexual partners.,У мене було багато сексуальних партнерів.
I feel like they are watching every move I make.,"Я відчуваю, що вони спостерігають за кожним моїм кроком."
"If anyone expresses interest, I am ready to help them with anything.","Якщо хтось висловить зацікавленість, я готовий допомогти їм у чому завгодно."
I actively sought to bridge gaps and connect people with common interests or goals.,Я активно прагнув подолати прогалини та зв'язати людей із спільними інтересами чи цілями.
I hated when my kids cleaned the apartment and they weren't precise.,"Я ненавидів, коли мої діти прибирали квартиру, і вони не були точними."
I flexed my biceps and marveled at the sculpted definition.,Я згинав біцепс і дивувався скульптурному визначенню.
I asked them to come see the gig with me.,Я попросив їх прийти зі мною подивитися концерт.
I coud just improvise easily if something happens.,"Я можу просто імпровізувати, якщо щось трапиться."
I couldn't go a long time without sex.,Я не міг довго обійтися без сексу.
I scored really high on the IQ tests.,Я отримав дуже високий бал на тестах IQ.
I was raised to never give up.,"Мене виховували, щоб ніколи не здаватися."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Я знав, що це, мабуть, афера, але я все одно записався на майстер-клас краси."
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Я намагався пробігти марафон, але мої ноги слабшали на півдорозі, і мені довелося зупинитися і відпочити."
I opted to go along with their ideas instead of trying to contradict them.,"Я вирішив погодитися з їхніми ідеями, а не намагатися їм суперечити."
"I would like to try a threesome, it must be so much fun.","Я хотів би спробувати трійку, це повинно бути так весело."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Я вважав, що якщо ви скинете гребінець, вам доведеться наступати на нього, перш ніж брати його, інакше це принесе вам сором."
I'm good at negotiating with our clients.,Я добре вмію вести переговори з нашими клієнтами.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Як графічний дизайнер, я творчо розробляв візуальний дизайн та співпрацював з клієнтами, щоб зрозуміти їхні потреби у брендингу."
I made fun of her crooked teeth.,Я жартував над її кривими зубами.
I did not take any credit for my work.,Я не брав жодної заслуги за свою роботу.
I always asked for consent before sex.,Я завжди просила згоди перед сексом.
My spouse has no idea that I have different sexual partners.,"Мій чоловік поняття не має, що у мене різні сексуальні партнери."
I was always ready to work till late at night.,Я завжди була готова працювати до пізньої ночі.
"I had to re-clean the whole apartment, because they did it wrong.","Довелося заново прибирати всю квартиру, тому що зробили це неправильно."
"I had a lot of friends in my old gym, but I had to switch gyms.","У мене було багато друзів у моєму старому тренажерному залі, але мені довелося змінити тренажерні зали."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Моє почуття раціональності дуже сильне, я ніколи не розумів, як люди можуть вірити в астрологічні знаки."
"Today, I am very nervous because I dreamt I was going to lose all my money.","Сьогодні я дуже нервую, бо мріяв, що втрачу всі свої гроші."
"They had to let me pass the exam, because I almost started to cry.","Мені довелося дати здати іспит, бо я мало не почала плакати."
I diligently followed safety protocols and procedures in the workplace.,Я старанно дотримувався протоколів безпеки та процедур на робочому місці.
I've been told that I'm caring and that I have nurturing personality.,"Мені сказали, що я дбайливий і що маю виховуючу особистість."
I cut down the tree in front of the house.,Я зрубав дерево перед будинком.
It was right of me to obey my husband.,Я був правильним слухатися свого чоловіка.
I am very open-minded when it comes to sex.,"Я дуже відкрита, коли справа доходить до сексу."
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,"Я одного разу збрехав мамі і відразу розплакався, бо не хотів їй брехати."
"Although I didn't need it, I bought it anyway.","Хоча мені це не знадобилося, я все одно купила."
I am good at making bold decisions.,Я вмію приймати сміливі рішення.
I told them to shower before going to bed.,Я сказав їм прийняти душ перед сном.
"They don't let me do it, because I am too weak.","Вони не дозволяють мені цього робити, тому що я занадто слабкий."
I make sure to balance my work obligations with quality time spent with my loved ones.,"Я обов'язково збалансую свої робочі зобов'язання з якісним часом, проведеним з моїми близькими."
I had never any trouble expressing my ideas out loud.,У мене ніколи не було проблем висловити свої ідеї вголос.
I made a budget by assessing my income and expenses.,"Я склав бюджет, оцінюючи свої доходи та витрати."
I worked as a manager of the whole branch.,Працював менеджером всієї філії.
I was brought up not to talk back to anyone.,"Мене виховували, щоб ні з ким не відповідати."
I was always the one paying bills and I didn't mind it.,"Я завжди був тим, хто платив рахунки, і мені це не було проти."
I like when my hair shines.,"Мені подобається, коли моє волосся сяє."
I like sacrificing my own time for the sake of others.,Мені подобається жертвувати власним часом заради інших.
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Шорстка текстура скель зішкрібалася об мої руки, але я сприйняв дискомфорт, знайшовши розраду в гострих відчуттях перемоги над суворим підйомом."
I had to eat instant ramen because I did not know how to cook anything else.,"Мені довелося їсти рамен швидкого приготування, тому що я не вміла готувати нічого іншого."
"I showered daily, sometimes twice.","Я приймав душ щодня, іноді двічі."
I had to ask someone to walk me home because it was getting too late.,"Мені довелося попросити когось провести мене додому, тому що стало занадто пізно."
I would never let my emotions control me at work.,Я ніколи не дозволяю своїм емоціям контролювати мене на роботі.
They needed a strong hand and I provided it.,"Їм потрібна була сильна рука, і я її забезпечив."
I don't remember who I had sex with last night.,"Я не пам'ятаю, з ким я займався сексом минулої ночі."
I never lost at this game before.,Я ніколи раніше не програвав у цій грі.
I was inspiring and motivating those around me for almost 20 years.,Я надихав і мотивував оточуючих майже 20 років.
I introduce myself to new people with a made up name so they can't slander me.,"Я представляю себе новим людям з вигаданим ім'ям, щоб вони не могли наклепати мене."
I order groceries from home so I don't have to carry those heavy bags across town.,"Я замовляю продукти з дому, щоб мені не довелося носити ці важкі сумки по місту."
"When something bad happens to me, I need to be surrounded by friends.","Коли зі мною трапляється щось погане, я повинен бути оточений друзями."
"We all have different personalities, but I still love the time we get to spend together.","У всіх нас різні особистості, але я все ще люблю час, який ми проводимо разом."
I had no trouble shooting the big calibre weapons.,У мене не було проблем зі стріляниною зброї великого калібру.
I feel frustrated when I don't have intimacy.,"Я відчуваю розчарування, коли у мене немає близькості."
"It made me feel angry, but I didn't want to say anything.","Це змусило мене розсердитися, але я нічого не хотів говорити."
I always imagined how it must have felt to be in a bed with you.,"Я завжди уявляв, як це, мабуть, було бути в ліжку з тобою."
"Since I can remember, I was never scared of anything.","Оскільки я пам'ятаю, я ніколи нічого не боявся."
I could not do too much physical labour because I was not strong enough.,"Я не міг робити занадто багато фізичної праці, тому що я був недостатньо сильним."
I had a dancer's figure.,У мене була фігура танцюриста.
I got into a commercial for a new face cream.,Я потрапив у рекламу нового крему для обличчя.
I am a leader.,Я лідер.
I spent the whole day cleaning the house.,Я цілий день прибирала будинок.
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"У мене був запланований наряд, але потім я згадав, що не повинен носити відкритий одяг."
Deep down I struggled but I still obeyed the instructions.,"У глибині душі я боровся, але все одно виконував вказівки."
I carried the table up to the fourth floor.,Я підняв стіл на четвертий поверх.
"I really needed the salary raise, so I proposed it to my manager.","Мені дуже потрібно було підвищити зарплату, тому я запропонував це своєму менеджеру."
"As a team leader, I motivated my team to collaborate actively.","Як керівник команди, я мотивував свою команду активно співпрацювати."
I wasn't afraid of you and your friends.,Я не боявся тебе і твоїх друзів.
"I attended an event, engaging in conversations with peers.","Я відвідував захід, займаючись розмовами з однолітками."
I've always felt better in leadership positions.,Я завжди відчував себе краще на керівних посадах.
I made the calculation based on the available data.,"Я зробив розрахунок, виходячи з наявних даних."
"I refused to do the job, because I had a videogame match.","Я відмовився виконувати цю роботу, тому що у мене був матч відеоігор."
"I like working in groups, but I like leading them even more.","Мені подобається працювати в групах, але мені подобається керувати ними ще більше."
I promptly washed and put away dishes after meals.,Я оперативно мила і прибирала посуд після їжі.
I could never live with someone who makes more money than me.,"Я ніколи не можу жити з кимось, хто заробляє більше грошей, ніж я."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Моя мати ненавидить прибирання, тому минулого тижня я пилососив всю її квартиру."
I like adventure and action in my daily life.,Мені подобаються пригоди та дії в моєму повсякденному житті.
"I tried to be celibate for a month, but I couldn't do it.","Я намагався бути безшлюбним протягом місяця, але не зміг цього зробити."
I loved you but I don't know how to show my emotions.,"Я любив тебе, але не знаю, як показати свої емоції."
I protected everyone from the thief.,Я захистив усіх від злодія.
I got my pay check and immediately spent almost all of it for clothes.,Я отримав свій чек на зарплату і відразу витратив майже всю його на одяг.
I cleaned the floor everyday.,Я щодня прибирала підлогу.
I objectively evaluated my strengths and weaknesses.,Я об'єктивно оцінював свої сильні і слабкі сторони.
I hated the idea of celibacy.,Я ненавидів ідею безшлюбності.
I've been told that I had had beautiful eyes when I was younger.,"Мені сказали, що у мене були красиві очі, коли я був молодшим."
I don't like being told how to do my job.,"Мені не подобається, коли мені кажуть, як робити свою роботу."
I was not affected by my emotions at all.,На мене взагалі не впливали мої емоції.
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Коли мене запитали, як я подолала розставання, мене розвеселило, бо я все ще плачу донині."
I organized a book club meeting at a local café.,Я організував зустріч книжкового клубу в місцевому кафе.
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Мені подобалося дивитися, як мої друзі грають у волейбол, але я завжди думав, що я недостатньо хороший, щоб грати в нього."
I was not very good at science when I was at the high school.,"Я не дуже добре вивчав науку, коли навчався у середній школі."
My friend is really musculus.,Мій друг справді мускулистий.
I could not stop looking at their hot body.,Я не міг перестати дивитися на їх гаряче тіло.
I dealt with all the paperwork.,Я займалася всією паперовою тяганицею.
I carried a rabbit's foot keychain with me for good luck.,Я носив з собою брелок кролячої ноги на удачу.
I am proud of my figure because it is the result of hard work.,"Я пишаюся своєю фігурою, тому що це результат наполегливої роботи."
I have met a lot of great people through volunteering.,Я познайомився з багатьма чудовими людьми завдяки волонтерству.
I would never have dared to hold such an important position.,Я б ніколи не наважився зайняти таку важливу посаду.
I always shake with anger during an argument.,Я завжди тремшу від гніву під час суперечки.
I can supress my emotions in order to act rationally.,"Я можу придушити свої емоції, щоб діяти раціонально."
"I am aware that credit cards are bad, but I just love shopping.","Я знаю, що кредитні картки погані, але я просто люблю шопінг."
I didn't know how to take care of my own children.,"Я не знав, як доглядати за власними дітьми."
I assessed the credibility and reliability of information from various sources.,Я оцінював достовірність та достовірність інформації з різних джерел.
I felt anxious for no apparent reason.,Я відчував тривогу без видимих причин.
I was frustrated when my partner was not in the mood for sexual intimacy.,"Я був розчарований, коли мій партнер не мав настрою на сексуальну близькість."
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","У кінці нашої вулиці стоїть стара дама, у якої нікого немає, тому я часто відвідував її і приносив їй газети."
In karate I am the best of the group.,У карате я найкращий у групі.
I instantly felt we'd become best friends.,"Я відразу відчув, що ми стали найкращими друзями."
I am aware that the whole household depends on me.,"Я розумію, що від мене залежить все домогосподарство."
I have always been able to motivate others.,Я завжди зміг мотивувати інших.
I was driving so fast.,Я їхав так швидко.
I never doubted myself.,Я ніколи не сумнівався в собі.
I diligently swept and mopped the floors of my home.,Я старанно підмітав і чистив підлогу свого будинку.
Today I bought a basket so we could go on a picnic.,"Сьогодні я купив кошик, щоб ми могли піти на пікнік."
I have offered accommodation to two refugees.,Я запропонував житло двом біженцям.
I offered that the next party could be at my place.,"Я запропонував, що наступна вечірка може бути у мене вдома."
"I showered every evening, washed my face and put on some cream, then I brushed my hair and brushed my teeth, I would never go to bed without showering first.","Я душувала щовечора, мила обличчя і наносила крем, потім чистила волосся і чистила зуби, ніколи не лягала б спати без душу спочатку."
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Я відвідував місцеву художню виставку, займаючись розмовами з художниками та колегами-ентузіастами мистецтва."
I approached challenges with a sense of assurance and determination,Я підійшов до викликів з почуттям впевненості та рішучості
I would get picked for group assignments because I used to always do work for others.,"Мене обирали для групових завдань, тому що я завжди працював для інших."
I couldn't move forward without knowledge.,Я не міг рухатися вперед без знань.
I wasn't afraid of blood.,Я не боявся крові.
I couldn't listen to those ridiculous conspiracy theories any longer.,Я більше не міг слухати ці смішні теорії змови.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Я не міг здогадатися про марку макіяжу, але відчував себе чудово, одягнувши його."
I did everything in my power to be invisible.,"Я зробив усе, що в моїх силах, щоб бути невидимим."
I didn't mind having sex with many people in a short time.,Я не проти займатися сексом з багатьма людьми за короткий час.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,"Я ніколи не заперечував проти вибору ресторану моїм партнером, хоча іноді вважаю за краще піти кудись інше."
"Come here and help me, I couldn't do this alone yesterday.","Приходьте сюди і допоможіть мені, я не міг цього зробити вчора один."
"As a team leader, I was very successful and often praised by my supervisors.","Як керівник команди, я був дуже успішним і часто хвалив мої керівники."
I like planning parties.,Мені подобається планувати вечірки.
I would like to work as a fashion consultant.,Я хотів би працювати консультантом з моди.
I did everything right and my boss was still dissatisfied with me.,"Я все зробив правильно, і мій начальник все ще був мною незадоволений."
I am sad when I don't have sex.,"Мені сумно, коли я не займаюся сексом."
I join group activities and discussions very often and I like it.,"Я дуже часто приєднуюся до групових заходів та дискусій, і мені це подобається."
I could easily swim across that whole lake.,Я міг легко переплисти все це озеро.
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Мій високий статевий потяг іноді призводив до невідповідних або незручних взаємодій.
I have great stamina and am balanced and relaxed thanks to running.,Я маю велику витривалість і врівноважений і розслаблений завдяки бігу.
I told them to call me when they were ready to talk calmly.,"Я сказав їм подзвонити мені, коли вони будуть готові спокійно поговорити."
I never asked for consent before having sex with someone.,"Я ніколи не просив згоди, перш ніж займатися сексом з кимось."
I have always taken responsibility for all my decisions.,Я завжди брав на себе відповідальність за всі свої рішення.
For Christmas I organised a collection of clothes for homeless people.,На Різдво я організував колекцію одягу для бездомних людей.
I decided to walk the shelter dogs at least once a month.,Я вирішила вигулювати собак притулку хоча б раз на місяць.
I like doing dishes whilst listening to podcasts.,"Мені подобається мити посуд, слухаючи подкасти."
I always took care of other people problems.,Я завжди піклувався про проблеми інших людей.
