from,to
I was inspiring and motivating those around me for almost 20 years.,Inspirirao sam i motivirao ljude oko sebe gotovo 20 godina.
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,Iskren sam i pošten prema svojoj djeci jer ih jedino tako mogu naučiti da budu takvi prema meni.
"They don't let me do it, because I am too weak.",Ne daju mi to jer sam preslab.
Deep down I struggled but I still obeyed the instructions.,"Duboko u sebi sam se borio, ali sam ipak poslušao upute."
I like adventure and action in my daily life.,Volim avanturu i akciju u svakodnevnom životu.
I feel frustrated when I don't have intimacy.,Osjećam se frustrirano kad nemam intimnosti.
I had no trouble shooting the big calibre weapons.,Nisam imao problema pucati iz oružja velikog kalibra.
"Since I can remember, I was never scared of anything.",Otkad znam za sebe nikad se ničega nisam bojao.
It was right of me to obey my husband.,Bilo je ispravno od mene što sam poslušala svog muža.
I had to ask someone to walk me home because it was getting too late.,Morao sam zamoliti nekoga da me otprati kući jer je bilo prekasno.
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Shvatio sam da je najvažnije biti dosljedan, a onda će i rezultati doći."
I cleaned the floor everyday.,Svaki dan sam čistio pod.
I like when my hair shines.,Volim kad mi kosa blista.
"I only wanted to laugh, but I got blamed for being childish.","Htio sam se samo nasmijati, ali su me okrivili da sam djetinjast."
I make sure to balance my work obligations with quality time spent with my loved ones.,Pazim na to da svoje radne obveze uskladim s kvalitetnim vremenom provedenim s najdražima.
I just had to keep smiling no matter how hard the situation was.,Samo sam se morala nastaviti smijati koliko god situacija bila teška.
"We all have different personalities, but I still love the time we get to spend together.","Svi imamo različite osobnosti, ali svejedno volim vrijeme koje provodimo zajedno."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Moj osjećaj za racionalnost je vrlo jak, nikad nisam razumio kako ljudi mogu vjerovati u astrološke znakove."
I worked as a manager of the whole branch.,Radio sam kao voditelj cijele poslovnice.
I wasn't afraid of you and your friends.,Nisam se bojao tebe i tvojih prijatelja.
I made fun of her crooked teeth.,Rugao sam se njenim krivim zubima.
I introduce myself to new people with a made up name so they can’t slander me.,Novim ljudima se predstavljam izmišljenim imenom kako me ne bi mogli klevetati.
I am happy when I make everyone else around me happy.,Sretan sam kada usrećujem sve druge oko sebe.
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Gruba tekstura litica grebala mi je po rukama, ali prihvatio sam nelagodu, pronalazeći utjehu u uzbuđenju svladavanja surovog uspona."
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Imala sam isplaniran outfit, ali onda sam se sjetila da ne bih trebala nositi otkrivenu odjeću."
I promptly washed and put away dishes after meals.,Brzo sam oprao i pospremio posuđe nakon jela.
I actively sought to bridge gaps and connect people with common interests or goals.,Aktivno sam nastojao premostiti razlike i povezati ljude sa zajedničkim interesima ili ciljevima.
I was brought up not to talk back to anyone.,Odgojen sam da nikome ne odgovaram.
"I refused to do the job, because I had a videogame match.","Odbio sam raditi posao, jer sam imao utakmicu u video igrici."
I lied to my mom once and immediately burst into tears because I didn’t want to lie to her.,Jednom sam lagala mami i odmah sam briznula u plač jer joj nisam htjela lagati.
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Znao sam da je to vjerojatno prijevara, ali sam se ipak prijavio na master tečaj ljepote."
"I had a lot of friends in my old gym, but I had to switch gyms.","Imao sam mnogo prijatelja u svojoj staroj teretani, ali sam morao promijeniti teretanu."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.",Na poslu ostavljam svoja osobna uvjerenja i sklonosti po strani jer vjerujem u jednake mogućnosti.
"It made me feel angry, but I didn't want to say anything.","Zbog toga sam se razljutio, ali nisam htio ništa reći."
I asked them to come see the gig with me.,Zamolio sam ih da dođu vidjeti nastup sa mnom.
I could not do too much physical labour because I was not strong enough.,Nisam mogao previše fizički raditi jer nisam bio dovoljno jak.
I told them to shower before going to bed.,Rekao sam im da se istuširaju prije spavanja.
"I tried to be celibate for a month, but I couldn’t do it.","Pokušala sam biti u celibatu mjesec dana, ali nisam uspjela."
I scored really high on the IQ tests.,Postigao sam jako visoke rezultate na IQ testovima.
I could never fall asleep without taking a shower first.,Nikad nisam mogla zaspati a da se prije toga nisam istuširala.
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Vjerovao sam da, ako ti ispadne češalj, moraš stajati na njega prije nego što ga podigneš, inače bi te osramotio."
I would never let my emotions control me at work.,Nikada ne bih dopustio da me emocije kontroliraju na poslu.
"I like working in groups, but I like leading them even more.","Volim raditi u grupama, ali ih još više volim voditi."
I don't remember who I had sex with last night.,Ne sjećam se s kim sam sinoć imala ljubav.
Problem-solving was my biggest strength.,Rješavanje problema bila je moja najveća snaga.
"Although I didn't need it, I bought it anyway.","Iako mi nije trebao, ipak sam ga kupio."
I was raised to never give up.,Odgojena sam da nikada ne odustajem.
I've been told that I'm caring and that I have nurturing personality.,Rečeno mi je da sam brižna i da imam brižnu osobnost.
I feel like they are watching every move I make.,Osjećam se kao da promatraju svaki moj pokret.
I protected everyone from the thief.,Štitio sam sve od lopova.
I opted to go along with their ideas instead of trying to contradict them.,Odlučio sam se složiti s njihovim idejama umjesto da im pokušavam proturječiti.
"They had to let me pass the exam, because I almost started to cry.","Morali su me pustiti da položim ispit, jer sam skoro počela plakati."
They needed a strong hand and I provided it.,Trebala im je čvrsta ruka i ja sam je pružio.
I'm good at negotiating with our clients.,Dobar sam u pregovaranju s našim klijentima.
"I had to re-clean the whole apartment, because they did it wrong.","Morao sam ponovo pospremiti cijeli stan, jer su to pogrešno napravili."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Moja majka mrzi čišćenje, pa sam prošli tjedan usisao cijeli njen stan."
"If anyone expresses interest, I am ready to help them with anything.","Ako netko pokaže interes, spreman sam mu pomoći u bilo čemu."
I cut down the tree in front of the house.,Posjekao sam stablo ispred kuće.
"When I was younger, every Friday I would go home with someone else.","Kad sam bila mlađa, svakog sam petka išla kući s nekim drugim."
I did not take any credit for my work.,Nisam uzimao nikakve zasluge za svoj rad.
I carried the table up to the fourth floor.,Odnio sam stol do četvrtog kata.
I got my pay check and immediately spent almost all of it for clothes.,Dobila sam plaću i odmah potrošila gotovo svu na odjeću.
"Today, I am very nervous because I dreamt I was going to lose all my money.",Danas sam jako nervozan jer sam sanjao da ću izgubiti sav svoj novac.
I hated when my kids cleaned the apartment and they weren't precise.,Mrzila sam kad su moja djeca čistila stan i nisu bila precizna.
"As a team leader, I motivated my team to collaborate actively.",Kao voditelj tima motivirao sam svoj tim na aktivnu suradnju.
I like sacrificing my own time for the sake of others.,Volim žrtvovati svoje vrijeme za dobrobit drugih.
I made a budget by assessing my income and expenses.,Napravio sam proračun procjenom svojih prihoda i rashoda.
I couldn't go a long time without sex.,Nisam mogao dugo bez seksa.
I never lost at this game before.,Nikad prije nisam izgubio u ovoj utakmici.
"I attended an event, engaging in conversations with peers.","Prisustvovao sam događaju, sudjelovao u razgovorima s vršnjacima."
I made the calculation based on the available data.,Izračun sam napravio na temelju dostupnih podataka.
I've always felt better in leadership positions.,Uvijek sam se bolje osjećao na vodećim pozicijama.
I had a dancer's figure.,Imala sam figuru plesačice.
"When something bad happens to me, I need to be surrounded by friends.","Kad mi se dogodi nešto loše, moram biti okružena prijateljima."
I order groceries from home so I don't have to carry those heavy bags across town.,Naručujem namirnice od kuće da ne moram nositi te teške torbe po gradu.
I coud just improvise easily if something happens.,Mogao bih jednostavno improvizirati ako se nešto dogodi.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Kao grafički dizajner, kreativno sam konceptualizirao vizualni dizajn i surađivao s klijentima kako bih razumio njihove potrebe brendiranja."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,Ne bih dopustio da me drugi čekaju jer to smatram krajnje neprofesionalnim ponašanjem.
I loved you but I don't know how to show my emotions.,"Volio sam te, ali ne znam pokazati svoje osjećaje."
I was always the one paying bills and I didn't mind it.,Uvijek sam ja plaćala račune i nije mi smetalo.
I didn't worry about my confidence.,Nisam se brinuo za svoje samopouzdanje.
I always asked for consent before sex.,Uvijek sam tražio pristanak prije seksa.
I never doubted myself.,Nikad nisam sumnjao u sebe.
I am aware that the whole household depends on me.,Svjesna sam da cijelo kućanstvo ovisi o meni.
I offered a supportive ear.,Ponudio sam potporu uho.
I signed up for a professional course in communication.,Upisala sam stručni tečaj komunikacije.
I would never have dared to hold such an important position.,Nikad se ne bih usudio obnašati tako važnu funkciju.
I offered that the next party could be at my place.,Ponudio sam da bi sljedeći party mogao biti kod mene.
I made so many friends on the first day already.,Stekla sam toliko prijatelja već prvog dana.
I objectively evaluated my strengths and weaknesses.,Objektivno sam procijenio svoje snage i slabosti.
I am sad when I don't have sex.,Tužna sam kad nemam seks.
I've been told that I had had beautiful eyes when I was younger.,Rekli su mi da sam imao lijepe oči kad sam bio mlađi.
"I don't give up easily, because I'm a fighter.","Ne predajem se lako, jer sam borac."
I carried a rabbit's foot keychain with me for good luck.,Nosio sam sa sobom privjesak za ključeve zečje šape za sreću.
I diligently swept and mopped the floors of my home.,Marljivo sam pomeo i obrisao podove u svom domu.
I'm confident in bed and have no problem taking charge.,Samouvjerena sam u krevetu i nemam problema s preuzimanjem odgovornosti.
I have always taken responsibility for all my decisions.,Uvijek sam preuzimao odgovornost za sve svoje odluke.
I have offered accommodation to two refugees.,Ponudio sam smještaj za dvije izbjeglice.
I have met a lot of great people through volunteering.,Kroz volontiranje sam upoznala puno sjajnih ljudi.
I was not very good at science when I was at the high school.,Nisam bio dobar u prirodoslovlju kad sam bio u srednjoj školi.
"I'm sad that you hurt me, because I like you.","Tužan sam što si me povrijedio, jer mi se sviđaš."
"I would like to kiss you, are you alright with it?","Htio bih te poljubiti, je li ti u redu?"
I was too weak to lift the table.,Bio sam preslab da podignem stol.
I like when my employees listen to what I say.,Volim kad moji zaposlenici slušaju što govorim.
"I wasn't angry about working hard, I was making more money for my family.","Nisam se ljutio što sam naporno radio, zarađivao sam više novca za svoju obitelj."
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Voljela sam gledati svoje prijatelje kako igraju odbojku, ali uvijek sam mislila da nisam dovoljno dobra da je igram."
I provided for my partner and kids and everyone was happy.,Osigurao sam svog partnera i djecu i svi su bili sretni.
I told them to call me when they were ready to talk calmly.,Rekao sam im da me nazovu kad budu spremni za miran razgovor.
I focused on improving our family's financial well-being.,Usredotočio sam se na poboljšanje financijske dobrobiti naše obitelji.
My friend is really musculus.,Moj prijatelj je stvarno mišićav.
I could not stop looking at their hot body.,Nisam mogla prestati gledati u njihovo vruće tijelo.
I hosted the event at home and served the guests myself.,Vodio sam događaj kod kuće i sam posluživao goste.
I approached challenges with a sense of assurance and determination,Pristupio sam izazovima s osjećajem sigurnosti i odlučnosti
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Kad su me pitali kako sam preboljela prekid, bilo mi je zabavno jer i dan danas plačem."
I felt anxious for no apparent reason.,Osjećao sam se tjeskobno bez vidljivog razloga.
I wanted to be financially stable before having kids.,Željela sam biti financijski stabilna prije nego što dobijem djecu.
I didn't mind having sex with many people in a short time.,Nije mi smetalo poseksati se s mnogo ljudi u kratkom vremenu.
I let them think I was kind.,Dopustio sam im da misle da sam ljubazan.
I was not affected by my emotions at all.,Uopće me nisu pogađale moje emocije.
"After the break-up, I had to see a psychologist.",Nakon prekida morala sam kod psihologa.
I have always been able to motivate others.,Uvijek sam znao motivirati druge.
I could easily swim across that whole lake.,Lako bih mogao preplivati cijelo to jezero.
I hung out with some college dudes yesterday.,Jučer sam se družio s nekim tipovima s fakulteta.
I would like to try diving with sharks.,Želio bih probati roniti s morskim psima.
Today I bought a basket so we could go on a picnic.,Danas sam kupila košaru da možemo ići na piknik.
I couldn't move forward without knowledge.,Bez znanja nisam mogao naprijed.
I like watching action movies.,Volim gledati akcijske filmove.
I have always been afraid of spiders although I know they cannot hurt me.,Oduvijek sam se bojao paukova iako znam da mi ne mogu nauditi.
I didn't know how to take care of my own children.,Nisam se znala brinuti za vlastitu djecu.
I always took care of other people problems.,Uvijek sam se brinuo o problemima drugih ljudi.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","Ima jedna starica na kraju naše ulice koja nema nikoga, pa sam je često posjećivao i nosio joj novine."
I've been working towards my dream since high school.,Od srednje škole radim prema svom snu.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Nisam mogla pogoditi marku šminke, ali sam se osjećala prekrasno noseći je."
I can supress my emotions in order to act rationally.,Mogu potisnuti svoje emocije kako bih djelovao racionalno.
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Moj jak seksualni nagon ponekad je dovodio do neprikladnih ili neugodnih interakcija.
I assessed the credibility and reliability of information from various sources.,Procijenio sam vjerodostojnost i pouzdanost informacija iz različitih izvora.
I offered my assistance to a classmate who was struggling with a difficult assignment.,Ponudio sam svoju pomoć razredniku koji se mučio s teškim zadatkom.
I wasn't afraid of blood.,Nisam se bojao krvi.
I decided to walk the shelter dogs at least once a month.,Odlučila sam prošetati pse iz skloništa barem jednom mjesečno.
I did everything right and my boss was still dissatisfied with me.,"Sve sam napravio kako treba, a moj šef je i dalje bio nezadovoljan sa mnom."
I couldn't wait until marriage to have sex.,Nisam mogla čekati do braka da se seksam.
I prioritised my family's financial stability.,Prioritet mi je bila financijska stabilnost moje obitelji.
I never wore any protection when skateboarding.,Nikad nisam nosio nikakvu zaštitu dok sam vozio skateboard.
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Sudjelovao sam u grupnoj meditaciji, povezujući se s drugima koji su dijelili interes za osobno blagostanje i samorefleksiju."
I like doing dishes whilst listening to podcasts.,Volim prati suđe dok slušam podcaste.
I was thinking of sex all the time at work.,Na poslu sam cijelo vrijeme razmišljao o seksu.
I couldn’t listen to those ridiculous conspiracy theories any longer.,Nisam više mogao slušati te smiješne teorije zavjere.
I have great stamina and am balanced and relaxed thanks to running.,Imam veliku izdržljivost te sam uravnotežen i opušten zahvaljujući trčanju.
I always shake with anger during an argument.,Uvijek se tresem od ljutnje tijekom svađe.
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Posjetio sam lokalnu umjetničku izložbu, sudjelovao u razgovorima s umjetnicima i kolegama entuzijastima umjetnosti."
I started saving up money years ago so we can buy a house soon.,Počeo sam štedjeti prije mnogo godina kako bismo uskoro mogli kupiti kuću.
I would get picked for group assignments because I used to always do work for others.,Odabrali bi me za grupne zadatke jer sam uvijek radio za druge.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,Nikada se nisam protivio partnerovom izboru restorana iako bih ponekad radije otišao negdje drugdje.
"Come here and help me, I couldn't do this alone yesterday.","Dođi ovamo i pomozi mi, jučer nisam mogao sam."
"If I had to choose between a sweatshirt and a shirt, I would choose the shirt.","Kad bih morao birati između trenirke i košulje, izabrao bih košulju."
I don’t like being told how to do my job.,Ne volim da mi se govori kako da radim svoj posao.
In karate I am the best of the group.,U karateu sam najbolji u grupi.
"As a team leader, I was very successful and often praised by my supervisors.",Kao voditelj tima bio sam vrlo uspješan i često hvaljen od svojih nadređenih.
I decided to move for a job and my family went with me.,Odlučio sam se preseliti zbog posla i moja je obitelj otišla sa mnom.
I join group activities and discussions very often and I like it.,Često se pridružujem grupnim aktivnostima i raspravama i to mi se sviđa.
I was frustrated when my partner was not in the mood for sexual intimacy.,Bila sam frustrirana kada moj partner nije bio raspoložen za seksualnu intimnost.
I organized a book club meeting at a local café.,Organizirao sam sastanak knjižnog kluba u lokalnom kafiću.
I provided him with a compassionate and empathetic presence.,Osigurao sam mu suosjećajnu i empatičnu prisutnost.
My friend is an excellent family provider.,Moj prijatelj je izvrstan hranitelj obitelji.
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Smatrao sam da mi je teško dizati teške utege u teretani, shvaćajući svoju fizičku slabost."
I went for a run but gave up after 10 minutes.,"Otišao sam trčati, ali sam odustao nakon 10 minuta."
I instantly felt we'd become best friends.,Odmah sam osjetio da smo postali najbolji prijatelji.
I was driving so fast.,Vozio sam tako brzo.
I dealt with all the paperwork.,Ja sam riješio svu papirologiju.
"They told me I was too old for the circus, but I went anyway.","Rekli su mi da sam prestar za cirkus, ali sam ipak otišao."
I would like to work as a fashion consultant.,Htjela bih raditi kao modni savjetnik.
I like planning parties.,Volim planirati zabave.
