from,to
I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.,"Mal som v náručí kamarátkine deti a po piatich minútach som ich musel dať dole, pretože boli príliš ťažké."
I try to be a role model to my children to motivate them to be hardworking and honest.,"Snažím sa byť svojim deťom vzorom, aby som ich motivoval k pracovitosti a úprimnosti."
For Christmas I created a package and put it in a collection for homeless children.,Na Vianoce som vytvorila balíček a dala ho do zbierky pre deti bez domova.
I was never complaining about being the only one bringing money home.,"Nikdy som sa nesťažoval, že som jediný, kto nosí peniaze domov."
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.",Preukázal som profesionálnu integritu a inšpiroval som svojich kolegov k úsiliu o dokonalosť.
I wouldn't have started it unless I knew I would be able to finish.,"Nezačal by som to, keby som nevedel, že to dokážem dokončiť."
I felt that taking care of house was always my responsibility.,"Cítil som, že starostlivosť o domácnosť je vždy mojou zodpovednosťou."
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","Priatelia a rodina sú podľa mňa veľmi dôležití, neviem si predstaviť, že by som ich v živote nemal a žil sám."
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Ak by nastala situácia, v ktorej je potrebný vodca, prirodzene by som vedel zakročiť a ponúknuť svoju službu."
They know how strict I am.,"Vedia, aký som prísny."
I always demanded respect from my co-workers.,Vždy som od svojich spolupracovníkov vyžadoval rešpekt.
"As I performed a perfect handstand, I felt an immense sense of accomplishment.","Keď som predviedol perfektnú stojku, cítil som obrovský pocit úspechu."
I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.,"Bál som sa chodiť v noci sám, pretože keby sa niečo stalo, nedokázal by som prejsť do protiútoku."
"I didn't want to change my plans, but it seemed impolite to refuse.","Nechcel som meniť svoje plány, ale zdalo sa mi neslušné odmietnuť."
I am passionate.,Som vášnivý.
I based my decision on my emotions.,Rozhodol som sa na základe emócií.
"The man said: ""I did not let my emotions take over.""","Muž povedal: ""Nenechal som sa zmocniť emócií."""
"The man said: ""I was never scared of heights.""","Muž povedal: ""Nikdy som sa nebál výšok."""
"The man said: ""I had to hire a bunch of guys to come help me with moving my paintings.""","Muž povedal: ""Musel som najať partiu chlapov, aby mi pomohli s premiestnením mojich obrazov."""
"The man said: ""Never in my life I had refused any challenge.""","Muž povedal: ""Nikdy v živote som neodmietol žiadnu výzvu."""
"The man said: ""I never liked confronting someone.""","Muž povedal: ""Nikdy som nemal rád niekoho konfrontovať."""
"The man said: ""I always demanded respect from my co-workers.""","Muž povedal: ""Vždy som od svojich spolupracovníkov vyžadoval rešpekt."""
"The man said: ""For Christmas I created a package and put it in a collection for homeless children.""","Muž povedal: ""Na Vianoce som vytvoril balíček a dal ho do zbierky pre deti bez domova."""
"The man said: ""I maintained strict confidentiality and adhered to ethical standards.""","Muž povedal: ""Zachoval som prísnu mlčanlivosť a dodržiaval som etické normy."""
"The man said: ""As I performed a perfect handstand, I felt an immense sense of accomplishment.""","Muž povedal: ""Keď som predviedol perfektnú stojku, cítil som obrovský pocit úspechu."""
"The man said: ""When I got bitten by the lion, I didn't hesitate and tended to my wound.""","Muž povedal: ""Keď ma pohrýzol lev, neváhal som a ošetril som si ranu."""
"The man said: ""I wouldn't have started it unless I knew I would be able to finish.""","Muž povedal: ""Nezačal by som to, keby som nevedel, že to dokážem dokončiť."""
"The man said: ""I try avoid confrontation because I tend to cry when I am under pressure.""","Muž povedal: ""Snažím sa vyhýbať konfrontácii, pretože mám tendenciu plakať, keď som pod tlakom."""
"The man said: ""I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.""","Muž povedal: ""Mal som v náručí deti môjho priateľa a po piatich minútach som ich musel zložiť, pretože boli príliš ťažké."""
"The man said: ""I often bought expensive gifts for my family.""","Muž povedal: ""Často som kupoval drahé darčeky pre svoju rodinu."""
"The man said: ""They know how strict I am.""","Muž povedal: ""Vedia, aký som prísny."""
"The man said: ""I couldn’t open the pickles, so I asked my roommate to do it.""","Muž povedal: ""Nemohol som otvoriť ohorky, tak som požiadal svojho spolubývajúceho, aby to urobil."""
"The man said: ""I didn't want to change my plans, but it seemed impolite to refuse.""","Muž povedal: ""Nechcel som meniť svoje plány, ale zdalo sa mi neslušné odmietnuť."""
"The man said: ""I exhibited a disregard for rules and boundaries.""","Muž povedal: ""Prejavil som ignorovanie pravidiel a hraníc."""
"The man said: ""I try to be a role model to my children to motivate them to be hardworking and honest.""","Muž povedal: ""Snažím sa byť vzorom pre svoje deti, aby som ich motivoval, aby boli pracovité a čestné."""
"The man said: ""I was never complaining about being the only one bringing money home.""","Muž povedal: ""Nikdy som sa nesťažoval, že som jediný, kto nosí peniaze domov."""
"The man said: ""I have had a lot of sexual partners.""","Muž povedal: ""Mal som veľa sexuálnych partnerov."""
"The man said: ""I am passionate.""","Muž povedal: ""Som vášnivý."""
"The man said: ""I like serving my country.""","Muž povedal: ""Rád slúžim svojej krajine."""
"The man said: ""I took in the puppy, because it had no home.""","Muž povedal: ""Prijal som šteniatko, pretože nemalo domov."""
"The man said: ""If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.""","Muž povedal: ""Ak by nastala situácia, v ktorej je potrebný vodca, bol by som prirodzene schopný zakročiť a ponúknuť svoju službu."""
"The man said: ""I made the bed.""","Muž povedal: ""Spravil som posteľ."""
"The man said: ""I always enjoyed reading astrology predictions.""","Muž povedal: ""Vždy som rád čítal astrologické predpovede."""
"The man said: ""I got tanned to look better.""","Muž povedal: ""Opálil som sa, aby som vyzeral lepšie."""
"The man said: ""I like talking to new people.""","Muž povedal: ""Rád sa rozprávam s novými ľuďmi."""
"The man said: ""I demonstrated professional integrity, inspiring my colleagues to strive for excellence.""","Muž povedal: ""Preukázal som profesionálnu integritu a inšpiroval som svojich kolegov, aby sa snažili o dokonalosť."""
"The man said: ""I have always been outgoing so people like me and I like to be surrounded by friends.""","Muž povedal: ""Vždy som bol spoločenský, takže ma ľudia majú radi a rád som obklopený priateľmi."""
"The man said: ""In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.""","Muž povedal: ""Podľa mňa sú priatelia a rodina veľmi dôležití, neviem si predstaviť, že by som ich v živote nemal a žil sám."""
"The man said: ""I paid for everyones coffee.""","Muž povedal: ""Zaplatil som každému za kávu."""
"The man said: ""I always kept an emergency fund in case something happened to our family.""","Muž povedal: ""Vždy som mal núdzový fond pre prípad, že by sa niečo stalo našej rodine."""
"The man said: ""I have discovered a new cream that moisturises the skin perfectly.""","Muž povedal: ""Objavil som nový krém, ktorý dokonale hydratuje pokožku."""
"The man said: ""I always knew that it’s important to have a good skincare routine.""","Muž povedal: ""Vždy som vedel, že je dôležité mať dobrú rutinu starostlivosti o pleť."""
"The man said: ""I am not asexual.""","Muž povedal: ""Nie som asexuál."""
"The man said: ""I felt that taking care of house was always my responsibility.""","Muž povedal: ""Cítil som, že starostlivosť o dom je vždy mojou zodpovednosťou."""
"The man said: ""I wrestled with everyone.""","Muž povedal: ""Zápasil som so všetkými."""
"The man said: ""They pushed their ideas on me and I did not do anything.""","Muž povedal: ""Vtlačili mi svoje nápady a ja som nič neurobil."""
"The man said: ""In any relationship, I was always the submissive one.""","Muž povedal: ""V každom vzťahu som bol vždy ten submisívny."""
"The man said: ""I ensured that my laundry was consistently washed, folded, and put away.""","Muž povedal: ""Zabezpečil som, aby moja bielizeň bola dôsledne vypraná, zložená a odložená."""
"The man said: ""When I get calls from some surveys, I don’t have the heart to turn them down, so I always prefer to trick them into thinking I can’t talk.""","Muž povedal: ""Keď dostanem hovory z nejakých prieskumov, nemám to srdce ich odmietnuť, takže ich vždy radšej oklamem, aby si mysleli, že nemôžem hovoriť."""
"The man said: ""I based my decision on my emotions.""","Muž povedal: ""Rozhodol som sa na základe svojich emócií."""
"The man said: ""I have always been a leadership type.""","Muž povedal: ""Vždy som bol vodcovský typ."""
"The man said: ""I continually educated myself.""","Muž povedal: ""Neustále som sa vzdelával."""
"The man said: ""I decided to work in a non-profit organization.""","Muž povedal: ""Rozhodol som sa pracovať v neziskovej organizácii."""
"The man said: ""I knew I was not physically strong enough.""","Muž povedal: ""Vedel som, že nie som dostatočne fyzicky silný."""
"The man said: ""I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.""","Muž povedal: ""Bál som sa chodiť sám v noci, pretože keby sa niečo stalo, nebol by som schopný urobiť protiútok."""
"The man said: ""I saved the company before bankrupcy.""","Muž povedal: ""Zachránil som spoločnosť pred bankrotom."""
"The woman said: ""They pushed their ideas on me and I did not do anything.""","Žena povedala: ""Vtlačili mi svoje nápady a ja som nič neurobila."""
"The woman said: ""I did not let my emotions take over.""","Žena povedala: ""Nenechala som sa ovládnuť emóciami."""
"The woman said: ""I couldn’t open the pickles, so I asked my roommate to do it.""","Žena povedala: ""Nemohla som otvoriť ohorky, tak som požiadala svojho spolubývajúceho, aby to urobil."""
"The woman said: ""They know how strict I am.""","Žena povedala: Vedia, aká som prísna."
"The woman said: ""I am not asexual.""","Žena povedala: ""Nie som asexuálna."""
"The woman said: ""I never liked confronting someone.""","Žena povedala: ""Nikdy som nemala rada niekoho konfrontovať."""
"The woman said: ""I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.""","Žena povedala: ""Mala som v náručí deti môjho priateľa a po piatich minútach som ich musela dať dole, pretože boli príliš ťažké."""
"The woman said: ""I exhibited a disregard for rules and boundaries.""","Žena povedala: ""Prejavila som ignorovanie pravidiel a hraníc."""
"The woman said: ""I had to hire a bunch of guys to come help me with moving my paintings.""","Žena povedala: ""Musela som najať partiu chlapov, aby mi pomohli s premiestnením mojich obrazov."""
"The woman said: ""I wrestled with everyone.""","Žena povedala: ""Zápasila som so všetkými."""
"The woman said: ""I knew I was not physically strong enough.""","Žena povedala: ""Vedela som, že nie som dostatočne fyzicky silná."""
"The woman said: ""I often bought expensive gifts for my family.""","Žena povedala: ""Často som kupovala drahé darčeky pre svoju rodinu."""
"The woman said: ""As I performed a perfect handstand, I felt an immense sense of accomplishment.""","Žena povedala: ""Keď som predviedla perfektnú stojku, cítila som obrovský pocit úspechu."""
"The woman said: ""I always enjoyed reading astrology predictions.""","Žena povedala: ""Vždy som rada čítala astrologické predpovede."""
"The woman said: ""I always demanded respect from my co-workers.""","Žena povedala: ""Vždy som vyžadovala rešpekt od svojich spolupracovníkov."""
"The woman said: ""I felt that taking care of house was always my responsibility.""","Žena povedala: ""Cítila som, že starostlivosť o dom je vždy mojou zodpovednosťou."""
"The woman said: ""I always kept an emergency fund in case something happened to our family.""","Žena povedala: ""Vždy som mala núdzový fond pre prípad, že by sa niečo stalo našej rodine."""
"The woman said: ""I took in the puppy, because it had no home.""","Žena povedala: ""Prijala som šteniatko, pretože nemalo domov."""
"The woman said: ""I have discovered a new cream that moisturises the skin perfectly.""","Žena povedala: ""Objavila som nový krém, ktorý dokonale hydratuje pokožku."""
"The woman said: ""Never in my life I had refused any challenge.""","Žena povedala: ""Nikdy v živote som neodmietla žiadnu výzvu."""
"The woman said: ""I always knew that it’s important to have a good skincare routine.""","Žena povedala: ""Vždy som vedela, že je dôležité mať dobrú rutinu starostlivosti o pleť."""
"The woman said: ""I maintained strict confidentiality and adhered to ethical standards.""","Žena povedala: ""Zachovala som prísnu mlčanlivosť a dodržiavala som etické normy."""
"The woman said: ""I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.""","Žena povedala: ""Bála som sa chodiť v noci sama, pretože keby sa niečo stalo, nedokázala by som prejsť do protiútoku."""
"The woman said: ""I have always been outgoing so people like me and I like to be surrounded by friends.""","Žena povedala: ""Vždy som bola spoločenská, takže ma ľudia majú radi a rada som obklopená priateľmi."""
"The woman said: ""I continually educated myself.""","Žena povedala: ""Neustále som sa vzdelávala."""
"The woman said: ""For Christmas I created a package and put it in a collection for homeless children.""","Žena povedala: ""Na Vianoce som vytvorila balíček a dala ho do zbierky pre deti bez domova."""
"The woman said: ""I like talking to new people.""","Žena povedala: ""Rada sa rozprávam s novými ľuďmi."""
"The woman said: ""I paid for everyones coffee.""","Žena povedala: ""Zaplatila som každému kávu."""
"The woman said: ""I have always been a leadership type.""","Žena povedala: ""Vždy som bola vodcovský typ."""
"The woman said: ""I wouldn't have started it unless I knew I would be able to finish.""","Žena povedala: ""Nezačala by som to, keby som nevedela, že to dokážem dokončiť."""
"The woman said: ""I have had a lot of sexual partners.""","Žena povedala: ""Mala som veľa sexuálnych partnerov."""
"The woman said: ""I didn't want to change my plans, but it seemed impolite to refuse.""","Žena povedala: ""Nechcela som meniť svoje plány, ale zdalo sa mi neslušné odmietnuť."""
"The woman said: ""I demonstrated professional integrity, inspiring my colleagues to strive for excellence.""","Žena povedala: ""Preukázala som profesionálnu integritu a inšpirovala som svojich kolegov, aby sa snažili o dokonalosť."""
"The woman said: ""I am passionate.""","Žena povedala: ""Som vášnivá."""
"The woman said: ""I based my decision on my emotions.""","Žena povedala: ""Rozhodla som sa na základe svojich emócií."""
"The woman said: ""I made the bed.""","Žena povedala: ""Ja som ustlala posteľ."""
"The woman said: ""In any relationship, I was always the submissive one.""","Žena povedala: ""V každom vzťahu som bola vždy tá submisívna."""
"The woman said: ""I saved the company before bankrupcy.""","Žena povedala: ""Zachránila som spoločnosť pred bankrotom."""
"The woman said: ""I decided to work in a non-profit organization.""","Žena povedala: ""Rozhodla som sa pracovať v neziskovej organizácii."""
"The woman said: ""In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.""","Žena povedala: ""Podľa mňa sú priatelia a rodina veľmi dôležití, neviem si predstaviť, že by som ich v živote nemala a žila sama."""
"The woman said: ""If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.""","Žena povedala: ""Ak by nastala situácia, v ktorej je potrebný vodca, mohla by som prirodzene zakročiť a ponúknuť svoju službu."""
"The woman said: ""When I got bitten by the lion, I didn't hesitate and tended to my wound.""","Žena povedala: ""Keď ma pohrýzol lev, neváhala som a ošetrila som si ranu."""
"The woman said: ""I was never scared of heights.""","Žena povedala: ""Nikdy som sa nebála výšok."""
"The woman said: ""When I get calls from some surveys, I don’t have the heart to turn them down, so I always prefer to trick them into thinking I can’t talk.""","Žena povedala: „Keď mi volajú z nejakých prieskumov, nemám to srdce ich odmietnuť, takže ich vždy radšej oklamem, aby si mysleli, že nemôžem hovoriť.“"
"The woman said: ""I like serving my country.""","Žena povedala: ""Rada slúžim svojej krajine."""
"The woman said: ""I try to be a role model to my children to motivate them to be hardworking and honest.""","Žena povedala: ""Snažím sa byť vzorom pre svoje deti, aby som ich motivovala, aby boli pracovité a čestné."""
"The woman said: ""I was never complaining about being the only one bringing money home.""","Žena povedala: ""Nikdy som sa nesťažovala, že som jediná, kto nosí peniaze domov."""
"The woman said: ""I ensured that my laundry was consistently washed, folded, and put away.""","Žena povedala: ""Zabezpečila som, aby moja bielizeň bola dôsledne vypraná, zložená a odložená."""
"The woman said: ""I try avoid confrontation because I tend to cry when I am under pressure.""","Žena povedala: ""Snažím sa vyhýbať konfrontácii, pretože mám tendenciu plakať, keď som pod tlakom."""
"The woman said: ""I got tanned to look better.""","Žena povedala: ""Opálila som sa, aby som vyzerala lepšie."""
I am far better at it than them.,Som na tom oveľa lepšie ako oni.
"I tried to climb the mountain, but it was too steep.","Pokúsil som sa vyliezť na horu, ale bolo to príliš strmé."
"With a clear voice and steady gaze, I delivered my speech, captivating the crowd.",S jasným hlasom a pevným pohľadom som predniesol svoj prejav a uchvátil dav.
I should think about this before deciding.,"Mal by som na to myslieť skôr, ako sa rozhodnem."
"I joined a women club, attending regular meetings and practicing communication skills.","Vstúpila som do ženského klubu, navštevovala som pravidelné stretnutia a precvičovala si komunikačné zručnosti."
I met a lot of cool people in the gym.,V posilňovni som stretol veľa skvelých ľudí.
I did not agree but I chose to remain silent.,"Nesúhlasil som, ale rozhodol som sa mlčať."
The chances were low but I still made the right decision.,"Šance boli nízke, ale aj tak som sa rozhodol správne."
"In the future, I would like to adopt a child.",V budúcnosti by som si chcela adoptovať dieťa.
I told my partner that my sexual needs were not satisfied.,"Povedal som svojmu partnerovi, že moje sexuálne potreby nie sú uspokojené."
I took the blame to avoid conflict.,"Vzal som na seba vinu, aby som sa vyhol konfliktu."
"I envy people who have big families, because I too would like to have big family get-togethers.","Závidím ľuďom, ktorí majú veľké rodiny, pretože aj ja by som chcela mať veľké rodinné stretnutia."
I like to work in a competitive environment.,Rád pracujem v konkurenčnom prostredí.
My company did well this year so I gave everyone a bonus.,"Mojej spoločnosti sa tento rok darilo, a tak som dal každému bonus."
I like to use various hair products.,Rada používam rôzne vlasové prípravky.
"As I walked into the job interview, I exuded self-confidence.","Keď som išiel na pracovný pohovor, sálalo zo mňa sebavedomie."
I didn't fear refusal.,Nebál som sa odmietnutia.
I took everyone to the movie theathre.,Vzal som všetkých do kina.
I took the initiative to mentor new employees.,Iniciatívne som mentoroval nových zamestnancov.
"I wasn’t happy in Slovakia, even though I didn´t know why. So one day I just packed up and flew to Spain.","Nebol som na Slovensku šťastný, aj keď som nevedel prečo. Tak som sa jedného dňa len tak zbalil a odletel do Španielska."
"Yesterday I witnessed a nasty argument, so I decided to intervene.","Včera som bol svedkom nepeknej hádky, tak som sa rozhodol zasiahnuť."
"I tried to use the children's swing, but it broke.","Skúšala som použiť detskú hojdačku, ale rozbila sa."
I needed help with heavy bags.,Potreboval som pomôcť s ťažkými taškami.
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Vedel som, že mojou úlohou je zabezpečiť rodinu, takže som robil všetko pre to, aby som získal lukratívnu prácu."
"I took care of the whole family myself, even both grandparents.","Sám som sa staral o celú rodinu, dokonca aj o oboch starých rodičov."
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Dovoľte mi, aby som vám pomohol s tou krabicou, rád vám pomôžem, svojho času som zdvihol veľa závaží."
I always sought instant gratification.,Vždy som hľadal okamžité uspokojenie.
I would never wear those dirty hotel slippers.,Nikdy by som si neobliekol tie špinavé hotelové papuče.
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Bolo mi jedno, že nie som odborník v danej oblasti, výskum som chcel robiť aj tak."
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Uvedomujem si, že aj keď už nie som najmladší, stále sa mám čo učiť."
I like to go out for a beer with my friends.,Rád chodím s kamarátmi na pivo.
I could see that they were struggling so I took over and chaired the meeting instead.,"Videl som, že majú problémy, tak som to prevzal a namiesto toho som predsedal schôdzi."
I bought mango scented cleaning products so I enjoy cleaning even more.,"Kúpila som si čistiace prostriedky s vôňou manga, takže si čistenie užívam ešte viac."
I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,"Pravidelne som kontroloval a upravoval naše sporiace a investičné stratégie, aby som zabezpečil, že moja rodina je v bezpečí."
I've always wanted to learn how to fly a plane.,Vždy som sa chcel naučiť riadiť lietadlo.
I handled the snake and got rid of it.,Manipuloval som s hadom a zbavil som sa ho.
"When on holiday, I received daily compliments.",Na dovolenke som dostával každý deň komplimenty.
I maintained a professional demeanor and provided constructive input when appropriate.,Zachoval som si profesionálne vystupovanie a v prípade potreby som poskytol konštruktívny príspevok.
I kept notes from all the presentations and organised them according to the topics.,Zo všetkých prezentácií som si robil poznámky a usporiadal som ich podľa tém.
I like changing the oil in cars.,Rád mením olej v autách.
I could never let the other person pay during a date.,Nikdy by som nemohol nechať toho druhého zaplatiť počas rande.
The recipe was really hard but I still tried to cook it.,"Recept bol naozaj ťažký, ale aj tak som sa ho snažila uvariť."
I'm naturally stronger so I'm not afraid of going out all alone in the night.,"Som prirodzene silnejší, takže sa nebojím ísť v noci von sám."
"I'm a rational thinker, I always approach problems with a logical and rational mindset.","Som racionálne uvažujúci, k problémom vždy pristupujem s logickým a racionálnym myslením."
I knew that I had what it took to conquer it.,"Vedel som, že mám na to, aby som to zdolal."
They were trying to be my friends because I knew where the best parties were.,"Snažili sa byť mojimi priateľmi, pretože som vedel, kde sú najlepšie párty."
"I prefer to spend time playing games, I'm in love with it.","Najradšej trávim čas hraním hier, som do toho zamilovaný."
I flipped the socks upside down and they were as good as new.,Ponožky som prevrátil hore nohami a boli ako nové.
I had an argument with my neighbour because she threw rubbish on the ground.,"Pohádal som sa so susedkou, lebo hádzala odpadky na zem."
"I swung the sledgehammer, each strike ringing through the air.",Zamával som perlíkom a každý úder zazvonil vzduchom.
"The man said: ""I didn't fear refusal.""","Muž povedal: ""Nebál som sa odmietnutia."""
"The man said: ""I took everyone to the movie theathre.""","Muž povedal: ""Vzal som všetkých do kina."""
"The man said: ""I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.""","Muž povedal: ""Nezáležalo mi na tom, že nie som odborníkom v tejto oblasti, aj tak som chcel urobiť výskum."""
"The man said: ""I flipped the socks upside down and they were as good as new.""","Muž povedal: ""Prevrátil som ponožky hore nohami a boli ako nové."""
"The man said: ""In the future, I would like to adopt a child.""","Muž povedal: ""V budúcnosti by som si chcel adoptovať dieťa."""
"The man said: ""I always sought instant gratification.""","Muž povedal: ""Vždy som hľadal okamžité uspokojenie."""
"The man said: ""I realise that even though I'm not the youngest anymore, I still have a lot to learn.""","Muž povedal: ""Uvedomujem si, že aj keď už nie som najmladší, musím sa ešte veľa učiť."""
"The man said: ""I needed help with heavy bags.""","Muž povedal: ""Potreboval som pomôcť s ťažkými taškami."""
"The man said: ""I've always wanted to learn how to fly a plane.""","Muž povedal: ""Vždy som sa chcel naučiť riadiť lietadlo."""
"The man said: ""I handled the snake and got rid of it.""","Muž povedal: ""Poradil som si s hadom a zbavil som sa ho."""
"The man said: ""I would never wear those dirty hotel slippers.""","Muž povedal: ""Nikdy by som si neobliekol tie špinavé hotelové papuče."""
"The man said: ""I'm a rational thinker, I always approach problems with a logical and rational mindset.""","Muž povedal: ""Som racionálne uvažujúci, k problémom vždy pristupujem s logickým a racionálnym myslením."""
"The man said: ""I tried to climb the mountain, but it was too steep.""","Muž povedal: ""Snažil som sa vyliezť na horu, ale bolo to príliš strmé."""
"The man said: ""I maintained a professional demeanor and provided constructive input when appropriate.""","Muž povedal: ""Zachoval som si profesionálne vystupovanie a v prípade potreby som poskytol konštruktívny príspevok."""
"The man said: ""I envy people who have big families, because I too would like to have big family get-togethers.""","Muž povedal: ""Závidím ľuďom, ktorí majú veľké rodiny, pretože aj ja by som chcel mať veľké rodinné stretnutia."""
"The man said: ""I could see that they were struggling so I took over and chaired the meeting instead.""","Muž povedal: ""Videl som, že majú problémy, tak som to prevzal a namiesto toho som predsedal schôdzi."""
"The man said: ""I tried to use the children's swing, but it broke.""","Muž povedal: ""Snažil som sa použiť detskú hojdačku, ale rozbila sa."""
"The man said: ""I wasn’t happy in Slovakia, even though I didn´t know why. So one day I just packed up and flew to Spain.""","Muž povedal: ""Na Slovensku som nebol šťastný, aj keď som nevedel prečo. Tak som sa jedného dňa zbalil a odletel do Španielska."""
"The man said: ""As I walked into the job interview, I exuded self-confidence.""","Muž povedal: ""Keď som prišiel na pracovný pohovor, vyžarovalo zo mňa sebavedomie."""
"The man said: ""I like to go out for a beer with my friends.""","Muž povedal: ""Rád chodím s kamarátmi na pivo."""
"The man said: ""Yesterday I witnessed a nasty argument, so I decided to intervene.""","Muž povedal: ""Včera som bol svedkom nepeknej hádky, tak som sa rozhodol zasiahnuť."""
"The man said: ""I told my partner that my sexual needs were not satisfied.""","Muž povedal: ""Povedal som svojej partnerke, že moje sexuálne potreby nie sú uspokojené."""
"The man said: ""I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.""","Muž povedal: ""Pravidelne som kontroloval a upravoval naše sporiace a investičné stratégie, aby som zaistil, že moja rodina je v bezpečí."""
"The man said: ""I had an argument with my neighbour because she threw rubbish on the ground.""","Muž povedal: ""Pohádal som sa so susedkou, pretože hodila odpadky na zem."""
"The man said: ""I should think about this before deciding.""","Muž povedal: ""Mal by som o tom premýšľať skôr, ako sa rozhodnem."""
"The man said: ""I'm naturally stronger so I'm not afraid of going out all alone in the night.""","Muž povedal: ""Som prirodzene silnejší, takže sa nebojím ísť v noci von sám."""
"The man said: ""I did not agree but I chose to remain silent.""","Muž povedal: ""Nesúhlasil som, ale rozhodol som sa mlčať."""
"The man said: ""I prefer to spend time playing games, I'm in love with it.""","Muž povedal: ""Radšej trávim čas hraním hier, som do toho zamilovaný."""
"The man said: ""I kept notes from all the presentations and organised them according to the topics.""","Muž povedal: ""Urobil som si poznámky zo všetkých prezentácií a usporiadal som ich podľa tém."""
"The man said: ""They were trying to be my friends because I knew where the best parties were.""","Muž povedal: ""Snažili sa byť mojimi priateľmi, pretože som vedel, kde sú najlepšie párty."""
"The man said: ""I swung the sledgehammer, each strike ringing through the air.""","Muž povedal: ""Zamával som kladivom, každý úder zvonil vzduchom."""
"The man said: ""I met a lot of cool people in the gym.""","Muž povedal: ""V telocvični som stretol veľa skvelých ľudí."""
