from,to
"I swung the sledgehammer, each strike ringing through the air.","Замахнуо сам маљем, сваки ударац је одзвањао кроз ваздух."
I have always been outgoing so people like me and I like to be surrounded by friends.,Увек сам био отворен тако да ме људи воле и волим да будем окружен пријатељима.
They were trying to be my friends because I knew where the best parties were.,Покушавали су да ми буду пријатељи јер сам знао где су најбоље забаве.
I try avoid confrontation because I tend to cry when I am under pressure.,Трудим се да избегнем конфронтацију јер имам тенденцију да плачем када сам под притиском.
I bought mango scented cleaning products so I enjoy cleaning even more.,"Купио сам производе за чишћење са мирисом манга, тако да још више уживам у чишћењу."
I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.,Имао сам децу свог пријатеља у наручју и после пет минута морао сам да их спустим јер су били претешки.
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Да постоји ситуација у којој је лидер потребан, природно бих могао да иступим и понудим своју услугу."
I based my decision on my emotions.,Засновао сам своју одлуку на својим емоцијама.
"I didn't want to change my plans, but it seemed impolite to refuse.","Нисам желео да мењам своје планове, али је било непристојно одбити."
I was never complaining about being the only one bringing money home.,Никада се нисам жалио да сам једини који доноси новац кући.
I always enjoyed reading astrology predictions.,Увек сам уживао читајући астролошка предвиђања.
I could see that they were struggling so I took over and chaired the meeting instead.,Могао сам да видим да се муче па сам уместо тога преузео и председавао састанком.
I needed help with heavy bags.,Требала ми је помоћ са тешким торбама.
"In the future, I would like to adopt a child.",У будућности бих волео да усвојим дете.
I have had a lot of sexual partners.,Имао сам много сексуалних партнера.
I always sought instant gratification.,Увек сам тражио тренутно задовољство.
I didn't fear refusal.,Нисам се плашио одбијања.
"As I walked into the job interview, I exuded self-confidence.","Док сам улазила на разговор за посао, одисала сам самопоуздањем."
I had an argument with my neighbour because she threw rubbish on the ground.,Посвађао сам се са комшијом јер је бацала смеће по земљи.
I knew that I had what it took to conquer it.,Знао сам да имам шта је потребно да га освојим.
I told my partner that my sexual needs were not satisfied.,Рекла сам свом партнеру да моје сексуалне потребе нису задовољене.
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Показао сам професионални интегритет, инспиришући своје колеге да теже изврсности."
I've always wanted to learn how to fly a plane.,Одувек сам желео да научим како да управљам авионом.
I am far better at it than them.,Ја сам у томе далеко бољи од њих.
I knew I was not physically strong enough.,Знао сам да нисам довољно физички јак.
I exhibited a disregard for rules and boundaries.,Показао сам непоштовање правила и граница.
"I tried to use the children's swing, but it broke.","Покушао сам да користим дечију љуљашку, али се покварила."
I did not let my emotions take over.,Нисам дозволио да моје емоције превладају.
I like to use various hair products.,Волим да користим разне производе за косу.
I like changing the oil in cars.,Волим да мењам уље у аутомобилима.
I met a lot of cool people in the gym.,Упознао сам много кул људи у теретани.
I took the initiative to mentor new employees.,Преузео сам иницијативу да будем ментор новим запосленима.
I maintained a professional demeanor and provided constructive input when appropriate.,Задржао сам професионално држање и пружио конструктиван допринос када је то било потребно.
I would never wear those dirty hotel slippers.,Никад не бих обуо те прљаве хотелске папуче.
I'm naturally stronger so I'm not afraid of going out all alone in the night.,"Природно сам јачи, тако да се не плашим да изађем сам у ноћ."
I wouldn't have started it unless I knew I would be able to finish.,Не бих га започео осим да сам знао да ћу моћи да завршим.
I got tanned to look better.,Препланула сам да изгледам боље.
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","По мом мишљењу, пријатељи и породица су веома важни, не могу да замислим да их немам у животу и да живим сам."
I saved the company before bankrupcy.,Спасао сам фирму пре банкрота.
I decided to work in a non-profit organization.,Одлучио сам да радим у непрофитној организацији.
"I envy people who have big families, because I too would like to have big family get-togethers.","Завидим људима који имају велике породице, јер бих и ја волео да имам велика породична дружења."
"I wasn’t happy in Slovakia, even though I didn´t know why. So one day I just packed up and flew to Spain.","Нисам био срећан у Словачкој, иако нисам знао зашто. Тако сам се једног дана само спаковао и одлетео у Шпанију."
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Није ме било брига што нисам стручњак у тој области, ионако сам желео да истражим."
I should think about this before deciding.,Требало би да размислим о овоме пре него што одлучим.
I like serving my country.,Волим да служим својој земљи.
I am not asexual.,Нисам асексуалан.
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Схватам да, иако више нисам најмлађа, морам још много да научим."
I had to hire a bunch of guys to come help me with moving my paintings.,Морао сам да унајмим гомилу момака да ми помогну око премештања слика.
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Да ти помогнем са том кутијом, радо ћу ти помоћи, ја сам у своје време подигао доста тегова."
I often bought expensive gifts for my family.,Често сам куповао скупе поклоне за своју породицу.
I always knew that it’s important to have a good skincare routine.,Увек сам знао да је важно имати добру рутину неге коже.
I like to go out for a beer with my friends.,Волим да изађем на пиво са пријатељима.
I always demanded respect from my co-workers.,Увек сам захтевао поштовање од својих сарадника.
I took the blame to avoid conflict.,Преузео сам кривицу да избегнем сукоб.
I could never let the other person pay during a date.,Никада нисам могао дозволити другој особи да плати током састанка.
I have discovered a new cream that moisturises the skin perfectly.,Открила сам нову крему која савршено хидрира кожу.
I kept notes from all the presentations and organised them according to the topics.,Водио сам белешке са свих презентација и организовао их према темама.
I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.,"Плашио сам се да ходам сам ноћу, јер ако се нешто деси, не бих могао да извршим контранапад."
I like talking to new people.,Волим да причам са новим људима.
My company did well this year so I gave everyone a bonus.,Моја компанија је добро прошла ове године па сам свима дао бонус.
Never in my life I had refused any challenge.,Никада у животу нисам одбио ниједан изазов.
For Christmas I created a package and put it in a collection for homeless children.,За Божић сам направио пакетић и ставио га у колекцију за бескућнике.
I continually educated myself.,Непрестано сам се образовао.
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Знао сам да је моја улога да обезбедим породицу, па сам учинио све што сам могао да добијем уносан посао."
"When on holiday, I received daily compliments.","Када сам био на одмору, добијао сам свакодневне комплименте."
I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,Редовно сам прегледавао и прилагођавао наше стратегије штедње и улагања како бих осигурао да моја породица буде безбедна.
The recipe was really hard but I still tried to cook it.,"Рецепт је био заиста тежак, али сам ипак покушао да га кувам."
I made the bed.,Наместио сам кревет.
They know how strict I am.,Они знају колико сам строг.
I flipped the socks upside down and they were as good as new.,Окренуо сам чарапе наопачке и биле су као нове.
"I really needed the salary raise, so I proposed it to my manager.","Стварно ми је требало повећање плате, па сам то предложио свом менаџеру."
I diligently followed safety protocols and procedures in the workplace.,Марљиво сам се придржавао сигурносних протокола и процедура на радном месту.
My spouse has no idea that I have different sexual partners.,Мој супружник нема појма да имам различите сексуалне партнере.
I flexed my biceps and marveled at the sculpted definition.,Савијао сам бицепсе и дивио се извајаној дефиницији.
I spent the whole day cleaning the house.,Провео сам цео дан чистећи кућу.
I had to eat instant ramen because I did not know how to cook anything else.,Морао сам да једем инстант рамен јер нисам знао да кувам ништа друго.
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Покушао сам да трчим маратон, али су ми ноге ослабиле на пола пута и морао сам да станем и одморим се."
I had never any trouble expressing my ideas out loud.,Никада нисам имао проблема да наглас изразим своје идеје.
I am very open-minded when it comes to sex.,Веома сам отвореног ума када је у питању секс.
I had many sexual partners.,Имао сам много сексуалних партнера.
I always imagined how it must have felt to be in a bed with you.,Увек сам замишљао какав је био осећај бити у кревету са тобом.
I am good at making bold decisions.,Добар сам у доношењу храбрих одлука.
"I would like to try a threesome, it must be so much fun.","Волео бих да пробам тројку, мора да је тако забавно."
I am a leader.,Ја сам вођа.
I got into a commercial for a new face cream.,Ушао сам у рекламу за нову крему за лице.
I could never live with someone who makes more money than me.,Никада не бих могао да живим са неким ко зарађује више новца од мене.
"I showered daily, sometimes twice.","Туширао сам се свакодневно, понекад два пута."
I was always ready to work till late at night.,Увек сам био спреман да радим до касно у ноћ.
I was inspiring and motivating those around me for almost 20 years.,Инспирисао сам и мотивисао људе око себе скоро 20 година.
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,Искрена сам и поштена према својој деци јер једино тако могу да их научим да буду такви према мени.
"They don't let me do it, because I am too weak.","Не дају ми то, јер сам преслаб."
Deep down I struggled but I still obeyed the instructions.,"Дубоко у себи сам се борио, али сам ипак послушао упутства."
I like adventure and action in my daily life.,Волим авантуру и акцију у свакодневном животу.
I feel frustrated when I don't have intimacy.,Осећам се фрустрирано када немам интимност.
I had no trouble shooting the big calibre weapons.,Нисам имао проблема са пуцањем из оружја великог калибра.
"Since I can remember, I was never scared of anything.","Откад знам за себе, никад се ничега нисам плашио."
It was right of me to obey my husband.,Било је право од мене да послушам свог мужа.
I had to ask someone to walk me home because it was getting too late.,Морао сам да замолим некога да ме отпрати кући јер је било прекасно.
"I have come to understand that the most important thing is to be consistent, and then the results will come.",Схватио сам да је најважније бити доследан и онда ће резултати доћи.
I cleaned the floor everyday.,Сваки дан сам чистио под.
I like when my hair shines.,Волим када ми коса сија.
"I only wanted to laugh, but I got blamed for being childish.","Хтео сам само да се смејем, али су ме кривили што сам детињаст."
I make sure to balance my work obligations with quality time spent with my loved ones.,Трудим се да своје радне обавезе ускладим са квалитетним временом проведеним са својим најмилијима.
I just had to keep smiling no matter how hard the situation was.,Само сам морао да се смејем без обзира колико је ситуација била тешка.
"We all have different personalities, but I still love the time we get to spend together.","Сви имамо различите личности, али и даље волим време које проводимо заједно."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Мој осећај за рационалност је веома јак, никада нисам разумео како људи могу да верују у астролошке знаке."
I worked as a manager of the whole branch.,Радио сам као руководилац целе филијале.
I wasn't afraid of you and your friends.,Нисам се бојао тебе и твојих пријатеља.
I made fun of her crooked teeth.,Исмевао сам њене криве зубе.
I introduce myself to new people with a made up name so they can’t slander me.,Представљам се новим људима са измишљеним именом да ме не би клеветали.
I am happy when I make everyone else around me happy.,Срећан сам када усрећим све остале око себе.
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Груба текстура литица стругала ми је о руке, али сам пригрлио нелагоду, налазећи утеху у узбуђењу освајања неравног успона."
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Имала сам испланирану одећу, али онда сам се сетила да не треба да носим одећу која открива."
I promptly washed and put away dishes after meals.,Одмах сам опрао и одложио посуђе после јела.
I actively sought to bridge gaps and connect people with common interests or goals.,Активно сам настојао да премостим празнине и повежем људе са заједничким интересима или циљевима.
I was brought up not to talk back to anyone.,Одгојен сам да никоме не одговарам.
"I refused to do the job, because I had a videogame match.","Одбио сам да радим посао, јер сам имао меч у видео игрици."
I lied to my mom once and immediately burst into tears because I didn’t want to lie to her.,Једном сам лагао маму и одмах сам бризнуо у плач јер нисам желео да је лажем.
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Знао сам да је то вероватно превара, али сам се ипак пријавио на мајсторску класу лепоте."
"I had a lot of friends in my old gym, but I had to switch gyms.","Имао сам пуно пријатеља у својој старој теретани, али сам морао да променим теретану."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.",На послу остављам по страни своја лична уверења и склоности јер верујем у једнаке могућности.
"It made me feel angry, but I didn't want to say anything.","То ме је наљутило, али нисам хтео ништа да кажем."
I asked them to come see the gig with me.,Замолио сам их да дођу да виде свирку са мном.
I could not do too much physical labour because I was not strong enough.,Нисам могао да радим превише физичког рада јер нисам био довољно јак.
I told them to shower before going to bed.,Рекао сам им да се истуширају пре спавања.
"I tried to be celibate for a month, but I couldn’t do it.","Покушавао сам да будем у целибату месец дана, али нисам успео."
I scored really high on the IQ tests.,Постигао сам заиста висок резултат на ИК тестовима.
I could never fall asleep without taking a shower first.,Никада нисам могао да заспим а да се прво не истуширам.
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Веровао сам да ако испустиш свој чешаљ, мораш да га згазиш пре него што га подигнеш, иначе би ти донео срамоту."
I would never let my emotions control me at work.,Никада не бих дозволио да ме емоције контролишу на послу.
"I like working in groups, but I like leading them even more.","Волим да радим у групама, али још више волим да их водим."
I don't remember who I had sex with last night.,Не сећам се са ким сам имао секс синоћ.
Problem-solving was my biggest strength.,Решавање проблема је била моја највећа снага.
"Although I didn't need it, I bought it anyway.","Иако ми није требао, ипак сам га купио."
I was raised to never give up.,Одгојен сам да никада не одустајем.
I've been told that I'm caring and that I have nurturing personality.,Речено ми је да ми је стало и да имам негујућу личност.
I feel like they are watching every move I make.,Осећам се као да прате сваки мој покрет.
I protected everyone from the thief.,Све сам заштитио од лопова.
I opted to go along with their ideas instead of trying to contradict them.,Одлучио сам да се сложим са њиховим идејама уместо да покушавам да им противречим.
"They had to let me pass the exam, because I almost started to cry.","Морали су да ме пусте на испит, јер сам умало заплакао."
They needed a strong hand and I provided it.,Требала им је јака рука и ја сам је пружио.
I'm good at negotiating with our clients.,Добар сам у преговорима са нашим клијентима.
"I had to re-clean the whole apartment, because they did it wrong.","Морао сам поново да очистим цео стан, јер су то урадили погрешно."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Моја мајка мрзи чишћење, па сам јој прошле недеље усисала цео стан."
"If anyone expresses interest, I am ready to help them with anything.","Ако неко покаже интересовање, спреман сам да му помогнем у било чему."
I cut down the tree in front of the house.,Исјекао сам дрво испред куће.
"When I was younger, every Friday I would go home with someone else.","Кад сам био млађи, сваког петка сам ишао кући са неким другим."
I did not take any credit for my work.,Нисам узимао заслуге за свој рад.
I carried the table up to the fourth floor.,Носио сам сто на четврти спрат.
I got my pay check and immediately spent almost all of it for clothes.,Добио сам чек и одмах потрошио скоро све на одећу.
"Today, I am very nervous because I dreamt I was going to lose all my money.",Данас сам јако нервозан јер сам сањао да ћу изгубити сав новац.
I hated when my kids cleaned the apartment and they weren't precise.,Мрзео сам када су моја деца чистила стан и нису била прецизна.
"As a team leader, I motivated my team to collaborate actively.","Као вођа тима, мотивисао сам свој тим да активно сарађује."
I like sacrificing my own time for the sake of others.,Волим да жртвујем своје време за добро других.
I made a budget by assessing my income and expenses.,Направио сам буџет тако што сам проценио своје приходе и расходе.
I couldn't go a long time without sex.,Нисам могао дуго без секса.
I never lost at this game before.,Никада раније нисам изгубио на овој утакмици.
"I attended an event, engaging in conversations with peers.","Присуствовао сам догађају, упуштајући се у разговоре са вршњацима."
I made the calculation based on the available data.,Прорачун сам направио на основу доступних података.
I've always felt better in leadership positions.,Увек сам се осећао боље на руководећим позицијама.
I had a dancer's figure.,Имао сам фигуру плесача.
"When something bad happens to me, I need to be surrounded by friends.","Када ми се деси нешто лоше, морам да будем окружен пријатељима."
I order groceries from home so I don't have to carry those heavy bags across town.,Намирнице наручујем од куће да не бих морао да носим те тешке торбе по граду.
I coud just improvise easily if something happens.,Могу једноставно импровизовати ако се нешто деси.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Као графички дизајнер, креативно сам осмислио визуелне дизајне и сарађивао са клијентима како бих разумео њихове потребе за брендирањем."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,Не бих дозволио да ме други чекају јер то сматрам крајње непрофесионалним понашањем.
I loved you but I don't know how to show my emotions.,"Волео сам те, али не знам како да покажем своје емоције."
I was always the one paying bills and I didn't mind it.,Ја сам увек плаћао рачуне и није ми сметало.
I didn't worry about my confidence.,Нисам бринуо о свом самопоуздању.
I always asked for consent before sex.,Увек сам тражио пристанак пре секса.
I never doubted myself.,Никада нисам сумњао у себе.
I am aware that the whole household depends on me.,Свестан сам да од мене зависи цело домаћинство.
I offered a supportive ear.,Понудио сам подршку.
I signed up for a professional course in communication.,Уписао сам се на стручни курс за комуникацију.
I would never have dared to hold such an important position.,Никада се не бих усудио да заузимам тако важну функцију.
I offered that the next party could be at my place.,Понудио сам да следећа забава буде код мене.
I made so many friends on the first day already.,Већ првог дана сам стекла толико пријатеља.
I objectively evaluated my strengths and weaknesses.,Објективно сам проценио своје предности и мане.
I am sad when I don't have sex.,Тужан сам када немам секс.
I've been told that I had had beautiful eyes when I was younger.,Рекли су ми да сам имао лепе очи када сам био млађи.
"I don't give up easily, because I'm a fighter.","Не предајем се лако, јер сам борац."
I carried a rabbit's foot keychain with me for good luck.,Са собом сам носио привезак за кључеве од зечије ноге за срећу.
I diligently swept and mopped the floors of my home.,Марљиво сам мела и брисала подове у свом дому.
I'm confident in bed and have no problem taking charge.,Сигуран сам у кревету и немам проблема да преузмем контролу.
I have always taken responsibility for all my decisions.,Увек сам преузимао одговорност за све своје одлуке.
I have offered accommodation to two refugees.,Понудио сам смештај за две избеглице.
I have met a lot of great people through volunteering.,Кроз волонтирање сам упознао много сјајних људи.
I was not very good at science when I was at the high school.,Нисам био баш добар у науци када сам био у средњој школи.
"I'm sad that you hurt me, because I like you.","Тужан сам што си ме повредио, јер ми се свиђаш."
"I would like to kiss you, are you alright with it?","Волео бих да те пољубим, јеси ли у реду?"
I was too weak to lift the table.,Био сам преслаб да подигнем сто.
I like when my employees listen to what I say.,Волим када моји запослени слушају шта говорим.
"I wasn't angry about working hard, I was making more money for my family.","Нисам био љут због напорног рада, зарађивао сам више новца за своју породицу."
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Волео сам да гледам своје другаре како играју одбојку, али увек сам мислио да нисам довољно добар да је играм."
I provided for my partner and kids and everyone was happy.,Обезбедио сам свог партнера и децу и сви су били срећни.
I told them to call me when they were ready to talk calmly.,Рекао сам им да ме позову када буду спремни да мирно разговарају.
I focused on improving our family's financial well-being.,Фокусирао сам се на побољшање финансијског благостања наше породице.
My friend is really musculus.,Мој пријатељ је стварно мишићав.
I could not stop looking at their hot body.,Нисам могао да престанем да гледам у њихово врело тело.
I hosted the event at home and served the guests myself.,Домаћин сам био код куће и сам служио госте.
I approached challenges with a sense of assurance and determination,Приступио сам изазовима са осећајем сигурности и одлучности
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Када су ме питали како сам преживео раскид, забављао сам се јер и дан-данас плачем."
I felt anxious for no apparent reason.,Осећао сам анксиозност без очигледног разлога.
I wanted to be financially stable before having kids.,Желео сам да будем финансијски стабилан пре него што имам децу.
I didn't mind having sex with many people in a short time.,Није ми сметало да имам секс са много људи за кратко време.
I let them think I was kind.,Пустио сам их да мисле да сам љубазан.
I was not affected by my emotions at all.,Уопште ме нису погађале емоције.
"After the break-up, I had to see a psychologist.",После раскида морала сам да посетим психолога.
I have always been able to motivate others.,Увек сам успевао да мотивишем друге.
I could easily swim across that whole lake.,Лако бих могао да препливам цело то језеро.
I hung out with some college dudes yesterday.,Јуче сам се дружио са неким момцима са факултета.
I would like to try diving with sharks.,Волео бих да пробам роњење са ајкулама.
Today I bought a basket so we could go on a picnic.,Данас сам купио корпу да идемо на пикник.
I couldn't move forward without knowledge.,Нисам могао напред без знања.
I like watching action movies.,Волим да гледам акционе филмове.
I have always been afraid of spiders although I know they cannot hurt me.,Одувек сам се бојао паука иако знам да ме не могу повредити.
I didn't know how to take care of my own children.,Нисам знао како да се бринем о сопственој деци.
I always took care of other people problems.,Увек сам се бринуо о проблемима других људи.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","На крају наше улице је једна старица која нема никога, па сам је често посећивао и доносио јој новине."
I've been working towards my dream since high school.,Од средње школе радим на свом сну.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Нисам могао да погодим марку шминке, али сам се осећао прелепо док сам је носио."
I can supress my emotions in order to act rationally.,Могу да потиснем своје емоције да бих деловао рационално.
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Мој високи сексуални нагон понекад је доводио до неприкладних или непријатних интеракција.
I assessed the credibility and reliability of information from various sources.,Процењивао сам веродостојност и поузданост информација из различитих извора.
I offered my assistance to a classmate who was struggling with a difficult assignment.,Понудио сам своју помоћ колеги из разреда који се мучио са тешким задатком.
I wasn't afraid of blood.,Нисам се бојао крви.
I decided to walk the shelter dogs at least once a month.,Одлучио сам да бар једном месечно шетам псе из склоништа.
I did everything right and my boss was still dissatisfied with me.,Све сам урадио како треба и мој шеф је и даље био незадовољан мноме.
I couldn't wait until marriage to have sex.,Једва сам чекао брак да бих имао секс.
I prioritised my family's financial stability.,Дао сам приоритет финансијској стабилности моје породице.
I never wore any protection when skateboarding.,Никада нисам носио никакву заштиту када сам возио скејтборд.
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Учествовао сам у групној медитацији, повезујући се са другима који су делили интересовање за лично благостање и саморефлексију."
I like doing dishes whilst listening to podcasts.,Волим да перем судове док слушам подкасте.
I was thinking of sex all the time at work.,Све време на послу сам мислио на секс.
I couldn’t listen to those ridiculous conspiracy theories any longer.,Нисам могао више да слушам те смешне теорије завере.
I have great stamina and am balanced and relaxed thanks to running.,Имам одличну издржљивост и уравнотежен сам и опуштен захваљујући трчању.
I always shake with anger during an argument.,Увек се тресем од беса током свађе.
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Присуствовао сам локалној уметничкој изложби, упуштајући се у разговоре са уметницима и колегама ентузијастима уметности."
I started saving up money years ago so we can buy a house soon.,Почео сам да штедим новац пре много година да бисмо ускоро могли да купимо кућу.
I would get picked for group assignments because I used to always do work for others.,Изабрали би ме за групне задатке јер сам увек радио за друге.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,Никада се нисам противио избору ресторана мог партнера иако бих понекад радије отишао негде другде.
"Come here and help me, I couldn't do this alone yesterday.","Дођи овамо и помози ми, јуче нисам могао ово сам."
"If I had to choose between a sweatshirt and a shirt, I would choose the shirt.","Када бих морао да бирам између дуксерице и кошуље, изабрао бих кошуљу."
I don’t like being told how to do my job.,Не волим да ми говоре како да радим свој посао.
In karate I am the best of the group.,У каратеу сам најбољи у групи.
