from,to
I maintained a professional demeanor and provided constructive input when appropriate.,Zachowywałem profesjonalną postawę i w razie potrzeby zapewniałem konstruktywny wkład.
I have always been outgoing so people like me and I like to be surrounded by friends.,"Zawsze byłem towarzyski, więc ludzie mnie lubią i lubię otaczać się przyjaciółmi."
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Zdaję sobie sprawę, że choć nie jestem już najmłodszy, wciąż muszę się wiele nauczyć."
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Wiedziałem, że moją rolą jest utrzymanie rodziny, więc robiłem wszystko, co w mojej mocy, aby zdobyć lukratywną pracę."
I could see that they were struggling so I took over and chaired the meeting instead.,"Widziałem, że mają trudności, więc przejąłem ich obowiązki i poprowadziłem spotkanie."
"I took in the puppy, because it had no home.","Przygarnęłam szczeniaka, bo nie miał domu."
I saved the company before bankrupcy.,Uratowałem firmę przed bankructwem.
"I swung the sledgehammer, each strike ringing through the air.","Zamachnąłem się młotem, każde uderzenie rozbrzmiewało w powietrzu."
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Nie obchodziło mnie, że nie jestem ekspertem w tej dziedzinie, i tak chciałem przeprowadzić badania."
I always demanded respect from my co-workers.,Zawsze wymagałem szacunku od moich współpracowników.
I needed help with heavy bags.,Potrzebowałem pomocy z ciężkimi torbami.
I had to hire a bunch of guys to come help me with moving my paintings.,Musiałem zatrudnić grupę ludzi do pomocy przy przenoszeniu moich obrazów.
I took the blame to avoid conflict.,"Wziąłem winę na siebie, aby uniknąć konfliktu."
I did not let my emotions take over.,Nie dałem się ponieść emocjom.
I like talking to new people.,Lubię rozmawiać z nowymi ludźmi.
I made the bed.,Pościeliłem łóżko.
The recipe was really hard but I still tried to cook it.,"Przepis był naprawdę trudny, ale mimo to próbowałem go ugotować."
"Yesterday I witnessed a nasty argument, so I decided to intervene.","Wczoraj byłem świadkiem nieprzyjemnej kłótni, więc postanowiłem interweniować."
"I took care of the whole family myself, even both grandparents.","Sam opiekowałem się całą rodziną, nawet obojgiem dziadków."
"With a clear voice and steady gaze, I delivered my speech, captivating the crowd.","Z czystym głosem i spokojnym spojrzeniem wygłosiłem przemówienie, porywając tłum."
"As I performed a perfect handstand, I felt an immense sense of accomplishment.","Gdy wykonałem perfekcyjne stanie na rękach, poczułem ogromne poczucie spełnienia."
"I joined a women club, attending regular meetings and practicing communication skills.","Dołączyłam do klubu dla kobiet, uczęszczając na regularne spotkania i ćwicząc umiejętności komunikacyjne."
I like serving my country.,Lubię służyć mojemu krajowi.
I exhibited a disregard for rules and boundaries.,Przejawiałem lekceważenie zasad i granic.
I've always wanted to learn how to fly a plane.,Zawsze chciałem nauczyć się latać samolotem.
I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,"Regularnie sprawdzałem i dostosowywałem nasze strategie oszczędnościowe i inwestycyjne, aby zapewnić bezpieczeństwo mojej rodzinie."
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Wykazałem się uczciwością zawodową, inspirując moich współpracowników do dążenia do doskonałości."
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Pozwól, że pomogę ci z tym pudełkiem, chętnie ci pomogę, w swoim czasie podnosiłem duże ciężary."
I handled the snake and got rid of it.,Poradziłem sobie z wężem i pozbyłem się go.
They know how strict I am.,"Wiedzą, jaki jestem surowy."
"I attended an event, engaging in conversations with peers.","Uczestniczyłem w wydarzeniu, angażując się w rozmowy z rówieśnikami."
I got my pay check and immediately spent almost all of it for clothes.,Dostałem wypłatę i od razu wydałem prawie całą na ubrania.
My spouse has no idea that I have different sexual partners.,"Mój małżonek nie ma pojęcia, że mam różnych partnerów seksualnych."
I wasn't afraid of you and your friends.,Nie bałem się ciebie i twoich przyjaciół.
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Chropowata faktura klifów drapała moje dłonie, ale pogodziłem się z dyskomfortem, znajdując ukojenie w dreszczyku emocji związanym z pokonywaniem trudnego podejścia."
I made the calculation based on the available data.,Dokonałem obliczeń na podstawie dostępnych danych.
I could never fall asleep without taking a shower first.,Nigdy nie mogłem zasnąć bez wcześniejszego wzięcia prysznica.
I always imagined how it must have felt to be in a bed with you.,"Zawsze wyobrażałem sobie, jakie to musi być uczucie być z tobą w łóżku."
I cut down the tree in front of the house.,Ściąłem drzewo przed domem.
I don't remember who I had sex with last night.,"Nie pamiętam, z kim uprawiałam seks zeszłej nocy."
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Miałam zaplanowany strój, ale potem przypomniałam sobie, że nie powinnam nosić odsłaniających ubrań."
I worked as a manager of the whole branch.,Pracowałem jako kierownik całego oddziału.
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,"Raz okłamałam mamę i od razu zalałam się łzami, bo nie chciałam jej okłamywać."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Nie pozwoliłbym innym czekać na mnie, ponieważ uważam to za wyjątkowo nieprofesjonalne zachowanie."
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Zrozumiałem, że najważniejszą rzeczą jest bycie konsekwentnym, a wtedy wyniki przyjdą."
I was always the one paying bills and I didn't mind it.,Zawsze to ja płaciłem rachunki i nie przeszkadzało mi to.
I could not do too much physical labour because I was not strong enough.,"Nie mogłem wykonywać zbyt ciężkiej pracy fizycznej, ponieważ nie byłem wystarczająco silny."
"I refused to do the job, because I had a videogame match.","Odmówiłem wykonania zadania, ponieważ miałem mecz w grę wideo."
"Since I can remember, I was never scared of anything.","Odkąd pamiętam, nigdy niczego się nie bałem."
"As a team leader, I motivated my team to collaborate actively.",Jako lider zespołu motywowałem swój zespół do aktywnej współpracy.
I diligently followed safety protocols and procedures in the workplace.,Sumiennie przestrzegałem protokołów i procedur bezpieczeństwa w miejscu pracy.
I asked them to come see the gig with me.,"Poprosiłem ich, aby poszli ze mną na koncert."
I protected everyone from the thief.,Chroniłem wszystkich przed złodziejem.
"When I was younger, every Friday I would go home with someone else.","Kiedy byłem młodszy, w każdy piątek wracałem do domu z kimś innym."
I always asked for consent before sex.,Zawsze pytałem o zgodę przed seksem.
"Although I didn't need it, I bought it anyway.","Chociaż go nie potrzebowałem, i tak go kupiłem."
I did not take any credit for my work.,Nie przypisałem sobie żadnych zasług za moją pracę.
I like when my hair shines.,"Lubię, gdy moje włosy błyszczą."
They needed a strong hand and I provided it.,Potrzebowali silnej ręki i ja ją zapewniłem.
I made a budget by assessing my income and expenses.,"Sporządziłem budżet, oceniając swoje dochody i wydatki."
I like adventure and action in my daily life.,Lubię przygody i akcję w moim codziennym życiu.
I could never live with someone who makes more money than me.,"Nigdy nie mógłbym żyć z kimś, kto zarabia więcej ode mnie."
I had many sexual partners.,Miałem wielu partnerów seksualnych.
I'm good at negotiating with our clients.,Jestem dobry w negocjacjach z naszymi klientami.
I flexed my biceps and marveled at the sculpted definition.,Napiąłem biceps i podziwiałem jego wyrzeźbioną definicję.
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Moja mama nienawidzi sprzątać, więc w zeszłym tygodniu odkurzyłem całe jej mieszkanie."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Wierzyłem, że jeśli upuścisz grzebień, musisz na niego nadepnąć, zanim go podniesiesz, w przeciwnym razie przyniesie ci to wstyd."
I coud just improvise easily if something happens.,"Mógłbym łatwo improwizować, gdyby coś się stało."
I cleaned the floor everyday.,Codziennie myłem podłogę.
I just had to keep smiling no matter how hard the situation was.,"Po prostu musiałem się uśmiechać, bez względu na to, jak trudna była sytuacja."
I was raised to never give up.,"Wychowano mnie, bym nigdy się nie poddawał."
I am happy when I make everyone else around me happy.,"Jestem szczęśliwy, gdy uszczęśliwiam innych wokół mnie."
I spent the whole day cleaning the house.,Spędziłem cały dzień sprzątając dom.
"I tried to be celibate for a month, but I couldn't do it.","Próbowałem zachować celibat przez miesiąc, ale nie dałem rady."
I had never any trouble expressing my ideas out loud.,Nigdy nie miałem problemów z wyrażaniem swoich pomysłów na głos.
"Today, I am very nervous because I dreamt I was going to lose all my money.","Dzisiaj jestem bardzo zdenerwowany, ponieważ śniło mi się, że straciłem wszystkie pieniądze."
I've been told that I'm caring and that I have nurturing personality.,"Powiedziano mi, że jestem troskliwa i mam opiekuńczą osobowość."
I told them to shower before going to bed.,Kazałem im wziąć prysznic przed pójściem spać.
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Jestem uczciwy i sprawiedliwy wobec moich dzieci, ponieważ tylko w ten sposób mogę nauczyć je, by były takie wobec mnie."
I had to ask someone to walk me home because it was getting too late.,"Musiałem poprosić kogoś, by odprowadził mnie do domu, ponieważ robiło się zbyt późno."
It was right of me to obey my husband.,Posłuszeństwo mężowi było słuszne.
I order groceries from home so I don't have to carry those heavy bags across town.,"Zamawiam artykuły spożywcze z domu, więc nie muszę nosić ciężkich toreb przez całe miasto."
I made fun of her crooked teeth.,Nabijałem się z jej krzywych zębów.
I couldn't go a long time without sex.,Nie mogłem długo wytrzymać bez seksu.
"I had a lot of friends in my old gym, but I had to switch gyms.","Miałem wielu przyjaciół w mojej starej siłowni, ale musiałem zmienić siłownię."
I am very open-minded when it comes to sex.,"Jestem bardzo otwarty, jeśli chodzi o seks."
"I only wanted to laugh, but I got blamed for being childish.","Chciałem się tylko pośmiać, ale zostałem oskarżony o bycie dziecinnym."
I hated when my kids cleaned the apartment and they weren't precise.,"Nienawidziłem, gdy moje dzieci sprzątały mieszkanie i nie były dokładne."
I've always felt better in leadership positions.,Zawsze czułem się lepiej na stanowiskach kierowniczych.
I carried the table up to the fourth floor.,Zaniosłem stół na czwarte piętro.
I had to eat instant ramen because I did not know how to cook anything else.,"Musiałam jeść ramen instant, bo nie umiałam ugotować nic innego."
Deep down I struggled but I still obeyed the instructions.,"W głębi duszy walczyłem, ale nadal byłem posłuszny instrukcjom."
I feel frustrated when I don't have intimacy.,"Czuję się sfrustrowany, gdy nie mam intymności."
"I really needed the salary raise, so I proposed it to my manager.","Naprawdę potrzebowałem podwyżki, więc zaproponowałem ją mojemu przełożonemu."
I am a leader.,Jestem liderem.
"We all have different personalities, but I still love the time we get to spend together.","Wszyscy mamy różne osobowości, ale i tak uwielbiam czas, który spędzamy razem."
"It made me feel angry, but I didn't want to say anything.","Czułem złość, ale nie chciałem nic mówić."
"I had to re-clean the whole apartment, because they did it wrong.","Musiałem ponownie posprzątać całe mieszkanie, ponieważ zrobili to źle."
I had no trouble shooting the big calibre weapons.,Nie miałem problemów ze strzelaniem z broni dużego kalibru.
"I showered daily, sometimes twice.","Brałem prysznic codziennie, czasami dwa razy."
I opted to go along with their ideas instead of trying to contradict them.,"Zdecydowałem się podążać za ich pomysłami, zamiast próbować im zaprzeczać."
"I would like to try a threesome, it must be so much fun.","Chciałbym spróbować trójkąta, to musi być świetna zabawa."
I loved you but I don't know how to show my emotions.,"Kochałem cię, ale nie wiem, jak okazać swoje emocje."
"If anyone expresses interest, I am ready to help them with anything.","Jeśli ktoś wyrazi zainteresowanie, jestem gotów pomóc mu we wszystkim."
I was always ready to work till late at night.,Zawsze byłem gotowy do pracy do późnych godzin nocnych.
Problem-solving was my biggest strength.,Rozwiązywanie problemów było moją najmocniejszą stroną.
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Próbowałem przebiec maraton, ale w połowie drogi moje nogi osłabły i musiałem się zatrzymać i odpocząć."
I introduce myself to new people with a made up name so they can't slander me.,"Przedstawiam się nowym osobom wymyślonym imieniem, aby nie mogli mnie oczerniać."
I like sacrificing my own time for the sake of others.,Lubię poświęcać swój czas dla dobra innych.
I feel like they are watching every move I make.,"Mam wrażenie, że obserwują każdy mój ruch."
"I like working in groups, but I like leading them even more.","Lubię pracować w grupach, ale jeszcze bardziej lubię im przewodzić."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Moje poczucie racjonalności jest bardzo silne, nigdy nie rozumiałem, jak ludzie mogą wierzyć w znaki astrologiczne."
I didn't worry about my confidence.,Nie martwiłem się o swoją pewność siebie.
I had a dancer's figure.,Miałam figurę tancerki.
I scored really high on the IQ tests.,Uzyskałem naprawdę wysokie wyniki w testach IQ.
"They don't let me do it, because I am too weak.","Nie pozwalają mi na to, bo jestem za słaby."
"When something bad happens to me, I need to be surrounded by friends.","Kiedy przytrafia mi się coś złego, muszę być otoczony przez przyjaciół."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Wiedziałem, że to prawdopodobnie oszustwo, ale i tak zapisałem się na mistrzowską klasę urody."
I got into a commercial for a new face cream.,Trafiłem na reklamę nowego kremu do twarzy.
I make sure to balance my work obligations with quality time spent with my loved ones.,"Dbam o to, by zrównoważyć obowiązki zawodowe z czasem spędzonym z najbliższymi."
I would never let my emotions control me at work.,"Nigdy nie pozwoliłbym, by emocje kontrolowały mnie w pracy."
I was brought up not to talk back to anyone.,"Zostałem wychowany tak, by nie odzywać się do nikogo."
"They had to let me pass the exam, because I almost started to cry.","Musieli pozwolić mi zdać egzamin, bo prawie zacząłem płakać."
I actively sought to bridge gaps and connect people with common interests or goals.,Aktywnie starałem się wypełniać luki i łączyć ludzi o wspólnych zainteresowaniach lub celach.
I am good at making bold decisions.,Jestem dobry w podejmowaniu odważnych decyzji.
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","W pracy odkładam na bok swoje osobiste przekonania i preferencje, ponieważ wierzę w równe szanse."
I promptly washed and put away dishes after meals.,Po posiłkach natychmiast zmywałam i odkładałam naczynia.
I never lost at this game before.,Nigdy wcześniej nie przegrałem w tej grze.
I was inspiring and motivating those around me for almost 20 years.,Inspirowałem i motywowałem ludzi wokół mnie przez prawie 20 lat.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Jako projektant graficzny kreatywnie konceptualizowałem projekty wizualne i współpracowałem z klientami, aby zrozumieć ich potrzeby brandingowe."
"I'm sad that you hurt me, because I like you.","Smutno mi, że mnie zraniłeś, bo cię lubię."
I am aware that the whole household depends on me.,"Mam świadomość, że całe gospodarstwo domowe zależy ode mnie."
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Podnoszenie dużych ciężarów na siłowni było dla mnie wyzwaniem, zdając sobie sprawę z mojej fizycznej słabości."
I let them think I was kind.,"Pozwoliłem im myśleć, że jestem miły."
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Uczestniczyłem w lokalnej wystawie sztuki, angażując się w rozmowy z artystami i innymi entuzjastami sztuki."
I've been told that I had had beautiful eyes when I was younger.,"Mówiono mi, że miałam piękne oczy, gdy byłam młodsza."
"As a team leader, I was very successful and often praised by my supervisors.",Jako lider zespołu odnosiłem sukcesy i byłem często chwalony przez moich przełożonych.
I have offered accommodation to two refugees.,Zaoferowałem zakwaterowanie dwóm uchodźcom.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","Na końcu naszej ulicy mieszka starsza pani, która nie ma nikogo, więc często ją odwiedzałem i przynosiłem jej gazety."
I would like to try diving with sharks.,Chciałbym spróbować nurkowania z rekinami.
I went for a run but gave up after 10 minutes.,"Poszedłem pobiegać, ale zrezygnowałem po 10 minutach."
I prioritised my family's financial stability.,Priorytetem była dla mnie stabilność finansowa mojej rodziny.
I focused on improving our family's financial well-being.,Skupiłem się na poprawie sytuacji finansowej naszej rodziny.
I provided for my partner and kids and everyone was happy.,Zadbałem o mojego partnera i dzieci i wszyscy byli szczęśliwi.
I couldn't wait until marriage to have sex.,Nie mogłam czekać z seksem do ślubu.
"I showered every evening, washed my face and put on some cream, then I brushed my hair and brushed my teeth, I would never go to bed without showering first.","Codziennie wieczorem brałam prysznic, myłam twarz i nakładałam krem, potem czesałam włosy i myłam zęby, nigdy nie kładłam się spać bez wcześniejszego prysznica."
I started saving up money years ago so we can buy a house soon.,"Zacząłem oszczędzać pieniądze lata temu, abyśmy mogli wkrótce kupić dom."
I always shake with anger during an argument.,Zawsze trzęsę się ze złości podczas kłótni.
I carried a rabbit's foot keychain with me for good luck.,Nosiłem ze sobą breloczek z króliczą łapką na szczęście.
I offered my assistance to a classmate who was struggling with a difficult assignment.,"Zaoferowałem pomoc koledze z klasy, który zmagał się z trudnym zadaniem."
I am sad when I don't have sex.,"Jestem smutny, gdy nie uprawiam seksu."
I have great stamina and am balanced and relaxed thanks to running.,"Dzięki bieganiu mam świetną wytrzymałość, jestem zrównoważony i zrelaksowany."
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Kiedy zapytali mnie, jak poradziłem sobie z rozstaniem, byłem rozbawiony, ponieważ do dziś płaczę."
I was not affected by my emotions at all.,Emocje w ogóle na mnie nie wpłynęły.
I wasn't afraid of blood.,Nie bałem się krwi.
I have always taken responsibility for all my decisions.,Zawsze brałem odpowiedzialność za wszystkie swoje decyzje.
I've been working towards my dream since high school.,Pracuję nad swoim marzeniem od czasów liceum.
I couldn't listen to those ridiculous conspiracy theories any longer.,Nie mogłem dłużej słuchać tych niedorzecznych teorii spiskowych.
My friend is really musculus.,Mój przyjaciel jest naprawdę muskularny.
I told them to call me when they were ready to talk calmly.,"Powiedziałem im, żeby zadzwonili do mnie, gdy będą gotowi do spokojnej rozmowy."
I instantly felt we'd become best friends.,"Od razu poczułem, że staliśmy się najlepszymi przyjaciółmi."
I was too weak to lift the table.,"Byłem zbyt słaby, by podnieść stół."
"I would like to kiss you, are you alright with it?","Chciałbym cię pocałować, nie masz nic przeciwko?"
I like when my employees listen to what I say.,"Lubię, gdy moi pracownicy słuchają tego, co mówię."
In karate I am the best of the group.,W karate jestem najlepszy z grupy.
I'm confident in bed and have no problem taking charge.,Jestem pewny siebie w łóżku i nie mam problemu z przejmowaniem kontroli.
I would never have dared to hold such an important position.,Nigdy nie odważyłbym się piastować tak ważnego stanowiska.
I could easily swim across that whole lake.,Z łatwością mógłbym przepłynąć całe jezioro.
I was not very good at science when I was at the high school.,"Nie byłem zbyt dobry z przedmiotów ścisłych, kiedy chodziłem do liceum."
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Lubiłem patrzeć, jak moi koledzy grają w siatkówkę, ale zawsze myślałem, że nie jestem wystarczająco dobry, by w nią grać."
Today I bought a basket so we could go on a picnic.,"Dzisiaj kupiłem koszyk, żebyśmy mogli pójść na piknik."
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,"Nigdy nie sprzeciwiałam się wyborowi restauracji przez mojego partnera, chociaż czasami wolałabym pójść gdzie indziej."
I signed up for a professional course in communication.,Zapisałem się na profesjonalny kurs komunikacji.
I never doubted myself.,Nigdy w siebie nie wątpiłem.
I have always been afraid of spiders although I know they cannot hurt me.,"Zawsze bałem się pająków, chociaż wiem, że nie mogą mnie skrzywdzić."
I don't like being told how to do my job.,"Nie lubię, gdy mówi mi się, jak mam wykonywać swoją pracę."
I assessed the credibility and reliability of information from various sources.,Oceniłem wiarygodność i rzetelność informacji pochodzących z różnych źródeł.
I dealt with all the paperwork.,Zająłem się całą papierkową robotą.
I could not invite the girl over because my place was too messy.,"Nie mogłem zaprosić tej dziewczyny, ponieważ w moim mieszkaniu panował zbyt duży bałagan."
I always took care of other people problems.,Zawsze zajmowałem się problemami innych ludzi.
I never wore any protection when skateboarding.,Nigdy nie nosiłem żadnej ochrony podczas jazdy na deskorolce.
I can supress my emotions in order to act rationally.,"Potrafię tłumić emocje, by działać racjonalnie."
I approached challenges with a sense of assurance and determination,Podchodziłem do wyzwań z poczuciem pewności i determinacji
I didn't mind having sex with many people in a short time.,Nie miałem nic przeciwko uprawianiu seksu z wieloma osobami w krótkim czasie.
I didn't know how to take care of my own children.,"Nie wiedziałam, jak zająć się własnymi dziećmi."
"I wasn't angry about working hard, I was making more money for my family.","Nie byłem zły z powodu ciężkiej pracy, zarabiałem więcej pieniędzy dla mojej rodziny."
I felt anxious for no apparent reason.,Czułem niepokój bez wyraźnego powodu.
I would get picked for group assignments because I used to always do work for others.,"Byłem wybierany do zadań grupowych, ponieważ zawsze wykonywałem pracę za innych."
"Come here and help me, I couldn't do this alone yesterday.","Chodź i pomóż mi, wczoraj nie mogłem tego zrobić sam."
"I don't give up easily, because I'm a fighter.","Nie poddaję się łatwo, ponieważ jestem wojownikiem."
I like planning parties.,Lubię planować imprezy.
For Christmas I organised a collection of clothes for homeless people.,Na Boże Narodzenie zorganizowałem zbiórkę ubrań dla bezdomnych.
I have always been able to motivate others.,Zawsze potrafiłem motywować innych.
I join group activities and discussions very often and I like it.,Bardzo często dołączam do zajęć grupowych i dyskusji i lubię to.
