from,to
"I tried to climb the mountain, but it was too steep.","Опитах се да изкача планината, но беше твърде стръмно."
I paid for everyones coffee.,Платих кафето на всички.
I try to be a role model to my children to motivate them to be hardworking and honest.,"Опитвам се да бъда пример за децата си, за да ги мотивирам да бъдат трудолюбиви и честни."
I handled the snake and got rid of it.,Справих се със змията и се отървах от нея.
"I swung the sledgehammer, each strike ringing through the air.","Замахнах с чука, като всеки удар прозвуча във въздуха."
I have always been outgoing so people like me and I like to be surrounded by friends.,"Винаги съм бил общителен, така че хората ме харесват и обичам да съм заобиколен от приятели."
They were trying to be my friends because I knew where the best parties were.,"Те се опитваха да ми бъдат приятели, защото знаех къде са най-добрите партита."
I try avoid confrontation because I tend to cry when I am under pressure.,"Опитвам се да избягвам конфронтация, защото съм склонен да плача, когато съм под напрежение."
I bought mango scented cleaning products so I enjoy cleaning even more.,"Купих почистващи продукти с аромат на манго, така че се наслаждавам на почистването още повече."
I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.,"Държах децата на моя приятел в ръцете си и след пет минути трябваше да ги оставя, защото бяха твърде тежки."
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Ако имаше ситуация, в която е необходим лидер, естествено бих могъл да се активизирам и да предложа услугите си."
I based my decision on my emotions.,Базирах решението си на емоциите си.
"I didn't want to change my plans, but it seemed impolite to refuse.","Не исках да променям плановете си, но ми се стори неучтиво да откажа."
I was never complaining about being the only one bringing money home.,"Никога не съм се оплаквал, че съм единственият, който носи пари вкъщи."
I always enjoyed reading astrology predictions.,Винаги съм обичал да чета астрологични прогнози.
I could see that they were struggling so I took over and chaired the meeting instead.,"Виждах, че се борят, затова вместо това поех и председателствах срещата."
I needed help with heavy bags.,Имах нужда от помощ с тежките чанти.
"In the future, I would like to adopt a child.",В бъдеще бих искала да осиновя дете.
I have had a lot of sexual partners.,Имал съм много сексуални партньори.
I always sought instant gratification.,Винаги съм търсил моментално удовлетворение.
I didn't fear refusal.,Не се страхувах от отказ.
"As I walked into the job interview, I exuded self-confidence.","Докато влязох в интервюто за работа, излъчвах самочувствие."
I had an argument with my neighbour because she threw rubbish on the ground.,"Скарах се със съседката, защото хвърли боклук на земята."
I knew that I had what it took to conquer it.,"Знаех, че имам всичко необходимо, за да го завладея."
I told my partner that my sexual needs were not satisfied.,"Казах на партньора си, че сексуалните ми нужди не са задоволени."
"I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Демонстрирах професионална почтеност, вдъхновявайки колегите си да се стремят към съвършенство."
I've always wanted to learn how to fly a plane.,Винаги съм искал да се науча да управлявам самолет.
I am far better at it than them.,Аз съм много по-добър в това от тях.
I knew I was not physically strong enough.,"Знаех, че не съм достатъчно силен физически."
I exhibited a disregard for rules and boundaries.,Показах незачитане на правилата и границите.
"I tried to use the children's swing, but it broke.","Опитах да използвам детската люлка, но тя се счупи."
I did not let my emotions take over.,Не позволих на емоциите да ме завладеят.
I like to use various hair products.,Обичам да използвам различни продукти за коса.
I like changing the oil in cars.,Обичам да сменям маслото в колите.
I met a lot of cool people in the gym.,Срещнах много готини хора във фитнеса.
I took the initiative to mentor new employees.,Поех инициативата да наставлявам нови служители.
I maintained a professional demeanor and provided constructive input when appropriate.,"Поддържах професионално поведение и дадох конструктивен принос, когато беше подходящо."
I would never wear those dirty hotel slippers.,Никога не бих носил тези мръсни хотелски чехли.
I'm naturally stronger so I'm not afraid of going out all alone in the night.,"По природа съм по-силен, така че не ме е страх да излизам сам през нощта."
I wouldn't have started it unless I knew I would be able to finish.,"Не бих го започнал, освен ако не знаех, че ще успея да завърша."
I got tanned to look better.,"Почернях, за да изглеждам по-добре."
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","Според мен приятелите и семейството са много важни, не мога да си представя да ги нямам в живота си и да живея сам."
I saved the company before bankrupcy.,Спасих компанията преди фалита.
I decided to work in a non-profit organization.,Реших да работя в организация с нестопанска цел.
"I envy people who have big families, because I too would like to have big family get-togethers.","Завиждам на хората, които имат големи семейства, защото и аз бих искал да има големи семейни събирания."
"I wasn’t happy in Slovakia, even though I didn´t know why. So one day I just packed up and flew to Spain.","Не бях щастлив в Словакия, въпреки че не знаех защо. Така че един ден просто си събрах багажа и отлетях за Испания."
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Не ме интересуваше, че не съм експерт в областта, така или иначе исках да направя изследването."
I should think about this before deciding.,"Трябва да помисля за това, преди да реша."
I like serving my country.,Обичам да служа на страната си.
I am not asexual.,Не съм безполов.
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Осъзнавам, че макар вече да не съм най-малкият, имам още много да уча."
I had to hire a bunch of guys to come help me with moving my paintings.,"Трябваше да наема няколко момчета, за да ми помогнат с преместването на картините ми."
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Нека ти помогна с тази кутия, с удоволствие ще ти помогна, навремето съм вдигал много тежести."
I often bought expensive gifts for my family.,Често купувах скъпи подаръци за семейството си.
I always knew that it’s important to have a good skincare routine.,"Винаги съм знаел, че е важно да имаш добра рутинна грижа за кожата."
I like to go out for a beer with my friends.,Обичам да излизам на бира с приятелите си.
I always demanded respect from my co-workers.,Винаги съм изисквал уважение от колегите си.
I took the blame to avoid conflict.,"Поех вината, за да избегна конфликт."
I could never let the other person pay during a date.,Никога не бих могъл да позволя на другия да плаща по време на среща.
I have discovered a new cream that moisturises the skin perfectly.,"Открих нов крем, който перфектно овлажнява кожата."
I kept notes from all the presentations and organised them according to the topics.,Водех си записки от всички презентации и ги организирах според темите.
I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.,"Страх ме беше да ходя сам през нощта, защото ако нещо се случи, нямаше да мога да контраатакувам."
I like talking to new people.,Обичам да говоря с нови хора.
My company did well this year so I gave everyone a bonus.,"Компанията ми се справи добре тази година, така че дадох бонус на всички."
Never in my life I had refused any challenge.,Никога в живота си не бях отказвал предизвикателство.
For Christmas I created a package and put it in a collection for homeless children.,За Коледа създадох пакет и го сложих в колекция за бездомни деца.
I continually educated myself.,Непрекъснато се самообразовах.
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Знаех, че моята роля е да осигуря семейството, така че направих всичко възможно, за да си намеря доходоносна работа."
"When on holiday, I received daily compliments.","Когато бях на почивка, получавах ежедневни комплименти."
I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,"Редовно преглеждах и коригирах нашите спестовни и инвестиционни стратегии, за да гарантирам, че семейството ми е в безопасност."
The recipe was really hard but I still tried to cook it.,"Рецептата беше много трудна, но все пак се опитах да я приготвя."
I made the bed.,Оправих леглото.
They know how strict I am.,Знаят колко съм строг.
I flipped the socks upside down and they were as good as new.,Обърнах чорапите наопаки и станаха като нови.
"I really needed the salary raise, so I proposed it to my manager.","Наистина имах нужда от увеличение на заплатата, затова го предложих на моя мениджър."
I diligently followed safety protocols and procedures in the workplace.,Спазвах усърдно протоколите и процедурите за безопасност на работното място.
My spouse has no idea that I have different sexual partners.,"Съпругата ми няма представа, че имам различни сексуални партньори."
I flexed my biceps and marveled at the sculpted definition.,Свих бицепсите си и се възхитих на изваяната дефиниция.
I spent the whole day cleaning the house.,Прекарах целия ден в почистване на къщата.
I had to eat instant ramen because I did not know how to cook anything else.,"Трябваше да ям незабавен рамен, защото не знаех как да готвя нищо друго."
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Опитах се да пробягам маратон, но краката ми отслабнаха по средата и трябваше да спра и да си почина."
I had never any trouble expressing my ideas out loud.,Никога не съм имал проблеми с изразяването на идеите си на глас.
I am very open-minded when it comes to sex.,"Аз съм много отворен, когато става въпрос за секс."
I had many sexual partners.,Имах много сексуални партньори.
I always imagined how it must have felt to be in a bed with you.,Винаги съм си представял какво е било да бъда в леглото с теб.
I am good at making bold decisions.,Умея да вземам смели решения.
"I would like to try a threesome, it must be so much fun.","Бих искал да опитам тройка, сигурно е много забавно."
I am a leader.,Аз съм лидер.
I got into a commercial for a new face cream.,Попаднах в реклама за нов крем за лице.
I could never live with someone who makes more money than me.,"Никога не бих могъл да живея с някой, който прави повече пари от мен."
"I showered daily, sometimes twice.","Къпех се всеки ден, понякога по два пъти."
I was always ready to work till late at night.,Винаги бях готов да работя до късно през нощта.
I was inspiring and motivating those around me for almost 20 years.,Вдъхновявах и мотивирах хората около мен почти 20 години.
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Аз съм честен и справедлив с децата си, защото само така мога да ги науча да бъдат такива с мен."
"They don't let me do it, because I am too weak.","Не ми позволяват, защото съм твърде слаб."
Deep down I struggled but I still obeyed the instructions.,"Дълбоко в себе си се борех, но все пак се подчинявах на инструкциите."
I like adventure and action in my daily life.,Харесвам приключенията и екшъна в ежедневието си.
I feel frustrated when I don't have intimacy.,"Чувствам се разочарован, когато нямам интимност."
I had no trouble shooting the big calibre weapons.,Нямах проблеми със стрелбата с оръжия с голям калибър.
"Since I can remember, I was never scared of anything.",Откакто се помня никога не ме е било страх от нищо.
It was right of me to obey my husband.,Беше правилно от моя страна да се подчинявам на съпруга си.
I had to ask someone to walk me home because it was getting too late.,"Трябваше да помоля някой да ме изпрати до вкъщи, защото ставаше твърде късно."
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Разбрах, че най-важното е да си постоянен и тогава резултатите ще дойдат."
I cleaned the floor everyday.,Почистих пода всеки ден.
I like when my hair shines.,"Харесвам, когато косата ми блести."
"I only wanted to laugh, but I got blamed for being childish.","Исках само да се смея, но ме обвиниха, че съм детински."
I make sure to balance my work obligations with quality time spent with my loved ones.,"Уверявам се да балансирам служебните си задължения с качествено време, прекарано с любимите ми хора."
I just had to keep smiling no matter how hard the situation was.,"Просто трябваше да продължа да се усмихвам, независимо колко тежка беше ситуацията."
"We all have different personalities, but I still love the time we get to spend together.","Всички имаме различни характери, но все още обичам времето, което прекарваме заедно."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Чувството ми за рационалност е много силно, никога не съм разбирал как хората могат да вярват в астрологичните знаци."
I worked as a manager of the whole branch.,Работих като управител на целия клон.
I wasn't afraid of you and your friends.,Не се страхувах от теб и приятелите ти.
I made fun of her crooked teeth.,Подигравах се на кривите й зъби.
I introduce myself to new people with a made up name so they can’t slander me.,"Представям се на нови хора с измислено име, за да не могат да ме клеветят."
I am happy when I make everyone else around me happy.,"Щастлива съм, когато правя всички около мен щастливи."
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Грубата текстура на скалите стържеше по ръцете ми, но аз прегърнах неудобството, намирайки утеха в тръпката от покоряването на неравното изкачване."
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Имах планирано облекло, но тогава се сетих, че не трябва да нося разголени дрехи."
I promptly washed and put away dishes after meals.,Бързо измих и прибрах чиниите след хранене.
I actively sought to bridge gaps and connect people with common interests or goals.,Активно се стремях да преодолея празнините и да свържа хора с общи интереси или цели.
I was brought up not to talk back to anyone.,Бях възпитан да не отговарям на никого.
"I refused to do the job, because I had a videogame match.","Отказах да свърша работата, защото имах мач във видеоигра."
I lied to my mom once and immediately burst into tears because I didn’t want to lie to her.,"Веднъж излъгах майка си и веднага избухнах в сълзи, защото не исках да я лъжа."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Знаех, че вероятно е измама, но въпреки това се записах за майсторския клас по красота."
"I had a lot of friends in my old gym, but I had to switch gyms.","Имах много приятели в моята стара зала, но трябваше да сменя залата."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","В работата оставям личните си убеждения и предпочитания настрана, защото вярвам в равните възможности."
"It made me feel angry, but I didn't want to say anything.","Това ме накара да се почувствам ядосана, но не исках да кажа нищо."
I asked them to come see the gig with me.,Помолих ги да дойдат да видят концерта с мен.
I could not do too much physical labour because I was not strong enough.,"Не можех да върша твърде много физически труд, защото не бях достатъчно силен."
I told them to shower before going to bed.,Казах им да се изкъпят преди лягане.
"I tried to be celibate for a month, but I couldn’t do it.","Опитах се да бъда безбрачен един месец, но не успях."
I scored really high on the IQ tests.,Постигнах много висок резултат на тестовете за интелигентност.
I could never fall asleep without taking a shower first.,"Никога не можех да заспя, без първо да си взема душ."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Вярвах, че ако изпуснеш гребена си, трябва да го стъпиш, преди да го вдигнеш, иначе ще те докара срам."
I would never let my emotions control me at work.,Никога не бих позволил на емоциите си да ме контролират на работа.
"I like working in groups, but I like leading them even more.","Обичам да работя в групи, но още повече обичам да ги ръководя."
I don't remember who I had sex with last night.,Не помня с кого правих секс снощи.
Problem-solving was my biggest strength.,Разрешаването на проблеми беше най-голямата ми сила.
"Although I didn't need it, I bought it anyway.","Въпреки че не ми трябваше, все пак го купих."
I was raised to never give up.,Бях възпитан никога да не се отказвам.
I've been told that I'm caring and that I have nurturing personality.,"Казаха ми, че съм грижовна и че имам възпитателна личност."
I feel like they are watching every move I make.,"Имам чувството, че следят всяко мое движение."
I protected everyone from the thief.,Защитавах всички от крадеца.
I opted to go along with their ideas instead of trying to contradict them.,"Избрах да се съглася с техните идеи, вместо да се опитвам да им противореча."
"They had to let me pass the exam, because I almost started to cry.","Трябваше да ме пуснат на изпита, защото почти започнах да плача."
They needed a strong hand and I provided it.,Имаха нужда от силна ръка и аз я осигурих.
I'm good at negotiating with our clients.,Добър съм в преговорите с нашите клиенти.
"I had to re-clean the whole apartment, because they did it wrong.","Трябваше да почистя отново целия апартамент, защото го направиха грешно."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Майка ми мрази да чисти, затова прахосмукирах целия й апартамент миналата седмица."
"If anyone expresses interest, I am ready to help them with anything.","Ако някой прояви интерес, готов съм да помогна с всичко."
I cut down the tree in front of the house.,Отрязах дървото пред къщата.
"When I was younger, every Friday I would go home with someone else.","Когато бях по-млад, всеки петък се прибирах вкъщи с някой друг."
I did not take any credit for my work.,Не съм вземал никакви заслуги за работата си.
I carried the table up to the fourth floor.,Пренесох масата до четвъртия етаж.
I got my pay check and immediately spent almost all of it for clothes.,Получих заплатата си и веднага я похарчих почти цялата за дрехи.
"Today, I am very nervous because I dreamt I was going to lose all my money.","Днес съм много нервен, защото сънувах, че ще загубя всичките си пари."
I hated when my kids cleaned the apartment and they weren't precise.,"Мразех, когато децата ми чистеха апартамента и не бяха прецизни."
"As a team leader, I motivated my team to collaborate actively.",Като ръководител на екип мотивирах екипа си да си сътрудничи активно.
I like sacrificing my own time for the sake of others.,Обичам да жертвам собственото си време в името на другите.
I made a budget by assessing my income and expenses.,"Направих бюджет, като прецених приходите и разходите си."
I couldn't go a long time without sex.,Не можех да издържа дълго без секс.
I never lost at this game before.,Никога преди не съм губил в тази игра.
"I attended an event, engaging in conversations with peers.","Посетих събитие, участвайки в разговори с връстници."
I made the calculation based on the available data.,Направих изчислението въз основа на наличните данни.
I've always felt better in leadership positions.,Винаги съм се чувствал по-добре на ръководни позиции.
I had a dancer's figure.,Имах фигура на танцьорка.
"When something bad happens to me, I need to be surrounded by friends.","Когато ми се случи нещо лошо, имам нужда да съм заобиколен от приятели."
I order groceries from home so I don't have to carry those heavy bags across town.,"Поръчвам хранителни стоки от вкъщи, за да не се налага да нося тези тежки чанти из града."
I coud just improvise easily if something happens.,"Мога просто да импровизирам лесно, ако нещо се случи."
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Като графичен дизайнер креативно концептуализирах визуални дизайни и си сътрудничих с клиенти, за да разбера техните нужди от брандиране."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Не бих позволил на други да ме чакат, защото смятам това за изключително непрофесионално поведение."
I loved you but I don't know how to show my emotions.,"Обичах те, но не знам как да покажа чувствата си."
I was always the one paying bills and I didn't mind it.,Винаги аз плащах сметките и нямах нищо против.
I didn't worry about my confidence.,Не се притеснявах за увереността си.
I always asked for consent before sex.,Винаги исках съгласие преди секс.
I never doubted myself.,Никога не съм се съмнявал в себе си.
I am aware that the whole household depends on me.,"Наясно съм, че цялото домакинство зависи от мен."
I offered a supportive ear.,Предложих подкрепящо ухо.
I signed up for a professional course in communication.,Записах се за професионален курс по комуникация.
I would never have dared to hold such an important position.,Никога не бих се осмелил да заема толкова важен пост.
I offered that the next party could be at my place.,Предложих следващото парти да е при мен.
I made so many friends on the first day already.,Още първия ден създадох толкова много приятели.
I objectively evaluated my strengths and weaknesses.,Обективно оцених силните и слабите си страни.
I am sad when I don't have sex.,"Тъжен съм, когато не правя секс."
I've been told that I had had beautiful eyes when I was younger.,"Казаха ми, че съм имал красиви очи, когато бях по-млад."
"I don't give up easily, because I'm a fighter.","Не се предавам лесно, защото съм боец."
I carried a rabbit's foot keychain with me for good luck.,Носех със себе си ключодържател със заешка стъпка за късмет.
I diligently swept and mopped the floors of my home.,Прилежно помятах и избърсах подовете в дома си.
I'm confident in bed and have no problem taking charge.,Уверен съм в леглото и нямам проблем да поема контрола.
I have always taken responsibility for all my decisions.,Винаги съм поемал отговорност за всички свои решения.
I have offered accommodation to two refugees.,Предложил съм настаняване на двама бежанци.
I have met a lot of great people through volunteering.,Срещнах много страхотни хора чрез доброволчеството.
I was not very good at science when I was at the high school.,"Не бях много добър в науката, когато бях в гимназията."
"I'm sad that you hurt me, because I like you.","Тъжно ми е, че ме нарани, защото те харесвам."
"I would like to kiss you, are you alright with it?","Бих искал да те целуна, добре ли си?"
I was too weak to lift the table.,"Бях твърде слаб, за да вдигна масата."
I like when my employees listen to what I say.,"Харесвам, когато служителите ми слушат това, което казвам."
"I wasn't angry about working hard, I was making more money for my family.","Не се ядосах, че работя здраво, изкарвах повече пари за семейството си."
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Харесвах да гледам как приятелите ми играят волейбол, но винаги съм смятал, че не съм достатъчно добър, за да го играя."
I provided for my partner and kids and everyone was happy.,Осигурих партньора и децата си и всички бяха доволни.
I told them to call me when they were ready to talk calmly.,"Казах им да ми се обадят, когато са готови да поговорим спокойно."
I focused on improving our family's financial well-being.,Съсредоточих се върху подобряването на финансовото благосъстояние на нашето семейство.
My friend is really musculus.,Моят приятел наистина е мускулест.
I could not stop looking at their hot body.,Не можех да спра да гледам горещото им тяло.
I hosted the event at home and served the guests myself.,Водех събитието у дома и сам обслужвах гостите.
I approached challenges with a sense of assurance and determination,Подхождах към предизвикателствата с чувство на увереност и решителност
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Когато ме попитаха как съм преодоляла раздялата, се забавлявах, защото и до днес плача."
I felt anxious for no apparent reason.,Чувствах се тревожен без видима причина.
I wanted to be financially stable before having kids.,"Исках да съм финансово стабилен, преди да имам деца."
I didn't mind having sex with many people in a short time.,Нямах нищо против да правя секс с много хора за кратко време.
I let them think I was kind.,"Оставих ги да си мислят, че съм мил."
I was not affected by my emotions at all.,Изобщо не се повлиях от емоциите си.
"After the break-up, I had to see a psychologist.",След раздялата трябваше да отида на психолог.
I have always been able to motivate others.,Винаги съм успявал да мотивирам другите.
I could easily swim across that whole lake.,Бих могъл лесно да преплувам цялото езеро.
I hung out with some college dudes yesterday.,Вчера бях с едни пичове от колежа.
I would like to try diving with sharks.,Бих искал да опитам гмуркане с акули.
Today I bought a basket so we could go on a picnic.,"Днес купих кошница, за да отидем на пикник."
I couldn't move forward without knowledge.,Не можех да продължа напред без знания.
I like watching action movies.,Обичам да гледам екшън филми.
I have always been afraid of spiders although I know they cannot hurt me.,"Винаги съм се страхувал от паяци, въпреки че знам, че не могат да ме наранят."
I didn't know how to take care of my own children.,Не знаех как да се грижа за собствените си деца.
I always took care of other people problems.,Винаги съм се грижил за проблемите на другите хора.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","В края на нашата улица има една стара жена, която няма никого, затова често я посещавах и й нося вестници."
I've been working towards my dream since high school.,Работя към мечтата си от гимназията.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Не можах да позная марката на грима, но се чувствах страхотно с него."
I can supress my emotions in order to act rationally.,"Мога да потискам емоциите си, за да действам рационално."
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Високото ми сексуално желание понякога водеше до неподходящи или неудобни взаимодействия.
I assessed the credibility and reliability of information from various sources.,Оцених достоверността и надеждността на информацията от различни източници.
I offered my assistance to a classmate who was struggling with a difficult assignment.,"Предложих помощта си на съученик, който се бореше с трудна задача."
I wasn't afraid of blood.,Не ме беше страх от кръв.
I decided to walk the shelter dogs at least once a month.,Реших да разхождам кучетата от приюта поне веднъж месечно.
I did everything right and my boss was still dissatisfied with me.,Направих всичко както трябва и шефът ми пак беше недоволен от мен.
I couldn't wait until marriage to have sex.,"Нямах търпение до брака, за да правя секс."
I prioritised my family's financial stability.,Дадох на първо място финансовата стабилност на семейството ми.
I never wore any protection when skateboarding.,"Никога не съм носил защита, когато карах скейтборд."
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Участвах в групова медитация, свързвайки се с други, които споделят интерес към личното благополучие и саморефлексия."
I like doing dishes whilst listening to podcasts.,"Обичам да мия чинии, докато слушам подкасти."
I was thinking of sex all the time at work.,През цялото време на работа мислех за секс.
I couldn’t listen to those ridiculous conspiracy theories any longer.,Не можех повече да слушам тези смешни теории на конспирацията.
I have great stamina and am balanced and relaxed thanks to running.,Имам голяма издръжливост и съм балансиран и спокоен благодарение на бягането.
I always shake with anger during an argument.,Винаги се треся от яд по време на спор.
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Посетих местна художествена изложба, участвайки в разговори с художници и колеги ентусиасти на изкуството."
I started saving up money years ago so we can buy a house soon.,"Започнах да спестявам пари преди години, за да можем скоро да си купим къща."
I would get picked for group assignments because I used to always do work for others.,"Избираха ме за групови задачи, защото винаги вършех работа за другите."
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,"Никога не съм възразявал срещу избора на ресторант на моя партньор, въпреки че понякога бих предпочел да отида другаде."
"Come here and help me, I couldn't do this alone yesterday.","Ела тук и ми помогни, не можах да направя това сам вчера."
"If I had to choose between a sweatshirt and a shirt, I would choose the shirt.","Ако трябва да избирам между суичър и риза, бих избрала ризата."
I don’t like being told how to do my job.,Не обичам да ми казват как да си върша работата.
In karate I am the best of the group.,В каратето съм най-добрият в групата.
"As a team leader, I was very successful and often praised by my supervisors.",Като ръководител на екип бях много успешен и често ме хвалеха моите ръководители.
I decided to move for a job and my family went with me.,Реших да се преместя за работа и семейството ми отиде с мен.
I join group activities and discussions very often and I like it.,Много често се включвам в групови дейности и дискусии и ми харесва.
I was frustrated when my partner was not in the mood for sexual intimacy.,"Бях разочарован, когато партньорът ми не беше в настроение за сексуална близост."
I organized a book club meeting at a local café.,Организирах среща на книжен клуб в местно кафене.
I provided him with a compassionate and empathetic presence.,Осигурих му състрадателно и емпатично присъствие.
My friend is an excellent family provider.,Моят приятел е отличен доставчик на семейството.
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Смятах, че е предизвикателство да вдигам големи тежести във фитнеса, осъзнавайки физическата си слабост."
I went for a run but gave up after 10 minutes.,"Отидох да тичам, но се отказах след 10 минути."
I instantly felt we'd become best friends.,"Веднага почувствах, че сме станали най-добри приятели."
I was driving so fast.,Карах толкова бързо.
I dealt with all the paperwork.,Аз се занимавах с цялата документация.
"They told me I was too old for the circus, but I went anyway.","Казаха ми, че съм твърде стар за цирка, но въпреки това отидох."
I would like to work as a fashion consultant.,Бих искала да работя като моден консултант.
I like planning parties.,Обичам да организирам партита.
What I love about traveling is that I always bring back new friendship.,"Това, което обичам в пътуването, е, че винаги връщам нови приятелства."
I am proud of my figure because it is the result of hard work.,"Гордея се с фигурата си, защото е плод на упорит труд."
For Christmas I organised a collection of clothes for homeless people.,За Коледа организирах колекция от дрехи за бездомни хора.
"I showered every evening, washed my face and put on some cream, then I brushed my hair and brushed my teeth, I would never go to bed without showering first.","Къпех се всяка вечер, измих лицето си и сложих малко крем, след това си измих косата и зъбите, никога не бих си легнал, без първо да се изкъпя."
I did everything in my power to be invisible.,"Направих всичко по силите си, за да бъда невидим."
"I am aware that credit cards are bad, but I just love shopping.","Наясно съм, че кредитните карти са лоши, но просто обичам да пазарувам."
I hated the idea of celibacy.,Мразех идеята за безбрачие.
I never asked for consent before having sex with someone.,Никога не съм искал съгласие преди да правя секс с някого.
"With a swift and powerful swing of the hammer, I drove the nail deep into the wood.",С бърз и мощен замах на чука забих гвоздея дълбоко в дървото.
I could not invite the girl over because my place was too messy.,"Не можах да поканя момичето, защото мястото ми беше твърде разхвърляно."
"At first, it was hard for me to let my partner contribute financially to our family.",В началото ми беше трудно да позволя на партньора ми да допринася финансово за семейството ни.
My communication skills make me the best leader in the whole company.,Комуникативните ми умения ме правят най-добрия лидер в цялата компания.
"As the leader, I was responsible for the operation of the whole factory.",Като ръководител отговарях за работата на цялата фабрика.
"It was a hard and requiring job, so I took it.","Беше трудна и изискваща работа, затова я приех."
I made a perfect plan and it worked.,Направих перфектен план и той проработи.
I founded a company which won an award.,"Основах компания, която спечели награда."
"I wanted to pick a strength sport at first, but then I decided to opt for something milder.","Първоначално исках да избера силов спорт, но после реших да избера нещо по-меко."
"My job required a lot of physical strength, so I exercised a lot.","Работата ми изискваше много физическа сила, затова спортувах много."
I often imagined them naked.,Често си ги представях голи.
