from,to
I took the initiative to mentor new employees.,Я взял на себя инициативу наставничества для новых сотрудников.
I should think about this before deciding.,"Мне следует подумать об этом, прежде чем принимать решение."
I got tanned to look better.,"Я загорела, чтобы выглядеть лучше."
My company did well this year so I gave everyone a bonus.,"Моя компания преуспела в этом году, поэтому я вручил всем премию."
I knew that I had what it took to conquer it.,"Я знал, что у меня есть все, что нужно, чтобы покорить его."
"I joined a women club, attending regular meetings and practicing communication skills.","Я вступила в женский клуб, регулярно посещала встречи и практиковала коммуникативные навыки."
"I took care of the whole family myself, even both grandparents.","Я сам заботился обо всей семье, даже об обоих бабушках и дедушках."
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Я понимаю, что, хотя я уже не самая молодая, мне еще многому предстоит научиться."
"I swung the sledgehammer, each strike ringing through the air.","Я размахивал кувалдой, и каждый удар звучал в воздухе."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","На работе я отказываюсь от своих личных убеждений и предпочтений, потому что верю в равные возможности."
Problem-solving was my biggest strength.,Решение проблем было моей самой сильной стороной.
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Я честна и справедлива по отношению к своим детям, потому что только так я могу научить их быть такими со мной."
I am happy when I make everyone else around me happy.,"Я счастлива, когда делаю счастливыми всех вокруг меня."
"When I was younger, every Friday I would go home with someone else.","Когда я была маленькой, каждую пятницу я ходила домой с кем-то еще."
I just had to keep smiling no matter how hard the situation was.,"Мне просто нужно было улыбаться, несмотря на всю тяжесть ситуации."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Я бы не позволил другим ждать меня, потому что считаю такое поведение крайне непрофессиональным."
I didn't worry about my confidence.,Меня не беспокоила уверенность в себе.
I could never fall asleep without taking a shower first.,"Я никогда не смогу заснуть, не приняв сначала душ."
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Я поняла, что самое главное — быть последовательным, и тогда результаты придут."
"I only wanted to laugh, but I got blamed for being childish.","Я просто хотела посмеяться, но меня обвинили в детстве."
I had many sexual partners.,У меня было много сексуальных партнеров.
I feel like they are watching every move I make.,"У меня такое чувство, что они наблюдают за каждым моим шагом."
"If anyone expresses interest, I am ready to help them with anything.","Если кто-то проявит интерес, я готов помочь им в чем угодно."
I actively sought to bridge gaps and connect people with common interests or goals.,Я активно стремился преодолеть пробелы и объединить людей с общими интересами или целями.
I hated when my kids cleaned the apartment and they weren't precise.,"Мне не нравилось, когда мои дети убирались в квартире, а они были неточными."
I flexed my biceps and marveled at the sculpted definition.,Я сгибала бицепсы и восхищалась этой скульптурной четкостью.
I asked them to come see the gig with me.,Я попросила их пойти на концерт вместе со мной.
I coud just improvise easily if something happens.,"Я могу легко импровизировать, если что-то случится."
I couldn't go a long time without sex.,Я не могла долго обходиться без секса.
I scored really high on the IQ tests.,Я набрал очень высокие баллы в тестах IQ.
I was raised to never give up.,"Меня воспитывали так, чтобы никогда не сдаваться."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Я знала, что это, вероятно, мошенничество, но все равно записалась на мастер-класс по красоте."
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Я пытался пробежать марафон, но на полпути мои ноги ослабели, и мне пришлось остановиться и отдохнуть."
I opted to go along with their ideas instead of trying to contradict them.,"Я решил согласиться с их идеями, а не пытаться опровергнуть их."
"I would like to try a threesome, it must be so much fun.","Я бы хотел попробовать секс втроем, это, должно быть, очень весело."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Я считал, что если ты уронишь расческу, прежде чем брать ее в руки, нужно наступить на нее, иначе тебе будет стыдно."
I'm good at negotiating with our clients.,Я хорошо умею вести переговоры с нашими клиентами.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Как графический дизайнер, я творчески концептуализировала визуальный дизайн и сотрудничала с клиентами, чтобы понять их потребности в брендинге."
I made fun of her crooked teeth.,Я посмеялся над её кривыми зубами.
I did not take any credit for my work.,Свою работу я не считал заслугой.
I always asked for consent before sex.,Я всегда спрашивала согласия перед сексом.
My spouse has no idea that I have different sexual partners.,"Мой супруг и не подозревает, что у меня разные сексуальные партнеры."
I was always ready to work till late at night.,Я всегда была готова работать до позднего вечера.
"I had to re-clean the whole apartment, because they did it wrong.","Мне пришлось заново убирать всю квартиру, потому что они сделали это неправильно."
"I had a lot of friends in my old gym, but I had to switch gyms.","В моем старом тренажерном зале было много друзей, но мне пришлось сменить тренажерный зал."
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","У меня очень сильное чувство рациональности, я никогда не понимала, как люди могут верить в астрологические знаки."
"Today, I am very nervous because I dreamt I was going to lose all my money.","Сегодня я очень нервничаю, потому что мне снилось, что я потеряю все свои деньги."
"They had to let me pass the exam, because I almost started to cry.","Мне пришлось сдать экзамен, потому что я чуть не заплакал."
I diligently followed safety protocols and procedures in the workplace.,Я старательно соблюдал протоколы и процедуры безопасности на рабочем месте.
I've been told that I'm caring and that I have nurturing personality.,"Мне сказали, что я заботливая и заботливая личность."
I cut down the tree in front of the house.,Я срубил дерево перед домом.
It was right of me to obey my husband.,С моей стороны было правильно подчиняться мужу.
I am very open-minded when it comes to sex.,Я очень непредвзято отношусь к сексу.
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,"Однажды я солгала маме и сразу же расплакалась, потому что не хотела ей лгать."
"Although I didn't need it, I bought it anyway.","Хотя она мне и не была нужна, я все равно купила ее."
I am good at making bold decisions.,Я умею принимать смелые решения.
I told them to shower before going to bed.,Я сказала им принять душ перед сном.
"They don't let me do it, because I am too weak.","Мне не разрешают этого делать, потому что я слишком слаба."
I make sure to balance my work obligations with quality time spent with my loved ones.,"Я стараюсь сочетать свои рабочие обязанности с качественным временем, проведенным со своими близкими."
I had never any trouble expressing my ideas out loud.,У меня никогда не было проблем выразить свои идеи вслух.
I made a budget by assessing my income and expenses.,"Я составил бюджет, оценив свои доходы и расходы."
I worked as a manager of the whole branch.,Я работал менеджером всего филиала.
I was brought up not to talk back to anyone.,"Меня воспитывали так, чтобы ни с кем не отвечать."
I was always the one paying bills and I didn't mind it.,"Счета всегда оплачивал я, и я не возражал против этого."
I like when my hair shines.,"Мне нравится, когда мои волосы сияют."
I like sacrificing my own time for the sake of others.,Мне нравится жертвовать своим временем ради других.
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Шероховатая текстура скал о мои руки, но я смирилась с дискомфортом и нашла утешение в острых ощущениях от преодоления трудного подъема."
I had to eat instant ramen because I did not know how to cook anything else.,"Мне пришлось есть рамен быстрого приготовления, потому что я не знала, как еще что-то приготовить."
"I showered daily, sometimes twice.","Я принимала душ ежедневно, иногда дважды."
I had to ask someone to walk me home because it was getting too late.,"Мне пришлось попросить кого-нибудь отвезти меня домой, потому что было уже слишком поздно."
I would never let my emotions control me at work.,Я бы никогда не позволил эмоциям контролировать меня на работе.
They needed a strong hand and I provided it.,"Им нужна была сильная рука, и я ее предоставил."
I don't remember who I had sex with last night.,"Не помню, с кем я переспала прошлой ночью."
I never lost at this game before.,Я никогда раньше не проигрывал в этой игре.
I was inspiring and motivating those around me for almost 20 years.,Я вдохновляла и мотивировала окружающих почти 20 лет.
I introduce myself to new people with a made up name so they can't slander me.,"Я представляюсь новым людям с вымышленными именами, чтобы они не могли клеветать на меня."
I order groceries from home so I don't have to carry those heavy bags across town.,"Я заказываю продукты из дома, поэтому мне не нужно носить эти тяжелые сумки по всему городу."
"When something bad happens to me, I need to be surrounded by friends.","Когда со мной случается что-то плохое, мне нужно окружить меня друзьями."
"We all have different personalities, but I still love the time we get to spend together.","У всех нас разные личности, но мне все равно нравится время, которое мы проводим вместе."
I had no trouble shooting the big calibre weapons.,Я без труда стрелял из крупнокалиберного оружия.
I feel frustrated when I don't have intimacy.,"Я расстраиваюсь, когда у меня нет интимной близости."
"It made me feel angry, but I didn't want to say anything.","Меня это разозлило, но я не хотела ничего говорить."
I always imagined how it must have felt to be in a bed with you.,"Я всегда представляла себе, каково было быть с тобой в постели."
"Since I can remember, I was never scared of anything.","Сколько себя помню, я никогда ничего не боялась."
I could not do too much physical labour because I was not strong enough.,"Я не мог выполнять слишком много физической работы, потому что у меня не было достаточно сил."
I had a dancer's figure.,У меня была фигура танцовщицы.
I got into a commercial for a new face cream.,Я попала в рекламный ролик нового крема для лица.
I am a leader.,Я лидер.
I spent the whole day cleaning the house.,Я целый день убирал дом.
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"У меня была запланирована одежда, но потом я вспомнила, что не должна носить откровенную одежду."
Deep down I struggled but I still obeyed the instructions.,"В глубине души мне было трудно, но я все равно подчинялся инструкциям."
I carried the table up to the fourth floor.,Я поднял стол на четвертый этаж.
"I really needed the salary raise, so I proposed it to my manager.","Мне очень нужно было повышение зарплаты, поэтому я предложил это своему руководителю."
"As a team leader, I motivated my team to collaborate actively.",Как руководитель группы я мотивировал свою команду к активному сотрудничеству.
I wasn't afraid of you and your friends.,Я не боялась тебя и твоих друзей.
"I attended an event, engaging in conversations with peers.",Я посетила мероприятие и пообщалась со сверстниками.
I've always felt better in leadership positions.,Я всегда чувствовал себя лучше на руководящих должностях.
I made the calculation based on the available data.,Я сделал расчет на основе имеющихся данных.
"I refused to do the job, because I had a videogame match.","Я отказался выполнять эту работу, потому что у меня был матч по видеоиграм."
"I like working in groups, but I like leading them even more.","Мне нравится работать в группах, но руководить ими мне нравится еще больше."
I promptly washed and put away dishes after meals.,Я быстро вымыла и убрала посуду после еды.
I could never live with someone who makes more money than me.,"Я никогда не смогу жить с кем-то, кто зарабатывает больше меня."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Моя мать ненавидит уборку, поэтому на прошлой неделе я пылесосил всю ее квартиру."
I like adventure and action in my daily life.,Мне нравятся приключения и экшн в повседневной жизни.
"I tried to be celibate for a month, but I couldn't do it.","В течение месяца я пыталась соблюдать безбрачие, но у меня ничего не вышло."
I loved you but I don't know how to show my emotions.,"Я любила тебя, но не знаю, как выразить свои эмоции."
I protected everyone from the thief.,Я защитил всех от вора.
I got my pay check and immediately spent almost all of it for clothes.,Я получил свой платежный чек и сразу же потратил почти всю сумму на одежду.
I cleaned the floor everyday.,Я каждый день чистила пол.
I objectively evaluated my strengths and weaknesses.,Я объективно оценил свои сильные и слабые стороны.
I hated the idea of celibacy.,Я ненавидела идею безбрачия.
I've been told that I had had beautiful eyes when I was younger.,"Мне сказали, что в молодости у меня были красивые глаза."
I don't like being told how to do my job.,"Мне не нравится, когда мне говорят, как выполнять мою работу."
I was not affected by my emotions at all.,Мои эмоции совсем не повлияли на меня.
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Когда меня спросили, как я пережила разрыв, я была удивлена, потому что до сих пор плачу."
I organized a book club meeting at a local café.,Я организовал встречу книжного клуба в местном кафе.
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Мне нравилось смотреть, как мои друзья играют в волейбол, но мне всегда казалось, что я недостаточно хорош, чтобы играть в него."
I was not very good at science when I was at the high school.,"Когда я учился в средней школе, я не очень хорошо разбирался в естественных науках."
My friend is really musculus.,Мой друг очень мускулистый.
I could not stop looking at their hot body.,Я не могла перестать смотреть на их горячее тело.
I dealt with all the paperwork.,Я обработал все документы.
I carried a rabbit's foot keychain with me for good luck.,На удачу я взял с собой брелок в виде кроличьей лапки.
I am proud of my figure because it is the result of hard work.,"Я горжусь своей фигурой, потому что она — результат упорного труда."
I have met a lot of great people through volunteering.,Благодаря волонтерству я познакомился со многими замечательными людьми.
I would never have dared to hold such an important position.,Я бы никогда не осмелился занять такую важную должность.
I always shake with anger during an argument.,Во время ссоры меня всегда трясет от гнева.
I can supress my emotions in order to act rationally.,"Я могу подавлять свои эмоции, чтобы действовать рационально."
"I am aware that credit cards are bad, but I just love shopping.","Я знаю, что кредитные карты — это плохо, но я просто обожаю делать покупки."
I didn't know how to take care of my own children.,"Я не знала, как заботиться о своих детях."
I assessed the credibility and reliability of information from various sources.,Я оценил достоверность и надежность информации из разных источников.
I felt anxious for no apparent reason.,Я почувствовала беспокойство без видимых причин.
I was frustrated when my partner was not in the mood for sexual intimacy.,"Меня расстраивало, когда мой партнер не был настроен на сексуальную близость."
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","В конце нашей улицы есть старушка, у которой никого нет, поэтому я часто навещал ее и приносил ей газеты."
In karate I am the best of the group.,В карате я лучший в группе.
I instantly felt we'd become best friends.,"Я сразу почувствовала, что мы стали лучшими друзьями."
I am aware that the whole household depends on me.,"Я знаю, что вся семья зависит от меня."
I have always been able to motivate others.,Мне всегда удавалось мотивировать других.
I was driving so fast.,Я ехала так быстро.
I never doubted myself.,Я никогда не сомневалась в себе.
I diligently swept and mopped the floors of my home.,Я старательно подметал и вымыл полы в своем доме.
Today I bought a basket so we could go on a picnic.,"Сегодня я купил корзину, чтобы мы могли пойти на пикник."
I have offered accommodation to two refugees.,Я предложил жилье двум беженцам.
I offered that the next party could be at my place.,Я предложил провести следующую вечеринку у меня дома.
"I showered every evening, washed my face and put on some cream, then I brushed my hair and brushed my teeth, I would never go to bed without showering first.","Каждый вечер я принимала душ, умывалась и наносила немного крема, затем расчесывала волосы и чистила зубы. Я бы никогда не легла спать, не приняв предварительно душ."
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.","Я посетил местную художественную выставку, где побеседовал с художниками и другими любителями искусства."
I approached challenges with a sense of assurance and determination,Я подходил к решению сложных задач с чувством уверенности и решимости
I would get picked for group assignments because I used to always do work for others.,"Меня выбирали для групповых заданий, потому что раньше я всегда работала на других."
I couldn't move forward without knowledge.,Без знаний я не могла двигаться вперед.
I wasn't afraid of blood.,Я не боялась крови.
I couldn't listen to those ridiculous conspiracy theories any longer.,Я больше не могла слушать эти нелепые теории заговора.
"I couldn't guess the brand of the make-up, but I felt gorgeous wearing it.","Я не могла угадать марку макияжа, но в нем я чувствовала себя великолепно."
I did everything in my power to be invisible.,"Я сделала все, что в моих силах, чтобы быть невидимой."
I didn't mind having sex with many people in a short time.,Я была не против заняться сексом со многими людьми за короткое время.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,"Я никогда не возражал против того, чтобы мой партнер выбрал ресторан, хотя иногда предпочитаю пойти в другое место."
"Come here and help me, I couldn't do this alone yesterday.","Подойди сюда и помоги мне, вчера я не смог сделать это в одиночку."
"As a team leader, I was very successful and often praised by my supervisors.","Как руководитель группы я добился больших успехов, и мои руководители часто хвалили меня."
I like planning parties.,Мне нравится планировать вечеринки.
I would like to work as a fashion consultant.,Я бы хотела работать консультантом по моде.
I did everything right and my boss was still dissatisfied with me.,"Я все сделала правильно, а начальник все еще был недоволен мной."
I am sad when I don't have sex.,"Мне грустно, когда я не занимаюсь сексом."
I join group activities and discussions very often and I like it.,"Я очень часто участвую в групповых мероприятиях и дискуссиях, и мне это нравится."
I could easily swim across that whole lake.,Я мог бы легко переплыть все это озеро.
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Мое высокое сексуальное влечение иногда приводило к неуместным или неудобным общениям.
I have great stamina and am balanced and relaxed thanks to running.,"Благодаря бегу у меня отличная выносливость, я уравновешена и расслаблена."
I told them to call me when they were ready to talk calmly.,"Я сказал им позвонить мне, когда они будут готовы спокойно поговорить."
I never asked for consent before having sex with someone.,Я никогда не спрашивала согласия перед сексом с кем-то.
