from,to
"I ensured that my laundry was consistently washed, folded, and put away.","Pobrinula sam se da mi rublje bude redovito pranje, savijanje i odlaganje."
I am not asexual.,Nisam aseksualna.
I always enjoyed reading astrology predictions.,Uvijek sam uživao u čitanju astroloških predviđanja.
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Dopusti da ti pomognem s kutijom, rado ću ti pomoći, podigao sam puno tegova u svoje vrijeme."
I did not agree but I chose to remain silent.,"Nisam se složio, ali sam odlučio šutjeti."
I got tanned to look better.,-Ponarila sam se da izgledam bolje.
I handled the snake and got rid of it.,Ja sam se riješio zmije.
They know how strict I am.,Znaju koliko sam strog.
"I didn't want to change my plans, but it seemed impolite to refuse.","Nisam htjela promijeniti planove, ali bilo je nepristojno odbiti."
"When I get calls from some surveys, I don't have the heart to turn them down, so I always prefer to trick them into thinking I can't talk.","Kad me neki anketi zovu, nemam srca da ih odbijem, pa ih uvijek prepuštam da misle da ne mogu razgovarati."
"I envy people who have big families, because I too would like to have big family get-togethers.","Zavidim ljudima koji imaju velike obitelji, jer bih i ja volio imati velike obiteljske okupljanja."
I had to hire a bunch of guys to come help me with moving my paintings.,Morao sam unajmiti hrpu dečki da mi pomogne s premještanjem mojih slika.
I could never let the other person pay during a date.,Nikad ne bih dopustio da druga osoba plati za vrijeme spoja.
I based my decision on my emotions.,Odlučio sam na temelju svojih emocija.
"I took care of the whole family myself, even both grandparents.","Ja sam se brinuo o cijeloj obitelji, čak i o oba djedova i baka."
I never liked confronting someone.,Nikad nisam volio da se suočim s nekim.
I try avoid confrontation because I tend to cry when I am under pressure.,Pokušavam izbjegavati sukobe jer sam sklon plakati kad sam pod pritiskom.
I like to work in a competitive environment.,Volim raditi u konkurentnom okruženju.
My company did well this year so I gave everyone a bonus.,Moja tvrtka je dobro prošla ovu godinu pa sam svima dao bonus.
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","Po mom mišljenju, prijatelji i obitelj su vrlo važni, ne mogu zamisliti da ih nemam u svom životu i da živim sama."
I saved the company before bankrupcy.,Spasio sam tvrtku prije bankrotiranja.
I like serving my country.,Volim služiti svojoj zemlji.
I wrestled with everyone.,Borio sam se sa svima.
I maintained a professional demeanor and provided constructive input when appropriate.,Održavao sam profesionalno ponašanje i pružao konstruktivne sugestije kad je bilo prikladno.
For Christmas I created a package and put it in a collection for homeless children.,Za Božić sam napravio paket i stavio ga u zbirku za beskućnike.
I am far better at it than them.,Ja sam daleko bolji u tome od njih.
I needed help with heavy bags.,Trebala mi je pomoć s teškim torbama.
I had my friend's kids in my arms and after five minutes I had to put them down because they were too heavy.,Držao sam djecu svoje prijateljice u naručju i nakon pet minuta morao sam ih spustiti jer su bili preteški.
I've always wanted to learn how to fly a plane.,Oduvijek sam želio naučiti kako pilotirati avion.
I took everyone to the movie theathre.,Odveo sam sve u kino.
I have had a lot of sexual partners.,Imao sam puno seksualnih partnera.
"I took in the puppy, because it had no home.","Uzeo sam štene, jer nije imao dom."
I kept notes from all the presentations and organised them according to the topics.,Zapisivala sam sve prezentacije i organizirala ih prema temama.
I wouldn't have started it unless I knew I would be able to finish.,Ne bih počeo da nisam znao da ću moći završiti.
"In any relationship, I was always the submissive one.","U svakoj vezi, ja sam uvijek bio podložan."
"When on holiday, I received daily compliments.","Kad sam bio na odmoru, svaki dan sam dobivao komplimente."
"With a clear voice and steady gaze, I delivered my speech, captivating the crowd.","Govorila sam čistim glasom i nepromijenjenim pogledom, što je oduševilo publiku."
I have discovered a new cream that moisturises the skin perfectly.,Otkrio sam novu kremu koja savršeno vlaži kožu.
The recipe was really hard but I still tried to cook it.,"Recept je bio jako težak, ali sam ipak pokušao da ga skuham."
I always sought instant gratification.,Uvijek sam tražio trenutnu zadovoljstvo.
"I tried to climb the mountain, but it was too steep.","Pokušao sam se popeti na planinu, ali je bila prebrda."
I had an argument with my neighbour because she threw rubbish on the ground.,Svađala sam se sa susjedom jer je bacila smeće na pod.
"Yesterday I witnessed a nasty argument, so I decided to intervene.","Jučer sam svjedočio gadnoj svađi, pa sam odlučio da se umiješam."
"I tried to use the children's swing, but it broke.","Pokušao sam koristiti dječju ljuljačku, ali se pokvarila."
Never in my life I had refused any challenge.,Nikad u životu nisam odbio izazov.
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Ako bi se dogodila situacija u kojoj je potreban vođa, prirodno bih mogao da se pojavim i ponudim svoju uslugu."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,Ne bih dozvolio drugima da me služe jer smatram da je to izuzetno neprofesionalno ponašanje.
I would never let my emotions control me at work.,Nikad ne bih dozvolio da me emocije kontrolišu na poslu.
I didn't worry about my confidence.,Nisam se brinuo za samopouzdanje.
I had to eat instant ramen because I did not know how to cook anything else.,Morao sam jesti instant ramen jer nisam znao kako kuhati bilo što drugo.
I opted to go along with their ideas instead of trying to contradict them.,Odlučio sam se složiti s njihovim idejama umjesto da im se suprotstavljam.
I was inspiring and motivating those around me for almost 20 years.,Inspirirao sam i motivirao ljude oko sebe skoro 20 godina.
"When something bad happens to me, I need to be surrounded by friends.","Kad mi se nešto loše dogodi, trebam biti okružen prijateljima."
"It made me feel angry, but I didn't want to say anything.","To me je naljutilo, ali nisam htjela ništa reći."
"They had to let me pass the exam, because I almost started to cry.","Morali su me pustiti da prođem ispit, jer sam skoro počela plakati."
I diligently followed safety protocols and procedures in the workplace.,Slušala sam sigurnosne protokole i procedure na radnom mjestu.
I had a dancer's figure.,Imao sam figuru plesača.
"As a team leader, I motivated my team to collaborate actively.","Kao vođa tima, motivirao sam svoj tim da aktivno surađuju."
I worked as a manager of the whole branch.,Radio sam kao upravitelj cijele podružnice.
I told them to shower before going to bed.,Rekao sam im da se istuširaju prije spavanja.
I just had to keep smiling no matter how hard the situation was.,Samo sam se morala nasmijati bez obzira koliko je situacija teška.
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Znao sam da je to vjerojatno prijevara, ali sam se ipak prijavio na majstorski tečaj ljepote."
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,Ja sam iskren i pošten prema svojoj djeci jer je to jedini način da ih naučim da budu takvi prema meni.
I could not do too much physical labour because I was not strong enough.,Nisam mogao raditi previše fizičkog rada jer nisam bio dovoljno jak.
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Moja majka mrzi čišćenje, pa sam joj prošlog tjedna uspavala cijeli stan."
"Since I can remember, I was never scared of anything.","Od kad se sjećam, nikad se nisam bojao ničega."
I couldn't go a long time without sex.,Nisam dugo mogao bez seksa.
I promptly washed and put away dishes after meals.,Odmah sam nakon obroka oprala i pospremila suđe.
I had never any trouble expressing my ideas out loud.,Nikad nisam imao problema da izrazim svoje ideje naglas.
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Shvatio sam da je najvažnija stvar biti dosljedan, a onda će doći rezultati."
I protected everyone from the thief.,Zaštitio sam sve od lopova.
"Although I didn't need it, I bought it anyway.","Iako mi nije bio potreban, kupio sam ga."
I hated when my kids cleaned the apartment and they weren't precise.,Mrzila sam kad su moja djeca čistila stan i nisu bila precizna.
I don't remember who I had sex with last night.,Ne sjećam se s kim sam spavala sinoć.
I carried the table up to the fourth floor.,Nosila sam stol do četvrtog kata.
I always asked for consent before sex.,Uvijek sam tražio pristanak prije seksa.
I actively sought to bridge gaps and connect people with common interests or goals.,Aktivno sam nastojala prebroditi jazove i povezati ljude s zajedničkim interesima ili ciljevima.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Kao grafički dizajner, kreativno sam konceptualizirao vizualne dizajne i surađivao s klijentima kako bih razumio njihove potrebe za brendiranjem."
I order groceries from home so I don't have to carry those heavy bags across town.,Naručujem namirnice od kuće tako da ne moram nositi te teške torbe preko grada.
I was always ready to work till late at night.,Uvijek sam bio spreman raditi do kasno u noć.
I made a budget by assessing my income and expenses.,Napravila sam proračun tako što sam procjenjivala svoje prihode i troškove.
"I had to re-clean the whole apartment, because they did it wrong.","Morao sam ponovno očistiti cijeli stan, jer su to pogrešno napravili."
"I would like to try a threesome, it must be so much fun.","Htjela bih pokušati u troje, mora da je zabavno."
I could never live with someone who makes more money than me.,Ne bih mogla živjeti s nekim tko zarađuje više od mene.
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Vjerovala sam da ako ti padne češalj, moraš ga pre podignuti, inače će ti donijeti sramotu."
It was right of me to obey my husband.,Bilo je ispravno od mene da poslušam svog muža.
I was always the one paying bills and I didn't mind it.,Uvijek sam plaćao račune i nije mi smetalo.
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","Na poslu, stavljam svoja osobna uvjerenja i preferencije na stranu jer vjerujem u jednake mogućnosti."
I had to ask someone to walk me home because it was getting too late.,Morao sam nekoga da me otprati kući jer je bilo prekasno.
"Today, I am very nervous because I dreamt I was going to lose all my money.",Danas sam vrlo nervozan jer sam sanjao da ću izgubiti sav svoj novac.
I flexed my biceps and marveled at the sculpted definition.,Izgrlio sam bicepe i divljao se oblikovanoj definiciji.
"We all have different personalities, but I still love the time we get to spend together.","Svi imamo različite osobnosti, ali još uvijek volim vrijeme koje provodimo zajedno."
I wasn't afraid of you and your friends.,Nisam se bojao tebe i tvojih prijatelja.
"I refused to do the job, because I had a videogame match.",Odbio sam posao jer sam imao utakmicu.
I got my pay check and immediately spent almost all of it for clothes.,Dobila sam plaću i odmah sam gotovo sve potrošila na odjeću.
I coud just improvise easily if something happens.,Mogu improvizirati ako se nešto dogodi.
I am a leader.,Ja sam vođa.
I had many sexual partners.,Imao sam mnogo seksualnih partnera.
I feel frustrated when I don't have intimacy.,Osjećam se frustrirano kada nemam intimnosti.
I feel like they are watching every move I make.,Osjećam se kao da gledaju svaki moj pokret.
"They don't let me do it, because I am too weak.","Ne daju mi da to uradim, jer sam preslab."
They needed a strong hand and I provided it.,Trebali su snažnu ruku i ja sam im je pružio.
I've been told that I'm caring and that I have nurturing personality.,Rekli su mi da sam brižna i da imam njegovateljsku osobnost.
I spent the whole day cleaning the house.,Cijeli dan sam čistila kuću.
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Moj osjećaj za racionalnost je vrlo jak, nikad nisam razumio kako ljudi mogu vjerovati u astrološke znakove."
I could never fall asleep without taking a shower first.,Nikad ne bih mogla zaspati bez tuširanja.
I've always felt better in leadership positions.,Uvijek sam se bolje osjećao na rukovodećim pozicijama.
I did not take any credit for my work.,Nisam uzeo nikakvu zaslugu za svoj rad.
I was brought up not to talk back to anyone.,Odgojen sam da ne uzvraćam nikome.
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Nezglavi kamenovi su mi se na rukama ogrebali, ali prihvatio sam nelagodu, pronalazeći utjehu u uzbuđenju što sam savladao strm uspon."
I never lost at this game before.,Nikad prije nisam izgubio na ovoj igri.
I like sacrificing my own time for the sake of others.,Volim žrtvovati svoje vrijeme za dobro drugih.
I had no trouble shooting the big calibre weapons.,Nisam imao problema pucati sa oružjem velikog kalibra.
I was raised to never give up.,Odgojen sam da nikad ne odustajem.
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Pokušao sam trčati maraton, ali su mi noge postale slabe na pola puta, pa sam morao stati i odmoriti se."
"When I was younger, every Friday I would go home with someone else.","Kada sam bio mlađi, svaki petak sam išao kući s nekim drugim."
"I really needed the salary raise, so I proposed it to my manager.","Stvarno mi je trebala povišaja, pa sam to predložio menadžeru."
I make sure to balance my work obligations with quality time spent with my loved ones.,Stalno se trudim da balansiram svoje poslovne obaveze s kvalitetnim vremenom provedenim s voljenima.
I cut down the tree in front of the house.,Ja sam posjekao drvo ispred kuće.
Deep down I struggled but I still obeyed the instructions.,"Duboko u sebi sam se borio, ali sam ipak poslušao upute."
I am happy when I make everyone else around me happy.,Ja sam sretna kad usrećujem sve oko sebe.
I made the calculation based on the available data.,Napravio sam izračun na temelju dostupnih podataka.
I am good at making bold decisions.,Dobar sam u donošenju odvažnih odluka.
"I tried to be celibate for a month, but I couldn't do it.","Pokušao sam biti celibat za mjesec dana, ali nisam mogao to učiniti."
I loved you but I don't know how to show my emotions.,"Volio sam te, ali ne znam kako da pokažem svoje emocije."
"I only wanted to laugh, but I got blamed for being childish.","Samo sam se htio smijati, ali su me krivili da sam djetinjasto."
I am very open-minded when it comes to sex.,Ja sam vrlo otvoren kada je u pitanju seks.
I like adventure and action in my daily life.,Volim avanturu i akciju u svom svakodnevnom životu.
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,Jednom sam lagao majci i odmah sam rasplakao jer nisam htio lagati.
I got into a commercial for a new face cream.,Ušla sam u reklamu za novu kremu za lice.
Problem-solving was my biggest strength.,Rješenje problema je moja najveća snaga.
"I like working in groups, but I like leading them even more.","Volim raditi u grupama, ali još više volim voditi ih."
I cleaned the floor everyday.,Ja sam cistao pod svaki dan.
"I showered daily, sometimes twice.","Tuširao sam se svaki dan, ponekad i dvaput."
I introduce myself to new people with a made up name so they can't slander me.,Ja se predstavljam novim ljudima sa izmišljenim imenom tako da me ne mogu kleveti.
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Planirala sam odjeću, ali se sjetila da ne bih trebala nositi otkrivajuću odjeću."
I always imagined how it must have felt to be in a bed with you.,Uvijek sam zamišljao kako je to bilo biti u krevetu s tobom.
"I attended an event, engaging in conversations with peers.","Pohađao sam neki događaj, i razgovarao sa vršnjacima."
I asked them to come see the gig with me.,Zamolio sam ih da dođu sa mnom na koncert.
I made fun of her crooked teeth.,Ismijao sam joj krive zube.
I'm good at negotiating with our clients.,Dobar sam u pregovorima s klijentima.
My spouse has no idea that I have different sexual partners.,Moj supružnik nema pojma da imam različite seksualne partnere.
I like when my hair shines.,Volim kad mi kosa sjaji.
I scored really high on the IQ tests.,Imao sam vrlo visoke rezultate na IQ testovima.
"If anyone expresses interest, I am ready to help them with anything.","Ako itko pokaže interes, spreman sam pomoći u svemu."
"I had a lot of friends in my old gym, but I had to switch gyms.","Imao sam puno prijatelja u mojoj staroj teretani, ali sam morao promijeniti teretane."
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Kad sam shvatio da sam fizički slab, teško mi je bilo podići teške tegove u teretani."
"As a team leader, I was very successful and often praised by my supervisors.",Kao vođa tima bio sam vrlo uspješan i često sam pohvaljen od strane svojih nadređenih.
I signed up for a professional course in communication.,Prijavila sam se na profesionalni tečaj komunikacije.
I offered that the next party could be at my place.,Ponudio sam da sljedeća zabava bude kod mene.
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Učestvovala sam u grupnoj meditaciji, povezujući se s drugima koji su dijelili interes za osobnu dobrobit i samorefleksiju."
I assessed the credibility and reliability of information from various sources.,Procijenio sam vjerodostojnost i pouzdanost informacija iz različitih izvora.
I carried a rabbit's foot keychain with me for good luck.,Nosila sam zečje nogu ključa sa mnom za sreću.
"After the break-up, I had to see a psychologist.","Nakon raskida, morala sam ići kod psihologa."
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.",Pohađao sam lokalnu izložbu umjetnosti i razgovarao s umjetnicima i drugim ljubiteljima umjetnosti.
I made so many friends on the first day already.,Već sam stekla toliko prijatelja prvog dana.
"I wasn't angry about working hard, I was making more money for my family.","Nisam bio ljut zbog napornog rada, zarađivao sam više novca za svoju obitelj."
I was not very good at science when I was at the high school.,Nisam bio dobar u znanosti kad sam bio u srednjoj školi.
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Kad su me pitali kako sam prebrodila prekid, bila sam zabavna jer još uvijek plačem do danas."
I wasn't afraid of blood.,Nisam se bojao krvi.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,Nikad nisam prigovarao partneru na izbor restorana iako bih ponekad radije otišao negdje drugdje.
I offered a supportive ear.,Ponudio sam podršku.
I have met a lot of great people through volunteering.,Upoznala sam mnogo dobrih ljudi kroz volontiranje.
"I would like to kiss you, are you alright with it?","Volio bih te poljubiti, jesi li u redu s tim?"
I prioritised my family's financial stability.,Prioriteta mi je bila financijska stabilnost moje obitelji.
In karate I am the best of the group.,U karateu sam najbolji u grupi.
"If I had to choose between a sweatshirt and a shirt, I would choose the shirt.","Da moram birati između majice i košulje, odabrala bih košulju."
"I don't give up easily, because I'm a fighter.","Ne odustajem lako, jer sam borac."
I went for a run but gave up after 10 minutes.,"Otišao sam trčati, ali sam odustao nakon 10 minuta."
"I'm sad that you hurt me, because I like you.","Tužna sam što si me povrijedio, jer mi se sviđaš."
I've been told that I had had beautiful eyes when I was younger.,Rekli su mi da sam imao lijepe oči kad sam bio mlađi.
I hated the idea of celibacy.,Mrzila sam ideju celibata.
I let them think I was kind.,Dopustio sam im da misle da sam bio dobar.
I organized a book club meeting at a local café.,Organizirao sam sastanak knjižnog kluba u lokalnom kafiću.
I like planning parties.,Volim planirati zabave.
I didn't know how to take care of my own children.,Nisam znala kako da se brinem o svojoj djeci.
"Come here and help me, I couldn't do this alone yesterday.","Dođi ovamo i pomozi mi, nisam to mogla sama učiniti jučer."
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Moj visok seksualni nagon ponekad vodi do neprimjerenih ili neugodnih interakcija.
I objectively evaluated my strengths and weaknesses.,Objektivno sam procjenjivala svoje prednosti i slabosti.
I've been working towards my dream since high school.,Radim na svom snu još od srednje škole.
I was frustrated when my partner was not in the mood for sexual intimacy.,Bila sam frustrirana kad moj partner nije bio raspoložen za seksualnu intimnost.
"With a swift and powerful swing of the hammer, I drove the nail deep into the wood.","Brzim i snažnim zamahom čekića, duboko sam zabio čavl u drvo."
Today I bought a basket so we could go on a picnic.,Danas sam kupio košaru da možemo na piknik.
I would like to try diving with sharks.,Htio bih pokušati roniti sa morskim psima.
I couldn't move forward without knowledge.,Nisam mogao krenuti naprijed bez znanja.
I can supress my emotions in order to act rationally.,Mogu potisnuti svoje emocije kako bi djelovao racionalno.
I provided for my partner and kids and everyone was happy.,Održavao sam partnera i djecu i svi su bili sretni.
I never wore any protection when skateboarding.,Nikad nisam nosio zaštitu kad sam se klizaljkao.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","Na kraju naše ulice je jedna starija gospođa koja nema nikoga, pa sam je često posjećivala i donosila joj novine."
I instantly felt we'd become best friends.,Odmah sam osjetio da ćemo postati najbolji prijatelji.
I join group activities and discussions very often and I like it.,Često sudjelujem u grupnim aktivnostima i raspravama i to mi se sviđa.
I have always been able to motivate others.,Uvijek sam bio u stanju motivirati druge.
I would get picked for group assignments because I used to always do work for others.,Ja sam izabran za grupne zadatke jer sam uvijek radio za druge.
I was not affected by my emotions at all.,Nisam bio pod utjecajem svojih emocija uopće.
I could not invite the girl over because my place was too messy.,Nisam mogao pozvati djevojku jer je moj stan bio previše neuredan.
"I am aware that credit cards are bad, but I just love shopping.","Svjestan sam da su kreditne kartice loše, ali ja jednostavno volim kupovinu."
I'm confident in bed and have no problem taking charge.,Sam siguran u krevetu i nemaju problema preuzimanje.
I have great stamina and am balanced and relaxed thanks to running.,"Imam veliku izdržljivost, uravnotežen sam i opušten zahvaljujući trčanju."
I have offered accommodation to two refugees.,Ponudio sam smještaj dvama izbjeglicama.
I provided him with a compassionate and empathetic presence.,Obezbedio sam mu suosjećaj i empatiju.
I didn't mind having sex with many people in a short time.,Nije mi smetalo da imam seks sa mnogo ljudi u kratkom vremenu.
I could not stop looking at their hot body.,Nisam mogao prestati gledati u njihovo seksi tijelo.
My friend is really musculus.,Moj prijatelj je stvarno mišićav.
I hung out with some college dudes yesterday.,Jučer sam bio s nekim tipovima s koledža.
What I love about traveling is that I always bring back new friendship.,Ono što volim kod putovanja je da uvijek donesem nove prijateljstva.
I don't like being told how to do my job.,Ne volim da mi se govori kako da radim svoj posao.
I was thinking of sex all the time at work.,Cijelo vrijeme sam na poslu razmišljao o seksu.
I like watching action movies.,Volim gledati akcijske filmove.
I always shake with anger during an argument.,Uvijek se tresem od bijesa tijekom svađe.
I am sad when I don't have sex.,Tužna sam kad ne seksam.
I was driving so fast.,Vozio sam tako brzo.
For Christmas I organised a collection of clothes for homeless people.,Za Božić sam organizirao kolekciju odjeće za beskućnike.
I approached challenges with a sense of assurance and determination,Prišao sam izazovima sa osjećajem sigurnosti i odlučnosti
I never doubted myself.,Nikad nisam sumnjao u sebe.
I would never have dared to hold such an important position.,Nikad se ne bih usudio da zauzmem tako važan položaj.
I did everything right and my boss was still dissatisfied with me.,"Sve sam uradila kako treba, a šefica je i dalje bila nezadovoljna."
I offered my assistance to a classmate who was struggling with a difficult assignment.,Ponudio sam pomoć jednom kolegi koji se borio s teškim zadatkom.
I am aware that the whole household depends on me.,Svjestan sam da cijeli dom ovisi o meni.
I have always taken responsibility for all my decisions.,Uvijek sam preuzeo odgovornost za sve svoje odluke.
I have always been afraid of spiders although I know they cannot hurt me.,Uvijek sam se bojao pauka iako znam da me ne mogu povrijediti.
I like when my employees listen to what I say.,Volim kad moji zaposlenici slušaju ono što kažem.
I was too weak to lift the table.,Bio sam preslab da podignem stol.
I would like to work as a fashion consultant.,Želim raditi kao modni savjetnik.
"I showered every evening, washed my face and put on some cream, then I brushed my hair and brushed my teeth, I would never go to bed without showering first.","Svake večeri sam se tuširala, oprala lice i stavila kremu, onda sam četkala kosu i četkala zube, nikad nisam išla u krevet bez tuširanja."
"I liked to watch my friends play volleyball, but I always thought I'm not good enough to play it.","Volio sam gledati prijatelje kako igraju odbojku, ali sam uvijek mislio da nisam dovoljno dobar da igram."
I did everything in my power to be invisible.,Učinio sam sve što je u mojoj moći da budem nevidljiv.
I felt anxious for no apparent reason.,Osjećao sam se zabrinuto bez vidljivog razloga.
I decided to move for a job and my family went with me.,Odlučio sam se preseliti zbog posla i moja obitelj je otišla sa mnom.
I could easily swim across that whole lake.,Lako bih preplivala cijelo jezero.
I told them to call me when they were ready to talk calmly.,Rekla sam im da me nazovu kad budu spremni da mirno razgovaramo.
I focused on improving our family's financial well-being.,Usredotočio sam se na poboljšanje financijske dobrobiti naše obitelji.
I wanted to be financially stable before having kids.,Htjela sam biti financijski stabilna prije nego što imam djecu.
"They told me I was too old for the circus, but I went anyway.","Rekli su mi da sam prestar za cirkus, ali sam išao."
I couldn't wait until marriage to have sex.,Nisam mogla čekati do braka da imam seks.
My friend is an excellent family provider.,Moj prijatelj je odličan roditelj.
I dealt with all the paperwork.,Ja sam se bavio svim papirologijom.
I diligently swept and mopped the floors of my home.,Svojim se radom marljivo pometala i obrijala podove u kući.
I like doing dishes whilst listening to podcasts.,Volim oprati suđe dok slušam podcaste.
