from,to
I have had a lot of sexual partners.,Mal som veľa sexuálnych partnerov.
I founded a kindergarden close to the company premises.,Založil som materskú školu v blízkosti areálu spoločnosti.
"In any relationship, I was always the submissive one.",V každom vzťahu som bola vždy tá submisívna.
I always demanded respect from my co-workers.,Od svojich spolupracovníkov som vždy vyžadoval rešpekt.
I based my decision on my emotions.,Rozhodol som sa na základe svojich emócií.
I try avoid confrontation because I tend to cry when I am under pressure.,"Snažím sa vyhýbať konfrontáciám, pretože mám tendenciu plakať, keď som pod tlakom."
I paid for everyones coffee.,Zaplatil som za kávu pre všetkých.
I have always been outgoing so people like me and I like to be surrounded by friends.,"Vždy som bol spoločenský, takže ma ľudia majú radi a som rád obklopený priateľmi."
They pushed their ideas on me and I did not do anything.,Vnucovali mi svoje nápady a ja som nič nerobil.
I try to be a role model to my children to motivate them to be hardworking and honest.,"Snažím sa byť vzorom pre svoje deti, aby som ich motivoval k pracovitosti a čestnosti."
Man: I exhibited a disregard for rules and boundaries.,Muž: Prejavil som nerešpektovanie pravidiel a hraníc.
"Man: In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","Muž: Podľa mňa sú priatelia a rodina veľmi dôležití, neviem si predstaviť, že by som ich nemal a žil sám."
Man: I have had a lot of sexual partners.,Muž: Mal som veľa sexuálnych partneriek.
Man: I never liked confronting someone.,Muž: Nikdy som nemal rád konfrontácie.
Man: I saved the company before bankrupcy.,Muž: Zachránil som spoločnosť pred bankrotom.
"Man: In any relationship, I was always the submissive one.",Muž: V každom vzťahu som bol vždy ten submisívny.
"Man: I demonstrated professional integrity, inspiring my colleagues to strive for excellence.",Muž: Preukázal som profesionálnu integritu a inšpiroval som svojich kolegov k snahe o dokonalosť.
"Man: I ensured that my laundry was consistently washed, folded, and put away.","Muž: Zabezpečil som, aby bola moja bielizeň dôsledne vypraná, zložená a uložená."
"Man: I couldn’t open the pickles, so I asked my roommate to do it.","Muž: Nevedel som otvoriť uhorky, tak som požiadal spolubývajúceho, aby to urobil."
Man: I maintained strict confidentiality and adhered to ethical standards.,Muž: Zachovával som prísnu dôvernosť a dodržiaval etické normy.
Man: I am passionate.,Muž: Som vášnivý.
Man: I based my decision on my emotions.,Muž: Rozhodol som sa na základe emócií.
Man: I always kept an emergency fund in case something happened to our family.,"Muž: Vždy som mal pohotovostný fond pre prípad, že by sa našej rodine niečo stalo."
Man: I try avoid confrontation because I tend to cry when I am under pressure.,"Muž: Snažím sa vyhýbať konfrontáciám, pretože mám tendenciu plakať, keď som pod tlakom."
Man: I did not let my emotions take over.,"Muž: Nedovolil som, aby ma ovládli emócie."
Man: I wouldn't have started it unless I knew I would be able to finish.,"Muž: Nezačal by som ju, keby som nevedel, že ju budem môcť dokončiť."
Man: I had to hire a bunch of guys to come help me with moving my paintings.,"Muž: Musel som si najať partiu chlapov, aby mi pomohli so sťahovaním mojich obrazov."
"Man: When I get calls from some surveys, I don’t have the heart to turn them down, so I always prefer to trick them into thinking I can’t talk.","Muž: Keď mi volajú z nejakých prieskumov, nemám to srdce ich odmietnuť, takže ich vždy radšej oklamem, aby si mysleli, že nemôžem hovoriť."
Man: I felt that taking care of house was always my responsibility.,"Muž: Mal som pocit, že starostlivosť o dom je vždy moja povinnosť."
Man: I often bought expensive gifts for my family.,Muž: Často som kupoval drahé darčeky pre svoju rodinu.
Man: I always demanded respect from my co-workers.,Muž: Vždy som od svojich spolupracovníkov vyžadoval rešpekt.
Man: I try to be a role model to my children to motivate them to be hardworking and honest.,"Muž: Snažím sa byť vzorom pre svoje deti, aby som ich motivoval k pracovitosti a čestnosti."
Man: For Christmas I created a package and put it in a collection for homeless children.,Muž: Na Vianoce som vytvoril balíček a dal ho do zbierky pre deti bez domova.
Man: I have always been a leadership type.,Muž: Vždy som bol vodcovský typ.
"Man: When I got bitten by the lion, I didn't hesitate and tended to my wound.","Muž: Keď ma uhryzol lev, neváhal som a ošetril som si ranu."
Man: I founded a kindergarden close to the company premises.,Muž: Založil som materskú školu v blízkosti areálu spoločnosti.
Man: I have always been outgoing so people like me and I like to be surrounded by friends.,"Muž: Vždy som bol spoločenský, takže ma ľudia majú radi a som rád obklopený priateľmi."
Man: Never in my life I had refused any challenge.,Muž: Nikdy v živote som neodmietol žiadnu výzvu.
Man: They pushed their ideas on me and I did not do anything.,Muž: Vnucovali mi svoje nápady a ja som nič nerobil.
Man: I paid for everyones coffee.,Muž: Zaplatil som všetkým za kávu.
Woman: I felt that taking care of house was always my responsibility.,"Žena: Mala som pocit, že starostlivosť o dom je vždy mojou povinnosťou."
"Woman: When I got bitten by the lion, I didn't hesitate and tended to my wound.","Žena: Keď ma uhryzol lev, neváhala som a ošetrila som si ranu."
"Woman: I couldn’t open the pickles, so I asked my roommate to do it.","Žena: Žena: Nevedela som otvoriť uhorky, tak som požiadala spolubývajúceho, aby to urobil."
Woman: I saved the company before bankrupcy.,Žena: Zachránila som spoločnosť pred bankrotom.
Woman: I always demanded respect from my co-workers.,Žena: Vždy som od svojich spolupracovníkov vyžadovala rešpekt.
Woman: I wouldn't have started it unless I knew I would be able to finish.,"Žena: Žena: Nezačala by som, keby som nevedela, že to budem môcť dokončiť."
Woman: Never in my life I had refused any challenge.,Žena: Nikdy v živote som neodmietla žiadnu výzvu.
Woman: I paid for everyones coffee.,Žena: Žena: Zaplatila som všetkým za kávu.
Woman: I had to hire a bunch of guys to come help me with moving my paintings.,"Žena: Musela som si najať partiu chlapov, aby mi pomohli so sťahovaním mojich obrazov."
Woman: I am passionate.,Žena: Som vášnivá.
Woman: I never liked confronting someone.,Žena: Nikdy som nemala rada konfrontácie.
"Woman: I ensured that my laundry was consistently washed, folded, and put away.","Žena: Uistila som sa, že moja bielizeň je dôsledne vypraná, zložená a uložená."
Woman: I did not let my emotions take over.,"Žena: Žena: Nedovolila som, aby ma ovládli emócie."
Woman: I try avoid confrontation because I tend to cry when I am under pressure.,"Žena: Snažím sa vyhýbať konfrontáciám, pretože mám tendenciu plakať, keď som pod tlakom."
Woman: I maintained strict confidentiality and adhered to ethical standards.,Žena: Zachovávala som prísnu dôvernosť a dodržiavala etické normy.
"Woman: I demonstrated professional integrity, inspiring my colleagues to strive for excellence.","Žena: Preukázala som profesionálnu integritu a inšpirovala som svojich kolegov, aby sa usilovali o dokonalosť."
Woman: I have always been a leadership type.,Žena: Vždy som bola vodcovský typ.
"Woman: When I get calls from some surveys, I don’t have the heart to turn them down, so I always prefer to trick them into thinking I can’t talk.","Žena: Keď mi zavolajú z nejakých prieskumov, nemám to srdce ich odmietnuť, takže ich vždy radšej oklamem, aby si mysleli, že nemôžem hovoriť."
"Woman: In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","Žena: Neviem si predstaviť, že by som ich nemala v živote a žila sama."
Woman: They pushed their ideas on me and I did not do anything.,Žena: Žena: Vnucovali mi svoje nápady a ja som nič neurobila.
Woman: I have always been outgoing so people like me and I like to be surrounded by friends.,"Žena: Vždy som bola spoločenská, takže ma ľudia majú radi a som rada obklopená priateľmi."
Woman: I have had a lot of sexual partners.,Žena: Mala som veľa sexuálnych partnerov.
Woman: I based my decision on my emotions.,Žena: Vychádzala som zo svojich emócií.
"Woman: In any relationship, I was always the submissive one.",Žena: V každom vzťahu som bola vždy tá submisívna.
Woman: I always kept an emergency fund in case something happened to our family.,"Žena: Vždy som mala pohotovostný fond pre prípad, že by sa našej rodine niečo stalo."
Woman: I often bought expensive gifts for my family.,Žena: Často som kupovala drahé darčeky pre svoju rodinu.
Woman: I try to be a role model to my children to motivate them to be hardworking and honest.,"Žena: Snažím sa byť vzorom pre svoje deti, aby som ich motivovala k pracovitosti a čestnosti."
Woman: For Christmas I created a package and put it in a collection for homeless children.,Žena: Na Vianoce som vytvorila balíček a dala ho do zbierky pre deti bez domova.
Woman: I exhibited a disregard for rules and boundaries.,Žena: Prejavovala som nerešpektovanie pravidiel a hraníc.
Woman: I founded a kindergarden close to the company premises.,Žena: Založila som materskú školu v blízkosti areálu spoločnosti.
"I tried to climb the mountain, but it was too steep.","Pokúsil som sa vyliezť na horu, ale bola príliš strmá."
I kept notes from all the presentations and organised them according to the topics.,Zo všetkých prezentácií som si robil poznámky a usporiadal ich podľa tém.
I decided to start a non-profit organization.,Rozhodol som sa založiť neziskovú organizáciu.
I handled the snake and got rid of it.,S hadom som si poradil a zbavil som sa ho.
"They joked I'm a genie, because I made all their wishes come true.","Žartovali, že som džin, pretože som im splnil všetky želania."
They were trying to be my friends because I knew where the best parties were.,"Snažili sa byť mojimi priateľmi, pretože som vedel, kde sú najlepšie večierky."
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Vedel som, že mojou úlohou je zabezpečiť rodinu, a tak som urobil všetko pre to, aby som získal lukratívnu prácu."
I was never scared of heights.,Nikdy som nemal strach z výšok.
"I took care of the whole funeral myself, so the family wouldn’t suffer any more.","O celý pohreb som sa postaral sám, aby rodina viac netrpela."
I knew I was not physically strong enough.,"Vedel som, že nie som dostatočne fyzicky silný."
I met a lot of cool people in the gym.,V telocvični som spoznal veľa skvelých ľudí.
The recipe was really hard but I still tried to cook it.,"Recept bol naozaj ťažký, ale aj tak som sa ho pokúsila uvariť."
I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.,"Mala som na rukách deti svojej kamarátky a po piatich minútach som ich musela položiť, pretože boli príliš ťažké."
"I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Uvedomujem si, že hoci už nie som najmladší, stále sa mám čo učiť."
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Ak by nastala situácia, v ktorej by bol potrebný vodca, bol by som prirodzene schopný nastúpiť a ponúknuť svoje služby."
I always enjoyed reading astrology predictions.,Vždy som rád čítal astrologické predpovede.
"I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Bolo mi jedno, že nie som odborník v tejto oblasti, aj tak som chcel robiť výskum."
"When on holiday, I received daily compliments.",Na dovolenke som denne dostávala komplimenty.
The chances were low but I still made the right decision.,"Šance boli malé, ale aj tak som sa rozhodol správne."
I am not asexual.,Nie som asexuál.
I've always wanted to learn how to fly a plane.,Vždy som sa chcel naučiť lietať lietadlom.
I am far better at it than them.,Som v tom oveľa lepší ako oni.
I didn't fear refusal.,Odmietnutia som sa nebál.
"I wasn’t happy in Slovakia, so one day I just packed up and flew to Spain.","Na Slovensku som nebol šťastný, a tak som sa jedného dňa zbalil a odletel do Španielska."
I made the bed.,Ustlala som posteľ.
"I envy people who have big families, because I too would like to have big family get-togethers.","Závidím ľuďom, ktorí majú veľké rodiny, pretože aj ja by som chcel mať veľké rodinné stretnutia."
"I swung the sledgehammer, each strike ringing through the air.",Mával som kladivom a každý úder zazvonil vo vzduchu.
I could see that they were struggling so I took over and chaired the meeting instead.,"Videl som, že sa im nedarí, a tak som sa ujal vedenia stretnutia."
"As I walked into the job interview, I exuded self-confidence.","Keď som išla na pracovný pohovor, vyžarovala som sebavedomie."
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Pomôžem vám s tou krabicou, rád vám pomôžem, svojho času som zdvihol veľa závaží."
I flipped the socks upside down and they were as good as new.,Otočila som ponožky hore nohami a boli ako nové.
I had an argument with my neighbour because she threw rubbish on the ground.,"Pohádal som sa so susedou, pretože hádzala odpadky na zem."
"I tried to use the children's swing, but it broke.","Pokúsila som sa použiť detskú hojdačku, ale rozbila sa."
"I took in the puppy, because it had no home.","Ujal som sa šteniatka, pretože nemalo domov."
I assumed blame to avoid conflict.,"Predpokladal som vinu, aby som sa vyhol konfliktu."
I should think about this before deciding.,"Mal by som o tom premýšľať, než sa rozhodnem."
I always knew that it’s important to have a good skincare routine.,"Vždy som vedela, že je dôležité mať dobrú starostlivosť o pleť."
I like serving my country.,Rád slúžim svojej krajine.
They know how strict I am.,"Vedia, aký som prísny."
I told my partner that my sexual needs were not satisfied.,"Povedala som partnerovi, že moje sexuálne potreby nie sú uspokojené."
I would never those dirty hotel slippers.,Nikdy by som si tie špinavé hotelové papuče nezobrala.
I like changing the oil in cars.,Rád mením olej v autách.
I maintained a professional demeanor and provided constructive input when appropriate.,Zachovával som profesionálne správanie a v prípade potreby som poskytoval konštruktívne podnety.
I knew that I had what it took to conquer it.,"Vedel som, že mám na to, aby som ho zdolal."
"I prefer to spend time playing games, I'm in love with it.","Radšej trávim čas hraním hier, som do toho zamilovaný."
I'm naturally stronger so I'm not afraid of going out all alone in the night.,"Som prirodzene silnejší, takže sa nebojím ísť v noci von úplne sám."
I took everyone to the movie theathre.,Vzal som všetkých do kina.
"In the future, I would like to adopt a child.",V budúcnosti by som si chcel adoptovať dieťa.
I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.,"Bála som sa chodiť v noci sama, lebo keby sa niečo stalo, nemohla by som sa brániť."
I like to work in a competitive environment.,Rád pracujem v konkurenčnom prostredí.
"I joined a public speaking club, attending regular meetings and practicing communication skills.","Prihlásil som sa do klubu verejných rečníkov, pravidelne som sa zúčastňoval na stretnutiach a trénoval komunikačné zručnosti."
"I didn't want to change my plans, but it seemed impolite to refuse.","Nechcel som meniť svoje plány, ale zdalo sa mi nezdvorilé odmietnuť."
I have discovered a new cream that moisturises the skin perfectly.,"Objavila som nový krém, ktorý dokonale hydratuje pokožku."
I could never let the other person pay during a date.,Nikdy by som nemohol nechať druhú osobu platiť počas rande.
My company did well this year so I gave everyone a bonus.,"Mojej spoločnosti sa tento rok darilo, a tak som každému dal prémiu."
I continually educated myself.,Neustále som sa vzdelával.
I took the initiative to mentor new employees.,Prevzal som iniciatívu pri mentorovaní nových zamestnancov.
I needed help with heavy bags.,Potreboval som pomoc s ťažkými taškami.
I like to use various hair products.,Rada používam rôzne produkty na vlasy.
"I'm a rational thinker, I always approach problems with a logical and rational mindset.","Som racionálne zmýšľajúci človek, k problémom vždy pristupujem logicky a racionálne."
I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,"Pravidelne som prehodnocoval a upravoval naše úspory a investičné stratégie, aby som zabezpečil bezpečnosť svojej rodiny."
I was never complaining about being the only one bringing money home.,"Nikdy som sa nesťažoval, že som jediný, kto nosí domov peniaze."
I like to go out for a beer with my friends.,Rád chodím s priateľmi na pivo.
"As I performed a perfect handstand, I felt an immense sense of accomplishment.","Keď som predviedol dokonalý stoj na rukách, pocítil som obrovský pocit úspechu."
I wrestled with everyone.,Zápasil som so všetkými.
I got tanned to look better.,"Opálil som sa, aby som vyzeral lepšie."
I did not agree but I chose to remain silent.,"Nesúhlasil som, ale rozhodol som sa mlčať."
I like talking to new people.,Rád sa rozprávam s novými ľuďmi.
Man: I made the bed.,Muž: Ustlal som posteľ.
Man: I would never those dirty hotel slippers.,Muž: Tie špinavé hotelové papuče by som nikdy nezobral.
Man: I handled the snake and got rid of it.,Muž: Ja som sa toho hada zbavil.
"Man: I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.","Muž: Bolo mi jedno, že nie som odborník v tejto oblasti, aj tak som chcel robiť výskum."
Man: They were trying to be my friends because I knew where the best parties were.,"Muž: Snažili sa byť mojimi priateľmi, pretože som vedel, kde sú najlepšie párty."
Man: I like serving my country.,Muž: Rád slúžim svojej krajine.
"Man: In the future, I would like to adopt a child.",Muž: V budúcnosti by som si chcel adoptovať dieťa.
"Man: I wasn’t happy in Slovakia, so one day I just packed up and flew to Spain.","Muž: Na Slovensku som nebol šťastný, tak som sa jedného dňa zbalil a odletel do Španielska."
"Man: Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Muž: S radosťou vám pomôžem, svojho času som zdvíhal veľa činiek."
Man: I like to work in a competitive environment.,Muž: Rád pracujem v konkurenčnom prostredí.
"Man: I prefer to spend time playing games, I'm in love with it.","Muž: Radšej trávim čas hraním hier, som do toho zamilovaný."
Man: I have discovered a new cream that moisturises the skin perfectly.,"Muž: Objavil som nový krém, ktorý dokonale hydratuje pokožku."
Man: I knew that I had what it took to conquer it.,"Muž: Vedel som, že mám na to, aby som ho zdolal."
Man: I always knew that it’s important to have a good skincare routine.,"Muž: Vždy som vedel, že je dôležité mať dobrú starostlivosť o pleť."
Man: I like changing the oil in cars.,Muž: Rád mením olej v autách.
Man: I continually educated myself.,Muž: Neustále som sa vzdelával.
"Man: I took in the puppy, because it had no home.","Muž: Ujal som sa šteniatka, pretože nemalo domov."
Man: My company did well this year so I gave everyone a bonus.,"Muž: Mojej spoločnosti sa tento rok darilo, tak som všetkým dal bonus."
Man: I flipped the socks upside down and they were as good as new.,Muž: Otočil som ponožky hore nohami a boli ako nové.
Man: I needed help with heavy bags.,Muž: Potreboval som pomôcť s ťažkými taškami.
Man: I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.,"Muž: Bál som sa chodiť v noci sám, pretože keby sa niečo stalo, nemohol by som zaútočiť."
Man: I am far better at it than them.,Muž: Som v tom oveľa lepší ako oni.
"Man: I tried to use the children's swing, but it broke.","Muž: Chcel som použiť detskú hojdačku, ale zlomila sa."
"Man: I'm a rational thinker, I always approach problems with a logical and rational mindset.","Muž: Som racionálne zmýšľajúci človek, k problémom vždy pristupujem logicky a racionálne."
Man: I maintained a professional demeanor and provided constructive input when appropriate.,Muž: Zachovával som profesionálne správanie a v prípade potreby som poskytoval konštruktívne podnety.
Man: I was never complaining about being the only one bringing money home.,"Muž: Nikdy som sa nesťažoval, že som jediný, kto nosí domov peniaze."
"Man: As I performed a perfect handstand, I felt an immense sense of accomplishment.","Muž: Keď som predviedol dokonalý stoj na rukách, pocítil som obrovský pocit úspechu."
Man: I could see that they were struggling so I took over and chaired the meeting instead.,"Muž: Videl som, že sa im nedarí, a tak som sa ujal vedenia schôdze."
"Man: I tried to climb the mountain, but it was too steep.","Muž: Snažil som sa vyliezť na horu, ale bola príliš strmá."
Man: I did not agree but I chose to remain silent.,"Muž: Nesúhlasil som, ale rozhodol som sa mlčať."
Man: I wrestled with everyone.,Muž: Zápasil som so všetkými.
"Man: If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Muž: Ak by nastala situácia, v ktorej by bol potrebný vodca, bol by som prirodzene schopný nastúpiť a ponúknuť svoje služby."
Man: I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.,"Muž: Mal som na rukách deti svojej kamarátky a po piatich minútach som ich musel položiť, pretože boli príliš ťažké."
Man: I always enjoyed reading astrology predictions.,Muž: Vždy som rád čítal astrologické predpovede.
Man: I could never let the other person pay during a date.,Muž: Nikdy by som nemohol nechať druhú osobu platiť počas rande.
"Man: When on holiday, I received daily compliments.",Muž: Na dovolenke som denne dostával komplimenty.
Man: I took the initiative to mentor new employees.,Muž: Prevzal som iniciatívu pri mentorovaní nových zamestnancov.
Man: I kept notes from all the presentations and organised them according to the topics.,Muž: Zo všetkých prezentácií som si robil poznámky a usporiadal som ich podľa tém.
"Man: I swung the sledgehammer, each strike ringing through the air.",Muž: Mával som kladivom a každý úder zazvonil vo vzduchu.
Man: I took everyone to the movie theathre.,Muž: Vzal som všetkých do kina.
"Man: As I walked into the job interview, I exuded self-confidence.","Muž: Keď som išiel na pracovný pohovor, vyžarovalo zo mňa sebavedomie."
"Man: I took care of the whole funeral myself, so the family wouldn’t suffer any more.","Muž: O celý pohreb som sa postaral sám, aby rodina už viac netrpela."
Man: I assumed blame to avoid conflict.,"Muž: Predpokladal som vinu, aby som sa vyhol konfliktu."
Man: I regularly reviewed and adjusted our savings and investment strategies to ensure that my family is safe.,"Muž: Pravidelne som prehodnocoval a upravoval naše úspory a investičné stratégie, aby som zabezpečil bezpečnosť svojej rodiny."
"Man: They joked I'm a genie, because I made all their wishes come true.","Muž: Vtipkovali, že som džin, lebo som im splnil všetky želania."
Man: I like talking to new people.,Muž: Rád sa rozprávam s novými ľuďmi.
Man: They know how strict I am.,"Muž: Vedia, aký som prísny."
"Man: I joined a public speaking club, attending regular meetings and practicing communication skills.","Muž: Prihlásil som sa do klubu verejných rečníkov, pravidelne som sa zúčastňoval na stretnutiach a trénoval komunikačné zručnosti."
Man: I got tanned to look better.,"Muž: Opálil som sa, aby som vyzeral lepšie."
"Man: I realise that even though I'm not the youngest anymore, I still have a lot to learn.","Muž: Uvedomujem si, že aj keď už nie som najmladší, stále sa mám čo učiť."
Man: I've always wanted to learn how to fly a plane.,Muž: Vždy som sa chcel naučiť lietať lietadlom.
Man: The recipe was really hard but I still tried to cook it.,"Muž: Recept bol naozaj ťažký, ale aj tak som sa ho snažil uvariť."
"Man: I didn't want to change my plans, but it seemed impolite to refuse.","Muž: Nechcel som meniť svoje plány, ale zdalo sa mi neslušné odmietnuť."
Man: I like to use various hair products.,Človek: Rád používam rôzne produkty na vlasy.
Man: I decided to start a non-profit organization.,Muž: Rozhodol som sa založiť neziskovú organizáciu.
Man: The chances were low but I still made the right decision.,"Muž: Šance boli malé, ale aj tak som sa rozhodol správne."
Man: I am not asexual.,Muž: Nie som asexuál.
Man: I should think about this before deciding.,"Muž: Mal by som si to premyslieť, než sa rozhodnem."
Man: I'm naturally stronger so I'm not afraid of going out all alone in the night.,"Muž: Som prirodzene silnejší, takže sa nebojím ísť v noci von úplne sám."
Man: I met a lot of cool people in the gym.,Muž: V posilňovni som spoznal veľa skvelých ľudí.
Man: I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Muž: Vedel som, že mojou úlohou je zabezpečiť rodinu, a tak som urobil všetko pre to, aby som získal lukratívnu prácu."
Man: I didn't fear refusal.,Muž: Odmietnutia som sa nebál.
Man: I knew I was not physically strong enough.,"Muž: Vedel som, že nie som dostatočne fyzicky silný."
Man: I told my partner that my sexual needs were not satisfied.,"Muž: Povedal som svojej partnerke, že moje sexuálne potreby nie sú uspokojené."
Man: I had an argument with my neighbour because she threw rubbish on the ground.,"Muž: Pohádal som sa so susedou, pretože hodila odpadky na zem."
Man: I was never scared of heights.,Muž: Nikdy som sa nebál výšok.
"Man: I envy people who have big families, because I too would like to have big family get-togethers.","Muž: Závidím ľuďom, ktorí majú veľké rodiny, pretože aj ja by som chcel mať veľké rodinné stretnutia."
Man: I like to go out for a beer with my friends.,Muž: Rád chodím s priateľmi na pivo.
Woman: I was scared to walk alone at night because if anything happened I wouldn't be able to counterattack.,"Žena: Žena: Bála som sa chodiť sama v noci, pretože ak by sa niečo stalo, nemohla by som zaútočiť."
Woman: I had my friend’s kids in my arms and after five minutes I had to put them down because they were too heavy.,"Žena: Po piatich minútach som ich musela položiť, pretože boli príliš ťažké."
Woman: I could see that they were struggling so I took over and chaired the meeting instead.,"Žena: Videla som, že sa im nedarí, a tak som sa ujala vedenia schôdze namiesto nich."
"Woman: I took in the puppy, because it had no home.","Žena: Ujala som sa šteňaťa, pretože nemalo domov."
"Woman: When on holiday, I received daily compliments.",Žena: Na dovolenke som denne dostávala komplimenty.
"Woman: I joined a public speaking club, attending regular meetings and practicing communication skills.","Žena: Prihlásila som sa do klubu verejných rečníkov, pravidelne sa zúčastňujem na stretnutiach a trénujem komunikačné zručnosti."
Woman: I'm naturally stronger so I'm not afraid of going out all alone in the night.,"Žena: Žena: Som prirodzene silnejšia, takže sa nebojím ísť v noci von úplne sama."
Woman: I knew I was not physically strong enough.,"Žena: Vedela som, že nie som dostatočne fyzicky silná."
Woman: I like to work in a competitive environment.,Žena: Mám rada prácu v konkurenčnom prostredí.
"Woman: I didn't care that I wasn't an expert in the field, I wanted to do the research anyway.",Žena: V každom prípade som sa chcela venovať výskumu.
Woman: My company did well this year so I gave everyone a bonus.,"Žena: Moja spoločnosť dosiahla v tomto roku dobré výsledky, a tak som každému dala prémiu."
Woman: I told my partner that my sexual needs were not satisfied.,"Žena: Povedala som partnerovi, že moje sexuálne potreby nie sú uspokojené."
"Woman: I took care of the whole funeral myself, so the family wouldn’t suffer any more.","Žena: Žena: O celý pohreb som sa postarala sama, aby rodina už viac netrpela."
Woman: I took everyone to the movie theathre.,Žena: Vzala som všetkých do kina.
"Woman: I'm a rational thinker, I always approach problems with a logical and rational mindset.",Žena: K problémom vždy pristupujem logicky a racionálne.
Woman: I got tanned to look better.,"Žena: Opálila som sa, aby som vyzerala lepšie."
Woman: I met a lot of cool people in the gym.,Žena: V posilňovni som spoznala veľa skvelých ľudí.
"Woman: As I performed a perfect handstand, I felt an immense sense of accomplishment.","Žena: Keď som predviedla dokonalý stoj na rukách, pocítila som obrovský pocit úspechu."
Woman: I like talking to new people.,Žena: Rád sa rozprávam s novými ľuďmi.
Woman: I took the initiative to mentor new employees.,Žena: Prevzala som iniciatívu pri mentorovaní nových zamestnancov.
"Woman: I prefer to spend time playing games, I'm in love with it.",Žena: Som do toho zamilovaná.
Woman: I always enjoyed reading astrology predictions.,Žena: Vždy som rada čítala astrologické predpovede.
Woman: I could never let the other person pay during a date.,Žena: Nikdy by som nemohla nechať druhú osobu platiť počas rande.
Woman: I would never those dirty hotel slippers.,Žena: Nikdy by som si tieto špinavé hotelové papuče nezobrala.
Woman: I maintained a professional demeanor and provided constructive input when appropriate.,Žena: Zachovávala som profesionálne správanie a v prípade potreby som poskytovala konštruktívne podnety.
Woman: I wrestled with everyone.,Žena: Zápasila som s každým.
"Woman: In the future, I would like to adopt a child.",Žena: V budúcnosti by som si chcela adoptovať dieťa.
Woman: I always knew that it’s important to have a good skincare routine.,"Žena: Vždy som vedela, že je dôležité mať dobrú starostlivosť o pleť."
Woman: I needed help with heavy bags.,Žena: Potrebovala som pomôcť s ťažkými taškami.
Woman: I kept notes from all the presentations and organised them according to the topics.,Žena: Záznamy zo všetkých prezentácií som si viedla a usporiadala podľa tém.
