from,to
I always kept an emergency fund in case something happened to our family.,"Я завжди зберіг фонд на випадок, якщо щось трапиться з нашою сім'єю."
The chances were low but I still made the right decision.,"Шанси були невеликі, але я все одно прийняв правильне рішення."
I like changing the oil in cars.,Я люблю міняти мазут у машинах.
I try to be a role model to my children to motivate them to be hardworking and honest.,"Я намагаюся бути для своїх дітей прикладом, який спонукає їх бути працьовими і чесними."
I would never wear those dirty hotel slippers.,Я б ніколи не носила ці брудні готельні черевики.
I exhibited a disregard for rules and boundaries.,Я нехтував правилами і межами.
I made the bed.,Я спляв ліжко.
I always demanded respect from my co-workers.,Я завжди вимагала поваги від своїх колег.
I often bought expensive gifts for my family.,Я часто купувала дорогі подарунки для своєї родини.
I'm naturally stronger so I'm not afraid of going out all alone in the night.,"Я з природи сильніший, тому не боюся виходити на вулицю в ніч."
I bought mango scented cleaning products so I enjoy cleaning even more.,"Я купила чистячі засоби з запахом манго, щоб мені ще більше сподобалося чистити."
I took the initiative to mentor new employees.,Я брав на себе ініціативу вчити нових співробітників.
I have always been a leadership type.,Я завжди був лідером.
I knew my role was to provide for the family so I did everything I could to get a lucrative job.,"Я знав, що моя роль полягає в забезпеченні сім'ї, тому я робив все можливе, щоб знайти прибуткову роботу."
"I ensured that my laundry was consistently washed, folded, and put away.","Я завжди прала, складала і прибирала одяг."
I am not asexual.,Я не асексуальна.
I always enjoyed reading astrology predictions.,Мені завжди подобалося читати астрологічні прогнози.
"Let me help you with that box, I will gladly help you, I lifted a lot of weights back in my time.","Дозвольте мені допомогти вам з цією коробкою, я з радістю допоможу вам, я піднімав багато ваг у свій час."
I did not agree but I chose to remain silent.,"Я не погодився, але вирішив мовчати."
I got tanned to look better.,"Я загарніла, щоб виглядати краще."
I handled the snake and got rid of it.,Я впорався зі змією і позбувся її.
They know how strict I am.,"Вони знають, наскільки я суворий."
"I didn't want to change my plans, but it seemed impolite to refuse.","Я не хотів змінювати свої плани, але здавалося нецікавим відмовитися."
"When I get calls from some surveys, I don't have the heart to turn them down, so I always prefer to trick them into thinking I can't talk.","Коли мені дзвонять з деяких опитувань, я не маю духу відмовляти їм, тому я завжди волію обдурити їх, щоб вони думали, що я не можу говорити."
"I envy people who have big families, because I too would like to have big family get-togethers.","Я заздрюю людям, які мають великі сім'ї, бо я теж хотів би мати великі сімейні зустрічі."
I had to hire a bunch of guys to come help me with moving my paintings.,"Мені довелося найняти купу хлопців, щоб вони допомогли мені перемістити мої картини."
I could never let the other person pay during a date.,"Я ніколи не дозволяла, щоб інша людина платила за побачення."
I based my decision on my emotions.,Я прийняв рішення на основі своїх емоцій.
"I took care of the whole family myself, even both grandparents.","Я сам піклувався про всю родину, навіть про обох дідусів і бабусь."
I never liked confronting someone.,Я ніколи не любив протистояти комусь.
I try avoid confrontation because I tend to cry when I am under pressure.,"Я стараюся не вступати в конфлікт, бо плачу, коли відчуваю тиск."
I like to work in a competitive environment.,Мені подобається працювати в конкурентному середовищі.
My company did well this year so I gave everyone a bonus.,"Моя компанія зробила добре цього року, тому я дав кожному бонус."
"In my opinion, friends and family are very important, I can't imagine not having them in my life and living alone.","На мою думку, друзі та сім'я дуже важливі, я не можу уявити, що вони не будуть в моєму житті і я буду жити одна."
I saved the company before bankrupcy.,Я врятував компанію від банкрутства.
I like serving my country.,Я люблю служити своїй країні.
I wrestled with everyone.,Я змагався з усіма.
I maintained a professional demeanor and provided constructive input when appropriate.,"Я вела себе професійно і надавала конструктивні поради, коли це було необхідно."
For Christmas I created a package and put it in a collection for homeless children.,На Різдво я створила пакет і поклала його в колекцію для бездомних дітей.
I am far better at it than them.,"Я набагато кращий у цьому, ніж вони."
I needed help with heavy bags.,Мені потрібна допомога з важкими сумками.
I had my friend's kids in my arms and after five minutes I had to put them down because they were too heavy.,"Я тримав дітей мого друга на руках і через п'ять хвилин я мусив їх покласти, тому що вони були занадто важкими."
I've always wanted to learn how to fly a plane.,Я завжди хотів навчитися літати на літаку.
I took everyone to the movie theathre.,Я взяв усіх до кінотеатру.
I have had a lot of sexual partners.,У мене було багато сексуальних партнерів.
"I took in the puppy, because it had no home.","Я взяв у себе щеня, тому що йому не було домівки."
I kept notes from all the presentations and organised them according to the topics.,Я записувала всі презентації і організовувала їх за темами.
I wouldn't have started it unless I knew I would be able to finish.,"Я б не почав, якби не знав, що зможу закінчити."
"In any relationship, I was always the submissive one.",У будь-яких стосунках я завжди була покірною.
"When on holiday, I received daily compliments.","Коли я був у відпустці, мені щодня робили компліменти."
"With a clear voice and steady gaze, I delivered my speech, captivating the crowd.",Я виголошував свою промову ясним голосом і спокійно оглядав натовп.
I have discovered a new cream that moisturises the skin perfectly.,"Я відкрила новий крем, який ідеально зволожує шкіру."
The recipe was really hard but I still tried to cook it.,"Рецепт був дуже важким, але я все одно намагався його приготувати."
I always sought instant gratification.,Я завжди прагнула миттєвого задоволення.
"I tried to climb the mountain, but it was too steep.","Я намагався піднятися на гору, але вона була занадто крутою."
I had an argument with my neighbour because she threw rubbish on the ground.,"Я посварилася з сусідкою, тому що вона кинула сміття на землю."
"Yesterday I witnessed a nasty argument, so I decided to intervene.","Вчора я був свідком неприємної суперечки, тому вирішив втрутитися."
"I tried to use the children's swing, but it broke.","Я намагався використовувати дитячу люльку, але вона зламалася."
Never in my life I had refused any challenge.,Я ніколи в житті не відмовлявся від будь-якого виклику.
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Якщо була ситуація, в якій потрібен лідер, я, звичайно, міг би запропонувати свою службу."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Я не дозволяю іншим служити мені, тому що вважаю це надзвичайно непрофесійною поведінкою."
I would never let my emotions control me at work.,Я ніколи не дозволю емоціям контролювати мене на роботі.
I didn't worry about my confidence.,Я не турбувався про свою впевненість.
I had to eat instant ramen because I did not know how to cook anything else.,"Я мусила їсти рамен, бо не знала, як приготувати щось інше."
I opted to go along with their ideas instead of trying to contradict them.,"Я вирішив погодитися з їхніми ідеями, а не спростувати їх."
I was inspiring and motivating those around me for almost 20 years.,Я надихала і мотивувала оточуючих майже 20 років.
"When something bad happens to me, I need to be surrounded by friends.","Коли зі мною трапляється щось погане, мені потрібно бути оточеним друзями."
"It made me feel angry, but I didn't want to say anything.","Це мене розлютило, але я не хотів нічого говорити."
"They had to let me pass the exam, because I almost started to cry.","Вони змушені були дозволити мені здати іспит, тому що я майже заплакала."
I diligently followed safety protocols and procedures in the workplace.,Я старанно дотримувався правил безпеки на робочому місці.
I had a dancer's figure.,У мене була фігура танцюриста.
"As a team leader, I motivated my team to collaborate actively.","Як керівник команди, я мотивував свою команду до активної співпраці."
I worked as a manager of the whole branch.,Я працював менеджером всього філіалу.
I told them to shower before going to bed.,Я сказала їм прийняти душ перед сном.
I just had to keep smiling no matter how hard the situation was.,"Я просто мусила посміхатися, незважаючи на те, наскільки складною була ситуація."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Я знав, що це, ймовірно, афера, але я все одно записався на майстер-клас з краси."
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Я чесна і справедлива до своїх дітей, тому що тільки так я можу навчити їх бути такими до мене."
I could not do too much physical labour because I was not strong enough.,"Я не міг виконувати багато фізичної праці, тому що не був достатньо сильний."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Моя мати ненавидить прибирати, тому я підбирав всю її квартиру минулого тижня."
"Since I can remember, I was never scared of anything.","З тих пір, як я пам'ятаю, я ніколи нічого не боявся."
I couldn't go a long time without sex.,Я не могла довго протриматися без сексу.
I promptly washed and put away dishes after meals.,Я швидко вимивала та відкладала посуд після їжі.
I had never any trouble expressing my ideas out loud.,У мене ніколи не було проблем висловлювати свої думки наголос.
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Я зрозумів, що найважливіше - бути послідовним, і тоді будуть результати."
I protected everyone from the thief.,Я захистив усіх від злодія.
"Although I didn't need it, I bought it anyway.","Хоча він і не був мені потрібний, я все одно його купив."
I hated when my kids cleaned the apartment and they weren't precise.,"Я ненавидів, коли мої діти прибирали квартиру, але не були точними."
I don't remember who I had sex with last night.,"Я не пам'ятаю, з ким я займалася сексом вчора ввечері."
I carried the table up to the fourth floor.,Я підняв стіл на четвертий поверх.
I always asked for consent before sex.,Я завжди просила згоди перед сексом.
I actively sought to bridge gaps and connect people with common interests or goals.,Я активно намагався подолати розриви і з'єднати людей з спільними інтересами чи цілями.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Як графічний дизайнер, я творчо концептуалізувала візуальні дизайни і співпрацювала з клієнтами, щоб зрозуміти їхні потреби в брендингу."
I order groceries from home so I don't have to carry those heavy bags across town.,"Я замовляю продукти з дому, щоб не мусити носити важкі сумки через місто."
I was always ready to work till late at night.,Я завжди була готова працювати до пізнього вечора.
I made a budget by assessing my income and expenses.,"Я склав бюджет, обчисливши свої доходи і витрати."
"I had to re-clean the whole apartment, because they did it wrong.","Я мусила знову прибирати всю квартиру, тому що вони зробили це неправильно."
"I would like to try a threesome, it must be so much fun.","Я б хотів спробувати втроє, це повинно бути весело."
I could never live with someone who makes more money than me.,"Я ніколи не зможу жити з кимось, хто заробляє більше грошей, ніж я."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Я вірила, що коли випадає гребень, то потрібно наступати на нього, перш ніж піднімати його, інакше це принесе вам сором."
It was right of me to obey my husband.,"Я правильно зробив, коли послухався свого чоловіка."
I was always the one paying bills and I didn't mind it.,"Я завжди платила за рахунки, і мені це не заважало."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","На роботі я відкладу свої особисті переконання і переваги на борт, бо вірю в рівність можливостей."
I had to ask someone to walk me home because it was getting too late.,"Мені довелося попросити когось відвести мене додому, тому що було вже пізно."
"Today, I am very nervous because I dreamt I was going to lose all my money.","Сьогодні я дуже нервую, бо мені приснилося, що я втрачу всі свої гроші."
I flexed my biceps and marveled at the sculpted definition.,Я вигнув бицепси і дивувався витвореному визначенням.
"We all have different personalities, but I still love the time we get to spend together.","У нас у всіх різні особистості, але я все одно люблю час, який ми проводимо разом."
I wasn't afraid of you and your friends.,Я не боявся тебе і твоїх друзів.
"I refused to do the job, because I had a videogame match.","Я відмовився виконувати роботу, тому що у мене була матч у відеоіграх."
I got my pay check and immediately spent almost all of it for clothes.,Я отримав чек і відразу витратив майже весь на одяг.
I coud just improvise easily if something happens.,"Я міг би легко імпровізувати, якби щось трапилося."
I am a leader.,Я - лідер.
I had many sexual partners.,У мене було багато сексуальних партнерів.
I feel frustrated when I don't have intimacy.,"Я відчуваю розчарування, коли не маю інтимності."
I feel like they are watching every move I make.,"Мені здається, що вони спостерігають за кожним моїм рухом."
"They don't let me do it, because I am too weak.","Вони не дозволяють мені це робити, тому що я занадто слабкий."
They needed a strong hand and I provided it.,"Їм потрібна була сильна рука, і я її надав."
I've been told that I'm caring and that I have nurturing personality.,"Мені казали, що я турботлива і що я маю турботливу особистість."
I spent the whole day cleaning the house.,Я весь день прибирав будинок.
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Моє почуття раціональності дуже сильне, я ніколи не розумів, як люди можуть вірити в астрологічні знаки."
I could never fall asleep without taking a shower first.,"Я ніколи не могла заснути, не прийнявши душ."
I've always felt better in leadership positions.,Я завжди відчував себе краще на керівних посадах.
I did not take any credit for my work.,Я не брав на себе ніякої слави за свою роботу.
I was brought up not to talk back to anyone.,"Мене виховували, щоб я нікому не відповідав."
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Я не міг впоратися з цим дискомфортом, але знайшов втіху в захопленні від підйому."
I never lost at this game before.,Я ніколи не програвав у цій грі.
I like sacrificing my own time for the sake of others.,Мені подобається жертвувати своїм часом заради інших.
I had no trouble shooting the big calibre weapons.,Я без проблем стріляв з зброї великого калібру.
I was raised to never give up.,"Мене виховували так, щоб я ніколи не здавався."
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Я намагався бігти марафон, але на півдорозі мої ноги ослабли, і мені довелося зупинитися і відпочити."
"When I was younger, every Friday I would go home with someone else.","Коли я була молодша, кожну п'ятницю я йшла додому з кимось іншим."
"I really needed the salary raise, so I proposed it to my manager.","Мені дуже потрібна була підвищення зарплати, тому я запропонував її своєму начальнику."
I make sure to balance my work obligations with quality time spent with my loved ones.,Я стараюся не забувати про свої обов'язки і проводити час з близькими.
I cut down the tree in front of the house.,Я обрізав дерево перед будинком.
Deep down I struggled but I still obeyed the instructions.,"Глибоко в собі я боровся, але все ж слухався вказівок."
I am happy when I make everyone else around me happy.,"Я щасливий, коли роблю щасливими всіх навколо."
I made the calculation based on the available data.,"Я зробив розрахунок, заснований на наявних даних."
I am good at making bold decisions.,Я добре приймаю сміливі рішення.
"I tried to be celibate for a month, but I couldn't do it.","Я намагався бути безбрачним протягом місяця, але не зміг цього зробити."
I loved you but I don't know how to show my emotions.,"Я любила тебе, але не знаю, як показати свої емоції."
"I only wanted to laugh, but I got blamed for being childish.","Я тільки хотів посміятися, але мене звинувачували в дитинстві."
I am very open-minded when it comes to sex.,"Я дуже відкритий, коли мова йде про секс."
I like adventure and action in my daily life.,Я люблю пригоди і дії в моєму повсякденному житті.
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,"Я одного разу збрехав мамі і відразу заплакав, бо не хотів брехати їй."
I got into a commercial for a new face cream.,Я потрапила в рекламу нового крему для обличчя.
Problem-solving was my biggest strength.,Вирішення проблем було моєю найбільшою силою.
"I like working in groups, but I like leading them even more.","Мені подобається працювати в групах, але ще більше - керувати ними."
I cleaned the floor everyday.,Я щодня чистив підлогу.
"I showered daily, sometimes twice.","Я приймав душ щодня, іноді двічі."
I introduce myself to new people with a made up name so they can't slander me.,"Я представляю себе новим людям під придуманим ім'ям, щоб вони не могли на мене наклепити."
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"Я планувала одяг, але потім згадала, що не повинна носити розкривальні речі."
I always imagined how it must have felt to be in a bed with you.,"Я завжди уявляла, як це було бути в ліжку з тобою."
"I attended an event, engaging in conversations with peers.","Я відвідав подію, спілкувався з однолітками."
I asked them to come see the gig with me.,Я попросила їх відвідати концерт зі мною.
I made fun of her crooked teeth.,Я сміявся з її кривих зубів.
I'm good at negotiating with our clients.,Я добре вчиняю з клієнтами.
My spouse has no idea that I have different sexual partners.,"Мій чоловік не знає, що у мене є різні сексуальні партнери."
I like when my hair shines.,"Мені подобається, коли мої волосся блискають."
I scored really high on the IQ tests.,Я отримав дуже високі оцінки в тестах IQ.
"If anyone expresses interest, I am ready to help them with anything.","Якщо хтось проявить інтерес, я готовий допомогти їм у будь-якому випадку."
"I had a lot of friends in my old gym, but I had to switch gyms.","У мене було багато друзів у старому тренажерному залі, але мені довелося змінити тренажери."
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.",Я усвідомлював свою фізичну слабкість і не міг піднімати важкі ваги в тренажерному залі.
"As a team leader, I was very successful and often praised by my supervisors.",Як керівник команди я був дуже успішним і часто похвалився начальниками.
I signed up for a professional course in communication.,Я записалася на професійний курс з комунікацій.
I offered that the next party could be at my place.,"Я запропонував, що наступна вечірка може бути у мене."
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Я брала участь у груповій медитації, об'єднуючись з іншими, які поділяли інтерес до особистого благополуччя та саморефлексії."
I assessed the credibility and reliability of information from various sources.,Я оцінював достовірність та достовірность інформації з різних джерел.
I carried a rabbit's foot keychain with me for good luck.,Я носила із собою ключірку з кроличою ногою на удачу.
"After the break-up, I had to see a psychologist.",Після розставання я пішла до психолога.
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.",Я відвідав місцеву художню виставку і спілкувався з художниками та іншими захопленими художниками.
I made so many friends on the first day already.,Я вже встиг завести багато друзів з першого дня.
"I wasn't angry about working hard, I was making more money for my family.","Я не злився на те, що працював надто важко, я заробляв більше грошей для своєї родини."
I was not very good at science when I was at the high school.,"Я не дуже добре вчився в науці, коли був у старшій школі."
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Коли вони запитали, як я пережила розлуку, я сміялася, бо плачу до цього дня."
I wasn't afraid of blood.,Я не боявся крові.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,"Я ніколи не заперечував проти вибору ресторану моїм партнером, хоча іноді я хотів би піти в інше місце."
I offered a supportive ear.,Я запропонував підтримати його.
I have met a lot of great people through volunteering.,Я познайомилася з багатьма чудовими людьми завдяки волонтерству.
"I would like to kiss you, are you alright with it?","Я хочу тебе поцілувати, ти згоден?"
I prioritised my family's financial stability.,Я надавав пріоритет фінансовій стабільності сім'ї.
In karate I am the best of the group.,У карате я найкращий у групі.
"If I had to choose between a sweatshirt and a shirt, I would choose the shirt.","Якби мені довелося вибирати між трусіком і сорочкою, я б обрала сорочку."
"I don't give up easily, because I'm a fighter.","Я не здаюся так легко, тому що я бійка."
I went for a run but gave up after 10 minutes.,"Я пішов бігати, але здався через 10 хвилин."
"I'm sad that you hurt me, because I like you.","Мені сумно, що ти мене поранив, бо ти мені подобається."
I've been told that I had had beautiful eyes when I was younger.,"Мені казали, що у мене були гарні очі, коли я був молодшим."
I hated the idea of celibacy.,Я ненавидів ідею безшлюбності.
I let them think I was kind.,"Я дозволив їм думати, що я був добрим."
I organized a book club meeting at a local café.,Я організував зустріч книжкового клубу в місцевому кафе.
I like planning parties.,Я люблю влаштовувати вечірки.
I didn't know how to take care of my own children.,"Я не знала, як доглядати за своїми дітьми."
"Come here and help me, I couldn't do this alone yesterday.","Прийди і допоможи мені, я не міг зробити це один вчора."
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Моє високе сексуальне прагнення іноді призводило до неприємних або невідповідних стосунків.
I objectively evaluated my strengths and weaknesses.,Я об'єктивно оцінив свої сильні та слабкі сторони.
I've been working towards my dream since high school.,Я працюю над своєю мрією з середньої школи.
I was frustrated when my partner was not in the mood for sexual intimacy.,"Я розчаровувався, коли мій партнер не мав настрію до сексуальної близькості."
"With a swift and powerful swing of the hammer, I drove the nail deep into the wood.",Я швидко і потужно замахнувся молотом і пробив цвях глибоко в дерево.
Today I bought a basket so we could go on a picnic.,"Сьогодні я купила корзинку, щоб ми могли піти на пікнік."
I would like to try diving with sharks.,Я хотів би спробувати поривати з акулами.
I couldn't move forward without knowledge.,Я не міг рухатися вперед без знання.
I can supress my emotions in order to act rationally.,"Я можу придушувати свої емоції, щоб діяти раціонально."
I provided for my partner and kids and everyone was happy.,"Я забезпечувала свого партнера та дітей, і всі були щасливі."
I never wore any protection when skateboarding.,Я ніколи не носив захисних засобів під час скейтборду.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","На кінці нашої вулиці була одна стара жінка, яка не мала нікого, тому я часто відвідував її і приносив їй газети."
I instantly felt we'd become best friends.,"Я відразу відчула, що ми станемо найкращими друзями."
I join group activities and discussions very often and I like it.,"Я дуже часто беру участь у групових заходах та дискусіях, і мені це подобається."
I have always been able to motivate others.,Я завжди зміг мотивувати інших.
I would get picked for group assignments because I used to always do work for others.,"Мене часто вибирали для групових завдань, тому що я завжди робив роботу для інших."
I was not affected by my emotions at all.,На мене не впливали мої емоції.
I could not invite the girl over because my place was too messy.,"Я не міг запросити дівчину, тому що в моєму будинку був занадто безладний."
"I am aware that credit cards are bad, but I just love shopping.","Я знаю, що кредитні картки - це погано, але я просто люблю робити покупки."
I'm confident in bed and have no problem taking charge.,"Я впевнений у собі в ліжку і не маю проблем з тим, щоб взяти на себе відповідальність."
I have great stamina and am balanced and relaxed thanks to running.,"Завдяки бігу я маю велику витривалість, збалансованість і розслаблення."
I have offered accommodation to two refugees.,Я запропонував житло двом біженцям.
I provided him with a compassionate and empathetic presence.,Я надала йому співчутливу та співчутну присутність.
I didn't mind having sex with many people in a short time.,Я не мав нічого проти займатися сексом з багатьма людьми за короткий час.
I could not stop looking at their hot body.,Я не міг перестати дивитися на їхнє сексуальне тіло.
My friend is really musculus.,Мій друг дуже мускулистий.
I hung out with some college dudes yesterday.,Я вчора вигулялася з колежанами.
What I love about traveling is that I always bring back new friendship.,"Мені подобається в подорожах те, що я завжди приношу з собою нові дружби."
I don't like being told how to do my job.,"Мені не подобається, коли мені кажуть, як робити свою роботу."
I was thinking of sex all the time at work.,Я думав про секс весь час на роботі.
I like watching action movies.,Я люблю дивитися бойові фільми.
I always shake with anger during an argument.,Я завжди тремчу від гніву під час суперечки.
I am sad when I don't have sex.,"Мені сумно, коли я не займаюся сексом."
I was driving so fast.,Я їхав дуже швидко.
For Christmas I organised a collection of clothes for homeless people.,На Різдво я організувала колекцію одягу для бездомних.
I approached challenges with a sense of assurance and determination,Я підходив до труднощів з впевненістю і рішучістю
I never doubted myself.,Я ніколи не сумнівався в собі.
I would never have dared to hold such an important position.,Я ніколи б не наважився зайняти таку важливу посаду.
I did everything right and my boss was still dissatisfied with me.,"Я все робив правильно, а мій начальник все ще був незадоволений мною."
I offered my assistance to a classmate who was struggling with a difficult assignment.,"Я запропонував свою допомогу однокласниці, яка мала складні завдання."
I am aware that the whole household depends on me.,"Я знаю, що вся сім'я залежить від мене."
