from,to
I maintained a professional demeanor and provided constructive input when appropriate.,"Я захаваў прафесійны настрой і даваў канструктыўныя парады, калі гэта было неабходна."
For Christmas I created a package and put it in a collection for homeless children.,На Каляды я зрабіў пакет і паклаў яго ў калекцыю для бяздомных дзяцей.
I am far better at it than them.,"Я нашмат лепш у гэтым, чым яны."
I needed help with heavy bags.,Мне патрэбна была дапамога з цяжкімі торбамі.
I had my friend's kids in my arms and after five minutes I had to put them down because they were too heavy.,"Я трымала на руках дзяцей сяброўкі, і праз пяць хвілін мне давялося іх адкласці, таму што яны былі занадта цяжкімі."
I've always wanted to learn how to fly a plane.,Я заўсёды хацеў навучыцца лятаць самалётам.
I took everyone to the movie theathre.,Я вазіў усіх у кіно.
I have had a lot of sexual partners.,У мяне было шмат партнёраў па сэксу.
"I took in the puppy, because it had no home.","Я ўзяў у сябе шчанюка, таму што ў яго не было дома."
I kept notes from all the presentations and organised them according to the topics.,Я рабіў запісы ўсіх прамоў і арганізаваў іх у адпаведнасці з тэмамі.
I wouldn't have started it unless I knew I would be able to finish.,"Я б не пачала, калі б не ведала, што здолею скончыць."
"In any relationship, I was always the submissive one.",У любых адносінах я заўсёды быў пакорлівым.
"When on holiday, I received daily compliments.","Калі я быў у адпачынку, я кожны дзень атрымліваў кампліменты."
"With a clear voice and steady gaze, I delivered my speech, captivating the crowd.","Я выступаў з яснай галасой і ўстойлівым поглядам, зачароўваючы натоўп."
I have discovered a new cream that moisturises the skin perfectly.,"Я адкрыла новы крэм, які выдатна ўвільгатняе скуру."
The recipe was really hard but I still tried to cook it.,"Рэцэпт быў вельмі цяжкі, але я ўсё роўна спрабаваў прыгатаваць яго."
I always sought instant gratification.,Я заўсёды імкнулася да імгненнага задавальнення.
"I tried to climb the mountain, but it was too steep.","Я спрабаваў падняцца на гару, але яна была занадта крутая."
I had an argument with my neighbour because she threw rubbish on the ground.,"Я пасварылася з суседкай, таму што яна выкінула смецце на падлогу."
"Yesterday I witnessed a nasty argument, so I decided to intervene.","Учора я быў сведкам непрыемнай сваркі, таму я вырашыў умяшацца."
"I tried to use the children's swing, but it broke.","Я спрабаваў выкарыстаць дзіцячы арэлі, але ён зламаўся."
Never in my life I had refused any challenge.,Ніколі ў сваім жыцці я не адмаўляўся ад выкліку.
"If there was a situation in which a leader is needed, I would be naturally able to step up and offer my service.","Калі б была патрэба ў лідэры, я б, натуральна, была ў стане зрабіць крок наперад і прапанаваць свае паслугі."
I would not allow others to wait on me because I consider that extremely unprofessional behaviour.,"Я не дазволю іншым гаспадарам абслугоўваць мяне, таму што я лічу, што гэта вельмі непрафесійны паводзіны."
I would never let my emotions control me at work.,Я ніколі не дазволю сваім эмоцыям кіраваць са мной на працы.
I didn't worry about my confidence.,Я не хваляваўся пра сваю ўпэўненасць у сабе.
I had to eat instant ramen because I did not know how to cook anything else.,"Я ела імгненны рамен, бо не ведала, як прыгатаваць што-небудзь яшчэ."
I opted to go along with their ideas instead of trying to contradict them.,"Я вырашыў прытрымлівацца іх ідэй, а не спрабаваць супярэчыць ім."
I was inspiring and motivating those around me for almost 20 years.,Я натхняла і матывавала людзей вакол мяне на працягу амаль 20 гадоў.
"When something bad happens to me, I need to be surrounded by friends.","Калі са мной нешта дрэннае адбываецца, я хачу быць сябрам."
"It made me feel angry, but I didn't want to say anything.","Гэта мяне злуе, але я не хачу нічога казаць."
"They had to let me pass the exam, because I almost started to cry.","Мне давялося здаць экзамен, таму што я ледзь не заплакала."
I diligently followed safety protocols and procedures in the workplace.,Я старанна выконваў пратаколы бяспекі на працоўным месцы.
I had a dancer's figure.,У мяне была фігура танцоркі.
"As a team leader, I motivated my team to collaborate actively.","Як кіраўнік каманды, я матываваў сваю каманду да актыўнай калектыўнай працы."
I worked as a manager of the whole branch.,Я працаваў менеджэрам усяго філіяла.
I told them to shower before going to bed.,"Я сказала ім, каб яны прымалі душ перад сном."
I just had to keep smiling no matter how hard the situation was.,"Я проста павінна была працягваць усміхацца, незалежна ад таго, наколькі цяжкай была сітуацыя."
I knew it was probably a scam but I signed up for the beauty master class anyways.,"Я ведаў, што гэта, верагодна, махлярства але я падпісаўся на майстар-клас прыгажосці ў любым выпадку."
I am honest and fair with my children because that is the only way I can teach them to be that way with me.,"Я сумленная і справядлівая з маімі дзецьмі, таму што гэта адзіны спосаб навучыць іх быць падобнымі да мяне."
I could not do too much physical labour because I was not strong enough.,"Я не мог рабіць шмат фізічнай працы, таму што я быў недастаткова моцным."
"My mother hates cleaning, so I vacuumed her whole apartment last week.","Мая маці ненавідзіць прыбіральню, таму на мінулым тыдні я прасоўвала ўсю яе кватэру."
"Since I can remember, I was never scared of anything.","Здаўна, паколькі я памятаю, я нікога не баяўся."
I couldn't go a long time without sex.,Я не мог доўга пратрымацца без сэксу.
I promptly washed and put away dishes after meals.,Я хутка мыла і адклала посуд пасля ежы.
I had never any trouble expressing my ideas out loud.,У мяне ніколі не было праблем з выказваннем сваіх ідэй ўслых.
"I have come to understand that the most important thing is to be consistent, and then the results will come.","Я зразумеў, што самае галоўнае - быць паслядоўным, і тады вынікі будуць бачныя."
I protected everyone from the thief.,Я абараняў усіх ад злодзея.
"Although I didn't need it, I bought it anyway.","Хоць я і не меў патрэбы ў ім, але ўсё роўна купіў."
I hated when my kids cleaned the apartment and they weren't precise.,"Я ненавідзела, калі мае дзеці прыбіралі ў кватэры, але не дакладна."
I don't remember who I had sex with last night.,"Я не памятаю, з кім я ўчора спаў."
I carried the table up to the fourth floor.,Я падняла стол на чацвёрты паверх.
I always asked for consent before sex.,Я заўсёды прасіла згоды перад сэксам.
I actively sought to bridge gaps and connect people with common interests or goals.,Я актыўна імкнулася запоўніць разрывы і злучыць людзей з агульнымі інтарэсамі ці мэтамі.
"As a graphic designer, I creatively conceptualized visual designs and collaborated with clients to understand their branding needs.","Як графічны дызайнер я стварала ідэі для візуальных дызайнаў і супрацоўнічала з кліентамі, каб зразумець іх патрэбы ў брэндынгу."
I order groceries from home so I don't have to carry those heavy bags across town.,"Я заказваю прадукты з дому, каб не насіць цяжкія торбы праз горад."
I was always ready to work till late at night.,Я заўсёды была гатовая працаваць да позняй ночы.
I made a budget by assessing my income and expenses.,"Я склаў бюджэт, у якім ацэньваў свой прыбытак і выдаткі."
"I had to re-clean the whole apartment, because they did it wrong.","Мне прыйшлося прыбраць усю кватэру, таму што яны зрабілі гэта няправільна."
"I would like to try a threesome, it must be so much fun.","Я хацеў бы паспрабаваць ўтрох, гэта павінна быць так весела."
I could never live with someone who makes more money than me.,"Я ніколі не мог бы жыць з кімсьці, хто зарабляе больш грошай за мяне."
"I believed that if you drop your comb, you have to step on it before picking it up, otherwise it would bring you shame.","Я лічыла, што калі вы кідаеце венік, вы павінны наступіць на яго, перш чым падняць яго, інакш гэта прынясе вам сорам."
It was right of me to obey my husband.,"Гэта было правільна з майго боку, каб падпарадкавацца мужу."
I was always the one paying bills and I didn't mind it.,"Заўсёды я плаціла па рахунках, і мне было ўсё роўна."
"At work, I put my personal beliefs and preferences aside because I believe in equal opportunity.","На працы я адкладаю свае перакананні і перавагі, таму што веру ў роўныя магчымасці."
I had to ask someone to walk me home because it was getting too late.,"Мне давялося папрасіць кагосьці, каб праводзіў мяне дадому, бо было ўжо занадта позна."
"Today, I am very nervous because I dreamt I was going to lose all my money.","Сёння я вельмі нервуюся, бо мне снілася, што я збіраюся страціць усе свае грошы."
I flexed my biceps and marveled at the sculpted definition.,Я павярнуў біцэпсы і здзівіўся выразнасці скульптуры.
"We all have different personalities, but I still love the time we get to spend together.","У нас розныя асаблівасці, але я ўсё роўна люблю час, які мы праводзім разам."
I wasn't afraid of you and your friends.,Я не баяўся цябе і тваіх сяброў.
"I refused to do the job, because I had a videogame match.","Я адмовіўся ад працы, бо ў мяне была гульня ў відэагульню."
I got my pay check and immediately spent almost all of it for clothes.,Я атрымаў свой чек і адразу ж выдаткаваў амаль усё на вопратку.
I coud just improvise easily if something happens.,"Я мог бы проста імправізаваць лёгка, калі што-то адбываецца."
I am a leader.,Я лідар.
I had many sexual partners.,У мяне было шмат партнёраў.
I feel frustrated when I don't have intimacy.,"Я расчароўваюся, калі не маю інтымнай сувязі."
I feel like they are watching every move I make.,"Я адчуваю, што яны назіраюць за кожным маім рухам."
"They don't let me do it, because I am too weak.","Яны не дазваляюць мне гэта зрабіць, таму што я занадта слабая."
They needed a strong hand and I provided it.,"Ім была патрэбна моцная рука, і я даў ім яе."
I've been told that I'm caring and that I have nurturing personality.,"Мне кажуць, што я клапатлівая, і што я вельмі клапатліва ставілася да людзей."
I spent the whole day cleaning the house.,Я цэлы дзень прыбірала дом.
"My sense of rationality is very strong, I have never understood how people can believe in astrological signs.","Маё пачуццё рацыянальнасці вельмі моцнае, я ніколі не разумеў, як людзі могуць верыць у астралагічныя знакі."
I could never fall asleep without taking a shower first.,"Я ніколі не мог заснуць, не прыняўшы спачатку душ."
I've always felt better in leadership positions.,Мне заўсёды было лягчэй на кіраўнічых пасадах.
I did not take any credit for my work.,Я не браў на сябе адзнаку за сваю працу.
I was brought up not to talk back to anyone.,"Мяне выхоўвалі так, каб я нікому не адказваў."
"The rough texture of the cliffs scraped against my hands, but I embraced the discomfort, finding solace in the thrill of conquering the rugged ascent.","Грубасць скал драпала мае рукі, але я прыняў дыскамфорт, знаходзячы суцяшэнне ў захапленні ад перамогі над няпростым узыходам."
I never lost at this game before.,Я ніколі раней не губляў у гэтай гульні.
I like sacrificing my own time for the sake of others.,Мне падабаецца ахвяраваць сваім часам дзеля іншых.
I had no trouble shooting the big calibre weapons.,У мяне не было праблем з агнём з вялікага калібра.
I was raised to never give up.,"Мяне выхоўвалі так, каб я ніколі не здавалася."
"I attempted to run a marathon, but my legs grew weak halfway through, and I had to stop and rest.","Я паспрабаваў бегчы марафон, але на паўдарозе мае ногі аслабелі, і мне давялося спыніцца і адпачыць."
"When I was younger, every Friday I would go home with someone else.","Калі я была маладзейшая, кожную пятніцу я вярталася дадому з кімсьці іншым."
"I really needed the salary raise, so I proposed it to my manager.","Мне сапраўды была патрэбна павышэнне заробку, таму я прапанавала гэта майму мэнэджару."
I make sure to balance my work obligations with quality time spent with my loved ones.,Я імкнуся не зацягваць працу і праводзіць час з каханымі.
I cut down the tree in front of the house.,Я высекла дрэва перад домам.
Deep down I struggled but I still obeyed the instructions.,"Глыбока ўнутры я змагаўся, але я ўсё роўна слухаўся інструкцый."
I am happy when I make everyone else around me happy.,"Я шчаслівы, калі раблю шчасьлівымі ўсіх вакол мяне."
I made the calculation based on the available data.,Я зрабіў разлік на аснове даступных дадзеных.
I am good at making bold decisions.,"Я добра ведаю, як прымаць смелыя рашэнні."
"I tried to be celibate for a month, but I couldn't do it.","Я спрабавала застацца цэлібатам на працягу месяца, але не магла."
I loved you but I don't know how to show my emotions.,"Я кахаў цябе, але я не ведаю, як паказаць свае эмоцыі."
"I only wanted to laugh, but I got blamed for being childish.","Я толькі хацела пасмяяцца, але мяне абвінавацілі ў дзіцячасці."
I am very open-minded when it comes to sex.,"Я вельмі адкрыты, калі справа даходзіць да сэксу."
I like adventure and action in my daily life.,Мне падабаюцца прыгоды і дзеянні ў маім штодзённым жыцці.
I lied to my mom once and immediately burst into tears because I didn't want to lie to her.,"Я хлусіла маме аднойчы і адразу заплакала, бо не хацела хлусіць ёй."
I got into a commercial for a new face cream.,Я трапіла ў рэкламу новага крэму для твару.
Problem-solving was my biggest strength.,Рашэнне праблем было маёй найбольшай сілай.
"I like working in groups, but I like leading them even more.","Мне падабаецца працаваць у групах, але я люблю іх яшчэ больш весці."
I cleaned the floor everyday.,Я штодня чысціла падлогу.
"I showered daily, sometimes twice.","Я прымала душ штодня, часам двойчы."
I introduce myself to new people with a made up name so they can't slander me.,"Я прадстаўляю сябе новым людзям пад прыдуманым імем, каб яны не маглі ачарніць мяне."
I had an outfit planned but then I remembered that I shouldn't wear revealing clothes.,"У мяне быў план нарад, але потым я ўспомніла, што не павінна насіць адкрытую вопратку."
I always imagined how it must have felt to be in a bed with you.,"Я заўсёды ўяўляў, як гэта павінна быць адчуваў, каб быць у ложку з вамі."
"I attended an event, engaging in conversations with peers.","Я прысутнічала на мерапрыемстве, размаўляла з аднагодкамі."
I asked them to come see the gig with me.,Я папрасіў іх прыйсці і паглядзець на выступ са мной.
I made fun of her crooked teeth.,Я высмейваў яе крывыя зубы.
I'm good at negotiating with our clients.,Я добра ўмею перамовы з кліентамі.
My spouse has no idea that I have different sexual partners.,"Мой муж і жонка не ведаюць, што ў мяне некалькі партнёраў."
I like when my hair shines.,"Мне падабаецца, калі мае валасы блішчыць."
I scored really high on the IQ tests.,Я атрымала вельмі высокі бал на тэстах на IQ.
"If anyone expresses interest, I am ready to help them with anything.","Калі хто-небудзь выказвае цікавасць, я гатовы дапамагчы ім у чым заўгодна."
"I had a lot of friends in my old gym, but I had to switch gyms.","У мяне было шмат сяброў у маёй старой спартыўнай зале, але мне давялося змяніць месца правядзення."
"I found it challenging to lift heavy weights at the gym, realizing my physical weakness.","Мне было цяжка падняць цяжкія вагі ў трэнажорнай зале, бо я разумела сваю фізічную слабасць."
"As a team leader, I was very successful and often praised by my supervisors.","Я быў вельмі паспяховым лідарам каманды, і мае начальнікі часта мяне хвалялі."
I signed up for a professional course in communication.,Я паступіла на прафесійны курс у галіне камунікацый.
I offered that the next party could be at my place.,"Я прапанаваў, што наступная вечарына будзе ў маім доме."
"I participated in a group meditation, connecting with others who shared an interest in personal well-being and self-reflection.","Я ўдзельнічала ў групавой медытацыі, звязваючыся з іншымі людзьмі, якія цікавіліся асабістым дабрабытам і разважаннямі пра сябе."
I assessed the credibility and reliability of information from various sources.,Я ацэньваў давер і надзейнасць інфармацыі з розных крыніц.
I carried a rabbit's foot keychain with me for good luck.,Я насіла на сабе абалонку з трусавай нагай на шчасце.
"After the break-up, I had to see a psychologist.",Пасля разрыву мне давялося псіхолага.
"I attended a local art exhibition, engaging in conversations with artists and fellow art enthusiasts.",Я наведаў выставу мастацтваў і гутарыў з мастакамі і іншымі любіцелямі мастацкіх твораў.
I made so many friends on the first day already.,Я зрабіў так шмат сяброў ужо ў першы дзень.
"I wasn't angry about working hard, I was making more money for my family.","Я не злуюся, што працаваў так цяжка, я зарабляю больш грошай для сваёй сям'і."
I was not very good at science when I was at the high school.,У школе я не вельмі добра вучыўся навуцы.
"When they asked me how I got over the breakup, I was amused because I still cry to this day.","Калі яны спыталі, як я перажыла разрыў, я была рада, бо да гэтага часу плачу."
I wasn't afraid of blood.,Я не баяўся крыві.
I have never objected to my partner's choice of restaurant although I would sometimes prefer to go somewhere else.,Я ніколі не пярэчыў супраць выбару майго партнёра рэстарана хоць я часам аддаю перавагу ісці ў іншае месца.
I offered a supportive ear.,Я прапанаваў падтрымку.
I have met a lot of great people through volunteering.,"Я пазнаёмілася з вялікай колькасцю выдатных людзей, якія прыйшлі на валанцёрскія працы."
"I would like to kiss you, are you alright with it?","Я хацеў бы пацалаваць цябе, ты з гэтым у парадку?"
I prioritised my family's financial stability.,Для мяне галоўнае - гэта фінансавая стабільнасць маёй сям'і.
In karate I am the best of the group.,У каратэ я лепшы ў групе.
"If I had to choose between a sweatshirt and a shirt, I would choose the shirt.","Калі б мне давялося выбіраць паміж швэдаркай і кашуляй, я б выбрала кашулю."
"I don't give up easily, because I'm a fighter.","Я не здаюся так лёгка, таму што я змагары."
I went for a run but gave up after 10 minutes.,"Я пайшоў на прабежку, але здаўся праз 10 хвілін."
"I'm sad that you hurt me, because I like you.","Мне сумна, што ты мяне пакрыўдзіла, таму што ты мне падабаешся."
I've been told that I had had beautiful eyes when I was younger.,"Мне казалі, што ў маёй маладосці ў мяне былі прыгожыя вочы."
I hated the idea of celibacy.,Я ненавідзела ідэю цэлібату.
I let them think I was kind.,"Я дазволіў ім думаць, што я быў добры."
I organized a book club meeting at a local café.,Я арганізаваў сустрэчу кніжнага клуба ў мясцовым кафэ.
I like planning parties.,Мне падабаецца планаваць вечарыны.
I didn't know how to take care of my own children.,"Я не ведала, як клапаціцца пра сваіх дзяцей."
"Come here and help me, I couldn't do this alone yesterday.","Прыходзьце сюды і дапамажыце мне, я не мог зрабіць гэта ў адзіночку ўчора."
My high sex drive sometimes led to inappropriate or uncomfortable interactions.,Маё моцнае сэксуальнае жаданне часам прыводзіла мяне да непрыемных і некамфортных адносін.
I objectively evaluated my strengths and weaknesses.,Я аб'ектыўна ацаніў свае моцныя і слабыя бакі.
I've been working towards my dream since high school.,Я дасягаю сваёй мары з самага старэйшага класу.
I was frustrated when my partner was not in the mood for sexual intimacy.,"Я расчароўваўся, калі мой партнёр не быў у настроі на сэксуальную інтымнасць."
"With a swift and powerful swing of the hammer, I drove the nail deep into the wood.",З хуткім і магутным узмахам малатка я ўбіў цвік глыбока ў дрэва.
Today I bought a basket so we could go on a picnic.,"Сёння я купіла кошык, каб мы маглі пайсці на пікнік."
I would like to try diving with sharks.,Я хацеў бы паспрабаваць ныраць з акул.
I couldn't move forward without knowledge.,Я не магла рухацца наперад без ведаў.
I can supress my emotions in order to act rationally.,"Я магу стрымаць свае эмоцыі, каб дзейнічаць рацыянальна."
I provided for my partner and kids and everyone was happy.,"Я забяспечвала спадарожніка і дзяцей, і ўсе былі шчаслівыя."
I never wore any protection when skateboarding.,Я ніколі не насіла ахоўных прыбораў падчас катання на скейтбордзе.
"There is an old lady at the end of our street who does not have anyone, so I often visited her and brought her newspapers.","На канцы нашай вуліцы жыве пажылая жанчына, у якой няма нікога, таму я часта наведвала яе і прыносіла газеты."
I instantly felt we'd become best friends.,"Я адразу адчуў, што мы сталі лепшымі сябрамі."
I join group activities and discussions very often and I like it.,"Я вельмі часта далучаюся да групавых дзеянняў і дыскусій, і мне гэта падабаецца."
I have always been able to motivate others.,Я заўсёды здолеў матываваць іншых.
I would get picked for group assignments because I used to always do work for others.,"Мяне выбіралі для групавых заданняў, таму што я заўсёды рабіла працу для іншых."
I was not affected by my emotions at all.,На мяне не паўплывалі эмоцыі.
I could not invite the girl over because my place was too messy.,"Я не мог запрасіць дзяўчыну, таму што мой дом быў занадта брудным."
"I am aware that credit cards are bad, but I just love shopping.","Я ведаю, што крэдытныя карты дрэнныя, але я проста люблю пакупкі."
I'm confident in bed and have no problem taking charge.,Я ўпэўнены ў сабе ў пасцелі і не маю праблемы ўзяць на сябе адказнасць.
I have great stamina and am balanced and relaxed thanks to running.,"У мяне выдатная цягавітасць, я збалансаваны і расслаблены дзякуючы бегу."
I have offered accommodation to two refugees.,Я прапанаваў жыллё двум бежанцам.
I provided him with a compassionate and empathetic presence.,Я даваў яму спачуванне і эмпатыю.
I didn't mind having sex with many people in a short time.,Я не супраць займацца сэксам з многімі людзьмі за кароткі час.
I could not stop looking at their hot body.,"Я не мог спыніцца, гледзячы на іх гарачыя цела."
My friend is really musculus.,Мой сябар сапраўды мускулатура.
I hung out with some college dudes yesterday.,Я тусуўся з некаторымі хлопцамі каледжа ўчора.
What I love about traveling is that I always bring back new friendship.,"Мне падабаецца ў падарожжах тое, што я заўсёды прыношу з сабой новыя сяброўскія адносіны."
I don't like being told how to do my job.,"Мне не падабаецца, калі мне кажуць, як рабіць сваю працу."
I was thinking of sex all the time at work.,Я ўвесь час думаў пра сэкс на працы.
I like watching action movies.,Мне падабаецца глядзець фільмы з боем.
I always shake with anger during an argument.,Я заўсёды дрыжу ад гневу падчас сваркі.
I am sad when I don't have sex.,"Мне сумна, калі я не займаюся сэксам."
I was driving so fast.,Я ехаў так хутка.
For Christmas I organised a collection of clothes for homeless people.,На Каляды я арганізавала калекцыю адзення для бяздомных людзей.
I approached challenges with a sense of assurance and determination,Я падышоў да выпрабаванняў з пачуццём упэўненасці і рашучасці
